symbol,date,open,high,low,close,volume,adjclose
YETI,2018-10-24 20:00:00-04:00,16.75,17.450000762939453,16.479999542236328,17.0,9911600,17.0
YETI,2018-10-25 20:00:00-04:00,16.520000457763672,16.829999923706055,15.779999732971191,16.450000762939453,2498100,16.450000762939453
YETI,2018-10-28 20:00:00-04:00,16.450000762939453,16.690000534057617,15.25,15.40999984741211,1630700,15.40999984741211
YETI,2018-10-29 20:00:00-04:00,15.630000114440918,15.670000076293945,14.619999885559082,15.260000228881836,1135500,15.260000228881836
YETI,2018-10-30 20:00:00-04:00,15.289999961853027,16.510000228881836,15.289999961853027,15.930000305175781,1819200,15.930000305175781
YETI,2018-10-31 20:00:00-04:00,16.09000015258789,16.3799991607666,15.75,16.15999984741211,708600,16.15999984741211
YETI,2018-11-01 20:00:00-04:00,16.25,16.549999237060547,16.010000228881836,16.5,711700,16.5
YETI,2018-11-04 19:00:00-05:00,16.65999984741211,17.149999618530273,16.5,17.010000228881836,525500,17.010000228881836
YETI,2018-11-05 19:00:00-05:00,17.0,17.440000534057617,16.709999084472656,17.200000762939453,704400,17.200000762939453
YETI,2018-11-06 19:00:00-05:00,17.06999969482422,17.299999237060547,16.559999465942383,16.649999618530273,465600,16.649999618530273
YETI,2018-11-07 19:00:00-05:00,16.790000915527344,16.829999923706055,16.280000686645508,16.309999465942383,254200,16.309999465942383
YETI,2018-11-08 19:00:00-05:00,16.329999923706055,16.520000457763672,15.359999656677246,16.510000228881836,800000,16.510000228881836
YETI,2018-11-11 19:00:00-05:00,16.389999389648438,16.700000762939453,16.209999084472656,16.530000686645508,366300,16.530000686645508
YETI,2018-11-12 19:00:00-05:00,16.469999313354492,17.170000076293945,16.3799991607666,16.75,402600,16.75
YETI,2018-11-13 19:00:00-05:00,16.75,17.170000076293945,16.700000762939453,16.889999389648438,322300,16.889999389648438
YETI,2018-11-14 19:00:00-05:00,16.610000610351562,17.149999618530273,16.510000228881836,16.889999389648438,444500,16.889999389648438
YETI,2018-11-15 19:00:00-05:00,16.790000915527344,17.1299991607666,16.75,17.020000457763672,410400,17.020000457763672
YETI,2018-11-18 19:00:00-05:00,17.489999771118164,18.1200008392334,17.100000381469727,17.56999969482422,2743800,17.56999969482422
YETI,2018-11-19 19:00:00-05:00,18.0,18.25,17.280000686645508,17.479999542236328,3055900,17.479999542236328
YETI,2018-11-20 19:00:00-05:00,17.760000228881836,18.1200008392334,16.56999969482422,18.1200008392334,2638800,18.1200008392334
YETI,2018-11-22 19:00:00-05:00,18.09000015258789,18.25,17.809999465942383,18.09000015258789,853100,18.09000015258789
YETI,2018-11-25 19:00:00-05:00,18.209999084472656,18.479999542236328,17.360000610351562,17.920000076293945,1166900,17.920000076293945
YETI,2018-11-26 19:00:00-05:00,18.040000915527344,18.200000762939453,17.56999969482422,18.079999923706055,1091200,18.079999923706055
YETI,2018-11-27 19:00:00-05:00,18.1200008392334,19.209999084472656,18.040000915527344,19.200000762939453,1943400,19.200000762939453
YETI,2018-11-28 19:00:00-05:00,20.25,21.450000762939453,15.949999809265137,16.100000381469727,6776500,16.100000381469727
YETI,2018-11-29 19:00:00-05:00,16.40999984741211,17.350000381469727,16.25,16.84000015258789,2184800,16.84000015258789
YETI,2018-12-02 19:00:00-05:00,17.219999313354492,17.399999618530273,16.920000076293945,17.010000228881836,1278100,17.010000228881836
YETI,2018-12-03 19:00:00-05:00,16.899999618530273,17.299999237060547,16.780000686645508,16.8700008392334,958500,16.8700008392334
YETI,2018-12-05 19:00:00-05:00,16.479999542236328,16.850000381469727,15.5600004196167,16.829999923706055,1034300,16.829999923706055
YETI,2018-12-06 19:00:00-05:00,16.649999618530273,16.989999771118164,15.399999618530273,15.4399995803833,859400,15.4399995803833
YETI,2018-12-09 19:00:00-05:00,15.449999809265137,15.5,14.449999809265137,15.130000114440918,988200,15.130000114440918
