symbol,date,open,high,low,close,volume,adjclose,splits
RVYL,2010-04-04 20:00:00-04:00,7.199999809265137,7.199999809265137,7.199999809265137,7.199999809265137,17,7.199999809265137,0.0
RVYL,2010-04-05 20:00:00-04:00,15.0,15.0,15.0,15.0,2,15.0,0.0
RVYL,2010-04-06 20:00:00-04:00,15.0,15.0,15.0,15.0,0,15.0,0.0
RVYL,2010-04-07 20:00:00-04:00,7.199999809265137,7.199999809265137,7.199999809265137,7.199999809265137,17,7.199999809265137,0.0
RVYL,2010-04-08 20:00:00-04:00,7.199999809265137,7.199999809265137,7.199999809265137,7.199999809265137,0,7.199999809265137,0.0
RVYL,2010-04-11 20:00:00-04:00,7.199999809265137,7.199999809265137,7.199999809265137,7.199999809265137,0,7.199999809265137,0.0
RVYL,2010-04-12 20:00:00-04:00,7.199999809265137,7.199999809265137,7.199999809265137,7.199999809265137,42,7.199999809265137,0.0
RVYL,2010-04-13 20:00:00-04:00,7.199999809265137,7.199999809265137,7.199999809265137,7.199999809265137,0,7.199999809265137,0.0
RVYL,2010-04-14 20:00:00-04:00,7.199999809265137,7.199999809265137,7.199999809265137,7.199999809265137,0,7.199999809265137,0.0
RVYL,2010-04-15 20:00:00-04:00,7.199999809265137,7.199999809265137,7.199999809265137,7.199999809265137,0,7.199999809265137,0.0
RVYL,2010-04-18 20:00:00-04:00,7.199999809265137,7.199999809265137,7.199999809265137,7.199999809265137,0,7.199999809265137,0.0
RVYL,2010-04-19 20:00:00-04:00,9.0,9.0,9.0,9.0,2,9.0,0.0
RVYL,2010-04-20 20:00:00-04:00,9.0,9.0,9.0,9.0,0,9.0,0.0
RVYL,2010-04-21 20:00:00-04:00,9.0,9.0,9.0,9.0,0,9.0,0.0
RVYL,2010-04-22 20:00:00-04:00,9.0,9.0,9.0,9.0,0,9.0,0.0
RVYL,2010-04-25 20:00:00-04:00,9.0,9.0,9.0,9.0,0,9.0,0.0
RVYL,2010-04-26 20:00:00-04:00,9.0,9.0,9.0,9.0,0,9.0,0.0
RVYL,2010-04-27 20:00:00-04:00,9.0,9.0,9.0,9.0,0,9.0,0.0
RVYL,2010-04-28 20:00:00-04:00,9.0,9.0,9.0,9.0,0,9.0,0.0
RVYL,2010-04-29 20:00:00-04:00,9.0,9.0,9.0,9.0,0,9.0,0.0
RVYL,2010-05-02 20:00:00-04:00,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,35,4.800000190734863,0.0
RVYL,2010-05-03 20:00:00-04:00,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,0,4.800000190734863,0.0
RVYL,2010-05-04 20:00:00-04:00,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,0,4.800000190734863,0.0
RVYL,2010-05-05 20:00:00-04:00,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,0,4.800000190734863,0.0
RVYL,2010-05-06 20:00:00-04:00,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,0,4.800000190734863,0.0
RVYL,2010-05-09 20:00:00-04:00,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,0,4.800000190734863,0.0
RVYL,2010-05-10 20:00:00-04:00,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,0,4.800000190734863,0.0
RVYL,2010-05-11 20:00:00-04:00,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,33,4.800000190734863,0.0
RVYL,2010-05-12 20:00:00-04:00,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,0,4.800000190734863,0.0
RVYL,2010-05-13 20:00:00-04:00,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,0,4.800000190734863,0.0
RVYL,2010-05-16 20:00:00-04:00,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,0,4.800000190734863,0.0
