date,TRGP_Open,TRGP_High,TRGP_Low,TRGP_Close,TRGP_Volume,TRGP_Dividends,TRGP_Stock Splits
2010-12-07 00:00:00+00:00,24.100000381469727,25.200000762939453,23.5,13.360648155212402,10577600,0.0,
2010-12-08 00:00:00+00:00,24.51000022888184,26.0,24.399999618530277,13.874516487121582,865200,0.0,
2010-12-09 00:00:00+00:00,25.350000381469727,26.25,25.34000015258789,13.831241607666016,877800,0.0,
2010-12-10 00:00:00+00:00,25.3700008392334,25.790000915527344,25.290000915527344,13.869112968444824,436900,0.0,
2010-12-13 00:00:00+00:00,25.5,26.690000534057617,25.489999771118164,14.345117568969728,397800,0.0,
2010-12-14 00:00:00+00:00,26.399999618530277,26.600000381469727,25.790000915527344,14.355934143066406,250500,0.0,
2010-12-15 00:00:00+00:00,26.559999465942383,27.13999938964844,25.479999542236328,14.09629249572754,396100,0.0,
2010-12-16 00:00:00+00:00,25.959999084472656,26.93000030517578,25.950000762939453,14.50197982788086,133000,0.0,
2010-12-17 00:00:00+00:00,26.989999771118164,27.549999237060547,26.899999618530277,14.772439002990724,101600,0.0,
2010-12-20 00:00:00+00:00,27.209999084472656,28.399999618530277,27.190000534057617,14.891441345214844,149300,0.0,
2010-12-21 00:00:00+00:00,27.6299991607666,27.700000762939453,26.600000381469727,14.63180160522461,139200,0.0,
2010-12-22 00:00:00+00:00,26.850000381469727,26.8799991607666,26.209999084472656,14.539846420288086,157500,0.0,
2010-12-23 00:00:00+00:00,26.729999542236328,26.86000061035156,26.700000762939453,14.529026985168455,135200,0.0,
2010-12-27 00:00:00+00:00,26.75,26.75,26.43000030517578,14.339710235595703,97000,0.0,
2010-12-28 00:00:00+00:00,26.450000762939453,26.850000381469727,26.399999618530277,14.49657154083252,204000,0.0,
2010-12-29 00:00:00+00:00,26.540000915527344,27.149999618530277,26.5,14.685891151428224,75200,0.0,
2010-12-30 00:00:00+00:00,27.01000022888184,27.190000534057617,26.850000381469727,14.620986938476562,298000,0.0,
2010-12-31 00:00:00+00:00,27.0,27.049999237060547,26.790000915527344,14.50197982788086,49800,0.0,
2011-01-03 00:00:00+00:00,26.920000076293945,27.049999237060547,26.51000022888184,14.604754447937012,253500,0.0,
2011-01-04 00:00:00+00:00,27.0,27.190000534057617,26.6299991607666,14.691302299499512,232300,0.0,
2011-01-05 00:00:00+00:00,27.01000022888184,27.3700008392334,26.8700008392334,14.78866481781006,61800,0.0,
2011-01-06 00:00:00+00:00,27.280000686645508,28.15999984741211,26.950000762939453,15.140264511108398,116100,0.0,
2011-01-07 00:00:00+00:00,27.899999618530277,28.1299991607666,27.40999984741211,15.037487983703612,288300,0.0,
2011-01-10 00:00:00+00:00,27.5,27.96999931335449,27.06999969482422,14.821122169494627,121100,0.0,
2011-01-11 00:00:00+00:00,27.43000030517578,27.63999938964844,27.1200008392334,14.923894882202148,188900,0.0,
2011-01-12 00:00:00+00:00,27.68000030517578,28.479999542236328,27.43000030517578,15.334994316101074,172300,0.0,
2011-01-13 00:00:00+00:00,28.11000061035156,28.459999084472656,27.88999938964844,15.161903381347656,130200,0.0,
2011-01-14 00:00:00+00:00,28.09000015258789,28.46999931335449,27.959999084472656,15.313350677490234,249000,0.0,
2011-01-18 00:00:00+00:00,28.600000381469727,30.25,28.420000076293945,15.870497703552246,692000,0.0,
2011-01-19 00:00:00+00:00,29.690000534057617,29.850000381469727,28.799999237060547,15.616268157958984,227700,0.0,
2011-01-20 00:00:00+00:00,28.88999938964844,30.040000915527344,27.270000457763672,15.908365249633787,354600,0.0,
2011-01-21 00:00:00+00:00,29.5,29.57999992370605,28.209999084472656,15.908365249633787,118100,0.0,
