date,CRS_Open,CRS_High,CRS_Low,CRS_Close,CRS_Volume,CRS_Dividends,CRS_Stock Splits
1973-02-21 00:00:00+00:00,0.0,2.890625,2.75,0.992941915988922,109600,0.0,
1973-02-22 00:00:00+00:00,0.0,2.90625,2.875,0.998309314250946,18400,0.0,
1973-02-23 00:00:00+00:00,0.0,2.96875,2.9375,1.0197782516479492,15200,0.0,
1973-02-26 00:00:00+00:00,0.0,2.953125,2.890625,0.992941915988922,12000,0.0,
1973-02-27 00:00:00+00:00,0.0,2.953125,2.890625,0.992941915988922,28800,0.0,
1973-02-28 00:00:00+00:00,0.0,2.921875,2.921875,1.003676414489746,5600,0.0,
1973-03-01 00:00:00+00:00,0.0,2.921875,2.890625,1.003676414489746,3200,0.0,
1973-03-02 00:00:00+00:00,0.0,2.890625,2.875,0.992941915988922,9600,0.0,
1973-03-05 00:00:00+00:00,0.0,3.0,2.953125,1.0197782516479492,55200,0.0,
1973-03-06 00:00:00+00:00,0.0,3.046875,2.96875,1.0305129289627075,124800,0.0,
1973-03-07 00:00:00+00:00,0.0,3.015625,2.96875,1.0358799695968628,12000,0.0,
1973-03-08 00:00:00+00:00,0.0,3.03125,2.96875,1.0358799695968628,80800,0.0,
1973-03-09 00:00:00+00:00,0.0,3.015625,2.9375,1.0197782516479492,28000,0.0,
1973-03-12 00:00:00+00:00,0.0,2.96875,2.9375,1.0197782516479492,68000,0.0,
1973-03-13 00:00:00+00:00,0.0,3.0,2.96875,1.0305129289627075,64000,0.0,
1973-03-14 00:00:00+00:00,0.0,2.96875,2.9375,1.0090439319610596,31200,0.0,
1973-03-15 00:00:00+00:00,0.0,2.96875,2.9375,1.0197782516479492,6400,0.0,
1973-03-16 00:00:00+00:00,0.0,2.96875,2.921875,1.003676414489746,15200,0.0,
1973-03-19 00:00:00+00:00,0.0,2.921875,2.875,0.9875749945640564,15200,0.0,
1973-03-20 00:00:00+00:00,0.0,2.875,2.84375,0.9768407344818116,7200,0.0,
1973-03-21 00:00:00+00:00,0.0,2.875,2.84375,0.9768407344818116,4800,0.0,
1973-03-22 00:00:00+00:00,0.0,2.828125,2.78125,0.9553720355033876,10400,0.0,
1973-03-23 00:00:00+00:00,0.0,2.8125,2.765625,0.9553720355033876,10400,0.0,
1973-03-26 00:00:00+00:00,0.0,2.8125,2.765625,0.9500046968460084,15200,0.0,
1973-03-27 00:00:00+00:00,0.0,2.78125,2.765625,0.9500046968460084,10400,0.0,
1973-03-28 00:00:00+00:00,0.0,2.78125,2.765625,0.9553720355033876,12000,0.0,
1973-03-29 00:00:00+00:00,0.0,2.90625,2.828125,0.998309314250946,57600,0.0,
1973-03-30 00:00:00+00:00,0.0,2.921875,2.90625,0.998309314250946,7200,0.0,
1973-04-02 00:00:00+00:00,0.0,2.875,2.84375,0.9875749945640564,44000,0.0,
1973-04-03 00:00:00+00:00,0.0,2.90625,2.859375,0.9822078943252563,4000,0.0,
1973-04-04 00:00:00+00:00,0.0,2.859375,2.8125,0.966106116771698,11200,0.0,
1973-04-05 00:00:00+00:00,0.0,2.875,2.8125,0.9875749945640564,169600,0.0,
1973-04-06 00:00:00+00:00,0.0,2.90625,2.84375,0.9822078943252563,52000,0.0,
1973-04-09 00:00:00+00:00,0.0,2.984375,2.875,1.0251458883285522,83200,0.0,
1973-04-10 00:00:00+00:00,0.0,3.03125,2.984375,1.041247844696045,69600,0.0,
1973-04-11 00:00:00+00:00,0.0,3.0625,3.03125,1.0466148853302002,27200,0.0,
1973-04-12 00:00:00+00:00,0.0,3.0625,3.046875,1.0519821643829346,35200,0.0,
1973-04-13 00:00:00+00:00,0.0,3.078125,3.046875,1.0519821643829346,59200,0.0,
1973-04-16 00:00:00+00:00,0.0,3.078125,3.0625,1.0519821643829346,25600,0.0,
1973-04-17 00:00:00+00:00,0.0,3.109375,3.0625,1.0573492050170898,50400,0.0,
1973-04-18 00:00:00+00:00,0.0,3.109375,3.078125,1.0573492050170898,14400,0.0,
1973-04-19 00:00:00+00:00,0.0,3.15625,3.109375,1.0788183212280271,34400,0.0,
1973-04-23 00:00:00+00:00,0.0,3.21875,3.140625,1.0841856002807615,40000,0.0,
1973-04-24 00:00:00+00:00,0.0,3.171875,3.125,1.0734509229660034,15200,0.0,
1973-04-25 00:00:00+00:00,0.0,3.09375,3.046875,1.0573492050170898,7200,0.0,
1973-04-26 00:00:00+00:00,0.0,3.046875,2.953125,1.0144113302230835,49600,0.0,
1973-04-27 00:00:00+00:00,0.0,2.992187976837158,2.875,0.9875749945640564,47200,0.0,
1973-04-30 00:00:00+00:00,0.0,2.96875,2.875,1.0090439319610596,22400,0.0,
1973-05-01 00:00:00+00:00,0.0,2.921875,2.890625,0.992941915988922,25600,0.0,
1973-05-02 00:00:00+00:00,0.0,2.96875,2.875,1.0197782516479492,7200,0.0,
1973-05-03 00:00:00+00:00,0.0,2.984375,2.9375,1.0197782516479492,38400,0.0,
1973-05-04 00:00:00+00:00,0.0,2.984375,2.953125,1.0251458883285522,45600,0.0,
1973-05-07 00:00:00+00:00,0.0,2.984375,2.953125,1.0251458883285522,11200,0.0,
