date,MIGI_Open,MIGI_High,MIGI_Low,MIGI_Close,MIGI_Volume,MIGI_Dividends,MIGI_Stock Splits
2012-02-22 00:00:00+00:00,20088.0,20088.0,20088.0,20088.0,0,,
2012-02-23 00:00:00+00:00,20736.0,21060.0,20606.400390625,21060.0,2,,
2012-02-24 00:00:00+00:00,21060.0,21060.0,20736.0,20736.0,0,,
2012-02-27 00:00:00+00:00,20736.0,20736.0,20736.0,20736.0,0,,
2012-02-28 00:00:00+00:00,20736.0,20736.0,20736.0,20736.0,0,,
2012-02-29 00:00:00+00:00,20736.0,20736.0,20736.0,20736.0,0,,
2012-03-01 00:00:00+00:00,20736.0,20736.0,20736.0,20736.0,0,,
2012-03-02 00:00:00+00:00,20736.0,20736.0,20736.0,20736.0,0,,
2012-03-05 00:00:00+00:00,20736.0,20736.0,20736.0,20736.0,0,,
2012-03-06 00:00:00+00:00,20736.0,20736.0,20736.0,20736.0,0,,
2012-03-07 00:00:00+00:00,20736.0,20736.0,20736.0,20736.0,0,,
2012-03-08 00:00:00+00:00,18792.0,21708.0,18792.0,21708.0,0,,
2012-03-09 00:00:00+00:00,21643.19921875,21643.19921875,21643.19921875,21643.19921875,0,,
2012-03-12 00:00:00+00:00,21643.19921875,21643.19921875,21643.19921875,21643.19921875,0,,
2012-03-13 00:00:00+00:00,16200.0,16200.0,16200.0,16200.0,0,,
2012-03-14 00:00:00+00:00,16200.0,16200.0,16200.0,16200.0,0,,
2012-03-15 00:00:00+00:00,16200.0,16200.0,16200.0,16200.0,0,,
2012-03-16 00:00:00+00:00,21643.19921875,21643.19921875,21643.19921875,21643.19921875,0,,
2012-03-19 00:00:00+00:00,21643.19921875,21643.19921875,21643.19921875,21643.19921875,0,,
2012-03-20 00:00:00+00:00,21643.19921875,21643.19921875,21448.80078125,21448.80078125,0,,
2012-03-21 00:00:00+00:00,21448.80078125,21448.80078125,21448.80078125,21448.80078125,0,,
2012-03-22 00:00:00+00:00,21448.80078125,21448.80078125,21448.80078125,21448.80078125,0,,
2012-03-23 00:00:00+00:00,21384.0,21384.0,21384.0,21384.0,0,,
2012-03-26 00:00:00+00:00,21384.0,21384.0,21384.0,21384.0,0,,
2012-03-27 00:00:00+00:00,16200.0,16200.0,16200.0,16200.0,0,,
2012-03-28 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-03-29 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-03-30 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-02 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-03 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-04 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-05 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-09 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-10 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-11 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-12 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-13 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-16 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-17 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-18 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-19 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-20 00:00:00+00:00,21319.19921875,21319.19921875,21319.19921875,21319.19921875,0,,
2012-04-23 00:00:00+00:00,14256.0,21060.0,14256.0,21060.0,1,,
2012-04-24 00:00:00+00:00,21060.0,21060.0,21060.0,21060.0,0,,
2012-04-25 00:00:00+00:00,14385.599609375,21060.0,14385.599609375,21060.0,0,,
2012-04-26 00:00:00+00:00,21060.0,21060.0,21060.0,21060.0,0,,
2012-04-27 00:00:00+00:00,21060.0,21060.0,21060.0,21060.0,0,,
2012-04-30 00:00:00+00:00,14320.7998046875,20995.19921875,14320.7998046875,18338.400390625,2,,
2012-05-01 00:00:00+00:00,18338.400390625,20412.0,14515.2001953125,20088.0,0,,
2012-05-02 00:00:00+00:00,20088.0,20088.0,20088.0,20088.0,0,,
2012-05-03 00:00:00+00:00,20088.0,20088.0,20088.0,20088.0,0,,
2012-05-04 00:00:00+00:00,20088.0,20088.0,20088.0,20088.0,0,,
2012-05-07 00:00:00+00:00,20088.0,20088.0,20088.0,20088.0,0,,
2012-05-08 00:00:00+00:00,20088.0,20088.0,20088.0,20088.0,0,,
2012-05-09 00:00:00+00:00,20088.0,20088.0,20088.0,20088.0,0,,
2012-05-10 00:00:00+00:00,20088.0,20088.0,20088.0,20088.0,0,,
2012-05-11 00:00:00+00:00,20088.0,20088.0,20088.0,20088.0,0,,
2012-05-14 00:00:00+00:00,20088.0,20088.0,20088.0,20088.0,0,,
2012-05-15 00:00:00+00:00,18727.19921875,18727.19921875,18727.19921875,18727.19921875,4,,
2012-05-16 00:00:00+00:00,18727.19921875,19375.19921875,18727.19921875,19375.19921875,0,,
2012-05-17 00:00:00+00:00,19375.19921875,19375.19921875,19375.19921875,19375.19921875,0,,
2012-05-18 00:00:00+00:00,19375.19921875,19375.19921875,19375.19921875,19375.19921875,0,,
2012-05-21 00:00:00+00:00,19375.19921875,19375.19921875,19375.19921875,19375.19921875,0,,
2012-05-22 00:00:00+00:00,19375.19921875,19375.19921875,19375.19921875,19375.19921875,0,,
2012-05-23 00:00:00+00:00,19375.19921875,19375.19921875,19375.19921875,19375.19921875,0,,
2012-05-24 00:00:00+00:00,14580.0,19310.400390625,14580.0,19310.400390625,0,,
2012-05-25 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-05-29 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-05-30 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-05-31 00:00:00+00:00,14580.0,19310.400390625,14191.2001953125,19310.400390625,1,,
2012-06-01 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-06-04 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-06-05 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-06-06 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-06-07 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-06-08 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-06-11 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-06-12 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-06-13 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-06-14 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-06-15 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
2012-06-18 00:00:00+00:00,19310.400390625,19310.400390625,19310.400390625,19310.400390625,0,,
