date,SLG_Open,SLG_High,SLG_Low,SLG_Close,SLG_Volume,SLG_Dividends,SLG_Stock Splits
1997-08-15 00:00:00+00:00,26.542940139770508,26.941085815429688,26.14479637145996,8.136551856994629,5882826,0.0,
1997-08-18 00:00:00+00:00,26.41022682189941,26.80837059020996,25.21579360961914,8.095867156982422,647724,0.0,
1997-08-19 00:00:00+00:00,26.277511596679688,26.343868255615234,25.81300926208496,7.93313455581665,193554,0.0,
1997-08-20 00:00:00+00:00,25.74665260314941,25.74665260314941,25.08307838439941,7.729720592498779,249313,0.0,
1997-08-21 00:00:00+00:00,25.348508834838867,25.481224060058597,24.419506072998047,7.5059685707092285,284821,0.0,
1997-08-22 00:00:00+00:00,24.0213623046875,24.95036506652832,23.888647079467773,7.648356914520264,342558,0.0,
1997-08-25 00:00:00+00:00,24.95036506652832,24.95036506652832,24.419506072998047,7.648356914520264,166146,0.0,
1997-08-26 00:00:00+00:00,25.016721725463867,25.41486549377441,24.95036506652832,7.68903923034668,276345,0.0,
1997-08-27 00:00:00+00:00,25.21579360961914,25.21579360961914,24.95036506652832,7.648356914520264,29386,0.0,
1997-08-28 00:00:00+00:00,24.95036506652832,25.149436950683597,24.95036506652832,7.7093825340271,81943,0.0,
1997-08-29 00:00:00+00:00,25.149436950683597,25.481224060058597,25.016721725463867,7.770405292510986,130920,0.0,
1997-09-02 00:00:00+00:00,25.282150268554688,25.87936782836914,25.282150268554688,7.93313455581665,126870,0.0,
1997-09-03 00:00:00+00:00,25.81300926208496,25.87936782836914,25.613937377929688,7.91279411315918,136194,0.0,
1997-09-04 00:00:00+00:00,25.613937377929688,26.012081146240234,25.613937377929688,7.973818778991699,72053,0.0,
1997-09-05 00:00:00+00:00,25.945724487304688,26.012081146240234,25.613937377929688,7.93313455581665,61316,0.0,
1997-09-08 00:00:00+00:00,25.680295944213867,25.74665260314941,25.680295944213867,7.892457008361816,102475,0.0,
1997-09-09 00:00:00+00:00,25.680295944213867,26.277511596679688,25.680295944213867,7.973818778991699,159647,0.0,
1997-09-10 00:00:00+00:00,25.87936782836914,26.277511596679688,25.74665260314941,8.034843444824219,106055,0.0,
1997-09-11 00:00:00+00:00,26.14479637145996,26.14479637145996,25.74665260314941,7.91279411315918,65366,0.0,
1997-09-12 00:00:00+00:00,25.81300926208496,26.07843971252441,25.81300926208496,7.91279411315918,70169,0.0,
1997-09-15 00:00:00+00:00,25.74665260314941,26.012081146240234,25.21579360961914,7.811089038848877,170008,0.0,
1997-09-16 00:00:00+00:00,25.87936782836914,27.07379913330078,25.74665260314941,8.217911720275879,171985,0.0,
1997-09-17 00:00:00+00:00,27.07379913330078,27.07379913330078,26.07843971252441,8.055188179016113,91927,0.0,
1997-09-18 00:00:00+00:00,26.41022682189941,26.74201393127441,26.21115493774414,8.177234649658203,46811,0.0,
1997-09-19 00:00:00+00:00,26.41022682189941,26.675655364990234,26.277511596679688,8.156893730163574,89949,0.0,
1997-09-22 00:00:00+00:00,26.941085815429688,26.941085815429688,26.80837059020996,8.217911720275879,80624,0.0,
1997-09-23 00:00:00+00:00,26.80837059020996,27.07379913330078,26.47658348083496,8.116209983825684,90043,0.0,
1997-09-24 00:00:00+00:00,26.542940139770508,26.609298706054688,26.277511596679688,8.07552719116211,38617,0.0,
1997-09-25 00:00:00+00:00,26.41022682189941,26.80837059020996,26.41022682189941,8.217911720275879,63011,0.0,
