date,TEN_Open,TEN_High,TEN_Low,TEN_Close,TEN_Volume,TEN_Dividends,TEN_Stock Splits
2002-03-05 00:00:00+00:00,39.75,40.150001525878906,37.75,13.601883888244627,988920,0.0,
2002-03-06 00:00:00+00:00,37.875,38.0,37.5,13.51180934906006,331480,0.0,
2002-03-07 00:00:00+00:00,37.54999923706055,38.125,37.54999923706055,13.727999687194824,45960,0.0,
2002-03-08 00:00:00+00:00,37.75,37.875,37.5,13.520818710327148,234320,0.0,
2002-03-11 00:00:00+00:00,37.625,37.75,37.5,13.556849479675291,66440,0.0,
2002-03-12 00:00:00+00:00,37.5,37.625,37.5,13.520818710327148,65360,0.0,
2002-03-13 00:00:00+00:00,37.525001525878906,37.59999847412109,37.5,13.51180934906006,119160,0.0,
2002-03-14 00:00:00+00:00,37.5,37.625,37.5,13.54783821105957,74000,0.0,
2002-03-15 00:00:00+00:00,37.57500076293945,37.75,37.5,13.583868026733398,72800,0.0,
2002-03-18 00:00:00+00:00,37.625,37.625,37.5,13.51180934906006,118440,0.0,
2002-03-19 00:00:00+00:00,37.5,37.57500076293945,36.875,13.376687049865724,85040,0.0,
2002-03-20 00:00:00+00:00,37.0,37.125,36.75,13.241568565368652,9120,0.0,
2002-03-21 00:00:00+00:00,36.75,36.75,36.42499923706055,13.241568565368652,14080,0.0,
2002-03-22 00:00:00+00:00,36.75,37.625,36.75,13.466763496398926,17320,0.0,
2002-03-25 00:00:00+00:00,37.5,37.59999847412109,37.25,13.430734634399414,15320,0.0,
2002-03-26 00:00:00+00:00,37.25,37.75,37.25,13.601883888244627,10720,0.0,
2002-03-27 00:00:00+00:00,37.875,38.5,37.5,13.583868026733398,26120,0.0,
2002-03-28 00:00:00+00:00,37.625,38.125,37.625,13.718989372253418,20200,0.0,
2002-04-01 00:00:00+00:00,38.07500076293945,38.125,37.75,13.646924018859863,10640,0.0,
2002-04-02 00:00:00+00:00,38.0,38.0,37.5,13.51180934906006,9080,0.0,
2002-04-03 00:00:00+00:00,37.5,37.70000076293945,37.5,13.51180934906006,3120,0.0,
2002-04-04 00:00:00+00:00,37.25,37.54999923706055,37.25,13.466763496398926,6280,0.0,
2002-04-05 00:00:00+00:00,37.125,37.5,37.0,13.51180934906006,6840,0.0,
2002-04-08 00:00:00+00:00,37.5,37.54999923706055,37.42499923706055,13.529824256896973,21640,0.0,
2002-04-09 00:00:00+00:00,37.625,37.75,37.5,13.556849479675291,18240,0.0,
2002-04-10 00:00:00+00:00,37.72499847412109,37.75,37.625,13.601883888244627,16520,0.0,
2002-04-11 00:00:00+00:00,37.625,38.0,37.625,13.646924018859863,15360,0.0,
2002-04-12 00:00:00+00:00,37.95000076293945,39.0,37.95000076293945,13.872119903564451,49600,0.0,
2002-04-15 00:00:00+00:00,38.625,38.650001525878906,38.125,13.73700714111328,11200,0.0,
2002-04-16 00:00:00+00:00,38.375,38.5,38.125,13.73700714111328,3840,0.0,
2002-04-17 00:00:00+00:00,38.25,38.5,37.625,13.601883888244627,7480,0.0,
2002-04-18 00:00:00+00:00,37.625,38.25,37.625,13.78204345703125,5760,0.0,
2002-04-19 00:00:00+00:00,38.0,38.375,38.0,13.827082633972168,2000,0.0,
2002-04-22 00:00:00+00:00,38.375,38.54999923706055,38.150001525878906,13.89013671875,1200,0.0,
2002-04-23 00:00:00+00:00,38.375,38.375,37.875,13.69196319580078,4280,0.0,
2002-04-24 00:00:00+00:00,37.875,38.125,37.375,13.73700714111328,5480,0.0,
2002-04-25 00:00:00+00:00,38.125,38.22499847412109,37.75,13.69196319580078,3200,0.0,
2002-04-26 00:00:00+00:00,37.875,37.875,37.650001525878906,13.601883888244627,2360,0.0,
2002-04-29 00:00:00+00:00,37.625,37.75,37.54999923706055,13.556849479675291,1680,0.0,
2002-04-30 00:00:00+00:00,37.72499847412109,38.0,37.5,13.69196319580078,36280,0.0,
2002-05-01 00:00:00+00:00,37.775001525878906,38.0,37.75,13.69196319580078,880,0.0,
2002-05-02 00:00:00+00:00,37.75,38.04999923706055,37.75,13.646924018859863,3120,0.0,
2002-05-03 00:00:00+00:00,37.875,39.375,37.875,14.187399864196776,39040,0.0,
2002-05-06 00:00:00+00:00,39.25,39.25,38.5,13.872119903564451,4000,0.0,
2002-05-07 00:00:00+00:00,38.5,39.25,38.375,14.14236068725586,29320,0.0,
2002-05-08 00:00:00+00:00,39.34999847412109,39.375,39.29999923706055,14.160377502441406,4320,0.0,
2002-05-09 00:00:00+00:00,39.29999923706055,39.375,39.25,14.14236068725586,2840,0.0,
2002-05-10 00:00:00+00:00,39.29999923706055,39.5,39.275001525878906,14.232440948486328,16920,0.0,
2002-05-13 00:00:00+00:00,39.5,39.54999923706055,39.275001525878906,14.15136432647705,7040,0.0,
2002-05-14 00:00:00+00:00,39.625,39.875,39.5,14.32251262664795,24960,0.0,
2002-05-15 00:00:00+00:00,39.875,39.875,39.625,14.277471542358398,5960,0.0,
2002-05-16 00:00:00+00:00,39.400001525878906,39.59999847412109,39.400001525878906,14.26846694946289,2160,0.0,
2002-05-17 00:00:00+00:00,39.59999847412109,39.625,39.5,14.277471542358398,960,0.0,
2002-05-20 00:00:00+00:00,39.625,39.625,39.625,14.277471542358398,240,0.0,
2002-05-21 00:00:00+00:00,39.75,39.84999847412109,39.5,14.358545303344728,9400,0.0,
2002-05-22 00:00:00+00:00,39.84999847412109,40.25,39.84999847412109,14.412591934204102,14280,0.0,
2002-05-23 00:00:00+00:00,40.125,41.0,40.125,14.772907257080078,27880,0.0,
2002-05-24 00:00:00+00:00,41.25,41.25,40.125,14.547710418701172,14920,0.0,
2002-05-28 00:00:00+00:00,40.29999923706055,40.75,40.25,14.574737548828123,3560,0.0,
2002-05-29 00:00:00+00:00,40.25,40.54999923706055,40.25,14.610767364501951,3320,0.0,
2002-05-30 00:00:00+00:00,40.375,40.875,40.25,14.727871894836426,12480,0.0,
2002-05-31 00:00:00+00:00,40.5,40.5,40.125,14.547710418701172,7720,0.0,
2002-06-03 00:00:00+00:00,40.125,40.125,39.5,14.232440948486328,11520,0.0,
2002-06-04 00:00:00+00:00,39.25,39.5,38.900001525878906,14.088312149047852,3400,0.0,
2002-06-05 00:00:00+00:00,39.125,39.125,37.72499847412109,13.646924018859863,18840,0.0,
2002-06-06 00:00:00+00:00,37.875,37.875,37.42499923706055,13.484784126281738,111320,0.0,
2002-06-07 00:00:00+00:00,37.25,37.275001525878906,36.875,13.331653594970703,107000,0.0,
