date,CPA_Open,CPA_High,CPA_Low,CPA_Close,CPA_Volume,CPA_Dividends,CPA_Stock Splits
2005-12-15 00:00:00+00:00,22.530000686645508,24.420000076293945,21.950000762939453,16.017602920532227,11589800,0.0,
2005-12-16 00:00:00+00:00,22.5,25.0,22.5,16.116683959960938,1829200,0.0,
2005-12-19 00:00:00+00:00,24.309999465942383,25.600000381469727,24.309999465942383,16.314838409423828,776100,0.0,
2005-12-20 00:00:00+00:00,24.88999938964844,24.959999084472656,22.899999618530277,15.357080459594728,916600,0.0,
2005-12-21 00:00:00+00:00,23.200000762939453,24.100000381469727,23.200000762939453,15.588265419006348,456900,0.0,
2005-12-22 00:00:00+00:00,23.399999618530277,25.299999237060547,23.399999618530277,16.57243537902832,289300,0.0,
2005-12-23 00:00:00+00:00,25.399999618530277,26.149999618530277,25.25,17.11406898498535,511300,0.0,
2005-12-27 00:00:00+00:00,26.0,26.649999618530277,25.549999237060547,17.10746192932129,205500,0.0,
2005-12-28 00:00:00+00:00,26.0,26.200000762939453,25.5,17.041406631469727,311500,0.0,
2005-12-29 00:00:00+00:00,25.799999237060547,27.200000762939453,25.799999237060547,17.82742691040039,470800,0.0,
2005-12-30 00:00:00+00:00,27.0,27.399999618530277,26.299999237060547,18.03218650817871,160800,0.0,
2006-01-03 00:00:00+00:00,27.0,27.06999969482422,25.5,17.1536922454834,268900,0.0,
2006-01-04 00:00:00+00:00,26.100000381469727,27.100000381469727,26.100000381469727,17.900083541870117,185800,0.0,
2006-01-05 00:00:00+00:00,27.0,27.0,26.149999618530277,17.50377082824707,158800,0.0,
2006-01-06 00:00:00+00:00,25.700000762939453,26.0,24.799999237060547,16.631887435913086,529000,0.0,
2006-01-09 00:00:00+00:00,25.100000381469727,25.100000381469727,24.600000381469727,16.248788833618164,306800,0.0,
2006-01-10 00:00:00+00:00,23.399999618530277,24.25,23.3799991607666,15.951546669006348,548700,0.0,
2006-01-11 00:00:00+00:00,24.100000381469727,24.149999618530277,23.709999084472656,15.85908031463623,272300,0.0,
2006-01-12 00:00:00+00:00,23.959999084472656,23.959999084472656,23.200000762939453,15.489184379577637,454200,0.0,
2006-01-13 00:00:00+00:00,23.5,24.700000762939453,23.5,16.156309127807617,270500,0.0,
2006-01-17 00:00:00+00:00,23.600000381469727,24.100000381469727,23.399999618530277,15.594868659973145,290400,0.0,
2006-01-18 00:00:00+00:00,22.899999618530277,23.5,22.600000381469727,15.092872619628906,324300,0.0,
2006-01-19 00:00:00+00:00,23.81999969482422,24.11000061035156,23.1200008392334,15.746786117553713,260600,0.0,
2006-01-20 00:00:00+00:00,24.0,24.200000762939453,23.030000686645508,15.403321266174316,497300,0.0,
2006-01-23 00:00:00+00:00,23.170000076293945,23.850000381469727,23.020000457763672,15.357080459594728,206000,0.0,
2006-01-24 00:00:00+00:00,23.57999992370605,23.6200008392334,22.049999237060547,14.789036750793455,555800,0.0,
2006-01-25 00:00:00+00:00,22.290000915527344,23.07999992370605,21.799999237060547,14.663535118103027,233500,0.0,
2006-01-26 00:00:00+00:00,23.040000915527344,23.25,22.399999618530277,14.861692428588867,253000,0.0,
2006-01-27 00:00:00+00:00,22.51000022888184,23.950000762939453,22.51000022888184,15.812837600708008,329900,0.0,
2006-01-30 00:00:00+00:00,23.809999465942383,24.200000762939453,23.549999237060547,15.958160400390623,301800,0.0,
2006-01-31 00:00:00+00:00,23.959999084472656,24.149999618530277,23.809999465942383,15.852477073669434,138700,0.0,
2006-02-01 00:00:00+00:00,24.0,24.149999618530277,23.75,15.687341690063477,265300,0.0,
2006-02-02 00:00:00+00:00,23.75,24.0,22.549999237060547,14.8947172164917,95600,0.0,
2006-02-03 00:00:00+00:00,22.31999969482422,22.600000381469727,22.0,14.538041114807127,169200,0.0,
2006-02-06 00:00:00+00:00,22.700000762939453,22.700000762939453,22.07999992370605,14.828670501708984,78300,0.0,
2006-02-07 00:00:00+00:00,22.700000762939453,22.700000762939453,21.559999465942383,14.293648719787598,118500,0.0,
2006-02-08 00:00:00+00:00,21.5,21.709999084472656,20.700000762939453,13.831279754638672,319300,0.0,
2006-02-09 00:00:00+00:00,21.25,21.6200008392334,21.209999084472656,14.267226219177246,374100,0.0,
2006-02-10 00:00:00+00:00,21.5,21.600000381469727,21.25,14.036043167114258,23000,0.0,
2006-02-13 00:00:00+00:00,21.31999969482422,21.31999969482422,20.700000762939453,13.837891578674316,44000,0.0,
2006-02-14 00:00:00+00:00,20.93000030517578,21.030000686645508,20.399999618530277,13.80486297607422,255600,0.0,
2006-02-15 00:00:00+00:00,20.850000381469727,21.200000762939453,20.739999771118164,13.870914459228516,175200,0.0,
