date,ESE_Open,ESE_High,ESE_Low,ESE_Close,ESE_Volume,ESE_Dividends,ESE_Stock Splits
1990-10-01 00:00:00+00:00,2.625,2.875,2.375,1.800834894180298,267200,0.0,
1990-10-02 00:00:00+00:00,2.625,2.75,2.625,1.800834894180298,53000,0.0,
1990-10-03 00:00:00+00:00,2.625,2.75,2.25,1.6293267011642456,759600,0.0,
1990-10-04 00:00:00+00:00,2.25,2.25,2.1875,1.5006961822509766,50400,0.0,
1990-10-05 00:00:00+00:00,2.125,2.125,1.875,1.4149415493011477,386800,0.0,
1990-10-08 00:00:00+00:00,2.0625,2.125,2.0,1.3720648288726809,34200,0.0,
1990-10-09 00:00:00+00:00,2.0,2.0625,2.0,1.4149415493011477,3400,0.0,
1990-10-10 00:00:00+00:00,2.0,2.0,1.625,1.157679796218872,60200,0.0,
1990-10-11 00:00:00+00:00,1.6875,1.75,1.5625,1.114802360534668,82000,0.0,
1990-10-12 00:00:00+00:00,1.625,1.75,1.625,1.200556993484497,25800,0.0,
1990-10-15 00:00:00+00:00,1.75,1.75,1.6875,1.157679796218872,7800,0.0,
1990-10-16 00:00:00+00:00,1.625,1.875,1.625,1.2863106727600098,63800,0.0,
1990-10-17 00:00:00+00:00,1.9375,2.1875,1.9375,1.457818627357483,54200,0.0,
1990-10-18 00:00:00+00:00,2.1875,2.375,2.1875,1.6293267011642456,9400,0.0,
1990-10-19 00:00:00+00:00,2.5,2.5625,2.25,1.5435726642608645,354200,0.0,
1990-10-22 00:00:00+00:00,2.3125,2.3125,2.0,1.3720648288726809,97000,0.0,
1990-10-23 00:00:00+00:00,1.9375,2.0,1.875,1.3291879892349243,329400,0.0,
1990-10-24 00:00:00+00:00,1.9375,1.9375,1.4375,1.157679796218872,192200,0.0,
1990-10-25 00:00:00+00:00,1.75,1.75,1.6875,1.157679796218872,95000,0.0,
1990-10-26 00:00:00+00:00,1.625,1.75,1.5625,1.071925401687622,182000,0.0,
1990-10-29 00:00:00+00:00,1.5625,1.625,1.4375,1.114802360534668,189000,0.0,
1990-10-30 00:00:00+00:00,1.5625,1.5625,1.3125,0.9432947039604188,531000,0.0,
1990-10-31 00:00:00+00:00,1.375,1.6875,1.375,1.114802360534668,1050600,0.0,
1990-11-01 00:00:00+00:00,1.5625,1.8125,1.5625,1.157679796218872,460600,0.0,
1990-11-02 00:00:00+00:00,1.75,1.9375,1.6875,1.243433713912964,397600,0.0,
1990-11-05 00:00:00+00:00,1.6875,1.9375,1.6875,1.3291879892349243,335800,0.0,
1990-11-06 00:00:00+00:00,1.9375,2.0,1.875,1.3291879892349243,324400,0.0,
1990-11-07 00:00:00+00:00,1.9375,1.9375,1.875,1.2863106727600098,476800,0.0,
1990-11-08 00:00:00+00:00,1.875,1.875,1.75,1.243433713912964,359600,0.0,
1990-11-09 00:00:00+00:00,1.75,1.9375,1.75,1.3291879892349243,495600,0.0,
1990-11-12 00:00:00+00:00,1.9375,2.125,1.9375,1.457818627357483,550200,0.0,
1990-11-13 00:00:00+00:00,2.0625,2.125,1.9375,1.3720648288726809,606600,0.0,
1990-11-14 00:00:00+00:00,2.0,2.1875,2.0,1.5006961822509766,286000,0.0,
1990-11-15 00:00:00+00:00,2.0625,2.3125,2.0625,1.5006961822509766,530200,0.0,
1990-11-16 00:00:00+00:00,2.1875,2.25,2.125,1.457818627357483,113000,0.0,
1990-11-19 00:00:00+00:00,2.125,2.1875,2.0,1.4149415493011477,334600,0.0,
1990-11-20 00:00:00+00:00,2.0625,2.125,1.875,1.3720648288726809,648600,0.0,
1990-11-21 00:00:00+00:00,1.9375,1.9375,1.8125,1.2863106727600098,466400,0.0,
1990-11-23 00:00:00+00:00,1.9375,1.9375,1.8125,1.2863106727600098,19200,0.0,
1990-11-26 00:00:00+00:00,1.875,1.875,1.75,1.200556993484497,222800,0.0,
1990-11-27 00:00:00+00:00,1.75,1.8125,1.6875,1.200556993484497,232400,0.0,
1990-11-28 00:00:00+00:00,1.75,1.8125,1.6875,1.243433713912964,635000,0.0,
1990-11-29 00:00:00+00:00,1.8125,1.9375,1.75,1.3291879892349243,319000,0.0,
1990-11-30 00:00:00+00:00,1.875,2.1875,1.875,1.4149415493011477,460600,0.0,
1990-12-03 00:00:00+00:00,2.0625,2.25,2.0,1.5435726642608645,377800,0.0,
1990-12-04 00:00:00+00:00,2.1875,2.375,2.125,1.5435726642608645,323200,0.0,
1990-12-05 00:00:00+00:00,2.25,2.375,2.25,1.5435726642608645,544200,0.0,
1990-12-06 00:00:00+00:00,2.25,2.25,2.0,1.4149415493011477,178200,0.0,
1990-12-07 00:00:00+00:00,2.125,2.125,1.875,1.4149415493011477,312200,0.0,
1990-12-10 00:00:00+00:00,2.0625,2.125,2.0,1.4149415493011477,171400,0.0,
1990-12-11 00:00:00+00:00,2.125,2.125,2.0,1.4149415493011477,218200,0.0,
1990-12-12 00:00:00+00:00,2.125,2.3125,2.0625,1.5435726642608645,224200,0.0,
1990-12-13 00:00:00+00:00,2.3125,2.5625,2.25,1.6293267011642456,326000,0.0,
1990-12-14 00:00:00+00:00,2.375,2.4375,2.1875,1.5864496231079102,304600,0.0,
1990-12-17 00:00:00+00:00,2.25,2.3125,2.1875,1.5864496231079102,395600,0.0,
1990-12-18 00:00:00+00:00,2.4375,2.5,2.375,1.7150810956954956,462000,0.0,
1990-12-19 00:00:00+00:00,2.5,2.5,2.375,1.6722042560577393,293400,0.0,
1990-12-20 00:00:00+00:00,2.4375,2.4375,2.3125,1.6293267011642456,198000,0.0,
1990-12-21 00:00:00+00:00,2.375,2.4375,2.3125,1.6293267011642456,72400,0.0,
1990-12-24 00:00:00+00:00,2.3125,2.4375,2.3125,1.6293267011642456,32600,0.0,
1990-12-26 00:00:00+00:00,2.375,2.375,2.25,1.5864496231079102,23400,0.0,
1990-12-27 00:00:00+00:00,2.3125,2.4375,2.3125,1.6293267011642456,101000,0.0,
1990-12-28 00:00:00+00:00,2.3125,2.4375,2.3125,1.6293267011642456,86600,0.0,
1990-12-31 00:00:00+00:00,2.3125,2.625,2.3125,1.7579580545425415,122200,0.0,
1991-01-02 00:00:00+00:00,2.5,2.625,2.5,1.7579580545425415,219200,0.0,
1991-01-03 00:00:00+00:00,2.5625,2.625,2.5625,1.7579580545425415,70600,0.0,
1991-01-04 00:00:00+00:00,2.5625,2.625,2.5,1.7150810956954956,113000,0.0,
1991-01-07 00:00:00+00:00,2.5625,2.5625,2.5,1.7150810956954956,40000,0.0,
1991-01-08 00:00:00+00:00,2.5,2.5,2.3125,1.6722042560577393,89200,0.0,
1991-01-09 00:00:00+00:00,2.375,2.4375,2.3125,1.5864496231079102,78000,0.0,
1991-01-10 00:00:00+00:00,2.375,2.4375,2.3125,1.5864496231079102,140600,0.0,
1991-01-11 00:00:00+00:00,2.3125,2.375,2.25,1.5864496231079102,55400,0.0,
1991-01-14 00:00:00+00:00,2.25,2.375,2.25,1.5864496231079102,53800,0.0,
1991-01-15 00:00:00+00:00,2.3125,2.5625,2.3125,1.6722042560577393,184200,0.0,
1991-01-16 00:00:00+00:00,2.4375,2.6875,2.4375,1.8437119722366333,215600,0.0,
1991-01-17 00:00:00+00:00,2.875,2.9375,2.6875,1.9294666051864624,281400,0.0,
1991-01-18 00:00:00+00:00,2.75,2.9375,2.6875,1.972344160079956,135600,0.0,
1991-01-21 00:00:00+00:00,2.75,3.25,2.75,2.229604721069336,626600,0.0,
1991-01-22 00:00:00+00:00,3.25,3.4375,3.25,2.2724826335906982,695400,0.0,
1991-01-23 00:00:00+00:00,3.375,3.6875,3.375,2.5297443866729736,768200,0.0,
1991-01-24 00:00:00+00:00,3.8125,3.8125,3.5,2.401113986968994,315200,0.0,
1991-01-25 00:00:00+00:00,3.5625,3.5625,3.25,2.315359592437744,319800,0.0,
1991-01-28 00:00:00+00:00,3.375,3.5625,3.375,2.401113986968994,282800,0.0,
1991-01-29 00:00:00+00:00,3.625,3.8125,3.5625,2.486867427825928,498800,0.0,
1991-01-30 00:00:00+00:00,3.625,3.9375,3.625,2.6583759784698486,418400,0.0,
1991-01-31 00:00:00+00:00,3.8125,3.9375,3.75,2.701253652572632,143400,0.0,
1991-02-01 00:00:00+00:00,3.9375,3.9375,3.75,2.615499258041382,132000,0.0,
1991-02-04 00:00:00+00:00,3.875,3.875,3.5,2.44399094581604,239400,0.0,
1991-02-05 00:00:00+00:00,3.5,3.625,3.5,2.44399094581604,101400,0.0,
1991-02-06 00:00:00+00:00,3.625,3.625,3.5,2.44399094581604,65800,0.0,
1991-02-07 00:00:00+00:00,3.5,3.5625,3.3125,2.315359592437744,178400,0.0,
1991-02-08 00:00:00+00:00,3.4375,3.5,3.375,2.401113986968994,83800,0.0,
1991-02-11 00:00:00+00:00,3.5,3.5625,3.4375,2.358236789703369,146800,0.0,
1991-02-12 00:00:00+00:00,3.4375,3.5,3.375,2.315359592437744,82400,0.0,
1991-02-13 00:00:00+00:00,3.375,3.5,3.375,2.358236789703369,63400,0.0,
1991-02-14 00:00:00+00:00,3.5,3.625,3.5,2.44399094581604,75200,0.0,
1991-02-15 00:00:00+00:00,3.625,3.6875,3.5625,2.44399094581604,105800,0.0,
1991-02-19 00:00:00+00:00,3.4375,3.625,3.375,2.44399094581604,155200,0.0,
1991-02-20 00:00:00+00:00,3.5625,3.625,3.5625,2.44399094581604,66400,0.0,
