date,BOSC_Open,BOSC_High,BOSC_Low,BOSC_Close,BOSC_Volume,BOSC_Dividends,BOSC_Stock Splits
1996-05-10 00:00:00+00:00,600.0,640.0,600.0,600.0,670,,
1996-05-13 00:00:00+00:00,600.0,640.0,600.0,600.0,921,,
1996-05-14 00:00:00+00:00,600.0,640.0,600.0,600.0,955,,
1996-05-15 00:00:00+00:00,540.0,650.0,540.0,620.0,548,,
1996-05-16 00:00:00+00:00,580.0,630.0,560.0,610.0,803,,
1996-05-17 00:00:00+00:00,580.0,640.0,580.0,580.0,976,,
1996-05-20 00:00:00+00:00,640.0,640.0,580.0,640.0,245,,
1996-05-21 00:00:00+00:00,640.0,640.0,580.0,590.0,671,,
1996-05-22 00:00:00+00:00,580.0,630.0,580.0,580.0,771,,
1996-05-23 00:00:00+00:00,620.0,620.0,580.0,620.0,2416,,
1996-05-24 00:00:00+00:00,580.0,640.0,580.0,640.0,931,,
1996-05-28 00:00:00+00:00,580.0,620.0,560.0,560.0,1009,,
1996-05-29 00:00:00+00:00,620.0,620.0,550.0,610.0,823,,
1996-05-30 00:00:00+00:00,550.0,610.0,550.0,560.0,273,,
1996-05-31 00:00:00+00:00,550.0,560.0,540.0,550.0,281,,
1996-06-03 00:00:00+00:00,560.0,560.0,540.0,540.0,338,,
1996-06-04 00:00:00+00:00,540.0,560.0,540.0,545.0,349,,
1996-06-05 00:00:00+00:00,540.0,560.0,520.0,520.0,336,,
1996-06-06 00:00:00+00:00,520.0,560.0,520.0,522.5,380,,
1996-06-07 00:00:00+00:00,530.0,560.0,480.0,480.0,2703,,
1996-06-10 00:00:00+00:00,520.0,520.0,520.0,520.0,160,,
1996-06-11 00:00:00+00:00,560.0,560.0,520.0,540.0,495,,
1996-06-12 00:00:00+00:00,520.0,560.0,520.0,520.0,385,,
1996-06-13 00:00:00+00:00,520.0,520.0,520.0,520.0,748,,
1996-06-14 00:00:00+00:00,555.0,560.0,510.0,520.0,364,,
1996-06-17 00:00:00+00:00,520.0,560.0,520.0,520.0,261,,
1996-06-18 00:00:00+00:00,520.0,550.0,480.0,500.0,626,,
1996-06-19 00:00:00+00:00,510.0,580.0,510.0,575.0,1183,,
1996-06-20 00:00:00+00:00,560.0,600.0,560.0,580.0,1010,,
1996-06-21 00:00:00+00:00,600.0,730.0,580.0,660.0,2128,,
1996-06-24 00:00:00+00:00,640.0,760.0,640.0,705.0,1739,,
1996-06-25 00:00:00+00:00,700.0,760.0,680.0,710.0,5346,,
1996-06-26 00:00:00+00:00,680.0,710.0,660.0,660.0,646,,
1996-06-27 00:00:00+00:00,660.0,700.0,640.0,640.0,568,,
1996-06-28 00:00:00+00:00,680.0,680.0,640.0,660.0,581,,
1996-07-01 00:00:00+00:00,640.0,680.0,640.0,640.0,418,,
1996-07-02 00:00:00+00:00,640.0,680.0,600.0,610.0,868,,
1996-07-03 00:00:00+00:00,600.0,640.0,600.0,630.0,176,,
1996-07-05 00:00:00+00:00,600.0,600.0,590.0,590.0,115,,
1996-07-08 00:00:00+00:00,620.0,620.0,560.0,560.0,545,,
1996-07-09 00:00:00+00:00,560.0,630.0,560.0,630.0,101,,
1996-07-10 00:00:00+00:00,560.0,630.0,560.0,630.0,248,,
1996-07-11 00:00:00+00:00,630.0,630.0,560.0,560.0,266,,
1996-07-12 00:00:00+00:00,560.0,630.0,560.0,630.0,166,,
1996-07-15 00:00:00+00:00,560.0,620.0,550.0,570.0,161,,
1996-07-16 00:00:00+00:00,620.0,620.0,530.0,530.0,355,,
1996-07-17 00:00:00+00:00,530.0,620.0,530.0,620.0,128,,
1996-07-18 00:00:00+00:00,530.0,620.0,530.0,610.0,251,,
1996-07-19 00:00:00+00:00,620.0,620.0,530.0,620.0,300,,
1996-07-22 00:00:00+00:00,530.0,620.0,530.0,570.0,739,,
1996-07-23 00:00:00+00:00,620.0,620.0,550.0,600.0,1143,,
1996-07-24 00:00:00+00:00,530.0,600.0,530.0,560.0,428,,
1996-07-25 00:00:00+00:00,540.0,580.0,530.0,560.0,643,,
1996-07-26 00:00:00+00:00,530.0,560.0,530.0,560.0,470,,
1996-07-29 00:00:00+00:00,530.0,530.0,530.0,530.0,54,,
1996-07-30 00:00:00+00:00,530.0,560.0,530.0,530.0,198,,
1996-07-31 00:00:00+00:00,530.0,540.0,520.0,540.0,190,,
1996-08-01 00:00:00+00:00,520.0,540.0,520.0,520.0,314,,
1996-08-02 00:00:00+00:00,520.0,540.0,520.0,520.0,103,,
1996-08-05 00:00:00+00:00,520.0,540.0,520.0,520.0,434,,
1996-08-06 00:00:00+00:00,520.0,540.0,520.0,540.0,110,,
1996-08-07 00:00:00+00:00,520.0,540.0,520.0,540.0,291,,
1996-08-08 00:00:00+00:00,520.0,540.0,520.0,540.0,711,,
1996-08-09 00:00:00+00:00,510.0,540.0,500.0,500.0,495,,
1996-08-12 00:00:00+00:00,500.0,540.0,500.0,540.0,108,,
1996-08-13 00:00:00+00:00,520.0,590.0,520.0,540.0,31,,
1996-08-14 00:00:00+00:00,550.0,590.0,550.0,550.0,491,,
1996-08-15 00:00:00+00:00,590.0,590.0,550.0,590.0,178,,
1996-08-16 00:00:00+00:00,550.0,710.0,550.0,710.0,1470,,
1996-08-19 00:00:00+00:00,640.0,710.0,640.0,690.0,1000,,
1996-08-20 00:00:00+00:00,700.0,710.0,610.0,700.0,2440,,
1996-08-21 00:00:00+00:00,700.0,700.0,610.0,640.0,781,,
1996-08-22 00:00:00+00:00,610.0,660.0,610.0,610.0,664,,
1996-08-23 00:00:00+00:00,640.0,640.0,600.0,640.0,803,,
1996-08-26 00:00:00+00:00,640.0,640.0,600.0,600.0,505,,
1996-08-27 00:00:00+00:00,620.0,620.0,600.0,620.0,953,,
1996-08-28 00:00:00+00:00,600.0,620.0,590.0,600.0,288,,
1996-08-29 00:00:00+00:00,590.0,620.0,590.0,590.0,455,,
1996-08-30 00:00:00+00:00,620.0,620.0,590.0,620.0,670,,
1996-09-03 00:00:00+00:00,620.0,620.0,590.0,590.0,151,,
1996-09-04 00:00:00+00:00,620.0,640.0,600.0,600.0,903,,
1996-09-05 00:00:00+00:00,640.0,640.0,600.0,640.0,2300,,
1996-09-06 00:00:00+00:00,640.0,640.0,600.0,640.0,333,,
1996-09-09 00:00:00+00:00,640.0,640.0,640.0,640.0,90,,
1996-09-10 00:00:00+00:00,640.0,640.0,600.0,640.0,1325,,
1996-09-11 00:00:00+00:00,640.0,640.0,600.0,640.0,189,,
1996-09-12 00:00:00+00:00,600.0,640.0,600.0,640.0,221,,
1996-09-13 00:00:00+00:00,640.0,640.0,600.0,620.0,566,,
1996-09-16 00:00:00+00:00,660.0,660.0,600.0,600.0,300,,
1996-09-17 00:00:00+00:00,600.0,660.0,600.0,660.0,639,,
1996-09-18 00:00:00+00:00,660.0,660.0,600.0,600.0,410,,
1996-09-19 00:00:00+00:00,600.0,650.0,600.0,600.0,125,,
1996-09-20 00:00:00+00:00,650.0,650.0,600.0,600.0,1840,,
1996-09-23 00:00:00+00:00,600.0,650.0,600.0,615.0,1581,,
1996-09-24 00:00:00+00:00,640.0,650.0,600.0,650.0,624,,
1996-09-25 00:00:00+00:00,600.0,650.0,595.0,650.0,3020,,
1996-09-26 00:00:00+00:00,600.0,620.0,597.5,620.0,951,,
1996-09-27 00:00:00+00:00,600.0,620.0,597.5,597.5,469,,
1996-09-30 00:00:00+00:00,600.0,620.0,597.5,620.0,536,,
1996-10-01 00:00:00+00:00,600.0,620.0,600.0,600.0,376,,
1996-10-02 00:00:00+00:00,600.0,620.0,600.0,617.5,233,,
1996-10-03 00:00:00+00:00,600.0,620.0,590.0,590.0,266,,
1996-10-04 00:00:00+00:00,590.0,620.0,590.0,620.0,206,,
1996-10-07 00:00:00+00:00,590.0,600.0,590.0,590.0,230,,
1996-10-08 00:00:00+00:00,590.0,620.0,590.0,620.0,286,,
1996-10-09 00:00:00+00:00,580.0,610.0,580.0,580.0,221,,
1996-10-10 00:00:00+00:00,610.0,610.0,580.0,610.0,425,,
1996-10-11 00:00:00+00:00,580.0,610.0,580.0,610.0,129,,
1996-10-14 00:00:00+00:00,580.0,610.0,580.0,585.0,271,,
1996-10-15 00:00:00+00:00,610.0,610.0,580.0,580.0,124,,
1996-10-16 00:00:00+00:00,580.0,610.0,580.0,585.0,195,,
1996-10-17 00:00:00+00:00,610.0,610.0,580.0,580.0,159,,
1996-10-18 00:00:00+00:00,610.0,610.0,580.0,585.0,204,,
1996-10-21 00:00:00+00:00,610.0,610.0,580.0,600.0,216,,
1996-10-22 00:00:00+00:00,610.0,610.0,580.0,580.0,250,,
1996-10-23 00:00:00+00:00,610.0,610.0,580.0,580.0,69,,
1996-10-24 00:00:00+00:00,580.0,620.0,580.0,580.0,366,,
1996-10-25 00:00:00+00:00,580.0,620.0,570.0,570.0,415,,
1996-10-28 00:00:00+00:00,570.0,620.0,570.0,620.0,488,,
1996-10-29 00:00:00+00:00,570.0,620.0,570.0,570.0,185,,
1996-10-30 00:00:00+00:00,570.0,620.0,550.0,550.0,746,,
1996-10-31 00:00:00+00:00,550.0,580.0,540.0,540.0,425,,
1996-11-01 00:00:00+00:00,540.0,580.0,540.0,580.0,324,,
1996-11-04 00:00:00+00:00,620.0,620.0,540.0,620.0,164,,
1996-11-05 00:00:00+00:00,540.0,600.0,540.0,540.0,36,,
1996-11-06 00:00:00+00:00,540.0,600.0,530.0,530.0,356,,
1996-11-07 00:00:00+00:00,550.0,550.0,500.0,500.0,340,,
1996-11-08 00:00:00+00:00,540.0,540.0,490.0,500.0,209,,
1996-11-11 00:00:00+00:00,490.0,540.0,480.0,480.0,161,,
1996-11-12 00:00:00+00:00,480.0,550.0,480.0,480.0,688,,
1996-11-13 00:00:00+00:00,550.0,550.0,440.0,440.0,1216,,
1996-11-14 00:00:00+00:00,440.0,490.0,430.0,460.0,234,,
1996-11-15 00:00:00+00:00,430.0,490.0,410.0,490.0,879,,
1996-11-18 00:00:00+00:00,490.0,490.0,410.0,490.0,818,,
1996-11-19 00:00:00+00:00,410.0,490.0,400.0,480.0,328,,
1996-11-20 00:00:00+00:00,400.0,490.0,400.0,490.0,506,,
1996-11-21 00:00:00+00:00,490.0,490.0,400.0,400.0,549,,
1996-11-22 00:00:00+00:00,400.0,490.0,400.0,490.0,465,,
1996-11-25 00:00:00+00:00,490.0,490.0,420.0,420.0,1448,,
1996-11-26 00:00:00+00:00,420.0,490.0,420.0,490.0,93,,
1996-11-27 00:00:00+00:00,420.0,490.0,420.0,480.0,186,,
1996-11-29 00:00:00+00:00,420.0,480.0,420.0,480.0,63,,
1996-12-02 00:00:00+00:00,420.0,480.0,420.0,480.0,175,,
1996-12-03 00:00:00+00:00,430.0,480.0,430.0,440.0,118,,
1996-12-04 00:00:00+00:00,480.0,480.0,440.0,440.0,341,,
1996-12-05 00:00:00+00:00,480.0,480.0,470.0,470.0,194,,
1996-12-06 00:00:00+00:00,480.0,490.0,470.0,470.0,201,,
1996-12-09 00:00:00+00:00,470.0,470.0,470.0,470.0,51,,
1996-12-10 00:00:00+00:00,460.0,500.0,460.0,460.0,120,,
1996-12-11 00:00:00+00:00,460.0,510.0,460.0,490.0,659,,
1996-12-12 00:00:00+00:00,510.0,540.0,490.0,540.0,589,,
1996-12-13 00:00:00+00:00,540.0,560.0,540.0,550.0,679,,
1996-12-16 00:00:00+00:00,550.0,570.0,550.0,550.0,110,,
1996-12-17 00:00:00+00:00,550.0,570.0,540.0,540.0,578,,
1996-12-18 00:00:00+00:00,540.0,570.0,540.0,540.0,520,,
1996-12-19 00:00:00+00:00,540.0,570.0,540.0,570.0,1025,,
1996-12-20 00:00:00+00:00,570.0,570.0,540.0,560.0,445,,
1996-12-23 00:00:00+00:00,540.0,570.0,540.0,540.0,114,,
1996-12-24 00:00:00+00:00,540.0,570.0,540.0,570.0,103,,
1996-12-26 00:00:00+00:00,540.0,570.0,540.0,540.0,1099,,
1996-12-27 00:00:00+00:00,540.0,540.0,540.0,540.0,14,,
1996-12-30 00:00:00+00:00,540.0,540.0,540.0,540.0,50,,
1996-12-31 00:00:00+00:00,540.0,570.0,530.0,560.0,221,,
1997-01-02 00:00:00+00:00,530.0,570.0,530.0,530.0,53,,
1997-01-03 00:00:00+00:00,530.0,560.0,500.0,500.0,206,,
1997-01-06 00:00:00+00:00,500.0,555.0,500.0,555.0,73,,
1997-01-07 00:00:00+00:00,555.0,555.0,500.0,550.0,281,,
1997-01-08 00:00:00+00:00,500.0,550.0,500.0,540.0,411,,
1997-01-09 00:00:00+00:00,540.0,540.0,500.0,500.0,343,,
1997-01-10 00:00:00+00:00,500.0,530.0,500.0,500.0,399,,
1997-01-13 00:00:00+00:00,500.0,530.0,500.0,500.0,424,,
1997-01-14 00:00:00+00:00,500.0,520.0,500.0,505.0,351,,
1997-01-15 00:00:00+00:00,502.5,530.0,500.0,530.0,401,,
1997-01-16 00:00:00+00:00,500.0,530.0,500.0,530.0,598,,
1997-01-17 00:00:00+00:00,500.0,530.0,500.0,500.0,238,,
1997-01-20 00:00:00+00:00,500.0,530.0,500.0,500.0,760,,
1997-01-21 00:00:00+00:00,500.0,530.0,500.0,500.0,718,,
1997-01-22 00:00:00+00:00,500.0,530.0,500.0,530.0,490,,
1997-01-23 00:00:00+00:00,500.0,530.0,500.0,520.0,218,,
1997-01-24 00:00:00+00:00,500.0,540.0,500.0,540.0,1284,,
1997-01-27 00:00:00+00:00,500.0,540.0,490.0,490.0,650,,
1997-01-28 00:00:00+00:00,540.0,540.0,490.0,490.0,1371,,
1997-01-29 00:00:00+00:00,490.0,540.0,490.0,490.0,124,,
1997-01-30 00:00:00+00:00,490.0,540.0,490.0,490.0,304,,
1997-01-31 00:00:00+00:00,540.0,540.0,490.0,540.0,336,,
1997-02-03 00:00:00+00:00,490.0,540.0,490.0,490.0,426,,
1997-02-04 00:00:00+00:00,530.0,530.0,490.0,490.0,963,,
1997-02-05 00:00:00+00:00,530.0,540.0,490.0,540.0,370,,
1997-02-06 00:00:00+00:00,540.0,540.0,490.0,490.0,121,,
1997-02-07 00:00:00+00:00,490.0,530.0,490.0,490.0,285,,
1997-02-10 00:00:00+00:00,490.0,500.0,490.0,490.0,319,,
1997-02-11 00:00:00+00:00,540.0,540.0,490.0,490.0,203,,
1997-02-12 00:00:00+00:00,490.0,540.0,490.0,490.0,493,,
1997-02-13 00:00:00+00:00,520.0,520.0,490.0,520.0,164,,
1997-02-14 00:00:00+00:00,490.0,500.0,490.0,490.0,53,,
1997-02-18 00:00:00+00:00,490.0,510.0,490.0,490.0,365,,
1997-02-19 00:00:00+00:00,520.0,520.0,490.0,490.0,664,,
1997-02-20 00:00:00+00:00,490.0,520.0,470.0,470.0,1011,,
1997-02-21 00:00:00+00:00,470.0,480.0,470.0,470.0,359,,
1997-02-24 00:00:00+00:00,470.0,480.0,440.0,480.0,710,,
1997-02-25 00:00:00+00:00,440.0,480.0,430.0,435.0,1141,,
1997-02-26 00:00:00+00:00,430.0,450.0,420.0,450.0,241,,
1997-02-27 00:00:00+00:00,420.0,420.0,420.0,420.0,95,,
1997-02-28 00:00:00+00:00,450.0,450.0,420.0,450.0,96,,
1997-03-03 00:00:00+00:00,420.0,420.0,410.0,410.0,223,,
1997-03-04 00:00:00+00:00,400.0,420.0,400.0,400.0,395,,
1997-03-05 00:00:00+00:00,400.0,420.0,400.0,400.0,826,,
1997-03-06 00:00:00+00:00,400.0,420.0,400.0,400.0,165,,
1997-03-07 00:00:00+00:00,400.0,420.0,400.0,400.0,135,,
1997-03-10 00:00:00+00:00,400.0,420.0,400.0,400.0,414,,
1997-03-11 00:00:00+00:00,400.0,420.0,400.0,420.0,233,,
1997-03-12 00:00:00+00:00,400.0,460.0,400.0,460.0,950,,
1997-03-13 00:00:00+00:00,460.0,500.0,460.0,500.0,1019,,
1997-03-14 00:00:00+00:00,480.0,500.0,480.0,480.0,1051,,
1997-03-17 00:00:00+00:00,500.0,500.0,480.0,480.0,224,,
1997-03-18 00:00:00+00:00,480.0,500.0,470.0,470.0,661,,
1997-03-19 00:00:00+00:00,460.0,500.0,460.0,460.0,429,,
1997-03-20 00:00:00+00:00,460.0,490.0,460.0,480.0,405,,
1997-03-21 00:00:00+00:00,500.0,500.0,450.0,460.0,939,,
1997-03-24 00:00:00+00:00,450.0,500.0,440.0,440.0,618,,
1997-03-25 00:00:00+00:00,500.0,500.0,420.0,420.0,1185,,
1997-03-26 00:00:00+00:00,420.0,440.0,420.0,420.0,141,,
1997-03-27 00:00:00+00:00,420.0,440.0,420.0,440.0,885,,
1997-03-31 00:00:00+00:00,440.0,440.0,420.0,420.0,90,,
1997-04-01 00:00:00+00:00,440.0,440.0,420.0,420.0,38,,
1997-04-02 00:00:00+00:00,420.0,440.0,400.0,400.0,709,,
1997-04-03 00:00:00+00:00,400.0,430.0,400.0,430.0,710,,
1997-04-04 00:00:00+00:00,400.0,400.0,400.0,400.0,180,,
1997-04-07 00:00:00+00:00,400.0,410.0,390.0,390.0,209,,
1997-04-08 00:00:00+00:00,390.0,400.0,390.0,390.0,366,,
1997-04-09 00:00:00+00:00,390.0,390.0,380.0,380.0,588,,
1997-04-10 00:00:00+00:00,380.0,380.0,340.0,360.0,733,,
1997-04-11 00:00:00+00:00,340.0,340.0,280.0,285.0,991,,
1997-04-14 00:00:00+00:00,280.0,320.0,280.0,280.0,1160,,
1997-04-15 00:00:00+00:00,280.0,320.0,280.0,300.0,886,,
1997-04-16 00:00:00+00:00,300.0,345.0,280.0,300.0,1089,,
1997-04-17 00:00:00+00:00,290.0,315.0,280.0,280.0,1185,,
1997-04-18 00:00:00+00:00,280.0,315.0,280.0,315.0,2075,,
1997-04-21 00:00:00+00:00,280.0,315.0,280.0,280.0,554,,
1997-04-22 00:00:00+00:00,300.0,300.0,280.0,290.0,435,,
1997-04-23 00:00:00+00:00,320.0,320.0,280.0,310.0,485,,
1997-04-24 00:00:00+00:00,320.0,320.0,280.0,280.0,920,,
1997-04-25 00:00:00+00:00,320.0,360.0,280.0,320.0,2004,,
1997-04-28 00:00:00+00:00,360.0,360.0,310.0,310.0,171,,
1997-04-29 00:00:00+00:00,310.0,360.0,310.0,360.0,485,,
1997-04-30 00:00:00+00:00,360.0,360.0,310.0,360.0,584,,
1997-05-01 00:00:00+00:00,360.0,370.0,310.0,360.0,3379,,
1997-05-02 00:00:00+00:00,325.0,385.0,325.0,385.0,436,,
1997-05-05 00:00:00+00:00,360.0,385.0,360.0,360.0,1126,,
1997-05-06 00:00:00+00:00,380.0,390.0,360.0,360.0,1911,,
1997-05-07 00:00:00+00:00,390.0,390.0,360.0,390.0,693,,
1997-05-08 00:00:00+00:00,390.0,440.0,370.0,440.0,1061,,
1997-05-09 00:00:00+00:00,440.0,440.0,400.0,400.0,1586,,
1997-05-12 00:00:00+00:00,400.0,440.0,400.0,420.0,593,,
1997-05-13 00:00:00+00:00,420.0,420.0,400.0,400.0,1308,,
1997-05-14 00:00:00+00:00,420.0,440.0,400.0,440.0,1388,,
1997-05-15 00:00:00+00:00,400.0,440.0,400.0,440.0,1006,,
1997-05-16 00:00:00+00:00,440.0,440.0,400.0,400.0,1369,,
1997-05-19 00:00:00+00:00,440.0,440.0,400.0,430.0,1789,,
1997-05-20 00:00:00+00:00,420.0,420.0,400.0,400.0,1440,,
1997-05-21 00:00:00+00:00,420.0,440.0,400.0,440.0,2063,,
1997-05-22 00:00:00+00:00,400.0,440.0,400.0,400.0,1584,,
1997-05-23 00:00:00+00:00,400.0,440.0,400.0,420.0,808,,
1997-05-27 00:00:00+00:00,420.0,420.0,400.0,415.0,1728,,
1997-05-28 00:00:00+00:00,400.0,430.0,400.0,400.0,431,,
1997-05-29 00:00:00+00:00,430.0,430.0,400.0,430.0,694,,
1997-05-30 00:00:00+00:00,400.0,430.0,400.0,400.0,1795,,
1997-06-02 00:00:00+00:00,400.0,430.0,400.0,400.0,346,,
1997-06-03 00:00:00+00:00,400.0,410.0,380.0,380.0,424,,
1997-06-04 00:00:00+00:00,380.0,410.0,370.0,380.0,519,,
1997-06-05 00:00:00+00:00,370.0,380.0,350.0,350.0,694,,
1997-06-06 00:00:00+00:00,370.0,380.0,350.0,350.0,723,,
1997-06-09 00:00:00+00:00,350.0,370.0,320.0,350.0,816,,
1997-06-10 00:00:00+00:00,320.0,350.0,320.0,350.0,438,,
1997-06-11 00:00:00+00:00,320.0,350.0,320.0,320.0,53,,
1997-06-12 00:00:00+00:00,350.0,350.0,320.0,320.0,880,,
1997-06-13 00:00:00+00:00,350.0,350.0,320.0,325.0,385,,
1997-06-16 00:00:00+00:00,320.0,350.0,320.0,320.0,264,,
1997-06-17 00:00:00+00:00,350.0,350.0,320.0,320.0,771,,
1997-06-18 00:00:00+00:00,350.0,350.0,320.0,350.0,485,,
1997-06-19 00:00:00+00:00,350.0,350.0,320.0,350.0,509,,
1997-06-20 00:00:00+00:00,350.0,350.0,320.0,350.0,395,,
1997-06-23 00:00:00+00:00,320.0,350.0,320.0,320.0,361,,
1997-06-24 00:00:00+00:00,320.0,350.0,320.0,320.0,489,,
1997-06-25 00:00:00+00:00,350.0,350.0,320.0,350.0,1180,,
1997-06-26 00:00:00+00:00,350.0,350.0,320.0,320.0,280,,
1997-06-27 00:00:00+00:00,320.0,350.0,320.0,320.0,163,,
1997-06-30 00:00:00+00:00,320.0,350.0,320.0,350.0,153,,
1997-07-01 00:00:00+00:00,350.0,350.0,320.0,335.0,390,,
1997-07-02 00:00:00+00:00,320.0,350.0,320.0,320.0,401,,
1997-07-03 00:00:00+00:00,320.0,350.0,320.0,320.0,111,,
1997-07-07 00:00:00+00:00,320.0,350.0,320.0,320.0,495,,
1997-07-08 00:00:00+00:00,320.0,350.0,320.0,320.0,785,,
1997-07-09 00:00:00+00:00,320.0,350.0,300.0,300.0,1300,,
1997-07-10 00:00:00+00:00,300.0,340.0,300.0,300.0,1031,,
1997-07-11 00:00:00+00:00,290.0,330.0,290.0,295.0,309,,
1997-07-14 00:00:00+00:00,290.0,330.0,290.0,290.0,78,,
1997-07-15 00:00:00+00:00,290.0,330.0,290.0,300.0,400,,
1997-07-16 00:00:00+00:00,290.0,330.0,280.0,280.0,610,,
1997-07-17 00:00:00+00:00,280.0,330.0,280.0,330.0,511,,
1997-07-18 00:00:00+00:00,280.0,330.0,280.0,280.0,346,,
1997-07-21 00:00:00+00:00,280.0,310.0,280.0,280.0,374,,
1997-07-22 00:00:00+00:00,280.0,310.0,280.0,282.5,335,,
1997-07-23 00:00:00+00:00,310.0,310.0,280.0,310.0,343,,
1997-07-24 00:00:00+00:00,280.0,310.0,280.0,310.0,878,,
1997-07-25 00:00:00+00:00,280.0,310.0,280.0,280.0,733,,
1997-07-28 00:00:00+00:00,310.0,310.0,280.0,310.0,1028,,
1997-07-29 00:00:00+00:00,280.0,310.0,280.0,280.0,86,,
1997-07-30 00:00:00+00:00,280.0,310.0,280.0,280.0,64,,
1997-07-31 00:00:00+00:00,280.0,310.0,280.0,280.0,409,,
1997-08-01 00:00:00+00:00,280.0,310.0,280.0,280.0,571,,
1997-08-04 00:00:00+00:00,310.0,310.0,280.0,310.0,904,,
1997-08-05 00:00:00+00:00,310.0,310.0,280.0,280.0,543,,
1997-08-06 00:00:00+00:00,310.0,310.0,280.0,310.0,798,,
1997-08-07 00:00:00+00:00,310.0,310.0,280.0,310.0,556,,
1997-08-08 00:00:00+00:00,310.0,330.0,280.0,330.0,1001,,
1997-08-11 00:00:00+00:00,290.0,330.0,290.0,290.0,3628,,
1997-08-12 00:00:00+00:00,330.0,330.0,290.0,290.0,1514,,
1997-08-13 00:00:00+00:00,330.0,330.0,287.5,290.0,415,,
1997-08-14 00:00:00+00:00,330.0,330.0,290.0,290.0,550,,
1997-08-15 00:00:00+00:00,330.0,370.0,290.0,370.0,944,,
1997-08-18 00:00:00+00:00,370.0,370.0,320.0,320.0,1394,,
1997-08-19 00:00:00+00:00,370.0,370.0,320.0,370.0,1506,,
1997-08-20 00:00:00+00:00,370.0,400.0,320.0,400.0,4389,,
1997-08-21 00:00:00+00:00,400.0,400.0,340.0,360.0,4144,,
1997-08-22 00:00:00+00:00,380.0,380.0,340.0,380.0,584,,
1997-08-25 00:00:00+00:00,380.0,390.0,340.0,350.0,5148,,
1997-08-26 00:00:00+00:00,390.0,390.0,340.0,340.0,3660,,
1997-08-27 00:00:00+00:00,340.0,360.0,340.0,340.0,294,,
1997-08-28 00:00:00+00:00,360.0,360.0,340.0,340.0,143,,
1997-08-29 00:00:00+00:00,340.0,360.0,340.0,341.25,256,,
1997-09-02 00:00:00+00:00,341.25,355.0,340.0,350.0,1024,,
1997-09-03 00:00:00+00:00,350.0,355.0,350.0,350.0,289,,
1997-09-04 00:00:00+00:00,350.0,375.0,340.0,360.0,1434,,
1997-09-05 00:00:00+00:00,360.0,375.0,340.0,341.25,520,,
1997-09-08 00:00:00+00:00,340.0,375.0,340.0,340.0,489,,
1997-09-09 00:00:00+00:00,340.0,390.0,340.0,382.5,1608,,
1997-09-10 00:00:00+00:00,390.0,400.0,370.0,400.0,1023,,
1997-09-11 00:00:00+00:00,400.0,400.0,370.0,400.0,549,,
1997-09-12 00:00:00+00:00,370.0,400.0,370.0,370.0,1343,,
1997-09-15 00:00:00+00:00,395.0,400.0,370.0,400.0,819,,
1997-09-16 00:00:00+00:00,370.0,400.0,370.0,400.0,2300,,
1997-09-17 00:00:00+00:00,400.0,400.0,370.0,400.0,1833,,
1997-09-18 00:00:00+00:00,370.0,400.0,370.0,370.0,789,,
1997-09-19 00:00:00+00:00,370.0,400.0,370.0,400.0,590,,
