date,UEC_Open,UEC_High,UEC_Low,UEC_Close,UEC_Volume,UEC_Dividends,UEC_Stock Splits
2007-04-05 00:00:00+00:00,6.650000095367432,6.980000019073486,6.269999980926514,6.96999979019165,641100,,
2007-04-09 00:00:00+00:00,7.050000190734863,7.349999904632568,7.019999980926514,7.300000190734863,655400,,
2007-04-10 00:00:00+00:00,7.099999904632568,7.389999866485596,6.920000076293945,7.150000095367432,727400,,
2007-04-11 00:00:00+00:00,7.150000095367432,7.309999942779541,7.079999923706055,7.159999847412109,292100,,
2007-04-12 00:00:00+00:00,7.159999847412109,7.170000076293945,6.619999885559082,6.650000095367432,465700,,
2007-04-13 00:00:00+00:00,6.699999809265137,6.78000020980835,6.550000190734863,6.550000190734863,241300,,
2007-04-16 00:00:00+00:00,6.519999980926514,6.519999980926514,6.159999847412109,6.170000076293945,579100,,
2007-04-17 00:00:00+00:00,6.03000020980835,6.199999809265137,5.900000095367432,6.130000114440918,422900,,
2007-04-18 00:00:00+00:00,6.050000190734863,6.139999866485596,5.849999904632568,5.96999979019165,321000,,
2007-04-19 00:00:00+00:00,5.869999885559082,5.900000095367432,5.760000228881836,5.849999904632568,182400,,
2007-04-20 00:00:00+00:00,5.769999980926514,5.800000190734863,5.599999904632568,5.710000038146973,325900,,
2007-04-23 00:00:00+00:00,5.739999771118164,5.739999771118164,5.53000020980835,5.53000020980835,288300,,
2007-04-24 00:00:00+00:00,5.480000019073486,5.489999771118164,5.050000190734863,5.150000095367432,348200,,
2007-04-25 00:00:00+00:00,5.199999809265137,6.400000095367432,5.159999847412109,6.389999866485596,777300,,
2007-04-26 00:00:00+00:00,6.340000152587891,6.369999885559082,6.059999942779541,6.300000190734863,343700,,
2007-04-27 00:00:00+00:00,6.099999904632568,6.150000095367432,5.650000095367432,5.820000171661377,212500,,
2007-04-30 00:00:00+00:00,5.849999904632568,5.900000095367432,5.650000095367432,5.869999885559082,176600,,
2007-05-01 00:00:00+00:00,5.880000114440918,6.5,5.880000114440918,6.440000057220459,484300,,
2007-05-02 00:00:00+00:00,6.28000020980835,6.380000114440918,6.119999885559082,6.21999979019165,132000,,
2007-05-03 00:00:00+00:00,6.25,6.25,5.809999942779541,5.949999809265137,202000,,
2007-05-04 00:00:00+00:00,5.909999847412109,5.989999771118164,5.829999923706055,5.909999847412109,199300,,
2007-05-07 00:00:00+00:00,5.849999904632568,5.849999904632568,5.559999942779541,5.599999904632568,260800,,
2007-05-08 00:00:00+00:00,5.320000171661377,5.400000095367432,5.190000057220459,5.21999979019165,284500,,
2007-05-09 00:00:00+00:00,5.489999771118164,5.519999980926514,5.300000190734863,5.409999847412109,221000,,
2007-05-10 00:00:00+00:00,5.400000095367432,5.400000095367432,5.059999942779541,5.099999904632568,195600,,
2007-05-11 00:00:00+00:00,5.070000171661377,5.25,5.039999961853027,5.199999809265137,100100,,
2007-05-14 00:00:00+00:00,5.25,5.300000190734863,5.050000190734863,5.110000133514404,86000,,
2007-05-15 00:00:00+00:00,5.059999942779541,5.079999923706055,4.559999942779541,4.590000152587891,473600,,
2007-05-16 00:00:00+00:00,4.599999904632568,5.239999771118164,4.269999980926514,5.050000190734863,777900,,
2007-05-17 00:00:00+00:00,5.0,5.099999904632568,4.650000095367432,4.980000019073486,132400,,
2007-05-18 00:00:00+00:00,5.010000228881836,5.099999904632568,4.840000152587891,4.920000076293945,170700,,
2007-05-21 00:00:00+00:00,4.949999809265137,5.400000095367432,4.949999809265137,5.349999904632568,231100,,
2007-05-22 00:00:00+00:00,5.349999904632568,5.71999979019165,5.170000076293945,5.199999809265137,498100,,
2007-05-23 00:00:00+00:00,5.059999942779541,5.300000190734863,4.960000038146973,5.159999847412109,248700,,
2007-05-24 00:00:00+00:00,5.099999904632568,5.21999979019165,5.059999942779541,5.159999847412109,87900,,
2007-05-25 00:00:00+00:00,5.150000095367432,5.150000095367432,4.949999809265137,5.0,113700,,
2007-05-29 00:00:00+00:00,4.949999809265137,5.0,4.789999961853027,4.900000095367432,105300,,
2007-05-30 00:00:00+00:00,4.739999771118164,4.849999904632568,4.550000190734863,4.730000019073486,174600,,
2007-05-31 00:00:00+00:00,4.619999885559082,4.75,4.599999904632568,4.75,251000,,
2007-06-01 00:00:00+00:00,4.840000152587891,4.940000057220459,4.71999979019165,4.75,219700,,
2007-06-04 00:00:00+00:00,4.610000133514404,4.650000095367432,4.5,4.570000171661377,277700,,
2007-06-05 00:00:00+00:00,4.599999904632568,4.650000095367432,4.360000133514404,4.53000020980835,300800,,
2007-06-06 00:00:00+00:00,4.53000020980835,4.539999961853027,4.199999809265137,4.300000190734863,457500,,
2007-06-07 00:00:00+00:00,4.179999828338623,4.25,3.940000057220459,4.0,503200,,
