date,GRPM_Open,GRPM_High,GRPM_Low,GRPM_Close,GRPM_Volume,GRPM_Dividends,GRPM_Stock Splits
2010-12-08 00:00:00+00:00,30.149999618530277,30.18000030517578,30.1200008392334,25.370437622070312,1400,0.0,
2010-12-09 00:00:00+00:00,30.31999969482422,30.31999969482422,30.200000762939453,25.51363182067871,48200,0.0,
2010-12-10 00:00:00+00:00,30.3700008392334,30.399999618530277,30.36000061035156,25.597864151000977,1800,0.0,
2010-12-13 00:00:00+00:00,30.57999992370605,30.57999992370605,30.549999237060547,25.732635498046875,800,0.0,
2010-12-14 00:00:00+00:00,30.600000381469727,30.600000381469727,30.600000381469727,25.774738311767575,1900,0.0,
2010-12-15 00:00:00+00:00,30.479999542236328,30.57999992370605,30.399999618530277,25.606279373168945,54000,0.0,
2010-12-16 00:00:00+00:00,30.299999237060547,30.299999237060547,30.299999237060547,25.522050857543945,300,0.0,
2010-12-17 00:00:00+00:00,30.299999237060547,30.299999237060547,30.299999237060547,25.54903793334961,0,0.032,
2010-12-20 00:00:00+00:00,30.799999237060547,30.799999237060547,30.6299991607666,25.827293395996094,1100,0.0,
2010-12-21 00:00:00+00:00,30.899999618530277,31.040000915527344,30.899999618530277,26.17301177978516,800,0.0,
2010-12-22 00:00:00+00:00,31.07999992370605,31.13999938964844,31.07999992370605,26.240461349487305,3600,0.0,
2010-12-23 00:00:00+00:00,31.07999992370605,31.07999992370605,31.07999992370605,26.20672416687012,600,0.0,
2010-12-27 00:00:00+00:00,30.90999984741211,30.920000076293945,30.90999984741211,26.07181739807129,3000,0.0,
2010-12-28 00:00:00+00:00,31.020000457763672,31.020000457763672,31.020000457763672,26.15614318847656,400,0.0,
2010-12-29 00:00:00+00:00,31.100000381469727,31.100000381469727,31.100000381469727,26.22359848022461,500,0.0,
2010-12-30 00:00:00+00:00,31.15999984741211,31.15999984741211,31.15999984741211,26.274192810058597,1100,0.0,
2010-12-31 00:00:00+00:00,31.13999938964844,31.149999618530277,31.07999992370605,26.265758514404297,700,0.0,
2011-01-03 00:00:00+00:00,31.34000015258789,31.489999771118164,31.34000015258789,26.451261520385746,45300,0.0,
2011-01-04 00:00:00+00:00,31.36000061035156,31.36000061035156,31.0,26.22359848022461,7300,0.0,
2011-01-05 00:00:00+00:00,31.18000030517578,31.3799991607666,31.18000030517578,26.459688186645508,1900,0.0,
2011-01-06 00:00:00+00:00,31.31999969482422,31.40999984741211,31.26000022888184,26.358516693115234,1000,0.0,
2011-01-07 00:00:00+00:00,31.209999084472656,31.209999084472656,31.049999237060547,26.18143844604492,2100,0.0,
2011-01-10 00:00:00+00:00,31.190000534057617,31.350000381469727,31.190000534057617,26.43439674377441,2900,0.0,
