date,FENG_Open,FENG_High,FENG_Low,FENG_Close,FENG_Volume,FENG_Dividends,FENG_Stock Splits
2011-05-16 00:00:00+00:00,75.5999984741211,78.72000122070312,72.5999984741211,19.25965118408203,98417,0.0,
2011-05-17 00:00:00+00:00,72.41999816894531,74.04000091552734,71.69999694824219,18.99346160888672,79000,0.0,
2011-05-18 00:00:00+00:00,72.54000091552734,76.19999694824219,72.0,19.494524002075195,67217,0.0,
2011-05-19 00:00:00+00:00,75.18000030517578,77.81999969482422,72.12000274658203,19.24399185180664,72667,0.0,
2011-05-20 00:00:00+00:00,74.33999633789062,76.0199966430664,72.30000305175781,19.57281494140625,26050,0.0,
2011-05-23 00:00:00+00:00,72.23999786376953,72.36000061035156,67.19999694824219,18.555028915405277,61983,0.0,
2011-05-24 00:00:00+00:00,70.44000244140625,71.87999725341797,68.5199966430664,17.92869758605957,20783,0.0,
2011-05-25 00:00:00+00:00,68.94000244140625,69.72000122070312,67.5,17.709484100341797,43467,0.0,
2011-05-26 00:00:00+00:00,67.19999694824219,69.0,66.30000305175781,18.006990432739258,45050,0.0,
2011-05-27 00:00:00+00:00,69.0,69.05999755859375,67.5,17.80343246459961,28950,0.0,
2011-05-31 00:00:00+00:00,67.31999969482422,71.94000244140625,67.26000213623047,18.022647857666016,36650,0.0,
2011-06-01 00:00:00+00:00,68.69999694824219,71.4000015258789,67.80000305175781,18.586345672607425,12483,0.0,
2011-06-02 00:00:00+00:00,70.55999755859375,77.22000122070312,69.77999877929688,20.08953857421875,31283,0.0,
2011-06-03 00:00:00+00:00,76.91999816894531,82.08000183105469,74.69999694824219,20.825477600097656,30133,0.0,
2011-06-06 00:00:00+00:00,82.5,83.33999633789062,78.30000305175781,20.66889190673828,20200,0.0,
2011-06-07 00:00:00+00:00,78.72000122070312,81.77999877929688,69.4800033569336,18.492395401000977,94983,0.0,
2011-06-08 00:00:00+00:00,72.36000061035156,73.73999786376953,68.0999984741211,18.085281372070312,73650,0.0,
2011-06-09 00:00:00+00:00,69.30000305175781,70.80000305175781,67.26000213623047,18.27318000793457,22183,0.0,
2011-06-10 00:00:00+00:00,69.0,69.41999816894531,67.68000030517578,17.78777503967285,6850,0.0,
2011-06-13 00:00:00+00:00,69.0,69.4800033569336,66.66000366210938,17.552902221679688,7567,0.0,
2011-06-14 00:00:00+00:00,66.9000015258789,68.69999694824219,66.66000366210938,17.490266799926758,17833,0.0,
2011-06-15 00:00:00+00:00,66.66000366210938,67.80000305175781,65.45999908447266,17.458951950073242,18433,0.0,
2011-06-16 00:00:00+00:00,66.41999816894531,67.19999694824219,59.34000015258789,16.081026077270508,27117,0.0,
2011-06-17 00:00:00+00:00,61.20000076293945,61.20000076293945,55.97999954223633,15.564303398132324,21550,0.0,
2011-06-20 00:00:00+00:00,58.560001373291016,59.81999969482422,52.97999954223633,14.155059814453123,65467,0.0,
2011-06-21 00:00:00+00:00,55.91999816894531,56.63999938964844,51.84000015258789,13.716629028320312,42267,0.0,
2011-06-22 00:00:00+00:00,53.400001525878906,56.93999862670898,52.86000061035156,14.264667510986328,47850,0.0,
2011-06-23 00:00:00+00:00,54.0,55.619998931884766,48.060001373291016,13.967161178588867,39617,0.0,
2011-06-24 00:00:00+00:00,54.0,55.02000045776367,47.7599983215332,12.526601791381836,61967,0.0,
2011-06-27 00:00:00+00:00,48.959999084472656,54.77999877929688,48.18000030517578,14.249009132385254,54850,0.0,
2011-06-28 00:00:00+00:00,56.15999984741211,58.7400016784668,55.560001373291016,14.890998840332031,23733,0.0,
2011-06-29 00:00:00+00:00,59.220001220703125,59.7599983215332,52.79999923706055,13.810577392578123,61450,0.0,
2011-06-30 00:00:00+00:00,53.459999084472656,59.93999862670898,52.86000061035156,14.045453071594238,84767,0.0,
2011-07-01 00:00:00+00:00,54.540000915527344,58.31999969482422,54.540000915527344,14.96928882598877,37117,0.0,
2011-07-05 00:00:00+00:00,58.43999862670898,63.59999847412109,58.43999862670898,15.814834594726562,80733,0.0,
2011-07-06 00:00:00+00:00,60.959999084472656,63.65999984741211,57.0,15.861809730529783,22383,0.0,
2011-07-07 00:00:00+00:00,61.619998931884766,63.47999954223633,60.0,15.814834594726562,7050,0.0,
2011-07-08 00:00:00+00:00,60.59999847412109,60.959999084472656,58.380001068115234,15.45469570159912,17033,0.0,
2011-07-11 00:00:00+00:00,58.619998931884766,58.619998931884766,54.84000015258789,14.3429594039917,23033,0.0,
2011-07-12 00:00:00+00:00,54.47999954223633,57.77999877929688,54.18000030517578,15.03192138671875,10000,0.0,
2011-07-13 00:00:00+00:00,57.59999847412109,61.2599983215332,55.79999923706055,14.609148979187012,25667,0.0,
2011-07-14 00:00:00+00:00,56.459999084472656,58.20000076293945,55.31999969482422,14.687440872192385,35700,0.0,
2011-07-15 00:00:00+00:00,56.81999969482422,58.43999862670898,56.27999877929688,15.15718936920166,7483,0.0,
2011-07-18 00:00:00+00:00,58.31999969482422,58.86000061035156,57.29999923706055,15.235480308532717,12317,0.0,
2011-07-19 00:00:00+00:00,59.81999969482422,61.619998931884766,57.0,15.940101623535156,23067,0.0,
2011-07-20 00:00:00+00:00,60.720001220703125,62.58000183105469,58.86000061035156,15.87746810913086,9533,0.0,
2011-07-21 00:00:00+00:00,60.959999084472656,62.400001525878906,59.58000183105469,15.658252716064451,5183,0.0,
2011-07-22 00:00:00+00:00,61.619998931884766,62.93999862670898,60.540000915527344,16.20629119873047,8583,0.0,
2011-07-25 00:00:00+00:00,61.5,64.5,61.5,16.754329681396484,26267,0.0,
2011-07-26 00:00:00+00:00,64.19999694824219,64.19999694824219,61.97999954223633,16.472482681274414,7917,0.0,
2011-07-27 00:00:00+00:00,61.97999954223633,63.0,60.36000061035156,15.971418380737305,10050,0.0,
2011-07-28 00:00:00+00:00,61.5,62.880001068115234,60.59999847412109,16.300241470336914,25233,0.0,
2011-07-29 00:00:00+00:00,62.400001525878906,62.400001525878906,60.84000015258789,16.19063377380371,10283,0.0,
2011-08-01 00:00:00+00:00,62.27999877929688,63.900001525878906,60.77999877929688,16.268924713134766,32983,0.0,
2011-08-02 00:00:00+00:00,61.79999923706055,62.58000183105469,60.959999084472656,16.112340927124023,22817,0.0,
2011-08-03 00:00:00+00:00,60.59999847412109,60.59999847412109,54.720001220703125,14.499541282653809,17300,0.0,
2011-08-04 00:00:00+00:00,55.79999923706055,56.400001525878906,53.880001068115234,14.264667510986328,44233,0.0,
2011-08-05 00:00:00+00:00,54.900001525878906,55.5,47.34000015258789,14.28032684326172,85233,0.0,
2011-08-08 00:00:00+00:00,51.41999816894531,54.0,49.79999923706055,13.700971603393556,15267,0.0,
2011-08-09 00:00:00+00:00,52.79999923706055,54.41999816894531,50.58000183105469,14.1707181930542,18183,0.0,
2011-08-10 00:00:00+00:00,52.7400016784668,53.7599983215332,51.060001373291016,13.387804985046388,27167,0.0,
2011-08-11 00:00:00+00:00,54.2400016784668,54.2400016784668,51.720001220703125,13.747944831848145,7683,0.0,
2011-08-12 00:00:00+00:00,52.5,53.34000015258789,51.959999084472656,13.685312271118164,10533,0.0,
2011-08-15 00:00:00+00:00,54.0,54.540000915527344,51.59999847412109,14.045453071594238,9500,0.0,
2011-08-16 00:00:00+00:00,53.220001220703125,54.77999877929688,51.959999084472656,14.186376571655272,8117,0.0,
2011-08-17 00:00:00+00:00,55.13999938964844,56.70000076293945,53.63999938964844,14.01413631439209,6617,0.0,
2011-08-18 00:00:00+00:00,53.09999847412109,53.09999847412109,43.7400016784668,11.58710765838623,89383,0.0,
2011-08-19 00:00:00+00:00,45.959999084472656,45.959999084472656,43.68000030517578,11.681056022644045,53700,0.0,
2011-08-22 00:00:00+00:00,47.459999084472656,47.459999084472656,42.900001525878906,11.696715354919434,17867,0.0,
2011-08-23 00:00:00+00:00,45.41999816894531,45.959999084472656,43.97999954223633,11.58710765838623,8333,0.0,
2011-08-24 00:00:00+00:00,44.52000045776367,44.52000045776367,42.060001373291016,11.117359161376951,14200,0.0,
2011-08-25 00:00:00+00:00,42.540000915527344,43.43999862670898,39.540000915527344,10.50668716430664,15150,0.0,
2011-08-26 00:00:00+00:00,39.59999847412109,40.5,39.59999847412109,10.412738800048828,14217,0.0,
2011-08-29 00:00:00+00:00,39.65999984741211,42.36000061035156,39.65999984741211,10.91380214691162,11367,0.0,
