date,DCI_Open,DCI_High,DCI_Low,DCI_Close,DCI_Volume,DCI_Dividends,DCI_Stock Splits
1980-03-17 00:00:00+00:00,0.0,0.3958329856395721,0.3802079856395721,0.233049675822258,264000,0.0,
1980-03-18 00:00:00+00:00,0.0,0.3828130066394806,0.3828130066394806,0.2314753234386444,9600,0.0,
1980-03-19 00:00:00+00:00,0.0,0.390625,0.3854170143604278,0.2361990213394165,422400,0.0,
1980-03-20 00:00:00+00:00,0.0,0.3854170143604278,0.3828130066394806,0.2314753234386444,38400,0.0,
1980-03-21 00:00:00+00:00,0.0,0.3828130066394806,0.3802079856395721,0.2299002110958099,43200,0.0,
1980-03-24 00:00:00+00:00,0.0,0.3854170143604278,0.3802079856395721,0.2299002110958099,139200,0.0,
1980-03-25 00:00:00+00:00,0.0,0.3854170143604278,0.3802079856395721,0.2299002110958099,374400,0.0,
1980-03-26 00:00:00+00:00,0.0,0.3802079856395721,0.3802079856395721,0.2299002110958099,38400,0.0,
1980-03-27 00:00:00+00:00,0.0,0.375,0.375,0.2267510741949081,139200,0.0,
1980-03-28 00:00:00+00:00,0.0,0.3802079856395721,0.375,0.2267510741949081,220800,0.0,
1980-03-31 00:00:00+00:00,0.0,0.3828130066394806,0.3776040077209472,0.228325605392456,43200,0.0,
1980-04-01 00:00:00+00:00,0.0,0.3776040077209472,0.375,0.2267510741949081,52800,0.0,
1980-04-02 00:00:00+00:00,0.0,0.375,0.375,0.2267510741949081,24000,0.0,
1980-04-03 00:00:00+00:00,0.0,0.3776040077209472,0.375,0.2267510741949081,43200,0.0,
1980-04-07 00:00:00+00:00,0.0,0.3776040077209472,0.3697920143604278,0.2236018925905227,96000,0.0,
1980-04-08 00:00:00+00:00,0.0,0.3645829856395721,0.3567709922790527,0.2173029333353042,268800,0.0,
1980-04-09 00:00:00+00:00,0.0,0.3567709922790527,0.3515630066394806,0.2125793844461441,81600,0.0,
1980-04-10 00:00:00+00:00,0.0,0.3541670143604278,0.3411459922790527,0.2062804698944091,172800,0.0,
1980-04-11 00:00:00+00:00,0.0,0.34375,0.34375,0.2078550308942794,4800,0.0,
1980-04-14 00:00:00+00:00,0.0,0.3489579856395721,0.3411459922790527,0.2110041081905365,48000,0.0,
1980-04-15 00:00:00+00:00,0.3489579856395721,0.3489579856395721,0.3489579856395721,0.2110041081905365,0,0.0,
1980-04-16 00:00:00+00:00,0.0,0.3515630066394806,0.34375,0.2078550308942794,206400,0.0,
1980-04-17 00:00:00+00:00,0.0,0.3463540077209472,0.34375,0.2094297111034393,48000,0.0,
1980-04-18 00:00:00+00:00,0.0,0.3489579856395721,0.3463540077209472,0.2094297111034393,86400,0.0,
