date,OLN_Open,OLN_High,OLN_Low,OLN_Close,OLN_Volume,OLN_Dividends,OLN_Stock Splits
1973-02-21 00:00:00+00:00,0.0,2.5396831035614014,2.4404759407043457,0.5585677027702332,51030,0.0,
1973-02-22 00:00:00+00:00,0.0,2.480159044265747,2.4404759407043457,0.5585677027702332,38430,0.0,
1973-02-23 00:00:00+00:00,0.0,2.4206349849700928,2.40079402923584,0.5450541377067566,38430,0.0,
1973-02-26 00:00:00+00:00,0.0,2.4206349849700928,2.3809518814086914,0.5450541377067566,24570,0.0,
1973-02-27 00:00:00+00:00,0.0,2.4206349849700928,2.3809518814086914,0.5450541377067566,29610,0.0,
1973-02-28 00:00:00+00:00,0.0,2.4404759407043457,2.40079402923584,0.5495583415031433,32760,0.0,
1973-03-01 00:00:00+00:00,0.0,2.4404759407043457,2.4206349849700928,0.5540630221366882,21420,0.0,
1973-03-02 00:00:00+00:00,0.0,2.4404759407043457,2.3809518814086914,0.5450541377067566,30870,0.0,
1973-03-05 00:00:00+00:00,0.0,2.4404759407043457,2.4206349849700928,0.5495583415031433,17640,0.0,
1973-03-06 00:00:00+00:00,0.0,2.460316896438598,2.4206349849700928,0.5585677027702332,27090,0.0,
1973-03-07 00:00:00+00:00,0.0,2.519840955734253,2.460316896438598,0.5720812678337097,28980,0.0,
1973-03-08 00:00:00+00:00,0.0,2.5396831035614014,2.5,0.5675765872001648,24570,0.0,
1973-03-09 00:00:00+00:00,0.0,2.5,2.4404759407043457,0.5585677027702332,52290,0.0,
1973-03-12 00:00:00+00:00,0.0,2.5,2.460316896438598,0.5675765872001648,28980,0.0,
1973-03-13 00:00:00+00:00,0.0,2.59920597076416,2.460316896438598,0.5855947136878967,102690,0.0,
1973-03-14 00:00:00+00:00,0.0,2.6587300300598145,2.5793650150299072,0.5946046710014343,35280,0.0,
1973-03-15 00:00:00+00:00,0.0,2.638889074325561,2.59920597076416,0.5946046710014343,29610,0.0,
1973-03-16 00:00:00+00:00,0.0,2.59920597076416,2.519840955734253,0.5720812678337097,57330,0.0,
1973-03-19 00:00:00+00:00,0.0,2.519840955734253,2.4206349849700928,0.5495583415031433,28980,0.0,
1973-03-20 00:00:00+00:00,0.0,2.4404759407043457,2.4206349849700928,0.5495583415031433,17010,0.0,
1973-03-21 00:00:00+00:00,0.0,2.480159044265747,2.3611109256744385,0.5360448956489563,91350,0.0,
1973-03-22 00:00:00+00:00,0.0,2.3611109256744385,2.341269969940185,0.5315400958061218,44100,0.0,
1973-03-23 00:00:00+00:00,0.0,2.40079402923584,2.3214290142059326,0.540549099445343,52290,0.0,
1973-03-26 00:00:00+00:00,0.0,2.3809518814086914,2.3611109256744385,0.540549099445343,18270,0.0,
