date,BXP_Open,BXP_High,BXP_Low,BXP_Close,BXP_Volume,BXP_Dividends,BXP_Stock Splits
1997-06-18 00:00:00+00:00,26.125,26.875,26.125,7.583505630493164,7918300,0.0,
1997-06-19 00:00:00+00:00,26.875,27.0,26.5,7.548068046569824,1472400,0.0,
1997-06-20 00:00:00+00:00,26.75,26.75,26.25,7.477190017700195,1030200,0.0,
1997-06-23 00:00:00+00:00,26.375,26.375,26.125,7.406317234039307,628900,0.0,
1997-06-24 00:00:00+00:00,26.1875,26.25,26.0625,7.38859748840332,541800,0.0,
1997-06-25 00:00:00+00:00,26.25,26.5625,26.25,7.494911193847656,570500,0.0,
1997-06-26 00:00:00+00:00,26.75,27.0,26.5625,7.654374599456787,488700,0.0,
1997-06-27 00:00:00+00:00,27.0,27.125,26.75,7.61893892288208,586400,0.0,
1997-06-30 00:00:00+00:00,26.8125,27.5,26.25,7.725248336791992,629800,0.0,
1997-07-01 00:00:00+00:00,27.125,27.125,26.625,7.548068046569824,269700,0.0,
1997-07-02 00:00:00+00:00,26.375,26.625,26.375,7.477190017700195,350800,0.0,
1997-07-03 00:00:00+00:00,26.4375,26.75,26.4375,7.548068046569824,173000,0.0,
1997-07-07 00:00:00+00:00,26.875,26.9375,26.5,7.583505630493164,449500,0.0,
1997-07-08 00:00:00+00:00,26.6875,26.875,26.625,7.56578254699707,239400,0.0,
1997-07-09 00:00:00+00:00,26.625,26.6875,26.5,7.530345439910889,226000,0.0,
1997-07-10 00:00:00+00:00,26.5,26.5,26.3125,7.477190017700195,425100,0.0,
1997-07-11 00:00:00+00:00,26.375,26.5,26.3125,7.494911193847656,326300,0.0,
1997-07-14 00:00:00+00:00,26.6875,27.1875,26.625,7.583505630493164,311000,0.0,
1997-07-15 00:00:00+00:00,26.9375,26.9375,26.5625,7.56578254699707,534400,0.0,
1997-07-16 00:00:00+00:00,26.6875,27.0,26.625,7.61893892288208,443700,0.0,
1997-07-17 00:00:00+00:00,26.9375,27.1875,26.9375,7.67209005355835,443800,0.0,
1997-07-18 00:00:00+00:00,27.0,27.0625,26.375,7.548068046569824,359600,0.0,
1997-07-21 00:00:00+00:00,26.375,26.875,26.25,7.601218700408935,422700,0.0,
1997-07-22 00:00:00+00:00,26.8125,26.9375,26.75,7.601218700408935,246500,0.0,
1997-07-23 00:00:00+00:00,26.9375,26.9375,26.8125,7.601218700408935,196900,0.0,
1997-07-24 00:00:00+00:00,26.9375,27.125,26.75,7.67209005355835,481800,0.0,
1997-07-25 00:00:00+00:00,27.1875,27.375,27.125,7.742969512939453,225800,0.0,
1997-07-28 00:00:00+00:00,27.1875,27.375,27.0,7.742969512939453,127600,0.0,
1997-07-29 00:00:00+00:00,27.25,27.5625,27.1875,7.778403759002685,350200,0.0,
1997-07-30 00:00:00+00:00,27.4375,27.625,27.0,7.813840866088867,126600,0.0,
1997-07-31 00:00:00+00:00,27.5625,28.0,27.5,7.902433395385742,203500,0.0,
1997-08-01 00:00:00+00:00,27.9375,27.9375,27.25,7.902433395385742,85200,0.0,
1997-08-04 00:00:00+00:00,27.9375,28.0,27.1875,7.902433395385742,115600,0.0,
1997-08-05 00:00:00+00:00,27.6875,28.3125,27.5625,7.97330904006958,152900,0.0,
1997-08-06 00:00:00+00:00,28.0,29.375,27.9375,8.327676773071289,234900,0.0,
1997-08-07 00:00:00+00:00,29.3125,29.375,29.25,8.292238235473633,358900,0.0,
1997-08-08 00:00:00+00:00,29.0,29.0,28.0,8.221364974975586,387300,0.0,
1997-08-11 00:00:00+00:00,28.875,28.9375,27.625,7.99102783203125,164700,0.0,
1997-08-12 00:00:00+00:00,28.25,28.375,27.9375,7.920155525207519,437100,0.0,
1997-08-13 00:00:00+00:00,28.0,28.25,27.5,7.849277496337891,323000,0.0,
1997-08-14 00:00:00+00:00,27.5625,27.75,27.5,7.796121120452881,89800,0.0,
1997-08-15 00:00:00+00:00,27.625,27.75,27.5,7.831557273864746,120200,0.0,
1997-08-18 00:00:00+00:00,27.5625,27.8125,27.5,7.884715557098389,177000,0.0,
1997-08-19 00:00:00+00:00,27.8125,28.3125,27.75,8.008744239807129,161300,0.0,
1997-08-20 00:00:00+00:00,28.375,28.9375,28.1875,8.13277530670166,206500,0.0,
