date,MXI_Open,MXI_High,MXI_Low,MXI_Close,MXI_Volume,MXI_Dividends,MXI_Stock Splits
2006-09-22 00:00:00+00:00,49.0099983215332,49.0099983215332,48.7400016784668,32.38410949707031,15000,0.0,
2006-09-25 00:00:00+00:00,48.2599983215332,48.70000076293945,47.970001220703125,32.35753631591797,40700,0.0,
2006-09-26 00:00:00+00:00,48.81999969482422,49.22999954223633,48.81999969482422,32.709686279296875,40500,0.0,
2006-09-27 00:00:00+00:00,49.75,49.970001220703125,49.75,33.20136260986328,20600,0.0,
2006-09-28 00:00:00+00:00,50.119998931884766,50.290000915527344,50.119998931884766,33.40069580078125,700,0.0,
2006-09-29 00:00:00+00:00,50.0,50.119998931884766,50.0,33.30101776123047,400,0.0,
2006-10-02 00:00:00+00:00,50.18000030517578,50.540000915527344,50.18000030517578,33.394039154052734,1600,0.0,
2006-10-03 00:00:00+00:00,49.650001525878906,49.880001068115234,49.5,32.88907623291016,3200,0.0,
2006-10-04 00:00:00+00:00,49.220001220703125,49.68000030517578,49.09999847412109,33.0086784362793,1300,0.0,
2006-10-05 00:00:00+00:00,50.02000045776367,50.34000015258789,49.93999862670898,33.44719314575195,1900,0.0,
2006-10-06 00:00:00+00:00,49.970001220703125,50.02999877929688,49.970001220703125,33.24122619628906,600,0.0,
2006-10-09 00:00:00+00:00,50.2400016784668,50.5,50.2400016784668,33.460479736328125,1200,0.0,
2006-10-10 00:00:00+00:00,50.34999847412109,50.58000183105469,50.34999847412109,33.606651306152344,500,0.0,
2006-10-11 00:00:00+00:00,50.16999816894531,50.470001220703125,50.16999816894531,33.533573150634766,11500,0.0,
2006-10-12 00:00:00+00:00,50.52000045776367,50.95000076293945,50.52000045776367,33.85250473022461,2500,0.0,
2006-10-13 00:00:00+00:00,51.68999862670898,51.68999862670898,51.5,34.21792221069336,600,0.0,
2006-10-16 00:00:00+00:00,51.91999816894531,52.209999084472656,51.90999984741211,34.66309356689453,3400,0.0,
2006-10-17 00:00:00+00:00,51.650001525878906,51.7599983215332,51.5,34.310943603515625,4400,0.0,
2006-10-18 00:00:00+00:00,51.7599983215332,51.7599983215332,51.58000183105469,34.33088302612305,900,0.0,
2006-10-19 00:00:00+00:00,51.900001525878906,52.52000045776367,51.900001525878906,34.89564895629883,1300,0.0,
2006-10-20 00:00:00+00:00,52.52999877929688,52.52999877929688,52.20000076293945,34.78269958496094,16000,0.0,
2006-10-23 00:00:00+00:00,52.45000076293945,52.459999084472656,52.380001068115234,34.8026237487793,1900,0.0,
2006-10-24 00:00:00+00:00,52.16999816894531,52.650001525878906,52.16999816894531,34.982025146484375,13700,0.0,
2006-10-25 00:00:00+00:00,52.84999847412109,53.040000915527344,52.70000076293945,35.22785186767578,37900,0.0,
2006-10-26 00:00:00+00:00,53.18999862670898,53.540000915527344,53.13999938964844,35.5733642578125,3300,0.0,
2006-10-27 00:00:00+00:00,53.34999847412109,53.59000015258789,53.08000183105469,35.26773452758789,1200,0.0,
2006-10-30 00:00:00+00:00,53.22999954223633,53.36000061035156,53.22999954223633,35.38067626953125,500,0.0,
2006-10-31 00:00:00+00:00,53.20000076293945,53.52999877929688,53.18999862670898,35.447120666503906,2200,0.0,
2006-11-01 00:00:00+00:00,53.9900016784668,53.9900016784668,53.2599983215332,35.38731384277344,4600,0.0,
2006-11-02 00:00:00+00:00,53.34999847412109,53.619998931884766,53.290000915527344,35.60658264160156,3300,0.0,
2006-11-03 00:00:00+00:00,53.63999938964844,53.63999938964844,53.380001068115234,35.46704864501953,3000,0.0,
2006-11-06 00:00:00+00:00,53.75,54.33000183105469,53.75,36.03180694580078,6300,0.0,
2006-11-07 00:00:00+00:00,54.470001220703125,54.720001220703125,54.11000061035156,35.952083587646484,10700,0.0,
2006-11-08 00:00:00+00:00,53.79999923706055,54.20000076293945,53.79999923706055,35.99858856201172,6400,0.0,
2006-11-09 00:00:00+00:00,54.20000076293945,54.61000061035156,54.18000030517578,36.07832336425781,29800,0.0,
2006-11-10 00:00:00+00:00,54.59999847412109,54.59999847412109,54.0,35.98530197143555,3500,0.0,
2006-11-13 00:00:00+00:00,53.369998931884766,53.959999084472656,53.369998931884766,35.81919479370117,77600,0.0,
2006-11-14 00:00:00+00:00,53.77000045776367,54.02999877929688,53.5,35.898921966552734,9100,0.0,
2006-11-15 00:00:00+00:00,53.58000183105469,54.09000015258789,53.5,35.739463806152344,8700,0.0,
2006-11-16 00:00:00+00:00,53.84999847412109,53.9900016784668,53.540000915527344,35.599937438964844,6100,0.0,
2006-11-17 00:00:00+00:00,53.0099983215332,53.290000915527344,53.0,35.40724182128906,2700,0.0,
