date,PRSO_Open,PRSO_High,PRSO_Low,PRSO_Close,PRSO_Volume,PRSO_Dividends,PRSO_Stock Splits
2001-07-17 00:00:00+00:00,88000.0,98000.0,86400.0,96080.0,76,,
2001-07-18 00:00:00+00:00,96640.0,104400.0,95200.0,102800.0,37,,
2001-07-19 00:00:00+00:00,103600.0,108080.0,101280.0,104560.0,12,,
2001-07-20 00:00:00+00:00,104400.0,111200.0,102400.0,106640.0,12,,
2001-07-23 00:00:00+00:00,107200.0,112000.0,106240.0,111360.0,8,,
2001-07-24 00:00:00+00:00,110400.0,110400.0,103600.0,104880.0,28,,
2001-07-25 00:00:00+00:00,105760.0,111840.0,105360.0,108800.0,9,,
2001-07-26 00:00:00+00:00,108880.0,110960.0,108400.0,108800.0,9,,
2001-07-27 00:00:00+00:00,109440.0,109440.0,104960.0,106000.0,6,,
2001-07-30 00:00:00+00:00,104640.0,106320.0,101920.0,104160.0,18,,
2001-07-31 00:00:00+00:00,104160.0,109680.0,101840.0,107600.0,22,,
2001-08-01 00:00:00+00:00,109600.0,117600.0,109200.0,112000.0,39,,
2001-08-02 00:00:00+00:00,114320.0,118000.0,111600.0,116800.0,14,,
2001-08-03 00:00:00+00:00,117920.0,127120.0,112000.0,119840.0,22,,
2001-08-06 00:00:00+00:00,118800.0,119280.0,111920.0,114000.0,5,,
2001-08-07 00:00:00+00:00,114000.0,114320.0,107600.0,111040.0,4,,
2001-08-08 00:00:00+00:00,112000.0,113200.0,108480.0,110080.0,4,,
2001-08-09 00:00:00+00:00,108080.0,109280.0,101600.0,104800.0,10,,
2001-08-10 00:00:00+00:00,104800.0,105600.0,101600.0,105600.0,2,,
2001-08-13 00:00:00+00:00,102080.0,114240.0,102080.0,114240.0,4,,
2001-08-14 00:00:00+00:00,112800.0,116320.0,112800.0,115200.0,4,,
2001-08-15 00:00:00+00:00,114000.0,114400.0,110400.0,110400.0,4,,
2001-08-16 00:00:00+00:00,110400.0,114000.0,110000.0,114000.0,2,,
2001-08-17 00:00:00+00:00,114400.0,114400.0,111680.0,112480.0,3,,
2001-08-20 00:00:00+00:00,111280.0,112000.0,110800.0,112000.0,2,,
2001-08-21 00:00:00+00:00,110400.0,113920.0,110000.0,112000.0,2,,
2001-08-22 00:00:00+00:00,112000.0,112000.0,110000.0,111600.0,2,,
2001-08-23 00:00:00+00:00,111600.0,112000.0,110400.0,111200.0,2,,
2001-08-24 00:00:00+00:00,112320.0,112400.0,111040.0,111360.0,7,,
2001-08-27 00:00:00+00:00,111360.0,112400.0,105200.0,107040.0,5,,
2001-08-28 00:00:00+00:00,106000.0,112400.0,100400.0,108800.0,9,,
2001-08-29 00:00:00+00:00,108800.0,109600.0,108640.0,108960.0,3,,
2001-08-30 00:00:00+00:00,109280.0,112800.0,109200.0,112000.0,6,,
2001-08-31 00:00:00+00:00,112160.0,113040.0,111200.0,112320.0,7,,
2001-09-04 00:00:00+00:00,113520.0,113600.0,111600.0,111600.0,4,,
2001-09-05 00:00:00+00:00,110800.0,110800.0,109040.0,109600.0,9,,
2001-09-06 00:00:00+00:00,106800.0,106800.0,101200.0,101840.0,4,,
2001-09-07 00:00:00+00:00,101600.0,101840.0,90800.0,90800.0,4,,
2001-09-10 00:00:00+00:00,93520.0,93520.0,85600.0,88880.0,2,,
2001-09-17 00:00:00+00:00,87760.0,87760.0,72400.0,80800.0,4,,
2001-09-18 00:00:00+00:00,74000.0,78400.0,74000.0,78400.0,4,,
2001-09-19 00:00:00+00:00,79120.0,79120.0,74800.0,78000.0,12,,
2001-09-20 00:00:00+00:00,77360.0,80800.0,76320.0,79200.0,26,,
2001-09-21 00:00:00+00:00,77200.0,77360.0,73200.0,74800.0,17,,
2001-09-24 00:00:00+00:00,76000.0,78800.0,76000.0,77680.0,8,,
2001-09-25 00:00:00+00:00,77280.0,77680.0,73440.0,74000.0,23,,
2001-09-26 00:00:00+00:00,73520.0,73520.0,60000.0,61120.0,25,,
2001-09-27 00:00:00+00:00,58960.0,69760.0,55280.0,68560.0,32,,
2001-09-28 00:00:00+00:00,69440.0,72000.0,67600.0,69840.0,26,,
2001-10-01 00:00:00+00:00,69600.0,69840.0,64400.0,64800.0,17,,
2001-10-02 00:00:00+00:00,64480.0,64800.0,60560.0,62400.0,66,,
2001-10-03 00:00:00+00:00,61600.0,66480.0,60320.0,65520.0,32,,
2001-10-04 00:00:00+00:00,68000.0,74400.0,67600.0,72000.0,24,,
2001-10-05 00:00:00+00:00,73920.0,74960.0,71200.0,74400.0,12,,
2001-10-08 00:00:00+00:00,74000.0,76720.0,74000.0,76400.0,9,,
2001-10-09 00:00:00+00:00,76160.0,83680.0,76160.0,81680.0,17,,
2001-10-10 00:00:00+00:00,82960.0,86320.0,80800.0,86320.0,15,,
2001-10-11 00:00:00+00:00,86400.0,89920.0,86320.0,87600.0,9,,
2001-10-12 00:00:00+00:00,89520.0,89920.0,81840.0,86080.0,10,,
2001-10-15 00:00:00+00:00,84240.0,95600.0,84160.0,95600.0,26,,
2001-10-16 00:00:00+00:00,94160.0,99680.0,93200.0,98800.0,23,,
2001-10-17 00:00:00+00:00,100160.0,101840.0,97760.0,100000.0,12,,
2001-10-18 00:00:00+00:00,98800.0,102800.0,98080.0,100080.0,8,,
2001-10-19 00:00:00+00:00,98800.0,98960.0,89760.0,93600.0,97,,
2001-10-22 00:00:00+00:00,95600.0,100400.0,92880.0,97440.0,11,,
2001-10-23 00:00:00+00:00,95280.0,97600.0,95280.0,97600.0,56,,
2001-10-24 00:00:00+00:00,96160.0,96640.0,93680.0,96000.0,20,,
2001-10-25 00:00:00+00:00,95200.0,96000.0,92480.0,95200.0,36,,
2001-10-26 00:00:00+00:00,92880.0,96000.0,92880.0,95760.0,12,,
2001-10-29 00:00:00+00:00,94800.0,95680.0,88800.0,92320.0,15,,
2001-10-30 00:00:00+00:00,90480.0,91200.0,85760.0,88400.0,25,,
2001-10-31 00:00:00+00:00,90800.0,91440.0,87200.0,87520.0,34,,
2001-11-01 00:00:00+00:00,87600.0,103920.0,86800.0,97120.0,37,,
2001-11-02 00:00:00+00:00,96160.0,102800.0,95920.0,100800.0,27,,
2001-11-05 00:00:00+00:00,101440.0,106400.0,97680.0,105680.0,38,,
2001-11-06 00:00:00+00:00,104240.0,128960.0,102400.0,128960.0,76,,
2001-11-07 00:00:00+00:00,123920.0,127600.0,121600.0,121600.0,18,,
2001-11-08 00:00:00+00:00,123200.0,127840.0,116800.0,120560.0,39,,
2001-11-09 00:00:00+00:00,118800.0,124000.0,118800.0,120000.0,6,,
2001-11-12 00:00:00+00:00,120800.0,120800.0,106640.0,111040.0,20,,
2001-11-13 00:00:00+00:00,114640.0,120000.0,112000.0,120000.0,31,,
2001-11-14 00:00:00+00:00,117200.0,120160.0,116400.0,119200.0,27,,
2001-11-15 00:00:00+00:00,118000.0,119520.0,109600.0,116000.0,1154,,
2001-11-16 00:00:00+00:00,116000.0,135360.0,113680.0,135200.0,101,,
2001-11-19 00:00:00+00:00,136880.0,138800.0,131040.0,135680.0,73,,
2001-11-20 00:00:00+00:00,131760.0,135040.0,120080.0,122800.0,38,,
2001-11-21 00:00:00+00:00,122400.0,125600.0,121680.0,122400.0,27,,
2001-11-23 00:00:00+00:00,121680.0,125760.0,120320.0,121520.0,7,,
2001-11-26 00:00:00+00:00,128160.0,151200.0,127920.0,151200.0,139,,
2001-11-27 00:00:00+00:00,147520.0,148000.0,140800.0,144400.0,136,,
2001-11-28 00:00:00+00:00,145440.0,149280.0,136560.0,147920.0,19,,
2001-11-29 00:00:00+00:00,147600.0,160000.0,143040.0,160000.0,55,,
2001-11-30 00:00:00+00:00,159200.0,160000.0,151120.0,151840.0,49,,
2001-12-03 00:00:00+00:00,153520.0,155280.0,146320.0,154800.0,22,,
