date,COF_Open,COF_High,COF_Low,COF_Close,COF_Volume,COF_Dividends,COF_Stock Splits
1994-11-16 00:00:00+00:00,5.333333015441895,5.375,5.333333015441895,3.8026235103607178,8343900,0.0,
1994-11-17 00:00:00+00:00,5.333333015441895,5.4166669845581055,5.2916669845581055,3.862040281295776,4872000,0.0,
1994-11-18 00:00:00+00:00,5.458333015441895,5.5416669845581055,5.4166669845581055,3.921455144882202,1468800,0.0,
1994-11-21 00:00:00+00:00,5.5416669845581055,5.5416669845581055,5.375,3.832330226898194,348600,0.0,
1994-11-22 00:00:00+00:00,5.333333015441895,5.375,5.125,3.654082536697388,709800,0.0,
1994-11-23 00:00:00+00:00,5.083333015441895,5.1666669845581055,5.0416669845581055,3.624377012252808,906600,0.0,
1994-11-25 00:00:00+00:00,5.083333015441895,5.1666669845581055,5.083333015441895,3.68379020690918,132600,0.0,
1994-11-28 00:00:00+00:00,5.208333015441895,5.208333015441895,5.083333015441895,3.624377012252808,280500,0.0,
1994-11-29 00:00:00+00:00,5.083333015441895,5.125,5.083333015441895,3.654082536697388,187500,0.0,
1994-11-30 00:00:00+00:00,5.083333015441895,5.125,5.083333015441895,3.624377012252808,130800,0.0,
1994-12-01 00:00:00+00:00,5.125,5.125,4.9166669845581055,3.505542039871216,794400,0.0,
1994-12-02 00:00:00+00:00,4.9166669845581055,4.9166669845581055,4.875,3.505542039871216,54600,0.0,
1994-12-05 00:00:00+00:00,4.9166669845581055,4.9166669845581055,4.875,3.505542039871216,19800,0.0,
1994-12-06 00:00:00+00:00,4.9166669845581055,4.9166669845581055,4.875,3.4758377075195312,91200,0.0,
1994-12-07 00:00:00+00:00,4.9166669845581055,4.9166669845581055,4.833333015441895,3.4461264610290527,77700,0.0,
1994-12-08 00:00:00+00:00,4.833333015441895,4.875,4.7916669845581055,3.416419982910156,169200,0.0,
1994-12-09 00:00:00+00:00,4.75,4.75,4.625,3.3272953033447266,272100,0.0,
1994-12-12 00:00:00+00:00,4.75,4.875,4.708333015441895,3.3867132663726807,284400,0.0,
1994-12-13 00:00:00+00:00,4.75,4.75,4.708333015441895,3.357003688812256,146100,0.0,
1994-12-14 00:00:00+00:00,4.75,4.833333015441895,4.75,3.416419982910156,442200,0.0,
1994-12-15 00:00:00+00:00,4.7916669845581055,4.875,4.7916669845581055,3.4461264610290527,274200,0.0,
1994-12-16 00:00:00+00:00,4.875,5.125,4.875,3.654082536697388,442500,0.0,
1994-12-19 00:00:00+00:00,5.083333015441895,5.083333015441895,5.0,3.594666719436645,47400,0.0,
1994-12-20 00:00:00+00:00,5.0416669845581055,5.125,5.0416669845581055,3.594666719436645,128400,0.0,
1994-12-21 00:00:00+00:00,5.083333015441895,5.1666669845581055,5.083333015441895,3.68379020690918,96600,0.0,
1994-12-22 00:00:00+00:00,5.1666669845581055,5.208333015441895,5.083333015441895,3.713498830795288,248400,0.0,
1994-12-23 00:00:00+00:00,5.25,5.333333015441895,5.25,3.8026235103607178,189600,0.0,
1994-12-27 00:00:00+00:00,5.333333015441895,5.4166669845581055,5.2916669845581055,3.832330226898194,113700,0.0,
1994-12-28 00:00:00+00:00,5.333333015441895,5.375,5.333333015441895,3.832330226898194,62100,0.0,
1994-12-29 00:00:00+00:00,5.375,5.375,5.333333015441895,3.8026235103607178,190800,0.0,
1994-12-30 00:00:00+00:00,5.333333015441895,5.333333015441895,5.333333015441895,3.8026235103607178,15900,0.0,
1995-01-03 00:00:00+00:00,5.375,5.375,5.25,3.8026235103607178,93300,0.0,
1995-01-04 00:00:00+00:00,5.333333015441895,5.375,5.2916669845581055,3.832330226898194,45300,0.0,
1995-01-05 00:00:00+00:00,5.375,5.4166669845581055,5.2916669845581055,3.832330226898194,54300,0.0,
1995-01-06 00:00:00+00:00,5.2916669845581055,5.2916669845581055,5.208333015441895,3.743210077285767,294000,0.0,
1995-01-09 00:00:00+00:00,5.2916669845581055,5.2916669845581055,5.25,3.743210077285767,24000,0.0,
