date,NEN_Open,NEN_High,NEN_Low,NEN_Close,NEN_Volume,NEN_Dividends,NEN_Stock Splits
1987-11-19 00:00:00+00:00,0.0,3.3333330154418945,2.666666984558105,0.3408324420452118,600,0.0,
1987-11-20 00:00:00+00:00,2.666666984558105,2.666666984558105,2.666666984558105,0.3408324420452118,0,0.0,
1987-11-23 00:00:00+00:00,0.0,3.3333330154418945,2.666666984558105,0.3408324420452118,2100,0.0,
1987-11-24 00:00:00+00:00,0.0,3.3333330154418945,2.666666984558105,0.3408324420452118,3000,0.0,
1987-11-25 00:00:00+00:00,2.666666984558105,2.666666984558105,2.666666984558105,0.3408324420452118,0,0.0,
1987-11-27 00:00:00+00:00,2.666666984558105,2.666666984558105,2.666666984558105,0.3408324420452118,0,0.0,
1987-11-30 00:00:00+00:00,2.666666984558105,2.666666984558105,2.666666984558105,0.3408324420452118,0,0.0,
1987-12-01 00:00:00+00:00,2.666666984558105,2.666666984558105,2.666666984558105,0.3408324420452118,0,0.0,
1987-12-02 00:00:00+00:00,2.666666984558105,2.666666984558105,2.666666984558105,0.3408324420452118,0,0.0,
1987-12-03 00:00:00+00:00,2.666666984558105,2.666666984558105,2.666666984558105,0.3408324420452118,0,0.0,
1987-12-04 00:00:00+00:00,2.666666984558105,2.666666984558105,2.666666984558105,0.3408324420452118,0,0.0,
1987-12-07 00:00:00+00:00,0.0,3.3333330154418945,2.666666984558105,0.3408324420452118,300,0.0,
1987-12-08 00:00:00+00:00,2.666666984558105,2.666666984558105,2.666666984558105,0.3408324420452118,0,0.0,
1987-12-09 00:00:00+00:00,0.0,3.3333330154418945,2.666666984558105,0.3408324420452118,0,0.0,
1987-12-10 00:00:00+00:00,0.0,3.3333330154418945,2.666666984558105,0.3408324420452118,600,0.0,
1987-12-11 00:00:00+00:00,0.0,3.3333330154418945,2.666666984558105,0.3408324420452118,900,0.0,
1987-12-14 00:00:00+00:00,2.666666984558105,2.666666984558105,2.666666984558105,0.3408324420452118,0,0.0,
1987-12-15 00:00:00+00:00,0.0,3.3333330154418945,2.666666984558105,0.3408324420452118,1200,0.0,
1987-12-16 00:00:00+00:00,2.666666984558105,2.666666984558105,2.666666984558105,0.3408324420452118,0,0.0,
1987-12-17 00:00:00+00:00,0.0,3.3333330154418945,2.666666984558105,0.3408324420452118,600,0.0,
1987-12-18 00:00:00+00:00,0.0,3.0,2.666666984558105,0.3408324420452118,5400,0.0,
1987-12-21 00:00:00+00:00,0.0,3.0,2.666666984558105,0.3408324420452118,900,0.0,
1987-12-22 00:00:00+00:00,0.0,3.0,2.5,0.3195306658744812,8700,0.0,
1987-12-23 00:00:00+00:00,0.0,3.0,2.5,0.3195306658744812,2100,0.0,
1987-12-24 00:00:00+00:00,2.5,2.5,2.5,0.3195306658744812,0,0.0,
1987-12-28 00:00:00+00:00,2.5,2.5,2.5,0.3195306658744812,0,0.0,
1987-12-29 00:00:00+00:00,0.0,3.0,2.5,0.3195306658744812,300,0.0,
1987-12-30 00:00:00+00:00,0.0,3.0,2.5,0.3195306658744812,2100,0.0,
1987-12-31 00:00:00+00:00,2.5,2.5,2.5,0.3195306658744812,0,0.0,
1988-01-04 00:00:00+00:00,0.0,2.8333330154418945,2.3333330154418945,0.29822838306427,1800,0.0,
1988-01-05 00:00:00+00:00,2.3333330154418945,2.3333330154418945,2.3333330154418945,0.29822838306427,0,0.0,
1988-01-06 00:00:00+00:00,0.0,2.8333330154418945,2.3333330154418945,0.29822838306427,1500,0.0,
1988-01-07 00:00:00+00:00,2.3333330154418945,2.3333330154418945,2.3333330154418945,0.29822838306427,0,0.0,
1988-01-08 00:00:00+00:00,0.0,2.8333330154418945,2.3333330154418945,0.29822838306427,300,0.0,
1988-01-11 00:00:00+00:00,0.0,2.8333330154418945,2.3333330154418945,0.29822838306427,27300,0.0,
