date,IJH_Open,IJH_High,IJH_Low,IJH_Close,IJH_Volume,IJH_Dividends,IJH_Stock Splits
2000-05-26 00:00:00+00:00,9.137499809265137,9.137499809265137,9.137499809265137,6.625793933868408,200000,0.0,
2000-05-30 00:00:00+00:00,9.4375,9.493749618530272,9.4375,6.884119510650635,521000,0.0,
2000-05-31 00:00:00+00:00,9.478124618530272,9.478124618530272,9.478124618530272,6.87278938293457,2000,0.0,
2000-06-01 00:00:00+00:00,9.587499618530272,9.649999618530272,9.587499618530272,6.997420787811279,102000,0.0,
2000-06-02 00:00:00+00:00,10.059374809265137,10.065625190734863,10.009374618530272,7.269338607788086,418000,0.0,
2000-06-05 00:00:00+00:00,9.96875,9.97031307220459,9.940625190734863,7.2138237953186035,659000,0.0,
2000-06-06 00:00:00+00:00,9.940625190734863,10.012499809265137,9.887499809265137,7.169636249542236,1195000,0.0,
2000-06-07 00:00:00+00:00,9.803125381469728,9.895313262939451,9.803125381469728,7.161708354949951,15000,0.0,
2000-06-08 00:00:00+00:00,9.890625,9.901562690734863,9.831250190734863,7.128847599029541,3017000,0.0,
2000-06-09 00:00:00+00:00,9.915624618530272,9.97031307220459,9.915624618530272,7.197961807250977,18000,0.0,
2000-06-12 00:00:00+00:00,9.962499618530272,9.962499618530272,9.757813453674316,7.077867031097412,731000,0.0,
2000-06-13 00:00:00+00:00,9.809374809265137,9.809374809265137,9.712499618530272,7.093725204467773,1031000,0.0,
2000-06-14 00:00:00+00:00,9.928125381469728,9.928125381469728,9.800000190734863,7.106184959411621,358000,0.0,
2000-06-15 00:00:00+00:00,9.800000190734863,9.949999809265137,9.774999618530272,7.21495246887207,2253000,0.0,
2000-06-16 00:00:00+00:00,9.918749809265137,9.978124618530272,9.893750190734863,7.187765598297119,3023000,0.0,
2000-06-19 00:00:00+00:00,9.915624618530272,10.096875190734863,9.899999618530272,7.307861804962158,62000,0.0,
2000-06-20 00:00:00+00:00,10.112500190734863,10.149999618530272,10.051563262939451,7.352053165435791,776000,0.0,
2000-06-21 00:00:00+00:00,10.100000381469728,10.131250381469728,10.092187881469728,7.334308624267578,1006000,0.0068,
2000-06-22 00:00:00+00:00,9.971875190734863,10.007813453674316,9.831250190734863,7.133634090423584,2304000,0.0,
2000-06-23 00:00:00+00:00,9.82968807220459,9.851563453674316,9.739063262939451,7.0746750831604,1505000,0.0,
2000-06-26 00:00:00+00:00,9.821874618530272,9.821874618530272,9.762499809265137,7.109823703765869,272000,0.0,
2000-06-27 00:00:00+00:00,9.824999809265137,9.839062690734863,9.712499618530272,7.065609455108643,488000,0.0,
2000-06-28 00:00:00+00:00,9.728124618530272,9.846875190734863,9.728124618530272,7.1449713706970215,25000,0.0,
2000-06-29 00:00:00+00:00,9.803125381469728,9.899999618530272,9.773438453674316,7.178984642028809,1820000,0.0,
2000-06-30 00:00:00+00:00,9.6875,9.703125,9.6875,7.0406646728515625,43000,0.0,
2000-07-03 00:00:00+00:00,9.703125,9.832813262939451,9.699999809265137,7.13477087020874,526000,0.0,
2000-07-05 00:00:00+00:00,9.740625381469728,9.785938262939451,9.709375381469728,7.045201301574707,50000,0.0,
2000-07-06 00:00:00+00:00,9.721875190734863,9.81406307220459,9.696874618530272,7.121160984039307,4076000,0.0,
2000-07-07 00:00:00+00:00,9.871874809265137,9.964062690734863,9.871874809265137,7.215261459350586,269000,0.0,
2000-07-10 00:00:00+00:00,10.01718807220459,10.085938453674316,10.009374618530272,7.311633586883545,1022000,0.0,
2000-07-11 00:00:00+00:00,10.056249618530272,10.178125381469728,10.056249618530272,7.358120441436768,1325000,0.0,
2000-07-12 00:00:00+00:00,10.21875,10.284375190734863,10.199999809265137,7.460155963897705,1243000,0.0,
2000-07-13 00:00:00+00:00,10.324999809265137,10.324999809265137,10.289063453674316,7.470361232757568,463000,0.0,
2000-07-14 00:00:00+00:00,10.335938453674316,10.357812881469728,10.292187690734863,7.515714645385742,801000,0.0,
2000-07-17 00:00:00+00:00,10.340624809265137,10.367188453674316,10.326562881469728,7.519111633300781,133000,0.0,
2000-07-18 00:00:00+00:00,10.324999809265137,10.335938453674316,10.234375,7.426145076751709,1706000,0.0,
2000-07-19 00:00:00+00:00,10.212499618530272,10.256250381469728,10.125,7.346780776977539,883000,0.0,
2000-07-20 00:00:00+00:00,10.226563453674316,10.26718807220459,10.226563453674316,7.427276134490967,93000,0.0,
2000-07-21 00:00:00+00:00,10.137499809265137,10.145313262939451,10.100000381469728,7.328643321990967,358000,0.0,
2000-07-24 00:00:00+00:00,10.109375,10.11093807220459,10.0,7.26515007019043,516000,0.0,
2000-07-25 00:00:00+00:00,10.021875381469728,10.021875381469728,9.929688453674316,7.228866577148437,836000,0.0,
2000-07-26 00:00:00+00:00,9.93906307220459,9.93906307220459,9.809374809265137,7.201658725738525,665000,0.0,
2000-07-27 00:00:00+00:00,9.853124618530272,9.867188453674316,9.789063453674316,7.121160984039307,335000,0.0,
