date,SIX_Open,SIX_High,SIX_Low,SIX_Close,SIX_Volume,SIX_Dividends,SIX_Stock Splits
2010-05-14 00:00:00+00:00,10.5,10.5,9.0,6.129827499389648,230332.0,0.0,
2010-05-17 00:00:00+00:00,9.3125,9.725000381469728,9.287500381469728,5.839053630828857,249276.0,0.0,
2010-05-18 00:00:00+00:00,9.25,9.425000190734863,9.100000381469728,5.768325805664063,2887728.0,0.0,
2010-05-19 00:00:00+00:00,9.0625,9.1875,9.0625,5.73689079284668,89144.0,0.0,
2010-05-20 00:00:00+00:00,9.0,9.0,9.0,5.658303737640381,88724.0,0.0,
2010-05-21 00:00:00+00:00,8.75,9.1875,8.75,5.697596073150635,64092.0,0.0,
2010-05-24 00:00:00+00:00,8.875,8.875,8.875,5.579715251922607,4656.0,0.0,
2010-05-25 00:00:00+00:00,9.162500381469728,9.162500381469728,8.75,5.50112771987915,90248.0,0.0,
2010-05-26 00:00:00+00:00,8.75,8.774999618530273,8.75,5.516845226287842,2508.0,0.0,
2010-05-27 00:00:00+00:00,8.75,9.0,8.75,5.658303737640381,9708.0,0.0,
2010-05-28 00:00:00+00:00,8.75,9.0,8.75,5.50112771987915,34032.0,0.0,
2010-06-01 00:00:00+00:00,8.75,8.875,8.75,5.50112771987915,111716.0,0.0,
2010-06-02 00:00:00+00:00,8.75,8.8125,8.4375,5.422540664672852,184608.0,0.0,
2010-06-03 00:00:00+00:00,8.625,8.625,8.5,5.40289306640625,8708.0,0.0,
2010-06-04 00:00:00+00:00,8.5,8.5,8.024999618530273,5.10819149017334,8972.0,0.0,
2010-06-07 00:00:00+00:00,8.25,8.3125,8.25,5.226071357727051,46400.0,0.0,
2010-06-08 00:00:00+00:00,8.024999618530273,8.375,8.012499809265137,5.265366077423096,3828.0,0.0,
2010-06-09 00:00:00+00:00,8.387499809265137,8.5,8.125,5.343952655792236,2928.0,0.0,
2010-06-10 00:00:00+00:00,8.125,8.5,8.125,5.343952655792236,90100.0,0.0,
2010-06-11 00:00:00+00:00,8.5,8.625,8.5,5.383246898651123,53804.0,0.0,
2010-06-14 00:00:00+00:00,8.600000381469727,8.875,8.524999618530273,5.579715251922607,65028.0,0.0,
2010-06-15 00:00:00+00:00,8.850000381469727,9.0625,8.850000381469727,5.697596073150635,19436.0,0.0,
2010-06-16 00:00:00+00:00,9.0,9.0625,9.0,5.674021720886231,59248.0,0.0,
2010-06-17 00:00:00+00:00,9.0,9.0,9.0,5.658303737640381,54348.0,0.0,
2010-06-18 00:00:00+00:00,9.0,9.0625,9.0,5.697596073150635,49600.0,0.0,
2010-06-21 00:00:00+00:00,9.087499618530272,9.303750038146973,9.0625,5.735318660736084,46280.0,0.0,
