date,COSM_Open,COSM_High,COSM_Low,COSM_Close,COSM_Volume,COSM_Dividends,COSM_Stock Splits
2010-07-23 00:00:00+00:00,12.5,12.5,12.5,12.5,40,,
2010-07-26 00:00:00+00:00,12.5,12.5,12.5,12.5,80,,
2010-07-27 00:00:00+00:00,12.5,12.5,12.5,12.5,480,,
2010-07-28 00:00:00+00:00,12.5,12.5,12.5,12.5,20,,
2010-07-29 00:00:00+00:00,12.5,12.5,12.5,12.5,30,,
2010-07-30 00:00:00+00:00,12.5,12.5,12.5,12.5,20,,
2010-08-02 00:00:00+00:00,12.399999618530272,12.399999618530272,12.399999618530272,12.399999618530272,60,,
2010-08-03 00:00:00+00:00,12.5,12.5,12.5,12.5,30,,
2010-08-04 00:00:00+00:00,12.399999618530272,12.399999618530272,12.399999618530272,12.399999618530272,120,,
2010-08-05 00:00:00+00:00,12.399999618530272,12.399999618530272,12.399999618530272,12.399999618530272,30,,
2010-08-06 00:00:00+00:00,12.399999618530272,12.399999618530272,12.399999618530272,12.399999618530272,30,,
2010-08-09 00:00:00+00:00,12.399999618530272,12.399999618530272,12.399999618530272,12.399999618530272,0,,
2010-08-10 00:00:00+00:00,12.399999618530272,12.399999618530272,12.399999618530272,12.399999618530272,20,,
2010-08-11 00:00:00+00:00,12.399999618530272,12.399999618530272,12.399999618530272,12.399999618530272,30,,
2010-08-12 00:00:00+00:00,12.399999618530272,12.399999618530272,12.399999618530272,12.399999618530272,20,,
2010-08-13 00:00:00+00:00,12.399999618530272,12.399999618530272,12.399999618530272,12.399999618530272,0,,
2010-08-16 00:00:00+00:00,12.399999618530272,12.399999618530272,12.399999618530272,12.399999618530272,0,,
2010-08-17 00:00:00+00:00,12.399999618530272,12.399999618530272,12.399999618530272,12.399999618530272,0,,
2010-08-18 00:00:00+00:00,12.399999618530272,12.399999618530272,12.399999618530272,12.399999618530272,0,,
2010-08-19 00:00:00+00:00,12.399999618530272,12.399999618530272,12.399999618530272,12.399999618530272,0,,
2010-08-20 00:00:00+00:00,2.5,2.5,2.5,2.5,2800,,
2010-08-23 00:00:00+00:00,12.5,12.5,12.5,12.5,100,,
2010-08-24 00:00:00+00:00,12.5,12.5,12.5,12.5,30,,
2010-08-25 00:00:00+00:00,7.099999904632568,7.099999904632568,7.099999904632568,7.099999904632568,650,,
2010-08-26 00:00:00+00:00,7.0,7.0,7.0,7.0,50,,
2010-08-27 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-08-30 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-08-31 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-01 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-02 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-03 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-07 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-08 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-09 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-10 00:00:00+00:00,7.0,7.0,7.0,7.0,200,,
2010-09-13 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-14 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-15 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-16 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-17 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-20 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-21 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-22 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-23 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-24 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-27 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-28 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-29 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-09-30 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-01 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-04 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-05 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-06 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-07 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-08 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-11 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-12 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-13 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-14 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-15 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-18 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-19 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-20 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-21 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-22 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
2010-10-25 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,50,,
2010-10-26 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-10-27 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-10-28 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-10-29 00:00:00+00:00,9.0,9.0,9.0,9.0,60,,
2010-11-01 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-02 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-03 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-04 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-05 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-08 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-09 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-10 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-11 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-12 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-15 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-16 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-17 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-18 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-19 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-22 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-23 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-24 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-26 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-29 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-11-30 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-12-01 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-12-02 00:00:00+00:00,9.0,9.0,9.0,9.0,0,,
2010-12-03 00:00:00+00:00,7.099999904632568,7.099999904632568,7.099999904632568,7.099999904632568,20,,
2010-12-06 00:00:00+00:00,7.099999904632568,7.099999904632568,7.099999904632568,7.099999904632568,0,,
2010-12-07 00:00:00+00:00,7.099999904632568,7.099999904632568,7.099999904632568,7.099999904632568,0,,
2010-12-08 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,10,,
2010-12-09 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-10 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-13 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-14 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-15 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-16 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-17 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-20 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-21 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-22 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-23 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-27 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-28 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-29 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-30 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2010-12-31 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-03 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-04 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-05 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-06 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-07 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-10 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-11 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-12 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-13 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-14 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-18 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-19 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-20 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-21 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-24 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-25 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-26 00:00:00+00:00,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,0,,
2011-01-27 00:00:00+00:00,4.5,4.5,4.5,4.5,520,,
2011-01-28 00:00:00+00:00,5.099999904632568,7.099999904632568,5.099999904632568,7.099999904632568,270,,
2011-01-31 00:00:00+00:00,7.099999904632568,10.0,7.099999904632568,10.0,90,,
2011-02-01 00:00:00+00:00,10.0,10.100000381469728,10.0,10.100000381469728,40,,
2011-02-02 00:00:00+00:00,6.0,6.0,5.300000190734863,5.300000190734863,750,,
2011-02-03 00:00:00+00:00,5.5,5.5,5.5,5.5,30,,
2011-02-04 00:00:00+00:00,5.5,5.5,5.5,5.5,20,,
2011-02-07 00:00:00+00:00,5.5,5.5,5.5,5.5,0,,
2011-02-08 00:00:00+00:00,5.5,5.5,5.5,5.5,0,,
2011-02-09 00:00:00+00:00,3.900000095367432,4.5,3.900000095367432,4.5,1020,,
