date,ARCB_Open,ARCB_High,ARCB_Low,ARCB_Close,ARCB_Volume,ARCB_Dividends,ARCB_Stock Splits
1992-05-13 00:00:00+00:00,14.125,14.25,13.875,10.07833480834961,9338300,0.0,
1992-05-14 00:00:00+00:00,14.125,14.125,13.5,10.07833480834961,3385900,0.0,
1992-05-15 00:00:00+00:00,14.125,14.5,14.0,10.438277244567873,348900,0.0,
1992-05-18 00:00:00+00:00,14.5,14.5,14.25,10.438277244567873,195400,0.0,
1992-05-19 00:00:00+00:00,14.5,14.5,14.125,10.25830364227295,252600,0.0,
1992-05-20 00:00:00+00:00,14.25,14.75,14.25,10.438277244567873,233400,0.0,
1992-05-21 00:00:00+00:00,14.625,14.75,14.5,10.528261184692385,238500,0.0,
1992-05-22 00:00:00+00:00,14.75,14.75,14.375,10.438277244567873,202300,0.0,
1992-05-26 00:00:00+00:00,14.5,14.75,14.5,10.438277244567873,126900,0.0,
1992-05-27 00:00:00+00:00,14.625,14.625,14.125,10.438277244567873,131000,0.0,
1992-05-28 00:00:00+00:00,14.125,14.5,14.125,10.16832160949707,40300,0.0,
1992-05-29 00:00:00+00:00,14.375,14.375,14.125,10.34829044342041,298300,0.0,
1992-06-01 00:00:00+00:00,14.25,14.5,14.25,10.438277244567873,220500,0.0,
1992-06-02 00:00:00+00:00,14.5,14.5,14.25,10.25830364227295,184200,0.0,
1992-06-03 00:00:00+00:00,14.25,14.25,13.75,9.89836597442627,83100,0.0,
1992-06-04 00:00:00+00:00,13.875,13.875,13.625,9.988348960876465,92600,0.0,
1992-06-05 00:00:00+00:00,13.625,14.125,13.625,10.16832160949707,37800,0.0,
1992-06-08 00:00:00+00:00,14.125,14.875,14.125,10.70823097229004,119300,0.0,
1992-06-09 00:00:00+00:00,14.75,14.875,13.875,10.07833480834961,209600,0.0,
1992-06-10 00:00:00+00:00,14.25,14.25,13.875,9.988348960876465,31100,0.0,
1992-06-11 00:00:00+00:00,13.75,13.875,13.375,9.718396186828612,105700,0.0,
1992-06-12 00:00:00+00:00,13.75,13.75,13.375,9.628411293029783,75100,0.0,
1992-06-15 00:00:00+00:00,13.375,13.625,13.25,9.538422584533691,24300,0.0,
1992-06-16 00:00:00+00:00,13.375,13.375,11.875,8.638567924499512,98100,0.0,
1992-06-17 00:00:00+00:00,12.25,12.25,11.875,8.638567924499512,211700,0.0,
1992-06-18 00:00:00+00:00,12.0,12.125,11.875,8.54858684539795,320100,0.0,
1992-06-19 00:00:00+00:00,12.0,12.0,10.5,7.648737907409668,629300,0.0,
1992-06-22 00:00:00+00:00,10.5,10.625,10.25,7.558752059936523,317100,0.0,
1992-06-23 00:00:00+00:00,10.5,10.625,10.25,7.378782272338867,748600,0.0,
1992-06-24 00:00:00+00:00,10.25,10.5,9.875,7.198817253112793,619300,0.0,
1992-06-25 00:00:00+00:00,10.0,10.0,8.875,6.748884677886963,1871600,0.0,
1992-06-26 00:00:00+00:00,9.5,10.0,9.375,7.198817253112793,297100,0.0,
1992-06-29 00:00:00+00:00,9.875,11.0,9.875,7.918694019317627,1197700,0.0,
1992-06-30 00:00:00+00:00,11.25,11.625,11.0,8.368620872497559,448600,0.0,
1992-07-01 00:00:00+00:00,11.625,12.125,11.375,8.638567924499512,332000,0.0,
1992-07-02 00:00:00+00:00,12.0,12.0,11.625,8.458609580993652,32900,0.0,
1992-07-06 00:00:00+00:00,11.375,11.75,10.75,8.008673667907715,460700,0.0,
1992-07-07 00:00:00+00:00,11.125,11.125,10.625,7.738722801208496,158800,0.0,
1992-07-08 00:00:00+00:00,10.625,10.625,10.375,7.558752059936523,33500,0.0,
1992-07-09 00:00:00+00:00,10.625,11.125,10.375,7.918694019317627,204000,0.0,
1992-07-10 00:00:00+00:00,11.125,11.625,10.875,8.278634071350098,97500,0.0,
1992-07-13 00:00:00+00:00,11.75,11.75,11.375,8.368620872497559,50100,0.0,
1992-07-14 00:00:00+00:00,11.625,11.75,11.5,8.278634071350098,89400,0.0,
1992-07-15 00:00:00+00:00,12.0,12.375,12.0,8.638567924499512,127300,0.0,
1992-07-16 00:00:00+00:00,12.0,12.0,11.625,8.368620872497559,51800,0.0,
1992-07-17 00:00:00+00:00,11.875,11.875,11.125,8.098660469055176,78400,0.0,
1992-07-20 00:00:00+00:00,11.125,11.125,10.625,8.008673667907715,70500,0.0,
1992-07-21 00:00:00+00:00,11.25,11.25,10.75,7.918694019317627,147000,0.0,
1992-07-22 00:00:00+00:00,11.0,11.0,10.625,7.828705310821533,623700,0.0,
1992-07-23 00:00:00+00:00,11.0,11.125,10.75,7.918694019317627,49600,0.0,
1992-07-24 00:00:00+00:00,11.125,11.125,10.75,7.738722801208496,196100,0.0,
1992-07-27 00:00:00+00:00,10.75,11.0,10.75,7.918694019317627,7100,0.0,
1992-07-28 00:00:00+00:00,11.0,11.25,10.75,7.918694019317627,177500,0.0,
1992-07-29 00:00:00+00:00,10.875,11.375,10.875,8.18864631652832,35300,0.0,
1992-07-30 00:00:00+00:00,11.125,11.625,11.125,8.285918235778809,82800,0.01,
1992-07-31 00:00:00+00:00,11.375,11.75,11.375,8.466052055358887,249200,0.0,
1992-08-03 00:00:00+00:00,11.5,11.625,11.5,8.285918235778809,8800,0.0,
1992-08-04 00:00:00+00:00,11.625,11.75,11.5,8.285918235778809,17000,0.0,
1992-08-05 00:00:00+00:00,11.5,11.75,11.5,8.285918235778809,19100,0.0,
1992-08-06 00:00:00+00:00,11.75,11.875,11.5,8.556108474731445,230500,0.0,
1992-08-07 00:00:00+00:00,11.75,12.125,11.5,8.556108474731445,173100,0.0,
1992-08-10 00:00:00+00:00,11.75,12.125,11.625,8.375984191894531,78900,0.0,
1992-08-11 00:00:00+00:00,11.875,11.875,11.5,8.556108474731445,39900,0.0,
1992-08-12 00:00:00+00:00,11.5,11.875,11.5,8.285918235778809,15800,0.0,
1992-08-13 00:00:00+00:00,11.75,11.875,11.5,8.466052055358887,107200,0.0,
1992-08-14 00:00:00+00:00,11.5,11.75,11.25,8.285918235778809,104500,0.0,
1992-08-17 00:00:00+00:00,11.5,11.5,11.25,8.105786323547363,26800,0.0,
1992-08-18 00:00:00+00:00,11.5,11.625,11.25,8.375984191894531,103400,0.0,
1992-08-19 00:00:00+00:00,11.375,11.625,11.25,8.105786323547363,18400,0.0,
1992-08-20 00:00:00+00:00,11.5,11.5,11.0,7.925661563873291,91800,0.0,
1992-08-21 00:00:00+00:00,11.125,11.25,10.75,7.74553108215332,73700,0.0,
1992-08-24 00:00:00+00:00,10.875,10.875,10.375,7.74553108215332,32600,0.0,
1992-08-25 00:00:00+00:00,10.75,10.75,10.375,7.655467987060547,22200,0.0,
1992-08-26 00:00:00+00:00,10.5,10.75,10.5,7.74553108215332,30300,0.0,
1992-08-27 00:00:00+00:00,10.75,11.0,10.625,7.925661563873291,14100,0.0,
1992-08-28 00:00:00+00:00,11.0,11.125,10.625,7.925661563873291,74800,0.0,
1992-08-31 00:00:00+00:00,11.125,11.125,10.875,7.835593700408935,49200,0.0,
1992-09-01 00:00:00+00:00,11.0,11.125,10.875,8.015721321105957,126900,0.0,
1992-09-02 00:00:00+00:00,11.125,11.125,10.875,8.015721321105957,14600,0.0,
1992-09-03 00:00:00+00:00,11.125,11.125,10.875,7.835593700408935,5600,0.0,
1992-09-04 00:00:00+00:00,10.875,10.875,10.875,7.835593700408935,200,0.0,
1992-09-08 00:00:00+00:00,10.875,11.125,10.875,7.835593700408935,17700,0.0,
1992-09-09 00:00:00+00:00,11.0,11.0,10.625,7.655467987060547,19800,0.0,
1992-09-10 00:00:00+00:00,11.0,11.0,10.5,7.565402030944824,5400,0.0,
1992-09-11 00:00:00+00:00,10.875,11.0,10.375,7.565402030944824,99700,0.0,
1992-09-14 00:00:00+00:00,10.5,10.5,9.875,7.475340843200684,152500,0.0,
1992-09-15 00:00:00+00:00,10.5,11.0,10.5,7.925661563873291,120000,0.0,
1992-09-16 00:00:00+00:00,11.0,11.0,11.0,7.925661563873291,2200,0.0,
1992-09-17 00:00:00+00:00,11.0,11.75,11.0,8.375984191894531,122500,0.0,
1992-09-18 00:00:00+00:00,11.25,11.625,11.0,7.925661563873291,82100,0.0,
1992-09-21 00:00:00+00:00,11.0,11.25,10.875,7.925661563873291,55100,0.0,
1992-09-22 00:00:00+00:00,10.875,11.0,10.625,7.74553108215332,111600,0.0,
1992-09-23 00:00:00+00:00,10.5,10.75,10.5,7.655467987060547,13000,0.0,
1992-09-24 00:00:00+00:00,10.75,11.25,10.5,8.015721321105957,60100,0.0,
1992-09-25 00:00:00+00:00,11.375,11.375,10.875,7.835593700408935,22200,0.0,
1992-09-28 00:00:00+00:00,10.875,11.125,10.875,7.925661563873291,20400,0.0,
1992-09-29 00:00:00+00:00,11.0,11.375,11.0,8.19585132598877,95200,0.0,
1992-09-30 00:00:00+00:00,11.375,11.375,10.875,8.015721321105957,26200,0.0,
1992-10-01 00:00:00+00:00,11.125,11.125,10.75,7.835593700408935,301700,0.0,
1992-10-02 00:00:00+00:00,10.875,11.0,10.875,7.925661563873291,1700,0.0,
1992-10-05 00:00:00+00:00,10.875,10.875,10.625,7.835593700408935,101800,0.0,
1992-10-06 00:00:00+00:00,10.625,10.75,10.625,7.655467987060547,63900,0.0,
1992-10-07 00:00:00+00:00,10.875,10.875,10.625,7.655467987060547,45900,0.0,
1992-10-08 00:00:00+00:00,10.75,10.75,10.625,7.74553108215332,113100,0.0,
1992-10-09 00:00:00+00:00,10.75,10.75,10.625,7.655467987060547,7000,0.0,
1992-10-12 00:00:00+00:00,10.5,10.75,10.5,7.74553108215332,600,0.0,
1992-10-13 00:00:00+00:00,10.75,10.75,10.25,7.565402030944824,292800,0.0,
1992-10-14 00:00:00+00:00,10.375,10.75,10.375,7.565402030944824,21700,0.0,
1992-10-15 00:00:00+00:00,10.5,10.75,10.5,7.74553108215332,137600,0.0,
1992-10-16 00:00:00+00:00,10.875,11.25,10.75,7.835593700408935,138000,0.0,
1992-10-19 00:00:00+00:00,10.875,10.875,10.5,7.565402030944824,105800,0.0,
1992-10-20 00:00:00+00:00,10.625,11.375,10.625,8.015721321105957,487300,0.0,
1992-10-21 00:00:00+00:00,11.5,12.0,11.125,8.556108474731445,142200,0.0,
1992-10-22 00:00:00+00:00,12.25,12.625,12.25,8.91636848449707,187100,0.0,
1992-10-23 00:00:00+00:00,12.75,13.25,12.375,9.456754684448242,460600,0.0,
1992-10-26 00:00:00+00:00,13.0,13.375,13.0,9.636882781982422,74800,0.0,
1992-10-27 00:00:00+00:00,13.125,13.25,13.0,9.546815872192385,27900,0.0,
1992-10-28 00:00:00+00:00,13.0,13.0,12.5,9.18656063079834,60700,0.0,
1992-10-29 00:00:00+00:00,12.875,13.0,12.75,9.28390884399414,45400,0.01,
1992-10-30 00:00:00+00:00,13.0,13.125,12.75,9.193770408630373,20300,0.0,
1992-11-02 00:00:00+00:00,13.125,13.625,13.0,9.824714660644531,53600,0.0,
1992-11-03 00:00:00+00:00,13.625,14.0,13.5,9.824714660644531,76000,0.0,
1992-11-04 00:00:00+00:00,13.75,13.875,13.5,10.004990577697754,87200,0.0,
1992-11-05 00:00:00+00:00,13.625,13.875,13.625,10.004990577697754,77600,0.0,
1992-11-06 00:00:00+00:00,13.875,14.0,13.5,9.734583854675291,60000,0.0,
1992-11-09 00:00:00+00:00,13.625,13.625,13.0,9.644447326660156,145900,0.0,
1992-11-10 00:00:00+00:00,13.375,13.625,13.125,9.824714660644531,184800,0.0,
1992-11-11 00:00:00+00:00,13.5,14.0,13.375,10.004990577697754,244300,0.0,
1992-11-12 00:00:00+00:00,14.0,14.25,13.75,10.095123291015623,312100,0.0,
1992-11-13 00:00:00+00:00,14.125,15.375,14.0,10.90634059906006,980800,0.0,
1992-11-16 00:00:00+00:00,15.125,15.25,14.5,10.455660820007324,642900,0.0,
1992-11-17 00:00:00+00:00,14.75,14.75,14.25,10.63593292236328,48000,0.0,
1992-11-18 00:00:00+00:00,14.5,14.875,14.5,10.63593292236328,22100,0.0,
1992-11-19 00:00:00+00:00,14.875,15.0,14.625,10.545795440673828,34200,0.0,
1992-11-20 00:00:00+00:00,14.875,15.125,14.75,10.816205024719238,172500,0.0,
1992-11-23 00:00:00+00:00,15.125,15.375,14.875,10.90634059906006,438800,0.0,
1992-11-24 00:00:00+00:00,15.25,15.875,15.0,11.086609840393066,217700,0.0,
1992-11-25 00:00:00+00:00,15.625,16.25,15.625,11.537282943725586,584900,0.0,
1992-11-27 00:00:00+00:00,16.125,16.625,16.0,11.897821426391602,118500,0.0,
1992-11-30 00:00:00+00:00,16.625,16.75,16.5,11.897821426391602,168800,0.0,
1992-12-01 00:00:00+00:00,17.0,17.125,16.625,12.258365631103516,182200,0.0,
1992-12-02 00:00:00+00:00,16.0,16.375,15.625,11.537282943725586,182000,0.0,
1992-12-03 00:00:00+00:00,15.75,16.375,15.625,11.447150230407717,217400,0.0,
1992-12-04 00:00:00+00:00,15.625,15.875,15.625,11.447150230407717,148600,0.0,
1992-12-07 00:00:00+00:00,15.625,15.875,15.5,11.266875267028809,58400,0.0,
1992-12-08 00:00:00+00:00,15.5,15.875,15.5,11.447150230407717,261900,0.0,
1992-12-09 00:00:00+00:00,15.625,15.875,15.375,11.086609840393066,88300,0.0,
1992-12-10 00:00:00+00:00,15.75,15.75,15.375,11.266875267028809,28400,0.0,
1992-12-11 00:00:00+00:00,15.75,15.75,14.875,10.726070404052734,46100,0.0,
1992-12-14 00:00:00+00:00,15.25,15.25,14.75,10.726070404052734,80500,0.0,
1992-12-15 00:00:00+00:00,15.0,15.0,14.5,10.545795440673828,125300,0.0,
1992-12-16 00:00:00+00:00,14.75,14.75,14.5,10.545795440673828,21800,0.0,
