date,BCC_Open,BCC_High,BCC_Low,BCC_Close,BCC_Volume,BCC_Dividends,BCC_Stock Splits
2013-02-06 00:00:00+00:00,25.440000534057617,26.75,25.25,18.46016502380371,13195500,0.0,
2013-02-07 00:00:00+00:00,26.25,27.489999771118164,26.25,19.26493453979492,1290800,0.0,
2013-02-08 00:00:00+00:00,27.68000030517578,28.07999992370605,27.040000915527344,19.455535888671875,734200,0.0,
2013-02-11 00:00:00+00:00,27.5,27.5,26.270000457763672,19.166099548339844,686000,0.0,
2013-02-12 00:00:00+00:00,26.75,27.540000915527344,26.5,19.399057388305664,559600,0.0,
2013-02-13 00:00:00+00:00,27.75,28.0,27.1299991607666,19.632015228271484,417000,0.0,
2013-02-14 00:00:00+00:00,27.440000534057617,27.68000030517578,27.34000015258789,19.469654083251957,415300,0.0,
2013-02-15 00:00:00+00:00,27.75,27.940000534057617,27.530000686645508,19.72378158569336,337200,0.0,
2013-02-19 00:00:00+00:00,28.01000022888184,28.426000595092773,27.700000762939453,19.568479537963867,634800,0.0,
2013-02-20 00:00:00+00:00,27.520000457763672,27.6200008392334,26.63999938964844,18.919023513793945,331300,0.0,
2013-02-21 00:00:00+00:00,26.31999969482422,26.549999237060547,26.18000030517578,18.573116302490234,259000,0.0,
2013-02-22 00:00:00+00:00,26.239999771118164,26.8799991607666,26.239999771118164,18.919023513793945,242800,0.0,
2013-02-25 00:00:00+00:00,27.229999542236328,27.780000686645508,26.899999618530277,19.1943359375,78500,0.0,
2013-02-26 00:00:00+00:00,27.26000022888184,27.63999938964844,26.649999618530277,18.813133239746094,250400,0.0,
2013-02-27 00:00:00+00:00,27.25,27.25,26.950000762939453,19.06020736694336,236900,0.0,
2013-02-28 00:00:00+00:00,27.170000076293945,27.270000457763672,27.0,19.13080406188965,85900,0.0,
2013-03-01 00:00:00+00:00,27.11000061035156,27.90999984741211,27.040000915527344,19.38494300842285,123900,0.0,
2013-03-04 00:00:00+00:00,27.450000762939453,27.81999969482422,27.020000457763672,19.57554054260254,88400,0.0,
2013-03-05 00:00:00+00:00,27.799999237060547,28.700000762939453,27.799999237060547,20.210878372192383,321700,0.0,
2013-03-06 00:00:00+00:00,28.600000381469727,29.420000076293945,28.459999084472656,20.43678092956543,245400,0.0,
2013-03-07 00:00:00+00:00,28.649999618530277,30.729999542236328,28.51000022888184,21.48862075805664,278200,0.0,
2013-03-08 00:00:00+00:00,30.5,30.59000015258789,29.51000022888184,21.22036361694336,221500,0.0,
2013-03-11 00:00:00+00:00,30.0,30.420000076293945,29.63999938964844,20.959169387817383,235000,0.0,
2013-03-12 00:00:00+00:00,29.65999984741211,30.21999931335449,29.399999618530277,21.135652542114254,279800,0.0,
