date,INTZ_Open,INTZ_High,INTZ_Low,INTZ_Close,INTZ_Volume,INTZ_Dividends,INTZ_Stock Splits
1992-09-29 00:00:00+00:00,630.0,650.0,630.0,630.0,98,,
1992-09-30 00:00:00+00:00,670.0,670.0,630.0,640.0,153,,
1992-10-01 00:00:00+00:00,670.0,690.0,630.0,670.0,360,,
1992-10-02 00:00:00+00:00,650.0,655.0,650.0,650.0,70,,
1992-10-05 00:00:00+00:00,670.0,680.0,580.0,680.0,1780,,
1992-10-06 00:00:00+00:00,680.0,690.0,660.0,680.0,88,,
1992-10-07 00:00:00+00:00,660.0,710.0,660.0,700.0,285,,
1992-10-08 00:00:00+00:00,740.0,780.0,720.0,770.0,2500,,
1992-10-09 00:00:00+00:00,740.0,770.0,740.0,770.0,313,,
1992-10-12 00:00:00+00:00,760.0,780.0,750.0,750.0,610,,
1992-10-13 00:00:00+00:00,780.0,780.0,750.0,780.0,735,,
1992-10-14 00:00:00+00:00,740.0,770.0,690.0,695.0,3178,,
1992-10-15 00:00:00+00:00,640.0,680.0,540.0,590.0,11355,,
1992-10-16 00:00:00+00:00,590.0,590.0,550.0,550.0,6483,,
1992-10-19 00:00:00+00:00,550.0,610.0,550.0,610.0,8828,,
1992-10-20 00:00:00+00:00,635.0,640.0,610.0,620.0,7183,,
1992-10-21 00:00:00+00:00,640.0,640.0,570.0,585.0,1583,,
1992-10-22 00:00:00+00:00,590.0,610.0,570.0,600.0,4418,,
1992-10-23 00:00:00+00:00,600.0,620.0,600.0,600.0,625,,
1992-10-26 00:00:00+00:00,580.0,600.0,550.0,570.0,1470,,
1992-10-27 00:00:00+00:00,590.0,590.0,550.0,560.0,878,,
1992-10-28 00:00:00+00:00,560.0,610.0,560.0,610.0,2203,,
1992-10-29 00:00:00+00:00,620.0,660.0,600.0,650.0,1713,,
1992-10-30 00:00:00+00:00,650.0,670.0,620.0,650.0,1050,,
1992-11-02 00:00:00+00:00,640.0,660.0,610.0,620.0,378,,
1992-11-03 00:00:00+00:00,600.0,610.0,580.0,585.0,2378,,
1992-11-04 00:00:00+00:00,580.0,610.0,580.0,610.0,43,,
1992-11-05 00:00:00+00:00,580.0,610.0,580.0,595.0,1083,,
1992-11-06 00:00:00+00:00,610.0,610.0,580.0,600.0,3645,,
1992-11-09 00:00:00+00:00,580.0,620.0,580.0,580.0,415,,
1992-11-10 00:00:00+00:00,620.0,620.0,580.0,580.0,1615,,
1992-11-11 00:00:00+00:00,620.0,620.0,580.0,580.0,678,,
1992-11-12 00:00:00+00:00,620.0,620.0,580.0,590.0,608,,
1992-11-13 00:00:00+00:00,580.0,620.0,580.0,590.0,1658,,
1992-11-16 00:00:00+00:00,580.0,600.0,560.0,585.0,7395,,
1992-11-17 00:00:00+00:00,590.0,600.0,570.0,590.0,340,,
1992-11-18 00:00:00+00:00,600.0,640.0,580.0,640.0,1585,,
1992-11-19 00:00:00+00:00,640.0,660.0,620.0,620.0,4293,,
1992-11-20 00:00:00+00:00,640.0,640.0,620.0,630.0,2958,,
1992-11-23 00:00:00+00:00,640.0,640.0,620.0,635.0,908,,
1992-11-24 00:00:00+00:00,640.0,640.0,610.0,630.0,5113,,
1992-11-25 00:00:00+00:00,620.0,680.0,620.0,680.0,16040,,
1992-11-27 00:00:00+00:00,680.0,720.0,670.0,700.0,3323,,
1992-11-30 00:00:00+00:00,720.0,720.0,680.0,680.0,13398,,
1992-12-01 00:00:00+00:00,690.0,700.0,670.0,690.0,2560,,
1992-12-02 00:00:00+00:00,690.0,740.0,690.0,700.0,19380,,
1992-12-03 00:00:00+00:00,700.0,730.0,700.0,720.0,7473,,
1992-12-04 00:00:00+00:00,730.0,730.0,650.0,680.0,2340,,
1992-12-07 00:00:00+00:00,660.0,690.0,660.0,660.0,2955,,
1992-12-08 00:00:00+00:00,660.0,680.0,660.0,660.0,538,,
1992-12-09 00:00:00+00:00,680.0,710.0,660.0,680.0,1170,,
1992-12-10 00:00:00+00:00,670.0,690.0,670.0,670.0,150,,
1992-12-11 00:00:00+00:00,670.0,690.0,670.0,680.0,2820,,
1992-12-14 00:00:00+00:00,680.0,690.0,670.0,670.0,493,,
1992-12-15 00:00:00+00:00,670.0,670.0,650.0,650.0,3743,,
1992-12-16 00:00:00+00:00,650.0,680.0,630.0,650.0,10960,,
1992-12-17 00:00:00+00:00,650.0,670.0,610.0,620.0,2125,,
1992-12-18 00:00:00+00:00,640.0,640.0,610.0,610.0,733,,
1992-12-21 00:00:00+00:00,640.0,650.0,610.0,645.0,663,,
1992-12-22 00:00:00+00:00,630.0,650.0,630.0,645.0,205,,
1992-12-23 00:00:00+00:00,640.0,650.0,630.0,650.0,515,,
1992-12-24 00:00:00+00:00,630.0,650.0,630.0,640.0,93,,
1992-12-28 00:00:00+00:00,640.0,660.0,640.0,660.0,310,,
1992-12-29 00:00:00+00:00,640.0,670.0,640.0,640.0,30,,
1992-12-30 00:00:00+00:00,670.0,670.0,640.0,670.0,1423,,
1992-12-31 00:00:00+00:00,710.0,710.0,680.0,700.0,2518,,
1993-01-04 00:00:00+00:00,690.0,720.0,690.0,720.0,380,,
1993-01-05 00:00:00+00:00,720.0,730.0,700.0,720.0,3023,,
1993-01-06 00:00:00+00:00,720.0,720.0,690.0,690.0,1505,,
1993-01-07 00:00:00+00:00,720.0,720.0,690.0,705.0,1210,,
1993-01-08 00:00:00+00:00,700.0,710.0,670.0,700.0,258,,
1993-01-11 00:00:00+00:00,670.0,690.0,660.0,680.0,573,,
1993-01-12 00:00:00+00:00,700.0,700.0,680.0,695.0,1353,,
1993-01-13 00:00:00+00:00,690.0,700.0,660.0,680.0,650,,
1993-01-14 00:00:00+00:00,680.0,700.0,680.0,690.0,5510,,
1993-01-15 00:00:00+00:00,700.0,770.0,690.0,760.0,8563,,
1993-01-18 00:00:00+00:00,760.0,790.0,740.0,775.0,2778,,
1993-01-19 00:00:00+00:00,800.0,840.0,770.0,830.0,4648,,
1993-01-20 00:00:00+00:00,830.0,830.0,775.0,810.0,3255,,
1993-01-21 00:00:00+00:00,810.0,840.0,780.0,815.0,3630,,
1993-01-22 00:00:00+00:00,820.0,930.0,820.0,890.0,7025,,
1993-01-25 00:00:00+00:00,890.0,920.0,880.0,880.0,3583,,
1993-01-26 00:00:00+00:00,900.0,900.0,820.0,830.0,2905,,
1993-01-27 00:00:00+00:00,820.0,850.0,790.0,805.0,1193,,
1993-01-28 00:00:00+00:00,790.0,820.0,710.0,780.0,3210,,
1993-01-29 00:00:00+00:00,760.0,770.0,750.0,750.0,1293,,
1993-02-01 00:00:00+00:00,780.0,820.0,750.0,810.0,1215,,
1993-02-02 00:00:00+00:00,800.0,820.0,790.0,820.0,338,,
1993-02-03 00:00:00+00:00,840.0,880.0,820.0,860.0,3155,,
1993-02-04 00:00:00+00:00,870.0,870.0,840.0,850.0,2283,,
1993-02-05 00:00:00+00:00,870.0,870.0,770.0,800.0,1330,,
1993-02-08 00:00:00+00:00,800.0,810.0,780.0,790.0,163,,
1993-02-09 00:00:00+00:00,780.0,800.0,720.0,740.0,1245,,
1993-02-10 00:00:00+00:00,750.0,770.0,720.0,770.0,475,,
1993-02-11 00:00:00+00:00,780.0,790.0,750.0,780.0,435,,
1993-02-12 00:00:00+00:00,750.0,780.0,740.0,750.0,1065,,
1993-02-16 00:00:00+00:00,750.0,750.0,640.0,650.0,4618,,
1993-02-17 00:00:00+00:00,670.0,670.0,570.0,575.0,10438,,
1993-02-18 00:00:00+00:00,610.0,700.0,610.0,690.0,9953,,
1993-02-19 00:00:00+00:00,700.0,740.0,680.0,700.0,1358,,
1993-02-22 00:00:00+00:00,700.0,700.0,680.0,680.0,575,,
1993-02-23 00:00:00+00:00,680.0,700.0,640.0,680.0,930,,
1993-02-24 00:00:00+00:00,690.0,690.0,660.0,660.0,1280,,
1993-02-25 00:00:00+00:00,650.0,680.0,650.0,660.0,1670,,
1993-02-26 00:00:00+00:00,680.0,680.0,650.0,660.0,305,,
1993-03-01 00:00:00+00:00,660.0,670.0,650.0,660.0,1745,,
1993-03-02 00:00:00+00:00,670.0,670.0,650.0,670.0,100,,
1993-03-03 00:00:00+00:00,670.0,710.0,660.0,700.0,3195,,
1993-03-04 00:00:00+00:00,700.0,700.0,670.0,695.0,658,,
1993-03-05 00:00:00+00:00,710.0,710.0,670.0,680.0,2908,,
1993-03-08 00:00:00+00:00,660.0,695.0,630.0,690.0,3325,,
1993-03-09 00:00:00+00:00,670.0,700.0,670.0,700.0,90,,
1993-03-10 00:00:00+00:00,700.0,700.0,660.0,660.0,3530,,
1993-03-11 00:00:00+00:00,690.0,690.0,630.0,650.0,1403,,
1993-03-12 00:00:00+00:00,650.0,650.0,600.0,650.0,2290,,
1993-03-15 00:00:00+00:00,660.0,680.0,640.0,650.0,1270,,
1993-03-16 00:00:00+00:00,640.0,670.0,640.0,650.0,348,,
1993-03-17 00:00:00+00:00,650.0,670.0,610.0,640.0,3378,,
1993-03-18 00:00:00+00:00,640.0,650.0,610.0,630.0,1085,,
1993-03-19 00:00:00+00:00,620.0,640.0,600.0,620.0,988,,
1993-03-22 00:00:00+00:00,610.0,620.0,600.0,620.0,1750,,
1993-03-23 00:00:00+00:00,620.0,650.0,600.0,620.0,293,,
1993-03-24 00:00:00+00:00,635.0,650.0,610.0,620.0,490,,
1993-03-25 00:00:00+00:00,630.0,640.0,615.0,640.0,600,,
1993-03-26 00:00:00+00:00,610.0,620.0,550.0,590.0,3518,,
1993-03-29 00:00:00+00:00,590.0,590.0,570.0,590.0,358,,
1993-03-30 00:00:00+00:00,590.0,610.0,570.0,585.0,1008,,
1993-03-31 00:00:00+00:00,610.0,620.0,600.0,620.0,658,,
1993-04-01 00:00:00+00:00,620.0,640.0,600.0,620.0,1298,,
1993-04-02 00:00:00+00:00,590.0,620.0,580.0,590.0,555,,
1993-04-05 00:00:00+00:00,580.0,590.0,550.0,565.0,2340,,
1993-04-06 00:00:00+00:00,570.0,570.0,540.0,540.0,860,,
1993-04-07 00:00:00+00:00,530.0,570.0,530.0,545.0,148,,
1993-04-08 00:00:00+00:00,530.0,560.0,530.0,530.0,100,,
1993-04-12 00:00:00+00:00,570.0,570.0,530.0,540.0,1073,,
1993-04-13 00:00:00+00:00,540.0,550.0,490.0,520.0,2413,,
1993-04-14 00:00:00+00:00,520.0,530.0,440.0,450.0,6688,,
1993-04-15 00:00:00+00:00,470.0,500.0,450.0,500.0,1923,,
1993-04-16 00:00:00+00:00,500.0,550.0,500.0,550.0,1335,,
1993-04-19 00:00:00+00:00,580.0,610.0,540.0,610.0,1685,,
1993-04-20 00:00:00+00:00,640.0,650.0,580.0,605.0,1705,,
1993-04-21 00:00:00+00:00,605.0,605.0,580.0,580.0,563,,
1993-04-22 00:00:00+00:00,360.0,460.0,350.0,460.0,14558,,
1993-04-23 00:00:00+00:00,470.0,470.0,440.0,465.0,808,,
1993-04-26 00:00:00+00:00,450.0,470.0,440.0,440.0,1000,,
1993-04-27 00:00:00+00:00,430.0,450.0,420.0,440.0,1278,,
1993-04-28 00:00:00+00:00,440.0,440.0,420.0,430.0,1520,,
1993-04-29 00:00:00+00:00,440.0,450.0,430.0,450.0,2158,,
1993-04-30 00:00:00+00:00,450.0,450.0,430.0,440.0,2253,,
1993-05-03 00:00:00+00:00,430.0,440.0,430.0,430.0,1938,,
1993-05-04 00:00:00+00:00,440.0,440.0,420.0,430.0,825,,
1993-05-05 00:00:00+00:00,420.0,440.0,420.0,440.0,3168,,
1993-05-06 00:00:00+00:00,440.0,440.0,420.0,435.0,1828,,
1993-05-07 00:00:00+00:00,440.0,510.0,440.0,510.0,1188,,
1993-05-10 00:00:00+00:00,490.0,530.0,490.0,530.0,503,,
1993-05-11 00:00:00+00:00,530.0,530.0,510.0,530.0,175,,
1993-05-12 00:00:00+00:00,530.0,530.0,510.0,530.0,333,,
1993-05-13 00:00:00+00:00,510.0,530.0,500.0,500.0,715,,
1993-05-14 00:00:00+00:00,515.0,520.0,470.0,490.0,1410,,
1993-05-17 00:00:00+00:00,470.0,490.0,470.0,490.0,310,,
1993-05-18 00:00:00+00:00,480.0,480.0,470.0,480.0,235,,
1993-05-19 00:00:00+00:00,470.0,480.0,460.0,480.0,2118,,
1993-05-20 00:00:00+00:00,480.0,480.0,460.0,465.0,685,,
1993-05-21 00:00:00+00:00,470.0,520.0,460.0,520.0,2348,,
1993-05-24 00:00:00+00:00,500.0,560.0,500.0,560.0,1175,,
1993-05-25 00:00:00+00:00,560.0,560.0,530.0,550.0,1338,,
1993-05-26 00:00:00+00:00,560.0,560.0,540.0,560.0,303,,
1993-05-27 00:00:00+00:00,560.0,560.0,540.0,550.0,615,,
1993-05-28 00:00:00+00:00,540.0,570.0,540.0,570.0,6973,,
1993-06-01 00:00:00+00:00,580.0,610.0,560.0,610.0,3090,,
1993-06-02 00:00:00+00:00,620.0,620.0,570.0,580.0,3373,,
1993-06-03 00:00:00+00:00,570.0,570.0,530.0,550.0,4685,,
1993-06-04 00:00:00+00:00,530.0,550.0,480.0,520.0,5563,,
1993-06-07 00:00:00+00:00,510.0,530.0,510.0,510.0,818,,
1993-06-08 00:00:00+00:00,530.0,530.0,470.0,480.0,1415,,
1993-06-09 00:00:00+00:00,460.0,510.0,455.0,500.0,1718,,
1993-06-10 00:00:00+00:00,520.0,520.0,490.0,510.0,1148,,
1993-06-11 00:00:00+00:00,530.0,530.0,520.0,530.0,143,,
1993-06-14 00:00:00+00:00,520.0,580.0,520.0,540.0,1800,,
1993-06-15 00:00:00+00:00,550.0,550.0,530.0,530.0,348,,
1993-06-16 00:00:00+00:00,530.0,550.0,520.0,550.0,738,,
1993-06-17 00:00:00+00:00,520.0,550.0,500.0,500.0,1270,,
1993-06-18 00:00:00+00:00,520.0,520.0,510.0,510.0,48,,
1993-06-21 00:00:00+00:00,500.0,520.0,500.0,500.0,295,,
1993-06-22 00:00:00+00:00,500.0,510.0,450.0,480.0,1333,,
1993-06-23 00:00:00+00:00,460.0,490.0,460.0,490.0,900,,
1993-06-24 00:00:00+00:00,470.0,490.0,470.0,485.0,578,,
1993-06-25 00:00:00+00:00,500.0,500.0,480.0,485.0,585,,
1993-06-28 00:00:00+00:00,500.0,570.0,480.0,540.0,3623,,
1993-06-29 00:00:00+00:00,560.0,570.0,540.0,540.0,793,,
1993-06-30 00:00:00+00:00,555.0,560.0,530.0,540.0,1525,,
1993-07-01 00:00:00+00:00,530.0,560.0,520.0,540.0,800,,
1993-07-02 00:00:00+00:00,530.0,540.0,500.0,515.0,988,,
1993-07-06 00:00:00+00:00,520.0,550.0,520.0,530.0,1518,,
1993-07-07 00:00:00+00:00,540.0,540.0,520.0,535.0,760,,
1993-07-08 00:00:00+00:00,540.0,540.0,500.0,510.0,1485,,
1993-07-09 00:00:00+00:00,510.0,520.0,510.0,515.0,1283,,
1993-07-12 00:00:00+00:00,520.0,520.0,490.0,520.0,188,,
1993-07-13 00:00:00+00:00,505.0,520.0,500.0,520.0,548,,
1993-07-14 00:00:00+00:00,505.0,520.0,500.0,500.0,578,,
1993-07-15 00:00:00+00:00,500.0,520.0,500.0,500.0,798,,
1993-07-16 00:00:00+00:00,505.0,520.0,500.0,510.0,815,,
1993-07-19 00:00:00+00:00,510.0,510.0,490.0,490.0,1343,,
1993-07-20 00:00:00+00:00,510.0,510.0,470.0,480.0,1525,,
1993-07-21 00:00:00+00:00,480.0,500.0,480.0,490.0,1153,,
1993-07-22 00:00:00+00:00,500.0,570.0,500.0,545.0,6765,,
1993-07-23 00:00:00+00:00,545.0,610.0,545.0,610.0,6045,,
1993-07-26 00:00:00+00:00,610.0,630.0,610.0,615.0,4093,,
1993-07-27 00:00:00+00:00,620.0,630.0,610.0,610.0,4490,,
1993-07-28 00:00:00+00:00,610.0,640.0,610.0,640.0,2145,,
1993-07-29 00:00:00+00:00,630.0,650.0,620.0,620.0,3915,,
1993-07-30 00:00:00+00:00,620.0,640.0,600.0,600.0,4970,,
1993-08-02 00:00:00+00:00,600.0,610.0,590.0,590.0,1300,,
1993-08-03 00:00:00+00:00,600.0,600.0,580.0,580.0,1073,,
1993-08-04 00:00:00+00:00,580.0,580.0,560.0,560.0,1420,,
1993-08-05 00:00:00+00:00,580.0,580.0,550.0,550.0,913,,
1993-08-06 00:00:00+00:00,550.0,570.0,550.0,555.0,118,,
1993-08-09 00:00:00+00:00,570.0,570.0,550.0,555.0,1460,,
1993-08-10 00:00:00+00:00,560.0,600.0,560.0,575.0,578,,
1993-08-11 00:00:00+00:00,570.0,590.0,570.0,580.0,363,,
1993-08-12 00:00:00+00:00,570.0,590.0,550.0,570.0,1155,,
1993-08-13 00:00:00+00:00,550.0,570.0,550.0,570.0,268,,
1993-08-16 00:00:00+00:00,550.0,570.0,550.0,550.0,178,,
1993-08-17 00:00:00+00:00,580.0,590.0,560.0,590.0,1588,,
1993-08-18 00:00:00+00:00,600.0,610.0,580.0,590.0,553,,
1993-08-19 00:00:00+00:00,580.0,670.0,580.0,670.0,4200,,
1993-08-20 00:00:00+00:00,640.0,690.0,640.0,665.0,2820,,
1993-08-23 00:00:00+00:00,680.0,700.0,650.0,690.0,3335,,
1993-08-24 00:00:00+00:00,700.0,710.0,690.0,690.0,2425,,
1993-08-25 00:00:00+00:00,700.0,700.0,655.0,690.0,2115,,
1993-08-26 00:00:00+00:00,670.0,670.0,650.0,650.0,883,,
1993-08-27 00:00:00+00:00,650.0,650.0,610.0,640.0,1068,,
1993-08-30 00:00:00+00:00,650.0,650.0,620.0,635.0,873,,
1993-08-31 00:00:00+00:00,620.0,670.0,620.0,660.0,1713,,
1993-09-01 00:00:00+00:00,670.0,670.0,650.0,650.0,335,,
1993-09-02 00:00:00+00:00,650.0,700.0,640.0,690.0,2620,,
1993-09-03 00:00:00+00:00,680.0,730.0,680.0,720.0,2183,,
1993-09-07 00:00:00+00:00,710.0,720.0,680.0,690.0,2845,,
1993-09-08 00:00:00+00:00,670.0,690.0,655.0,670.0,4395,,
1993-09-09 00:00:00+00:00,440.0,460.0,400.0,445.0,33865,,
1993-09-10 00:00:00+00:00,445.0,445.0,400.0,420.0,11343,,
1993-09-13 00:00:00+00:00,400.0,430.0,400.0,410.0,1778,,
1993-09-14 00:00:00+00:00,410.0,430.0,400.0,415.0,2083,,
1993-09-15 00:00:00+00:00,420.0,420.0,400.0,400.0,708,,
1993-09-16 00:00:00+00:00,400.0,410.0,390.0,400.0,2070,,
1993-09-17 00:00:00+00:00,410.0,420.0,400.0,410.0,868,,
1993-09-20 00:00:00+00:00,420.0,420.0,390.0,410.0,1490,,
1993-09-21 00:00:00+00:00,410.0,410.0,360.0,370.0,4563,,
1993-09-22 00:00:00+00:00,400.0,420.0,360.0,420.0,2428,,
1993-09-23 00:00:00+00:00,420.0,420.0,400.0,420.0,618,,
1993-09-24 00:00:00+00:00,420.0,420.0,390.0,410.0,180,,
1993-09-27 00:00:00+00:00,390.0,410.0,390.0,390.0,548,,
1993-09-28 00:00:00+00:00,390.0,410.0,380.0,400.0,320,,
1993-09-29 00:00:00+00:00,400.0,400.0,360.0,365.0,805,,
1993-09-30 00:00:00+00:00,380.0,390.0,360.0,370.0,658,,
1993-10-01 00:00:00+00:00,390.0,390.0,370.0,385.0,498,,
1993-10-04 00:00:00+00:00,390.0,390.0,380.0,380.0,338,,
1993-10-05 00:00:00+00:00,390.0,390.0,370.0,385.0,920,,
1993-10-06 00:00:00+00:00,390.0,390.0,370.0,370.0,953,,
1993-10-07 00:00:00+00:00,370.0,390.0,370.0,380.0,235,,
1993-10-08 00:00:00+00:00,370.0,390.0,370.0,390.0,820,,
1993-10-11 00:00:00+00:00,390.0,390.0,370.0,370.0,515,,
1993-10-12 00:00:00+00:00,385.0,390.0,370.0,380.0,1140,,
1993-10-13 00:00:00+00:00,385.0,410.0,380.0,395.0,3300,,
1993-10-14 00:00:00+00:00,395.0,420.0,390.0,410.0,1513,,
1993-10-15 00:00:00+00:00,420.0,430.0,400.0,415.0,1853,,
1993-10-18 00:00:00+00:00,420.0,430.0,410.0,430.0,493,,
1993-10-19 00:00:00+00:00,430.0,430.0,400.0,400.0,660,,
1993-10-20 00:00:00+00:00,410.0,420.0,400.0,400.0,823,,
1993-10-21 00:00:00+00:00,380.0,400.0,360.0,390.0,1040,,
1993-10-22 00:00:00+00:00,380.0,420.0,380.0,415.0,945,,
1993-10-25 00:00:00+00:00,400.0,420.0,400.0,420.0,150,,
1993-10-26 00:00:00+00:00,400.0,420.0,400.0,415.0,78,,
1993-10-27 00:00:00+00:00,400.0,420.0,400.0,410.0,223,,
1993-10-28 00:00:00+00:00,420.0,425.0,410.0,410.0,118,,
1993-10-29 00:00:00+00:00,420.0,460.0,420.0,435.0,985,,
1993-11-01 00:00:00+00:00,440.0,440.0,430.0,430.0,275,,
1993-11-02 00:00:00+00:00,440.0,440.0,420.0,420.0,413,,
1993-11-03 00:00:00+00:00,420.0,440.0,400.0,420.0,1513,,
