date,AON_Open,AON_High,AON_Low,AON_Close,AON_Volume,AON_Dividends,AON_Stock Splits
1980-06-02 00:00:00+00:00,0.0,2.7037041187286377,2.685184955596924,1.0908353328704834,118800,0.0,
1980-06-03 00:00:00+00:00,0.0,2.722222089767456,2.685184955596924,1.1058804988861084,141750,0.0,
1980-06-04 00:00:00+00:00,0.0,2.722222089767456,2.7037041187286377,1.1058804988861084,102600,0.0,
1980-06-05 00:00:00+00:00,0.0,2.740741014480591,2.7037041187286377,1.1134042739868164,575100,0.0,
1980-06-06 00:00:00+00:00,0.0,2.759258985519409,2.7037041187286377,1.0983585119247437,88425,0.0,
1980-06-09 00:00:00+00:00,0.0,2.740741014480591,2.7037041187286377,1.1058804988861084,151875,0.0,
1980-06-10 00:00:00+00:00,0.0,2.7962958812713623,2.7037041187286377,1.1359734535217283,238275,0.0,
1980-06-11 00:00:00+00:00,0.0,2.90740704536438,2.777777910232544,1.1811116933822632,154575,0.0,
1980-06-12 00:00:00+00:00,0.0,3.0,2.90740704536438,1.2036805152893066,213300,0.0,
1980-06-13 00:00:00+00:00,0.0,3.055556058883667,2.981481075286865,1.218726396560669,369225,0.0,
1980-06-16 00:00:00+00:00,0.0,3.0185189247131348,2.962963104248047,1.2262492179870603,509625,0.0,
1980-06-17 00:00:00+00:00,0.0,3.0740740299224854,2.944443941116333,1.218726396560669,168750,0.0,
1980-06-18 00:00:00+00:00,0.0,3.0,2.944443941116333,1.2112034559249878,293625,0.0,
1980-06-19 00:00:00+00:00,0.0,2.981481075286865,2.925925970077514,1.1961570978164673,53325,0.0,
1980-06-20 00:00:00+00:00,0.0,3.0,2.925925970077514,1.2036805152893066,71550,0.0,
1980-06-23 00:00:00+00:00,0.0,3.0185189247131348,2.944443941116333,1.2112034559249878,24975,0.0,
1980-06-24 00:00:00+00:00,0.0,2.981481075286865,2.925925970077514,1.2112034559249878,147825,0.0,
1980-06-25 00:00:00+00:00,0.0,3.0,2.944443941116333,1.1961570978164673,123525,0.0,
1980-06-26 00:00:00+00:00,0.0,2.925925970077514,2.8518519401550293,1.1660648584365845,114750,0.0,
1980-06-27 00:00:00+00:00,0.0,2.90740704536438,2.8518519401550293,1.1660648584365845,109350,0.0,
1980-06-30 00:00:00+00:00,0.0,2.870369911193848,2.7962958812713623,1.1510193347930908,108000,0.0,
1980-07-01 00:00:00+00:00,0.0,2.944443941116333,2.8333330154418945,1.188634753227234,150525,0.0,
1980-07-02 00:00:00+00:00,0.0,2.90740704536438,2.870369911193848,1.1811116933822632,43875,0.0,
1980-07-03 00:00:00+00:00,0.0,3.0,2.90740704536438,1.218726396560669,56700,0.0,
1980-07-07 00:00:00+00:00,0.0,3.055556058883667,2.981481075286865,1.2262492179870603,111375,0.0,
1980-07-08 00:00:00+00:00,0.0,2.981481075286865,2.944443941116333,1.2036805152893066,110700,0.0,
1980-07-09 00:00:00+00:00,0.0,3.037036895751953,2.962963104248047,1.218726396560669,33075,0.0,
1980-07-10 00:00:00+00:00,0.0,2.944443941116333,2.90740704536438,1.1811116933822632,70200,0.0,
1980-07-11 00:00:00+00:00,0.0,2.888889074325561,2.814815044403076,1.1660648584365845,1334475,0.0,
1980-07-14 00:00:00+00:00,0.0,2.962963104248047,2.814815044403076,1.1961570978164673,256500,0.0,
1980-07-15 00:00:00+00:00,0.0,2.962963104248047,2.888889074325561,1.1811116933822632,366525,0.0,
1980-07-16 00:00:00+00:00,0.0,2.962963104248047,2.888889074325561,1.2036805152893066,264600,0.0,
1980-07-17 00:00:00+00:00,0.0,2.962963104248047,2.925925970077514,1.1961570978164673,91125,0.0,
1980-07-18 00:00:00+00:00,0.0,2.981481075286865,2.925925970077514,1.2112034559249878,193725,0.0,
1980-07-21 00:00:00+00:00,0.0,2.981481075286865,2.944443941116333,1.2036805152893066,44550,0.0,
1980-07-22 00:00:00+00:00,0.0,2.981481075286865,2.925925970077514,1.1961570978164673,284850,0.0,
1980-07-23 00:00:00+00:00,0.0,2.925925970077514,2.870369911193848,1.188634753227234,141750,0.0,
1980-07-24 00:00:00+00:00,0.0,2.944443941116333,2.888889074325561,1.1811116933822632,168750,0.0,
1980-07-25 00:00:00+00:00,0.0,2.962963104248047,2.90740704536438,1.188634753227234,58725,0.0,
1980-07-28 00:00:00+00:00,0.0,2.925925970077514,2.888889074325561,1.1811116933822632,58050,0.0,
1980-07-29 00:00:00+00:00,0.0,2.925925970077514,2.90740704536438,1.188634753227234,39825,0.0,
1980-07-30 00:00:00+00:00,0.0,2.962963104248047,2.925925970077514,1.1961570978164673,452925,0.0,
1980-07-31 00:00:00+00:00,0.0,2.944443941116333,2.888889074325561,1.1811116933822632,117450,0.0,
1980-08-01 00:00:00+00:00,0.0,2.90740704536438,2.8518519401550293,1.1660648584365845,112725,0.0,
1980-08-04 00:00:00+00:00,0.0,2.925925970077514,2.870369911193848,1.188634753227234,80325,0.0,
1980-08-05 00:00:00+00:00,0.0,2.944443941116333,2.90740704536438,1.1811116933822632,74925,0.0,
1980-08-06 00:00:00+00:00,0.0,2.888889074325561,2.8518519401550293,1.1735893487930298,104625,0.0,
1980-08-07 00:00:00+00:00,0.0,2.888889074325561,2.8333330154418945,1.1735893487930298,139725,0.0,
1980-08-08 00:00:00+00:00,0.0,2.962963104248047,2.925925970077514,1.1961570978164673,342900,0.0,
1980-08-11 00:00:00+00:00,0.0,2.962963104248047,2.925925970077514,1.188634753227234,56025,0.0,
1980-08-12 00:00:00+00:00,0.0,2.944443941116333,2.90740704536438,1.188634753227234,97200,0.0,
1980-08-13 00:00:00+00:00,0.0,2.981481075286865,2.90740704536438,1.2036805152893066,340200,0.0,
1980-08-14 00:00:00+00:00,0.0,2.944443941116333,2.925925970077514,1.1961570978164673,72225,0.0,
1980-08-15 00:00:00+00:00,0.0,3.0,2.944443941116333,1.218726396560669,178875,0.0,
1980-08-18 00:00:00+00:00,0.0,3.0,2.944443941116333,1.2112034559249878,71550,0.0,
1980-08-19 00:00:00+00:00,0.0,2.981481075286865,2.925925970077514,1.2112034559249878,68175,0.0,
1980-08-20 00:00:00+00:00,0.0,3.0,2.944443941116333,1.1961570978164673,56700,0.0,
