date,VBIV_Open,VBIV_High,VBIV_Low,VBIV_Close,VBIV_Volume,VBIV_Dividends,VBIV_Stock Splits
2010-07-15 00:00:00+00:00,696.0,696.0,696.0,696.0,0,,
2010-07-16 00:00:00+00:00,672.0,672.0,660.0,672.0,13,,
2010-07-19 00:00:00+00:00,660.0,660.0,660.0,660.0,2,,
2010-07-20 00:00:00+00:00,636.0,636.0,636.0,636.0,1,,
2010-07-21 00:00:00+00:00,672.0,672.0,672.0,672.0,2,,
2010-07-22 00:00:00+00:00,660.0,696.0,660.0,696.0,35,,
2010-07-23 00:00:00+00:00,672.0,672.0,672.0,672.0,2,,
2010-07-26 00:00:00+00:00,696.0,708.0,696.0,708.0,2,,
2010-07-27 00:00:00+00:00,720.0,720.0,708.0,708.0,4,,
2010-07-28 00:00:00+00:00,768.0,768.0,768.0,768.0,8,,
2010-07-29 00:00:00+00:00,804.0,936.0,804.0,936.0,15,,
2010-07-30 00:00:00+00:00,936.0,936.0,936.0,936.0,0,,
2010-08-02 00:00:00+00:00,936.0,936.0,936.0,936.0,0,,
2010-08-03 00:00:00+00:00,936.0,936.0,936.0,936.0,0,,
2010-08-04 00:00:00+00:00,960.0,960.0,888.0,900.0,13,,
2010-08-05 00:00:00+00:00,876.0,960.0,876.0,960.0,9,,
2010-08-06 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2010-08-09 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2010-08-10 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2010-08-11 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2010-08-12 00:00:00+00:00,864.0,876.0,864.0,864.0,11,,
2010-08-13 00:00:00+00:00,864.0,864.0,864.0,864.0,0,,
2010-08-16 00:00:00+00:00,912.0,1164.0,912.0,1164.0,12,,
2010-08-17 00:00:00+00:00,948.0,996.0,948.0,972.0,13,,
2010-08-18 00:00:00+00:00,960.0,960.0,960.0,960.0,17,,
2010-08-19 00:00:00+00:00,960.0,960.0,948.0,948.0,7,,
2010-08-20 00:00:00+00:00,948.0,948.0,948.0,948.0,0,,
2010-08-23 00:00:00+00:00,972.0,984.0,972.0,972.0,5,,
2010-08-24 00:00:00+00:00,936.0,984.0,936.0,984.0,9,,
2010-08-25 00:00:00+00:00,936.0,936.0,924.0,936.0,4,,
2010-08-26 00:00:00+00:00,948.0,948.0,948.0,948.0,13,,
2010-08-27 00:00:00+00:00,996.0,1080.0,996.0,1068.0,4,,
2010-08-30 00:00:00+00:00,1116.0,1116.0,1116.0,1116.0,4,,
2010-08-31 00:00:00+00:00,1104.0,1152.0,1080.0,1152.0,18,,
2010-09-01 00:00:00+00:00,1116.0,1116.0,1116.0,1116.0,5,,
2010-09-02 00:00:00+00:00,1152.0,1164.0,1152.0,1164.0,4,,
2010-09-03 00:00:00+00:00,1140.0,1140.0,1092.0,1092.0,9,,
2010-09-07 00:00:00+00:00,1128.0,1152.0,1128.0,1128.0,17,,
2010-09-08 00:00:00+00:00,1152.0,1152.0,1140.0,1152.0,8,,
2010-09-09 00:00:00+00:00,1152.0,1152.0,1152.0,1152.0,0,,
2010-09-10 00:00:00+00:00,1128.0,1296.0,1128.0,1296.0,53,,
2010-09-13 00:00:00+00:00,1368.0,1416.0,1368.0,1416.0,19,,
2010-09-14 00:00:00+00:00,1452.0,1452.0,1356.0,1428.0,26,,
2010-09-15 00:00:00+00:00,1368.0,1368.0,1344.0,1344.0,4,,
2010-09-16 00:00:00+00:00,1416.0,1416.0,1356.0,1416.0,26,,
2010-09-17 00:00:00+00:00,1368.0,1416.0,1368.0,1416.0,7,,
2010-09-20 00:00:00+00:00,1404.0,1416.0,1392.0,1416.0,51,,
2010-09-21 00:00:00+00:00,1368.0,1392.0,1164.0,1308.0,54,,
2010-09-22 00:00:00+00:00,1224.0,1284.0,1224.0,1284.0,18,,
2010-09-23 00:00:00+00:00,1344.0,1344.0,1260.0,1272.0,5,,
2010-09-24 00:00:00+00:00,1260.0,1260.0,1224.0,1224.0,12,,
2010-09-27 00:00:00+00:00,1224.0,1236.0,1152.0,1176.0,37,,
2010-09-28 00:00:00+00:00,1188.0,1200.0,1164.0,1176.0,30,,
2010-09-29 00:00:00+00:00,1176.0,1176.0,1164.0,1164.0,14,,
2010-09-30 00:00:00+00:00,1224.0,1236.0,1176.0,1236.0,2,,
2010-10-01 00:00:00+00:00,1236.0,1236.0,1212.0,1236.0,10,,
2010-10-04 00:00:00+00:00,1236.0,1236.0,1140.0,1176.0,37,,
2010-10-05 00:00:00+00:00,1176.0,1200.0,1176.0,1200.0,59,,
2010-10-06 00:00:00+00:00,1248.0,1248.0,1188.0,1212.0,44,,
2010-10-07 00:00:00+00:00,1248.0,1248.0,1176.0,1176.0,8,,
2010-10-08 00:00:00+00:00,1188.0,1188.0,1164.0,1164.0,6,,
2010-10-11 00:00:00+00:00,1164.0,1164.0,1164.0,1164.0,0,,
2010-10-12 00:00:00+00:00,1152.0,1176.0,1152.0,1176.0,9,,
2010-10-13 00:00:00+00:00,1152.0,1152.0,1140.0,1152.0,13,,
2010-10-14 00:00:00+00:00,1224.0,1260.0,1224.0,1260.0,17,,
2010-10-15 00:00:00+00:00,1260.0,1284.0,1248.0,1284.0,12,,
2010-10-18 00:00:00+00:00,1236.0,1236.0,1200.0,1212.0,47,,
2010-10-19 00:00:00+00:00,1236.0,1236.0,1152.0,1152.0,14,,
2010-10-20 00:00:00+00:00,1176.0,1188.0,1164.0,1176.0,33,,
2010-10-21 00:00:00+00:00,1296.0,1296.0,1224.0,1224.0,10,,
2010-10-22 00:00:00+00:00,1236.0,1236.0,1236.0,1236.0,2,,
2010-10-25 00:00:00+00:00,1296.0,1296.0,1284.0,1284.0,2,,
2010-10-26 00:00:00+00:00,1260.0,1284.0,1260.0,1284.0,9,,
2010-10-27 00:00:00+00:00,1236.0,1296.0,1188.0,1200.0,18,,
2010-10-28 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2010-10-29 00:00:00+00:00,1188.0,1212.0,1176.0,1176.0,10,,
2010-11-01 00:00:00+00:00,1176.0,1176.0,1176.0,1176.0,4,,
2010-11-02 00:00:00+00:00,1224.0,1380.0,1212.0,1380.0,21,,
2010-11-03 00:00:00+00:00,1392.0,1392.0,1392.0,1392.0,1,,
2010-11-04 00:00:00+00:00,1368.0,1428.0,1332.0,1344.0,35,,
2010-11-05 00:00:00+00:00,1392.0,1404.0,1332.0,1404.0,73,,
2010-11-08 00:00:00+00:00,1416.0,1464.0,1404.0,1452.0,115,,
2010-11-09 00:00:00+00:00,1452.0,1464.0,1416.0,1416.0,61,,
2010-11-10 00:00:00+00:00,1452.0,1452.0,1404.0,1416.0,170,,
2010-11-11 00:00:00+00:00,1428.0,1452.0,1392.0,1392.0,122,,
2010-11-12 00:00:00+00:00,1452.0,1584.0,1428.0,1584.0,26,,
2010-11-15 00:00:00+00:00,1584.0,1668.0,1584.0,1668.0,64,,
2010-11-16 00:00:00+00:00,1644.0,1644.0,1476.0,1560.0,53,,
2010-11-17 00:00:00+00:00,1524.0,1536.0,1476.0,1536.0,28,,
2010-11-18 00:00:00+00:00,1524.0,1644.0,1524.0,1644.0,5,,
2010-11-19 00:00:00+00:00,1572.0,1632.0,1536.0,1620.0,30,,
2010-11-22 00:00:00+00:00,1668.0,1764.0,1668.0,1728.0,267,,
2010-11-23 00:00:00+00:00,1740.0,1836.0,1728.0,1836.0,21,,
2010-11-24 00:00:00+00:00,1920.0,1968.0,1848.0,1920.0,215,,
2010-11-26 00:00:00+00:00,2088.0,2160.0,1992.0,2160.0,77,,
2010-11-29 00:00:00+00:00,2184.0,2340.0,2160.0,2184.0,202,,
2010-11-30 00:00:00+00:00,2232.0,2232.0,2064.0,2064.0,23,,
2010-12-01 00:00:00+00:00,2172.0,2172.0,2004.0,2064.0,49,,
2010-12-02 00:00:00+00:00,2028.0,2088.0,2004.0,2040.0,77,,
2010-12-03 00:00:00+00:00,2088.0,2136.0,2052.0,2136.0,46,,
2010-12-06 00:00:00+00:00,2124.0,2172.0,2100.0,2136.0,14,,
2010-12-07 00:00:00+00:00,2196.0,2220.0,2124.0,2160.0,77,,
2010-12-08 00:00:00+00:00,2136.0,2160.0,2064.0,2148.0,29,,
2010-12-09 00:00:00+00:00,2160.0,2184.0,2076.0,2160.0,67,,
2010-12-10 00:00:00+00:00,2148.0,2160.0,2076.0,2160.0,48,,
2010-12-13 00:00:00+00:00,2184.0,2184.0,2100.0,2184.0,21,,
2010-12-14 00:00:00+00:00,2184.0,2220.0,2148.0,2148.0,33,,
2010-12-15 00:00:00+00:00,2208.0,2208.0,2028.0,2028.0,22,,
2010-12-16 00:00:00+00:00,2160.0,2160.0,2040.0,2040.0,51,,
2010-12-17 00:00:00+00:00,2076.0,2076.0,2040.0,2052.0,3,,
2010-12-20 00:00:00+00:00,2040.0,2088.0,2028.0,2088.0,14,,
2010-12-21 00:00:00+00:00,2172.0,2196.0,2112.0,2112.0,21,,
2010-12-22 00:00:00+00:00,2196.0,2196.0,2112.0,2136.0,27,,
2010-12-23 00:00:00+00:00,2088.0,2112.0,2076.0,2088.0,4,,
2010-12-27 00:00:00+00:00,2088.0,2088.0,2088.0,2088.0,0,,
2010-12-28 00:00:00+00:00,2088.0,2088.0,2088.0,2088.0,0,,
2010-12-29 00:00:00+00:00,2232.0,2232.0,2136.0,2160.0,20,,
2010-12-30 00:00:00+00:00,2232.0,2424.0,2232.0,2424.0,52,,
2010-12-31 00:00:00+00:00,2400.0,2508.0,2400.0,2436.0,25,,
2011-01-03 00:00:00+00:00,2436.0,2436.0,2436.0,2436.0,0,,
2011-01-04 00:00:00+00:00,2520.0,2520.0,2124.0,2208.0,122,,
2011-01-05 00:00:00+00:00,2292.0,2292.0,2100.0,2160.0,42,,
2011-01-06 00:00:00+00:00,2220.0,2220.0,2076.0,2088.0,71,,
2011-01-07 00:00:00+00:00,2136.0,2136.0,2052.0,2052.0,30,,
2011-01-10 00:00:00+00:00,2052.0,2052.0,1956.0,2028.0,34,,
2011-01-11 00:00:00+00:00,2028.0,2052.0,1920.0,2052.0,90,,
2011-01-12 00:00:00+00:00,2040.0,2052.0,2004.0,2052.0,40,,
2011-01-13 00:00:00+00:00,2112.0,2112.0,1848.0,1896.0,100,,
2011-01-14 00:00:00+00:00,1884.0,2064.0,1728.0,2064.0,75,,
2011-01-18 00:00:00+00:00,1896.0,1932.0,1824.0,1824.0,84,,
2011-01-19 00:00:00+00:00,1920.0,1944.0,1848.0,1884.0,36,,
2011-01-20 00:00:00+00:00,1812.0,1920.0,1800.0,1920.0,19,,
2011-01-21 00:00:00+00:00,1944.0,1980.0,1800.0,1824.0,22,,
2011-01-24 00:00:00+00:00,1884.0,1884.0,1740.0,1740.0,49,,
2011-01-25 00:00:00+00:00,1800.0,1800.0,1644.0,1692.0,22,,
2011-01-26 00:00:00+00:00,1764.0,1764.0,1752.0,1752.0,12,,
2011-01-27 00:00:00+00:00,1728.0,1740.0,1704.0,1704.0,42,,
2011-01-28 00:00:00+00:00,1704.0,1728.0,1656.0,1692.0,79,,
2011-01-31 00:00:00+00:00,1752.0,1752.0,1644.0,1668.0,36,,
2011-02-01 00:00:00+00:00,1656.0,1728.0,1656.0,1692.0,27,,
2011-02-02 00:00:00+00:00,1716.0,1716.0,1668.0,1692.0,14,,
2011-02-03 00:00:00+00:00,1704.0,1704.0,1692.0,1704.0,8,,
2011-02-04 00:00:00+00:00,1824.0,1992.0,1824.0,1992.0,67,,
2011-02-07 00:00:00+00:00,1992.0,2040.0,1980.0,2028.0,108,,
2011-02-08 00:00:00+00:00,2076.0,2100.0,2076.0,2088.0,29,,
2011-02-09 00:00:00+00:00,2148.0,2316.0,2148.0,2304.0,60,,
2011-02-10 00:00:00+00:00,2268.0,2316.0,2136.0,2244.0,66,,
2011-02-11 00:00:00+00:00,2148.0,2184.0,2124.0,2184.0,16,,
2011-02-14 00:00:00+00:00,2220.0,2280.0,2184.0,2268.0,15,,
2011-02-15 00:00:00+00:00,2340.0,2352.0,2136.0,2136.0,21,,
2011-02-16 00:00:00+00:00,2184.0,2208.0,2112.0,2172.0,32,,
2011-02-17 00:00:00+00:00,2148.0,2148.0,2088.0,2148.0,28,,
2011-02-18 00:00:00+00:00,2064.0,2244.0,2064.0,2148.0,21,,
2011-02-22 00:00:00+00:00,2160.0,2160.0,2088.0,2136.0,10,,
2011-02-23 00:00:00+00:00,2100.0,2112.0,2040.0,2076.0,35,,
2011-02-24 00:00:00+00:00,2136.0,2136.0,2124.0,2124.0,2,,
2011-02-25 00:00:00+00:00,2112.0,2148.0,2112.0,2148.0,3,,
2011-02-28 00:00:00+00:00,2268.0,2268.0,2208.0,2208.0,18,,
2011-03-01 00:00:00+00:00,2292.0,2292.0,2208.0,2256.0,27,,
2011-03-02 00:00:00+00:00,2328.0,2400.0,2292.0,2400.0,10,,
2011-03-03 00:00:00+00:00,2400.0,2400.0,2328.0,2328.0,9,,
2011-03-04 00:00:00+00:00,2304.0,2316.0,2268.0,2268.0,9,,
2011-03-07 00:00:00+00:00,2304.0,2328.0,2244.0,2268.0,90,,
2011-03-08 00:00:00+00:00,2280.0,2292.0,2232.0,2292.0,4,,
2011-03-09 00:00:00+00:00,2268.0,2268.0,2196.0,2196.0,15,,
2011-03-10 00:00:00+00:00,2004.0,2112.0,1932.0,2028.0,30,,
2011-03-11 00:00:00+00:00,2028.0,2160.0,1992.0,2088.0,16,,
2011-03-14 00:00:00+00:00,2172.0,2172.0,2016.0,2016.0,14,,
2011-03-15 00:00:00+00:00,1956.0,1956.0,1860.0,1920.0,69,,
2011-03-16 00:00:00+00:00,1944.0,2028.0,1944.0,2016.0,4,,
2011-03-17 00:00:00+00:00,1920.0,2016.0,1824.0,2004.0,10,,
2011-03-18 00:00:00+00:00,2004.0,2028.0,1944.0,1944.0,7,,
2011-03-21 00:00:00+00:00,1968.0,2040.0,1968.0,2028.0,7,,
2011-03-22 00:00:00+00:00,2004.0,2028.0,1908.0,1932.0,32,,
2011-03-23 00:00:00+00:00,1968.0,1968.0,1944.0,1944.0,9,,
2011-03-24 00:00:00+00:00,1992.0,2028.0,1992.0,2004.0,4,,
2011-03-25 00:00:00+00:00,2100.0,2208.0,2100.0,2184.0,8,,
2011-03-28 00:00:00+00:00,2160.0,2160.0,2124.0,2136.0,18,,
2011-03-29 00:00:00+00:00,2076.0,2148.0,2076.0,2112.0,8,,
2011-03-30 00:00:00+00:00,2112.0,2148.0,2028.0,2112.0,17,,
2011-03-31 00:00:00+00:00,2148.0,2220.0,2016.0,2208.0,27,,
2011-04-01 00:00:00+00:00,2208.0,2208.0,2184.0,2196.0,4,,
2011-04-04 00:00:00+00:00,2244.0,2244.0,2148.0,2160.0,25,,
2011-04-05 00:00:00+00:00,2148.0,2436.0,2148.0,2436.0,46,,
2011-04-06 00:00:00+00:00,2484.0,2736.0,2400.0,2412.0,110,,
2011-04-07 00:00:00+00:00,2472.0,2640.0,2472.0,2640.0,31,,
2011-04-08 00:00:00+00:00,2688.0,2772.0,2628.0,2700.0,50,,
2011-04-11 00:00:00+00:00,2520.0,2616.0,2520.0,2532.0,47,,
2011-04-12 00:00:00+00:00,2472.0,2484.0,2424.0,2448.0,57,,
2011-04-13 00:00:00+00:00,2532.0,2556.0,2448.0,2448.0,12,,
2011-04-14 00:00:00+00:00,2472.0,2580.0,2460.0,2580.0,39,,
2011-04-15 00:00:00+00:00,2568.0,2820.0,2568.0,2640.0,61,,
2011-04-18 00:00:00+00:00,2628.0,2628.0,2484.0,2484.0,37,,
2011-04-19 00:00:00+00:00,2688.0,2748.0,2676.0,2712.0,35,,
2011-04-20 00:00:00+00:00,2736.0,2904.0,2736.0,2868.0,33,,
2011-04-21 00:00:00+00:00,2952.0,2988.0,2760.0,2784.0,21,,
2011-04-25 00:00:00+00:00,2856.0,2856.0,2688.0,2748.0,35,,
2011-04-26 00:00:00+00:00,2784.0,2808.0,2604.0,2688.0,46,,
2011-04-27 00:00:00+00:00,2796.0,2796.0,2688.0,2784.0,18,,
2011-04-28 00:00:00+00:00,2784.0,2976.0,2784.0,2892.0,34,,
2011-04-29 00:00:00+00:00,2832.0,2832.0,2832.0,2832.0,2,,
2011-05-02 00:00:00+00:00,2844.0,2844.0,2688.0,2688.0,43,,
2011-05-03 00:00:00+00:00,2748.0,2772.0,2628.0,2628.0,29,,
2011-05-04 00:00:00+00:00,2628.0,2628.0,2412.0,2496.0,84,,
2011-05-05 00:00:00+00:00,2448.0,2448.0,2244.0,2292.0,90,,
2011-05-06 00:00:00+00:00,2268.0,2400.0,2256.0,2268.0,64,,
2011-05-09 00:00:00+00:00,2292.0,2292.0,2256.0,2256.0,29,,
2011-05-10 00:00:00+00:00,2304.0,2436.0,2304.0,2388.0,10,,
2011-05-11 00:00:00+00:00,2388.0,2388.0,2268.0,2268.0,13,,
2011-05-12 00:00:00+00:00,2340.0,2340.0,2136.0,2244.0,83,,
2011-05-13 00:00:00+00:00,2256.0,2316.0,2256.0,2268.0,53,,
2011-05-16 00:00:00+00:00,2256.0,2292.0,2220.0,2232.0,56,,
2011-05-17 00:00:00+00:00,2268.0,2268.0,2124.0,2172.0,66,,
2011-05-18 00:00:00+00:00,2112.0,2244.0,2112.0,2220.0,36,,
2011-05-19 00:00:00+00:00,2244.0,2352.0,2244.0,2352.0,29,,
2011-05-20 00:00:00+00:00,2400.0,2484.0,2388.0,2484.0,142,,
2011-05-23 00:00:00+00:00,2484.0,2484.0,2484.0,2484.0,0,,
2011-05-24 00:00:00+00:00,2484.0,2484.0,2376.0,2448.0,49,,
2011-05-25 00:00:00+00:00,2388.0,2448.0,2388.0,2388.0,55,,
2011-05-26 00:00:00+00:00,2376.0,2388.0,2340.0,2376.0,17,,
2011-05-27 00:00:00+00:00,2364.0,2364.0,2304.0,2328.0,7,,
2011-05-31 00:00:00+00:00,2328.0,2328.0,2328.0,2328.0,2,,
2011-06-01 00:00:00+00:00,2316.0,2316.0,2148.0,2148.0,28,,
2011-06-02 00:00:00+00:00,2160.0,2244.0,2160.0,2220.0,30,,
2011-06-03 00:00:00+00:00,2172.0,2172.0,2124.0,2148.0,100,,
2011-06-06 00:00:00+00:00,2196.0,2232.0,2196.0,2196.0,13,,
2011-06-07 00:00:00+00:00,2220.0,2280.0,2172.0,2256.0,44,,
2011-06-08 00:00:00+00:00,2256.0,2268.0,2148.0,2220.0,105,,
2011-06-09 00:00:00+00:00,2160.0,2256.0,2160.0,2232.0,54,,
2011-06-10 00:00:00+00:00,2220.0,2220.0,2100.0,2160.0,57,,
2011-06-13 00:00:00+00:00,2088.0,2088.0,2016.0,2016.0,46,,
2011-06-14 00:00:00+00:00,2028.0,2112.0,2028.0,2112.0,88,,
2011-06-15 00:00:00+00:00,2052.0,2088.0,2016.0,2064.0,27,,
2011-06-16 00:00:00+00:00,2040.0,2040.0,1812.0,1848.0,114,,
2011-06-17 00:00:00+00:00,1716.0,2100.0,1716.0,2100.0,35,,
2011-06-20 00:00:00+00:00,2136.0,2160.0,2064.0,2076.0,20,,
2011-06-21 00:00:00+00:00,2184.0,2328.0,2064.0,2160.0,192,,
2011-06-22 00:00:00+00:00,2208.0,2268.0,2196.0,2208.0,67,,
2011-06-23 00:00:00+00:00,2112.0,2112.0,1992.0,2100.0,97,,
2011-06-24 00:00:00+00:00,2136.0,2208.0,2100.0,2136.0,12,,
2011-06-27 00:00:00+00:00,2064.0,2064.0,1992.0,1992.0,9,,
2011-06-28 00:00:00+00:00,2004.0,2052.0,1956.0,1956.0,26,,
2011-06-29 00:00:00+00:00,2040.0,2148.0,2016.0,2112.0,73,,
2011-06-30 00:00:00+00:00,2124.0,2124.0,2124.0,2124.0,0,,
2011-07-01 00:00:00+00:00,2124.0,2124.0,2124.0,2124.0,0,,
2011-07-05 00:00:00+00:00,2136.0,2136.0,2100.0,2124.0,4,,
2011-07-06 00:00:00+00:00,2076.0,2100.0,2076.0,2088.0,4,,
2011-07-07 00:00:00+00:00,2244.0,2316.0,2244.0,2304.0,25,,
2011-07-08 00:00:00+00:00,2328.0,2328.0,2304.0,2304.0,3,,
2011-07-11 00:00:00+00:00,2364.0,2364.0,2328.0,2328.0,1,,
2011-07-12 00:00:00+00:00,2364.0,2460.0,2340.0,2460.0,16,,
2011-07-13 00:00:00+00:00,2604.0,2604.0,2496.0,2496.0,28,,
2011-07-14 00:00:00+00:00,2556.0,2580.0,2400.0,2400.0,4,,
2011-07-15 00:00:00+00:00,2460.0,2460.0,2364.0,2364.0,13,,
2011-07-18 00:00:00+00:00,2376.0,2496.0,2340.0,2340.0,6,,
2011-07-19 00:00:00+00:00,2376.0,2376.0,2280.0,2304.0,14,,
2011-07-20 00:00:00+00:00,2388.0,2388.0,2388.0,2388.0,0,,
2011-07-21 00:00:00+00:00,2364.0,2364.0,2304.0,2304.0,7,,
2011-07-22 00:00:00+00:00,2340.0,2364.0,2328.0,2364.0,13,,
2011-07-25 00:00:00+00:00,2364.0,2364.0,2364.0,2364.0,4,,
2011-07-26 00:00:00+00:00,2304.0,2304.0,2208.0,2208.0,27,,
2011-07-27 00:00:00+00:00,2244.0,2268.0,2172.0,2196.0,19,,
2011-07-28 00:00:00+00:00,2160.0,2172.0,2100.0,2160.0,12,,
2011-07-29 00:00:00+00:00,2100.0,2196.0,2100.0,2196.0,9,,
2011-08-01 00:00:00+00:00,2196.0,2196.0,2196.0,2196.0,0,,
2011-08-02 00:00:00+00:00,2196.0,2304.0,2124.0,2304.0,7,,
2011-08-03 00:00:00+00:00,2292.0,2340.0,2184.0,2208.0,19,,
2011-08-04 00:00:00+00:00,2184.0,2184.0,2004.0,2016.0,39,,
2011-08-05 00:00:00+00:00,2004.0,2004.0,1932.0,1932.0,30,,
2011-08-08 00:00:00+00:00,1932.0,1992.0,1836.0,1836.0,31,,
2011-08-09 00:00:00+00:00,1788.0,1920.0,1728.0,1908.0,23,,
2011-08-10 00:00:00+00:00,1752.0,1848.0,1752.0,1824.0,17,,
2011-08-11 00:00:00+00:00,1824.0,1836.0,1764.0,1812.0,19,,
2011-08-12 00:00:00+00:00,1824.0,1824.0,1812.0,1812.0,9,,
2011-08-15 00:00:00+00:00,1812.0,1812.0,1812.0,1812.0,0,,
2011-08-16 00:00:00+00:00,1800.0,1800.0,1740.0,1800.0,41,,
2011-08-17 00:00:00+00:00,1740.0,1740.0,1680.0,1680.0,31,,
2011-08-18 00:00:00+00:00,1680.0,1680.0,1512.0,1632.0,130,,
2011-08-19 00:00:00+00:00,1608.0,1608.0,1596.0,1596.0,1,,
2011-08-22 00:00:00+00:00,1704.0,1704.0,1656.0,1656.0,6,,
2011-08-23 00:00:00+00:00,1680.0,1692.0,1656.0,1656.0,6,,
2011-08-24 00:00:00+00:00,1644.0,1668.0,1644.0,1668.0,2,,
2011-08-25 00:00:00+00:00,1572.0,1572.0,1488.0,1536.0,24,,
2011-08-26 00:00:00+00:00,1440.0,1668.0,1428.0,1668.0,54,,
2011-08-29 00:00:00+00:00,1596.0,1620.0,1584.0,1608.0,14,,
2011-08-30 00:00:00+00:00,1620.0,1800.0,1572.0,1800.0,24,,
2011-08-31 00:00:00+00:00,1884.0,1920.0,1800.0,1812.0,16,,
2011-09-01 00:00:00+00:00,1836.0,1836.0,1824.0,1824.0,2,,
2011-09-02 00:00:00+00:00,1860.0,1860.0,1680.0,1752.0,71,,
2011-09-06 00:00:00+00:00,1644.0,1668.0,1644.0,1656.0,42,,
