date,IVV_Open,IVV_High,IVV_Low,IVV_Close,IVV_Volume,IVV_Dividends,IVV_Stock Splits
2000-05-19 00:00:00+00:00,142.65625,142.65625,140.25,90.6161651611328,775500,0.0,
2000-05-22 00:00:00+00:00,140.59375,140.59375,136.8125,90.05257415771484,1850600,0.0,
2000-05-23 00:00:00+00:00,140.21875,140.21875,137.6875,88.68392181396484,373900,0.0,
2000-05-24 00:00:00+00:00,137.75,140.0625,136.65625,90.01233673095703,400300,0.0,
2000-05-25 00:00:00+00:00,140.03125,140.9375,137.875,89.18710327148438,69600,0.0,
2000-05-26 00:00:00+00:00,138.484375,138.75,137.0,88.78449249267578,237000,0.0,
2000-05-30 00:00:00+00:00,139.28125,142.4375,139.28125,91.70305633544922,118100,0.0,
2000-05-31 00:00:00+00:00,141.875,143.625,141.875,91.96473693847656,216900,0.0,
2000-06-01 00:00:00+00:00,143.90625,145.0625,143.625,93.43407440185548,128700,0.0,
2000-06-02 00:00:00+00:00,148.3125,148.78125,147.46875,95.2858657836914,108400,0.0,
2000-06-05 00:00:00+00:00,147.0,147.65625,146.6875,94.66190338134766,192100,0.0,
2000-06-06 00:00:00+00:00,146.4375,147.1875,145.6875,94.17886352539062,209300,0.0,
2000-06-07 00:00:00+00:00,146.21875,147.5,145.65625,94.80279541015624,85400,0.0,
2000-06-08 00:00:00+00:00,147.8125,147.8125,145.9375,94.4605941772461,248400,0.0,
2000-06-09 00:00:00+00:00,147.515625,147.515625,145.875,94.11846923828124,20200,0.0,
2000-06-12 00:00:00+00:00,146.625,146.625,144.859375,93.30329895019533,17600,0.0,
2000-06-13 00:00:00+00:00,145.0,147.25,144.5,94.52099609375,40300,0.0,
2000-06-14 00:00:00+00:00,147.75,148.375,147.125,95.10470581054688,353900,0.0,
2000-06-15 00:00:00+00:00,147.6875,148.25,146.609375,95.10470581054688,338500,0.0,
2000-06-16 00:00:00+00:00,148.625,148.625,146.46875,94.72228240966795,855900,0.0,
2000-06-19 00:00:00+00:00,146.5625,149.03125,146.5,95.65825653076172,160000,0.0,
2000-06-20 00:00:00+00:00,148.625,148.640625,147.296875,95.1348876953125,182600,0.0,
2000-06-21 00:00:00+00:00,146.875,148.15625,146.875,95.3123550415039,137500,0.119,
2000-06-22 00:00:00+00:00,147.4375,147.4375,145.0,93.75119018554688,182900,0.0,
2000-06-23 00:00:00+00:00,145.5,145.875,144.0,93.07630920410156,238200,0.0,
2000-06-26 00:00:00+00:00,145.03125,146.0625,144.8125,94.15404510498048,26000,0.0,
2000-06-27 00:00:00+00:00,145.8125,146.296875,145.25,93.63025665283205,40900,0.0,
2000-06-28 00:00:00+00:00,145.3125,146.90625,145.3125,94.06340026855467,51200,0.0,
2000-06-29 00:00:00+00:00,144.640625,145.25,143.5625,92.92520141601562,48500,0.0,
2000-06-30 00:00:00+00:00,143.984375,145.484375,143.984375,93.78137969970705,16800,0.0,
2000-07-03 00:00:00+00:00,145.5,147.140625,145.46875,94.8489990234375,7100,0.0,
2000-07-05 00:00:00+00:00,146.265625,146.359375,144.625,93.52957153320312,27400,0.0,
2000-07-06 00:00:00+00:00,144.875,146.125,144.21875,93.99286651611328,40100,0.0,
2000-07-07 00:00:00+00:00,146.375,148.5,146.375,95.38284301757812,65500,0.0,
2000-07-10 00:00:00+00:00,147.65625,148.65625,147.65625,95.22171783447266,77500,0.0,
2000-07-11 00:00:00+00:00,147.25,149.0,147.25,95.58428192138672,40700,0.0,
2000-07-12 00:00:00+00:00,149.25,149.9375,148.875,96.10802459716795,2642100,0.0,
2000-07-13 00:00:00+00:00,149.71875,150.28125,149.140625,96.43028259277344,971600,0.0,
2000-07-14 00:00:00+00:00,150.25,151.125,149.8125,97.32671356201172,158800,0.0,
2000-07-17 00:00:00+00:00,150.734375,151.90625,150.59375,97.2663345336914,430100,0.0,
2000-07-18 00:00:00+00:00,150.46875,150.5,149.375,96.57134246826172,763600,0.0,
2000-07-19 00:00:00+00:00,149.34375,149.578125,148.40625,95.66488647460938,120000,0.0,
2000-07-20 00:00:00+00:00,148.875,150.421875,148.765625,96.96414184570312,96500,0.0,
2000-07-21 00:00:00+00:00,149.40625,149.4375,147.71875,95.22171783447266,601300,0.0,
2000-07-24 00:00:00+00:00,148.25,148.59375,146.59375,94.49647521972656,251700,0.0,
2000-07-25 00:00:00+00:00,147.46875,147.515625,146.8125,95.0303192138672,116700,0.0,
2000-07-26 00:00:00+00:00,146.875,146.890625,145.75,94.1137466430664,474800,0.0,
2000-07-27 00:00:00+00:00,145.71875,146.5625,144.875,93.72093963623048,94200,0.0,
2000-07-28 00:00:00+00:00,145.5,145.5,141.5,91.67633056640624,1147800,0.0,
2000-07-31 00:00:00+00:00,142.9375,143.953125,142.40625,92.1396255493164,332900,0.0,
2000-08-01 00:00:00+00:00,143.28125,144.390625,143.28125,92.8647918701172,481700,0.0,
2000-08-02 00:00:00+00:00,144.65625,145.328125,144.09375,93.0561981201172,505900,0.0,
2000-08-03 00:00:00+00:00,142.9375,145.65625,142.9375,93.71087646484376,173500,0.0,
2000-08-04 00:00:00+00:00,146.03125,146.421875,145.46875,94.27490997314452,132900,0.0,
2000-08-07 00:00:00+00:00,146.640625,148.296875,146.46875,95.59435272216795,6500,0.0,
2000-08-08 00:00:00+00:00,147.84375,148.6875,147.6875,95.77564239501952,175400,0.0,
2000-08-09 00:00:00+00:00,149.09375,149.09375,147.8125,95.28209686279295,123100,0.0,
2000-08-10 00:00:00+00:00,147.53125,147.609375,146.34375,94.38571166992188,118000,0.0,
2000-08-11 00:00:00+00:00,146.53125,147.578125,146.09375,94.95978546142578,129400,0.0,
2000-08-14 00:00:00+00:00,147.5,149.421875,147.40625,96.3195571899414,70100,0.0,
2000-08-15 00:00:00+00:00,149.125,149.53125,148.609375,96.06774139404295,343600,0.0,
2000-08-16 00:00:00+00:00,149.28125,149.734375,147.953125,95.40303802490234,155000,0.0,
2000-08-17 00:00:00+00:00,148.53125,150.28125,148.5,96.6418228149414,96900,0.0,
2000-08-18 00:00:00+00:00,150.125,150.21875,149.3125,96.4504852294922,269000,0.0,
2000-08-21 00:00:00+00:00,150.15625,150.515625,149.4375,96.32958221435548,43000,0.0,
2000-08-22 00:00:00+00:00,150.40625,151.09375,150.125,96.9742431640625,380100,0.0,
2000-08-23 00:00:00+00:00,149.875,150.984375,149.34375,97.2260513305664,239100,0.0,
2000-08-24 00:00:00+00:00,150.71875,151.421875,150.671875,97.38719940185548,53100,0.0,
2000-08-25 00:00:00+00:00,151.296875,151.578125,151.0,97.43753814697266,136000,0.0,
2000-08-28 00:00:00+00:00,151.09375,152.734375,151.09375,97.84041595458984,354000,0.0,
2000-08-29 00:00:00+00:00,151.4375,151.75,151.25,97.76992797851562,66900,0.0,
2000-08-30 00:00:00+00:00,151.125,151.125,150.40625,96.9540786743164,260100,0.0,
