date,LND_Open,LND_High,LND_Low,LND_Close,LND_Volume,LND_Dividends,LND_Stock Splits
2012-05-15 00:00:00+00:00,3.859999895095825,3.859999895095825,3.859999895095825,2.262996196746826,0,0.0,
2012-05-16 00:00:00+00:00,3.859999895095825,3.859999895095825,3.859999895095825,2.262996196746826,0,0.0,
2012-05-17 00:00:00+00:00,3.859999895095825,3.859999895095825,3.859999895095825,2.262996196746826,0,0.0,
2012-05-18 00:00:00+00:00,3.75,3.7699999809265137,3.75,2.2102322578430176,800,0.0,
2012-05-21 00:00:00+00:00,3.7699999809265137,3.7699999809265137,3.7699999809265137,2.2102322578430176,0,0.0,
2012-05-22 00:00:00+00:00,3.7699999809265137,3.7699999809265137,3.7699999809265137,2.2102322578430176,0,0.0,
2012-05-23 00:00:00+00:00,3.490000009536743,3.490000009536743,3.490000009536743,2.046076774597168,500,0.0,
2012-05-24 00:00:00+00:00,3.390000104904175,3.450000047683716,3.220000028610229,1.9874500036239624,35600,0.0,
2012-05-25 00:00:00+00:00,3.390000104904175,3.390000104904175,3.390000104904175,1.9874500036239624,0,0.0,
2012-05-29 00:00:00+00:00,3.390000104904175,3.390000104904175,3.390000104904175,1.9874500036239624,0,0.0,
2012-05-30 00:00:00+00:00,3.390000104904175,3.390000104904175,3.390000104904175,1.9874500036239624,0,0.0,
2012-05-31 00:00:00+00:00,3.5,3.5,3.5,2.0519394874572754,500,0.0,
2012-06-01 00:00:00+00:00,3.509999990463257,3.690000057220459,3.5,2.151605129241944,6700,0.0,
2012-06-04 00:00:00+00:00,3.3499999046325684,3.630000114440918,3.3499999046325684,2.1281545162200928,5900,0.0,
2012-06-05 00:00:00+00:00,3.4100000858306885,3.4100000858306885,3.4100000858306885,1.9991755485534668,100,0.0,
2012-06-06 00:00:00+00:00,3.4100000858306885,3.4100000858306885,3.4100000858306885,1.9991755485534668,0,0.0,
2012-06-07 00:00:00+00:00,3.4100000858306885,3.4100000858306885,3.4100000858306885,1.9991755485534668,0,0.0,
2012-06-08 00:00:00+00:00,3.4100000858306885,3.4100000858306885,3.4100000858306885,1.9991755485534668,0,0.0,
2012-06-11 00:00:00+00:00,3.619999885559082,3.619999885559082,3.619999885559082,2.1222915649414062,42100,0.0,
2012-06-12 00:00:00+00:00,3.619999885559082,3.619999885559082,3.619999885559082,2.1222915649414062,0,0.0,
2012-06-13 00:00:00+00:00,3.619999885559082,3.619999885559082,3.619999885559082,2.1222915649414062,0,0.0,
2012-06-14 00:00:00+00:00,3.7899999618530273,3.7899999618530273,3.549999952316284,2.081253290176392,1900,0.0,
2012-06-15 00:00:00+00:00,3.609999895095825,3.75,3.609999895095825,2.198506593704224,700,0.0,
2012-06-18 00:00:00+00:00,3.75,3.75,3.75,2.198506593704224,0,0.0,
