date,BJRI_Open,BJRI_High,BJRI_Low,BJRI_Close,BJRI_Volume,BJRI_Dividends,BJRI_Stock Splits
1996-10-09 00:00:00+00:00,6.25,6.5,5.75,5.838075637817383,289900,0.0,
1996-10-10 00:00:00+00:00,6.0,6.0,5.75,5.838075637817383,118400,0.0,
1996-10-11 00:00:00+00:00,6.0,6.0,5.75,5.594822883605957,96900,0.0,
1996-10-14 00:00:00+00:00,5.875,6.0,5.75,5.594822883605957,57400,0.0,
1996-10-15 00:00:00+00:00,5.75,6.0,5.25,5.108316898345947,104700,0.0,
1996-10-16 00:00:00+00:00,5.25,5.5,5.21875,5.108316898345947,156700,0.0,
1996-10-17 00:00:00+00:00,5.25,5.5,5.25,5.290757179260254,64000,0.0,
1996-10-18 00:00:00+00:00,5.375,5.5,5.375,5.229942798614502,32700,0.0,
1996-10-21 00:00:00+00:00,5.375,5.5,5.375,5.3515706062316895,41900,0.0,
1996-10-22 00:00:00+00:00,5.375,5.5,5.25,5.3515706062316895,95600,0.0,
1996-10-23 00:00:00+00:00,5.25,5.5,5.25,5.108316898345947,27800,0.0,
1996-10-24 00:00:00+00:00,5.5,5.5,5.25,5.3515706062316895,19400,0.0,
1996-10-25 00:00:00+00:00,5.375,5.5,5.25,5.108316898345947,22300,0.0,
1996-10-28 00:00:00+00:00,5.25,5.5,5.25,5.229942798614502,60400,0.0,
1996-10-29 00:00:00+00:00,5.25,5.5,5.25,5.108316898345947,40200,0.0,
1996-10-30 00:00:00+00:00,5.25,5.5,5.25,5.108316898345947,55800,0.0,
1996-10-31 00:00:00+00:00,5.25,5.5,5.25,5.229942798614502,83500,0.0,
1996-11-01 00:00:00+00:00,5.25,5.5,5.125,4.986690521240234,71500,0.0,
1996-11-04 00:00:00+00:00,5.5,5.5,5.125,4.986690521240234,39600,0.0,
1996-11-05 00:00:00+00:00,5.375,5.375,5.0625,4.925875663757324,29600,0.0,
1996-11-06 00:00:00+00:00,5.5,5.5,5.125,5.3515706062316895,14600,0.0,
1996-11-07 00:00:00+00:00,5.125,5.5,5.0,5.229942798614502,37600,0.0,
1996-11-08 00:00:00+00:00,5.375,5.375,5.0,4.8650641441345215,27300,0.0,
1996-11-11 00:00:00+00:00,5.0,5.25,5.0,5.108316898345947,77900,0.0,
1996-11-12 00:00:00+00:00,5.0,5.25,5.0,5.108316898345947,24300,0.0,
1996-11-13 00:00:00+00:00,5.0,5.25,5.0,4.8650641441345215,82600,0.0,
1996-11-14 00:00:00+00:00,5.0,5.25,5.0,5.108316898345947,166000,0.0,
1996-11-15 00:00:00+00:00,5.25,5.25,5.0,4.895469665527344,44900,0.0,
1996-11-18 00:00:00+00:00,5.25,5.375,5.0,5.229942798614502,40400,0.0,
1996-11-19 00:00:00+00:00,5.0,5.5,5.0,4.8650641441345215,88700,0.0,
1996-11-20 00:00:00+00:00,5.1875,5.375,5.0,4.8650641441345215,30700,0.0,
1996-11-21 00:00:00+00:00,5.0,5.375,5.0,4.8650641441345215,79000,0.0,
1996-11-22 00:00:00+00:00,5.0,5.375,5.0,4.8650641441345215,82400,0.0,
1996-11-25 00:00:00+00:00,5.25,5.25,5.0,4.8650641441345215,20500,0.0,
1996-11-26 00:00:00+00:00,5.0,5.375,5.0,4.8650641441345215,31500,0.0,
1996-11-27 00:00:00+00:00,5.25,5.5,5.0,5.229942798614502,40700,0.0,
1996-11-29 00:00:00+00:00,5.0,5.375,5.0,5.229942798614502,23300,0.0,
1996-12-02 00:00:00+00:00,5.1875,5.375,5.0,4.8650641441345215,29100,0.0,
1996-12-03 00:00:00+00:00,5.0,5.375,5.0,4.8650641441345215,45200,0.0,
1996-12-04 00:00:00+00:00,5.375,5.375,5.0,5.229942798614502,32000,0.0,
1996-12-05 00:00:00+00:00,5.0,5.375,5.0,4.986690521240234,115000,0.0,
1996-12-06 00:00:00+00:00,5.0,5.375,5.0,4.8650641441345215,48300,0.0,
1996-12-09 00:00:00+00:00,5.0,5.375,5.0,5.229942798614502,23200,0.0,
1996-12-10 00:00:00+00:00,5.0,5.375,5.0,5.108316898345947,35800,0.0,
1996-12-11 00:00:00+00:00,5.0,5.375,5.0,4.8650641441345215,143600,0.0,
1996-12-12 00:00:00+00:00,5.0,5.375,5.0,5.0475029945373535,25600,0.0,
1996-12-13 00:00:00+00:00,5.0,5.109375,5.0,4.8650641441345215,32200,0.0,
1996-12-16 00:00:00+00:00,5.0,5.375,5.0,4.8650641441345215,57400,0.0,
1996-12-17 00:00:00+00:00,5.375,5.375,5.0,5.169129371643066,52900,0.0,
1996-12-18 00:00:00+00:00,5.0,5.375,5.0,4.8650641441345215,157100,0.0,
1996-12-19 00:00:00+00:00,5.0,5.125,5.0,4.986690521240234,55800,0.0,
1996-12-20 00:00:00+00:00,5.0,5.125,5.0,4.986690521240234,19300,0.0,
1996-12-23 00:00:00+00:00,5.0,5.125,5.0,4.8650641441345215,54400,0.0,
1996-12-24 00:00:00+00:00,5.0,5.125,5.0,4.8650641441345215,1400,0.0,
1996-12-26 00:00:00+00:00,5.0,5.125,5.0,4.895469665527344,12600,0.0,
1996-12-27 00:00:00+00:00,5.0,5.0,5.0,4.8650641441345215,800,0.0,
1996-12-30 00:00:00+00:00,5.0,5.125,5.0,4.925875663757324,35500,0.0,
1996-12-31 00:00:00+00:00,5.125,5.125,5.0,4.8650641441345215,38000,0.0,
1997-01-02 00:00:00+00:00,5.125,5.125,5.0,4.986690521240234,7700,0.0,
1997-01-03 00:00:00+00:00,5.0,5.125,5.0,4.8650641441345215,36800,0.0,
1997-01-06 00:00:00+00:00,5.0,5.25,5.0,4.986690521240234,87500,0.0,
1997-01-07 00:00:00+00:00,5.0,5.25,5.0,4.8650641441345215,10000,0.0,
1997-01-08 00:00:00+00:00,5.0,5.25,4.75,5.108316898345947,168000,0.0,
1997-01-09 00:00:00+00:00,5.25,5.25,5.0,4.8650641441345215,34500,0.0,
1997-01-10 00:00:00+00:00,5.0,5.25,5.0,4.8650641441345215,58600,0.0,
1997-01-13 00:00:00+00:00,5.0,5.25,5.0,4.986690521240234,40400,0.0,
1997-01-14 00:00:00+00:00,5.0,5.125,5.0,4.986690521240234,45000,0.0,
1997-01-15 00:00:00+00:00,5.0,5.25,5.0,4.8650641441345215,46400,0.0,
1997-01-16 00:00:00+00:00,5.25,5.25,5.0,4.8650641441345215,20900,0.0,
1997-01-17 00:00:00+00:00,5.0,5.25,5.0,4.8650641441345215,24900,0.0,
1997-01-20 00:00:00+00:00,5.25,5.625,5.0,4.8650641441345215,107900,0.0,
1997-01-21 00:00:00+00:00,5.0,5.375,5.0,4.8650641441345215,20200,0.0,
1997-01-22 00:00:00+00:00,5.375,5.375,5.0,4.8650641441345215,26400,0.0,
1997-01-23 00:00:00+00:00,5.375,5.375,5.0,4.8650641441345215,57400,0.0,
1997-01-24 00:00:00+00:00,5.0,5.25,5.0,4.8650641441345215,100900,0.0,
1997-01-27 00:00:00+00:00,5.0,5.125,5.0,4.8650641441345215,37200,0.0,
1997-01-28 00:00:00+00:00,5.0,5.125,5.0,4.8650641441345215,41500,0.0,
1997-01-29 00:00:00+00:00,5.0,5.125,5.0,4.986690521240234,22800,0.0,
1997-01-30 00:00:00+00:00,5.125,5.125,5.0,4.8650641441345215,14000,0.0,
1997-01-31 00:00:00+00:00,5.0,5.125,5.0,4.8650641441345215,15200,0.0,
1997-02-03 00:00:00+00:00,5.125,5.125,5.0,4.8650641441345215,1700,0.0,
1997-02-04 00:00:00+00:00,5.0,5.125,5.0,4.8650641441345215,51900,0.0,
1997-02-05 00:00:00+00:00,5.25,5.5,5.0,4.8650641441345215,75900,0.0,
1997-02-06 00:00:00+00:00,5.0,5.375,5.0,4.8650641441345215,5800,0.0,
1997-02-07 00:00:00+00:00,5.0,5.5,5.0,4.8650641441345215,36400,0.0,
1997-02-10 00:00:00+00:00,5.0,5.375,5.0,4.8650641441345215,56300,0.0,
1997-02-11 00:00:00+00:00,5.0,5.0,4.0,4.8650641441345215,188500,0.0,
1997-02-12 00:00:00+00:00,5.0,5.0,5.0,4.8650641441345215,29500,0.0,
1997-02-13 00:00:00+00:00,5.0,5.25,5.0,4.8650641441345215,24300,0.0,
1997-02-14 00:00:00+00:00,5.25,5.375,5.0,4.8650641441345215,34800,0.0,
1997-02-18 00:00:00+00:00,5.03125,5.375,5.0,4.986690521240234,35700,0.0,
1997-02-19 00:00:00+00:00,5.0,5.25,5.0,5.108316898345947,6400,0.0,
1997-02-20 00:00:00+00:00,5.25,5.375,4.0,4.8650641441345215,73800,0.0,
1997-02-21 00:00:00+00:00,5.25,5.375,5.0,5.0475029945373535,34900,0.0,
1997-02-24 00:00:00+00:00,5.125,5.375,5.0,5.229942798614502,20300,0.0,
1997-02-25 00:00:00+00:00,5.0,5.375,5.0,4.8650641441345215,13500,0.0,
1997-02-26 00:00:00+00:00,5.25,5.25,5.0,5.108316898345947,10300,0.0,
1997-02-27 00:00:00+00:00,5.0,5.375,5.0,4.8650641441345215,16800,0.0,
1997-02-28 00:00:00+00:00,5.0,5.375,4.96875,5.229942798614502,49000,0.0,
