date,LIVE_Open,LIVE_High,LIVE_Low,LIVE_Close,LIVE_Volume,LIVE_Dividends,LIVE_Stock Splits
2002-01-29 00:00:00+00:00,60.0,74.0,60.0,71.4247055053711,173,0.0,
2002-01-30 00:00:00+00:00,74.0,74.0,52.0,50.19033432006836,40,0.0,
2002-01-31 00:00:00+00:00,54.0,66.0,50.0,48.25994110107422,274,0.0,
2002-02-01 00:00:00+00:00,50.0,70.0,50.0,67.56391143798828,220,0.0,
2002-02-04 00:00:00+00:00,70.0,70.0,70.0,67.56391143798828,0,0.0,
2002-02-05 00:00:00+00:00,50.0,50.0,50.0,48.25994110107422,3,0.0,
2002-02-06 00:00:00+00:00,50.0,50.0,50.0,48.25994110107422,26,0.0,
2002-02-07 00:00:00+00:00,50.0,50.0,48.0,48.25994110107422,180,0.0,
2002-02-08 00:00:00+00:00,50.0,50.0,50.0,48.25994110107422,0,0.0,
2002-02-11 00:00:00+00:00,50.0,50.0,50.0,48.25994110107422,0,0.0,
2002-02-12 00:00:00+00:00,50.0,50.0,50.0,48.25994110107422,0,0.0,
2002-02-13 00:00:00+00:00,42.0,42.0,42.0,40.53834915161133,3,0.0,
2002-02-14 00:00:00+00:00,50.0,50.0,44.0,48.25994110107422,48,0.0,
2002-02-15 00:00:00+00:00,50.0,50.0,50.0,48.25994110107422,25,0.0,
2002-02-19 00:00:00+00:00,50.0,50.0,50.0,48.25994110107422,0,0.0,
2002-02-20 00:00:00+00:00,50.0,50.0,50.0,48.25994110107422,0,0.0,
2002-02-21 00:00:00+00:00,50.0,50.0,44.0,42.46874237060547,150,0.0,
2002-02-22 00:00:00+00:00,50.0,56.0,44.0,44.39914321899414,251,0.0,
2002-02-25 00:00:00+00:00,46.0,46.0,46.0,44.39914321899414,0,0.0,
2002-02-26 00:00:00+00:00,46.0,46.0,46.0,44.39914321899414,0,0.0,
2002-02-27 00:00:00+00:00,46.0,46.0,46.0,44.39914321899414,0,0.0,
2002-02-28 00:00:00+00:00,50.0,50.0,44.0,42.46874237060547,31,0.0,
2002-03-01 00:00:00+00:00,50.0,50.0,50.0,48.25994110107422,6,0.0,
2002-03-04 00:00:00+00:00,50.0,50.0,38.0,38.607948303222656,23,0.0,
2002-03-05 00:00:00+00:00,38.0,38.0,38.0,36.67755508422852,8,0.0,
2002-03-06 00:00:00+00:00,38.0,38.0,38.0,36.67755508422852,0,0.0,
2002-03-07 00:00:00+00:00,38.0,38.0,38.0,36.67755508422852,0,0.0,
2002-03-08 00:00:00+00:00,38.0,48.0,38.0,46.32954025268555,11,0.0,
2002-03-11 00:00:00+00:00,38.0,48.0,38.0,36.67755508422852,106,0.0,
2002-03-12 00:00:00+00:00,42.0,44.0,36.0,34.747154235839844,191,0.0,
2002-03-13 00:00:00+00:00,32.0,32.0,32.0,30.8863582611084,10,0.0,
2002-03-14 00:00:00+00:00,32.0,38.0,32.0,36.67755508422852,8,0.0,
2002-03-15 00:00:00+00:00,38.0,38.0,38.0,36.67755508422852,0,0.0,
2002-03-18 00:00:00+00:00,32.0,32.0,32.0,30.8863582611084,40,0.0,
2002-03-19 00:00:00+00:00,32.0,32.0,32.0,30.8863582611084,60,0.0,
2002-03-20 00:00:00+00:00,38.0,38.0,36.0,34.747154235839844,75,0.0,
2002-03-21 00:00:00+00:00,34.0,44.0,34.0,42.46874237060547,71,0.0,
