date,NML_Open,NML_High,NML_Low,NML_Close,NML_Volume,NML_Dividends,NML_Stock Splits
2013-03-26 00:00:00+00:00,20.0,20.13999938964844,20.0,8.482370376586914,1539400,0.0,
2013-03-27 00:00:00+00:00,20.13999938964844,20.600000381469727,20.09000015258789,8.655052185058594,183700,0.0,
2013-03-28 00:00:00+00:00,20.5,20.700000762939453,20.32999992370605,8.718226432800293,188700,0.0,
2013-04-01 00:00:00+00:00,20.950000762939453,20.950000762939453,20.450000762939453,8.633997917175293,97900,0.0,
2013-04-02 00:00:00+00:00,20.57999992370605,20.75,20.3700008392334,8.70980167388916,151100,0.0,
2013-04-03 00:00:00+00:00,20.68000030517578,20.68000030517578,20.36000061035156,8.612934112548828,103000,0.0,
2013-04-04 00:00:00+00:00,20.75,20.75,20.520000457763672,8.680323600769043,137600,0.0,
2013-04-05 00:00:00+00:00,20.559999465942383,20.559999465942383,20.200000762939453,8.596090316772461,91700,0.0,
2013-04-08 00:00:00+00:00,20.479999542236328,20.5,20.270000457763672,8.633997917175293,111500,0.0,
2013-04-09 00:00:00+00:00,20.540000915527344,20.649999618530277,20.350000381469727,8.697164535522461,86100,0.0,
2013-04-10 00:00:00+00:00,20.709999084472656,21.149999618530277,20.6299991607666,8.899327278137207,134200,0.0,
2013-04-11 00:00:00+00:00,21.1299991607666,21.299999237060547,20.780000686645508,8.93301773071289,104500,0.0,
2013-04-12 00:00:00+00:00,21.25,21.25,20.950000762939453,8.84879207611084,72200,0.0,
2013-04-15 00:00:00+00:00,21.07999992370605,21.420000076293945,20.989999771118164,8.970927238464355,91400,0.0,
2013-04-16 00:00:00+00:00,21.420000076293945,21.5,21.0,8.945653915405273,135300,0.0,
2013-04-17 00:00:00+00:00,21.25,21.56999969482422,21.07999992370605,8.954085350036621,119800,0.0,
2013-04-18 00:00:00+00:00,21.43000030517578,21.56999969482422,21.309999465942383,9.034104347229004,67400,0.0,
2013-04-19 00:00:00+00:00,21.59000015258789,21.71999931335449,21.420000076293945,9.063591003417969,91000,0.0,
2013-04-22 00:00:00+00:00,21.5,21.700000762939453,21.280000686645508,9.04252815246582,102700,0.0,
2013-04-23 00:00:00+00:00,21.549999237060547,22.030000686645508,21.46999931335449,9.244690895080566,181800,0.0,
2013-04-24 00:00:00+00:00,22.0,22.0,21.479999542236328,9.232059478759766,357100,0.0,
2013-04-25 00:00:00+00:00,21.950000762939453,21.950000762939453,21.25,9.008837699890137,156700,0.0,
2013-04-26 00:00:00+00:00,21.399999618530277,21.75,21.209999084472656,8.941452980041504,89500,0.0,
2013-04-29 00:00:00+00:00,20.799999237060547,21.040000915527344,19.989999771118164,8.718226432800293,943100,0.0,
2013-04-30 00:00:00+00:00,20.700000762939453,20.700000762939453,20.1200008392334,8.608721733093262,257700,0.0,
2013-05-01 00:00:00+00:00,20.530000686645508,20.649999618530277,20.229999542236328,8.587667465209961,207800,0.0,
2013-05-02 00:00:00+00:00,20.36000061035156,20.649999618530277,20.31999969482422,8.625572204589844,169700,0.0,
2013-05-03 00:00:00+00:00,20.549999237060547,20.690000534057617,20.5,8.701379776000977,140300,0.0,
2013-05-06 00:00:00+00:00,20.81999969482422,20.90999984741211,20.31999969482422,8.608721733093262,372200,0.0,
2013-05-07 00:00:00+00:00,20.530000686645508,20.600000381469727,20.399999618530277,8.650842666625977,139700,0.0,
2013-05-08 00:00:00+00:00,20.3700008392334,20.950000762939453,20.3700008392334,8.646629333496094,233400,0.0,
2013-05-09 00:00:00+00:00,20.649999618530277,20.670000076293945,20.399999618530277,8.629782676696777,249400,0.0,
2013-05-10 00:00:00+00:00,20.61000061035156,20.61000061035156,20.020000457763672,8.490799903869629,277900,0.0,
2013-05-13 00:00:00+00:00,20.170000076293945,20.440000534057617,20.030000686645508,8.53101634979248,223700,0.105,
2013-05-14 00:00:00+00:00,20.26000022888184,20.3799991607666,20.09000015258789,8.53101634979248,208300,0.0,
2013-05-15 00:00:00+00:00,20.440000534057617,20.459999084472656,20.149999618530277,8.569120407104492,240700,0.0,
2013-05-16 00:00:00+00:00,20.209999084472656,20.229999542236328,19.850000381469727,8.53101634979248,446700,0.0,
2013-05-17 00:00:00+00:00,20.170000076293945,20.489999771118164,20.100000381469727,8.607222557067871,202700,0.0,
2013-05-20 00:00:00+00:00,20.200000762939453,20.420000076293945,20.200000762939453,8.632625579833984,152600,0.0,
2013-05-21 00:00:00+00:00,20.270000457763672,20.559999465942383,20.020000457763672,8.569120407104492,436800,0.0,
2013-05-22 00:00:00+00:00,20.239999771118164,20.5,20.1200008392334,8.547947883605957,250900,0.0,
2013-05-23 00:00:00+00:00,20.100000381469727,20.18000030517578,19.96999931335449,8.488677024841309,183600,0.0,
2013-05-24 00:00:00+00:00,20.229999542236328,20.31999969482422,20.020000457763672,8.535250663757324,145000,0.0,
2013-05-28 00:00:00+00:00,20.290000915527344,20.299999237060547,20.100000381469727,8.53101634979248,95900,0.0,
2013-05-29 00:00:00+00:00,20.229999542236328,20.229999542236328,19.96999931335449,8.47597599029541,138600,0.0,
2013-05-30 00:00:00+00:00,19.96999931335449,20.239999771118164,19.90999984741211,8.450571060180664,184500,0.0,
