date,MOFG_Open,MOFG_High,MOFG_Low,MOFG_Close,MOFG_Volume,MOFG_Dividends,MOFG_Stock Splits
2008-01-29 00:00:00+00:00,17.399999618530273,17.399999618530273,17.399999618530273,11.162652969360352,0,0.0,
2008-01-30 00:00:00+00:00,17.399999618530273,17.399999618530273,17.399999618530273,11.162652969360352,0,0.0,
2008-01-31 00:00:00+00:00,17.399999618530273,17.399999618530273,17.399999618530273,11.162652969360352,0,0.0,
2008-02-01 00:00:00+00:00,17.399999618530273,17.399999618530273,17.399999618530273,11.162652969360352,0,0.0,
2008-02-04 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,200,0.0,
2008-02-05 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-06 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-07 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-08 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-11 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-12 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-13 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-14 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-15 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-19 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-20 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-21 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-22 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-25 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-26 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-27 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-28 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-02-29 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-03-03 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-03-04 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-03-05 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-03-06 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-03-07 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-03-10 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-03-11 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-03-12 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-03-13 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-03-14 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-03-17 00:00:00+00:00,18.25,18.25,18.25,11.707952499389648,0,0.0,
2008-03-18 00:00:00+00:00,17.25,18.25,17.25,11.707952499389648,200,0.0,
2008-03-19 00:00:00+00:00,19.239999771118164,19.239999771118164,18.25,11.707952499389648,1700,0.0,
2008-03-20 00:00:00+00:00,19.0,19.0,16.0,10.585272789001465,12100,0.0,
2008-03-24 00:00:00+00:00,16.100000381469727,16.350000381469727,16.0,10.328658103942873,4900,0.0,
2008-03-25 00:00:00+00:00,16.100000381469727,16.100000381469727,16.100000381469727,10.328658103942873,0,0.0,
2008-03-26 00:00:00+00:00,16.149999618530273,16.18000030517578,16.100000381469727,10.328658103942873,2100,0.0,
2008-03-27 00:00:00+00:00,16.479999542236328,16.479999542236328,16.100000381469727,10.456961631774902,2200,0.0,
