date,TYG_Open,TYG_High,TYG_Low,TYG_Close,TYG_Volume,TYG_Dividends,TYG_Stock Splits
2004-02-25 00:00:00+00:00,99.91999816894533,100.1999969482422,99.5999984741211,22.749610900878903,168800,0.0,
2004-02-26 00:00:00+00:00,100.1999969482422,102.8000030517578,100.1999969482422,23.332000732421875,16675,0.0,
2004-02-27 00:00:00+00:00,102.8000030517578,104.4000015258789,102.76000213623048,23.65049171447754,18025,0.0,
2004-03-01 00:00:00+00:00,104.1999969482422,104.4000015258789,103.5999984741211,23.65959358215332,21800,0.0,
2004-03-02 00:00:00+00:00,104.0,104.16000366210938,103.4000015258789,23.55039596557617,22725,0.0,
2004-03-03 00:00:00+00:00,103.5999984741211,104.0,102.44000244140624,23.495798110961918,9575,0.0,
2004-03-04 00:00:00+00:00,103.1999969482422,103.1999969482422,100.5999984741211,22.886106491088867,16500,0.0,
2004-03-05 00:00:00+00:00,100.8000030517578,103.1999969482422,100.5999984741211,23.341100692749023,13125,0.0,
2004-03-08 00:00:00+00:00,103.0,103.5999984741211,102.68000030517578,23.432100296020508,5250,0.0,
2004-03-09 00:00:00+00:00,103.1999969482422,103.1999969482422,102.1999969482422,23.25008773803711,4800,0.0,
2004-03-10 00:00:00+00:00,102.4000015258789,102.95999908447266,102.0,23.204608917236328,8725,0.0,
2004-03-11 00:00:00+00:00,101.8000030517578,102.55999755859376,101.36000061035156,23.068103790283203,12600,0.0,
2004-03-12 00:00:00+00:00,102.0,102.36000061035156,101.8000030517578,23.25008773803711,4950,0.0,
2004-03-15 00:00:00+00:00,102.1999969482422,102.55999755859376,102.0,23.29559898376465,6600,0.0,
2004-03-16 00:00:00+00:00,102.4000015258789,102.4000015258789,101.5999984741211,23.25919914245605,9450,0.0,
2004-03-17 00:00:00+00:00,102.23999786376952,102.4000015258789,101.83999633789062,23.204608917236328,13025,0.0,
2004-03-18 00:00:00+00:00,102.1999969482422,102.4000015258789,101.8000030517578,23.222797393798828,17450,0.0,
2004-03-19 00:00:00+00:00,102.4000015258789,102.63999938964844,102.16000366210938,23.350191116333008,20325,0.0,
2004-03-22 00:00:00+00:00,102.44000244140624,102.68000030517578,102.0,23.29559898376465,8375,0.0,
2004-03-23 00:00:00+00:00,102.4000015258789,102.4000015258789,101.44000244140624,23.1045036315918,10050,0.0,
2004-03-24 00:00:00+00:00,101.55999755859376,101.55999755859376,100.4000015258789,22.858806610107425,9225,0.0,
2004-03-25 00:00:00+00:00,100.55999755859376,100.5999984741211,99.5999984741211,22.71320533752441,12400,0.0,
2004-03-26 00:00:00+00:00,100.08000183105467,100.08000183105467,99.63999938964844,22.704116821289062,13650,0.0,
2004-03-29 00:00:00+00:00,99.76000213623048,99.91999816894533,99.1999969482422,22.731401443481445,14000,0.0,
2004-03-30 00:00:00+00:00,99.91999816894533,100.0,99.4800033569336,22.740509033203125,6025,0.0,
2004-03-31 00:00:00+00:00,100.16000366210938,100.1999969482422,99.8000030517578,22.79510498046875,23350,0.0,
2004-04-01 00:00:00+00:00,100.1999969482422,100.1999969482422,99.8000030517578,22.749610900878903,6525,0.0,
2004-04-02 00:00:00+00:00,100.0,100.12000274658205,99.0,22.52211570739746,8100,0.0,
2004-04-05 00:00:00+00:00,99.4000015258789,99.95999908447266,99.0,22.740509033203125,6325,0.0,
2004-04-06 00:00:00+00:00,100.0,100.0,99.63999938964844,22.72230529785156,6050,0.0,
2004-04-07 00:00:00+00:00,99.95999908447266,99.95999908447266,99.1999969482422,22.65861320495605,18225,0.0,
