date,PSCE_Open,PSCE_High,PSCE_Low,PSCE_Close,PSCE_Volume,PSCE_Dividends,PSCE_Stock Splits
2010-04-07 00:00:00+00:00,128.9499969482422,128.9499969482422,127.4499969482422,114.6134033203125,980,0.0,
2010-04-08 00:00:00+00:00,127.5,127.8499984741211,126.4499969482422,114.97310638427734,260,0.0,
2010-04-09 00:00:00+00:00,128.9499969482422,128.9499969482422,128.9499969482422,115.96232604980467,80,0.0,
2010-04-12 00:00:00+00:00,129.25,130.14999389648438,129.0,116.00728607177734,200,0.0,
2010-04-13 00:00:00+00:00,128.1999969482422,128.1999969482422,127.5500030517578,114.7033462524414,100,0.0,
2010-04-14 00:00:00+00:00,129.1999969482422,130.5500030517578,129.0500030517578,117.40116119384766,500,0.0,
2010-04-15 00:00:00+00:00,131.25,131.9499969482422,131.25,118.66014862060548,1000,0.0,
2010-04-16 00:00:00+00:00,131.60000610351562,131.60000610351562,128.25,116.14215850830078,640,0.0,
2010-04-19 00:00:00+00:00,127.6999969482422,128.35000610351562,126.3499984741211,113.89397430419922,560,0.0,
2010-04-20 00:00:00+00:00,127.9499969482422,131.8000030517578,127.9499969482422,118.52526092529295,720,0.0,
2010-04-21 00:00:00+00:00,132.4499969482422,132.5500030517578,130.89999389648438,119.01988220214844,520,0.0,
2010-04-22 00:00:00+00:00,140.75,140.75,130.64999389648438,120.0989761352539,1620,0.0,
2010-04-23 00:00:00+00:00,134.3000030517578,137.10000610351562,134.3000030517578,123.29148864746094,720,0.0,
2010-04-26 00:00:00+00:00,137.35000610351562,138.14999389648438,136.8000030517578,123.02166748046876,460,0.0,
2010-04-27 00:00:00+00:00,135.6999969482422,135.6999969482422,130.8000030517578,117.62602996826172,680,0.0,
2010-04-28 00:00:00+00:00,130.8000030517578,132.60000610351562,130.8000030517578,119.01988220214844,1000,0.0,
2010-04-29 00:00:00+00:00,133.5500030517578,134.39999389648438,132.35000610351562,120.86341094970705,380,0.0,
2010-04-30 00:00:00+00:00,131.25,131.75,130.0,116.90656280517578,880,0.0,
2010-05-03 00:00:00+00:00,130.6999969482422,132.25,130.14999389648438,118.61518096923828,4920,0.0,
2010-05-04 00:00:00+00:00,130.8000030517578,130.8000030517578,127.8000030517578,116.00728607177734,1800,0.0,
2010-05-05 00:00:00+00:00,125.9000015258789,127.5,124.1999969482422,113.3543930053711,1740,0.0,
2010-05-06 00:00:00+00:00,125.9000015258789,125.9000015258789,116.1500015258789,108.76805877685548,5440,0.0,
2010-05-07 00:00:00+00:00,118.5500030517578,118.5500030517578,115.0,104.09180450439452,400,0.0,
2010-05-10 00:00:00+00:00,121.0,121.0,121.0,108.81302642822266,20,0.0,
2010-05-11 00:00:00+00:00,123.3499984741211,126.0,123.3499984741211,111.15113830566406,560,0.0,
2010-05-12 00:00:00+00:00,124.8499984741211,128.5,124.8499984741211,115.55764770507812,1020,0.0,
2010-05-13 00:00:00+00:00,128.85000610351562,129.10000610351562,127.5,115.42273712158205,600,0.0,
2010-05-14 00:00:00+00:00,123.8499984741211,123.8499984741211,123.8499984741211,111.3759536743164,160,0.0,
2010-05-17 00:00:00+00:00,123.8499984741211,123.8499984741211,123.8499984741211,111.3759536743164,0,0.0,
2010-05-18 00:00:00+00:00,124.0500030517578,124.0500030517578,120.4000015258789,108.27344512939452,180,0.0,
2010-05-19 00:00:00+00:00,117.8000030517578,117.8000030517578,115.0999984741211,105.35079956054688,300,0.0,
2010-05-20 00:00:00+00:00,112.5,116.0999984741211,110.0,99.28065490722656,3040,0.0,
2010-05-21 00:00:00+00:00,109.1500015258789,113.75,109.1500015258789,101.84359741210938,240,0.0,
2010-05-24 00:00:00+00:00,113.25,113.25,113.25,101.84359741210938,0,0.0,
2010-05-25 00:00:00+00:00,106.8000030517578,110.1999969482422,105.5999984741211,99.1008071899414,1140,0.0,
2010-05-26 00:00:00+00:00,113.5500030517578,113.5500030517578,112.1500015258789,100.8543930053711,160,0.0,
2010-05-27 00:00:00+00:00,115.4000015258789,117.1500015258789,115.4000015258789,105.35079956054688,200,0.0,
