date,MCHP_Open,MCHP_High,MCHP_Low,MCHP_Close,MCHP_Volume,MCHP_Dividends,MCHP_Stock Splits
1993-03-19 00:00:00+00:00,0.3347049951553345,0.3566530048847198,0.3182440102100372,0.1854811310768127,90045169,0.0,
1993-03-22 00:00:00+00:00,0.3182440102100372,0.3209879994392395,0.310014009475708,0.1776874512434005,13600406,0.0,
1993-03-23 00:00:00+00:00,0.3127569854259491,0.3182440102100372,0.310014009475708,0.1776874512434005,8301488,0.0,
1993-03-24 00:00:00+00:00,0.3182440102100372,0.3209879994392395,0.310014009475708,0.1808048784732818,3663225,0.0,
1993-03-25 00:00:00+00:00,0.323731005191803,0.3347049951553345,0.3209879994392395,0.1885984390974044,4250981,0.0,
1993-03-26 00:00:00+00:00,0.3347049951553345,0.3539089858531952,0.331961989402771,0.1948330700397491,8315156,0.0,
1993-03-29 00:00:00+00:00,0.3484219908714294,0.3484219908714294,0.3429360091686249,0.1963915675878524,7362900,0.0,
1993-03-30 00:00:00+00:00,0.3456789851188659,0.3539089858531952,0.3401919901371002,0.1995089203119278,3809025,0.0,
1993-03-31 00:00:00+00:00,0.3566530048847198,0.3566530048847198,0.3456789851188659,0.2010672241449356,3321506,0.0,
1993-04-01 00:00:00+00:00,0.3484219908714294,0.3566530048847198,0.3456789851188659,0.1995089203119278,1421550,0.0,
1993-04-02 00:00:00+00:00,0.3566530048847198,0.3566530048847198,0.3456789851188659,0.2026261985301971,1904513,0.0,
1993-04-05 00:00:00+00:00,0.3566530048847198,0.3566530048847198,0.3456789851188659,0.2010672241449356,441956,0.0,
1993-04-06 00:00:00+00:00,0.3511660099029541,0.3539089858531952,0.3456789851188659,0.1963915675878524,874800,0.0,
1993-04-07 00:00:00+00:00,0.3539089858531952,0.3539089858531952,0.3456789851188659,0.2010672241449356,1366875,0.0,
1993-04-08 00:00:00+00:00,0.3539089858531952,0.3566530048847198,0.3456789851188659,0.2026261985301971,947700,0.0,
1993-04-12 00:00:00+00:00,0.3566530048847198,0.3566530048847198,0.3484219908714294,0.1979498118162155,186806,0.0,
1993-04-13 00:00:00+00:00,0.3566530048847198,0.3731139898300171,0.3511660099029541,0.205743595957756,2022975,0.0,
1993-04-14 00:00:00+00:00,0.3621399998664856,0.3923180103302002,0.3621399998664856,0.2135366946458816,6187388,0.0,
1993-04-15 00:00:00+00:00,0.3786010146141052,0.3786010146141052,0.3566530048847198,0.205743595957756,3544763,0.0,
1993-04-16 00:00:00+00:00,0.3676269948482513,0.3703700006008148,0.3621399998664856,0.208860844373703,2063981,0.0,
1993-04-19 00:00:00+00:00,0.3676269948482513,0.3676269948482513,0.3539089858531952,0.2026261985301971,1672144,0.0,
1993-04-20 00:00:00+00:00,0.3566530048847198,0.3566530048847198,0.3456789851188659,0.2026261985301971,2360138,0.0,
1993-04-21 00:00:00+00:00,0.3511660099029541,0.3786010146141052,0.3456789851188659,0.2104193568229675,3166594,0.0,
1993-04-22 00:00:00+00:00,0.3731139898300171,0.4005489945411682,0.3676269948482513,0.2213302850723266,2984344,0.0,
1993-04-23 00:00:00+00:00,0.4005489945411682,0.4115230143070221,0.3895750045776367,0.2337996214628219,1868063,0.0,
1993-04-26 00:00:00+00:00,0.4060359895229339,0.4224970042705536,0.3950619995594024,0.2353579849004745,3521981,0.0,
1993-04-27 00:00:00+00:00,0.4142659902572632,0.4334709942340851,0.4087789952754974,0.2462689578533172,2916000,0.0,
1993-04-28 00:00:00+00:00,0.4334709942340851,0.4663920104503631,0.4334709942340851,0.2618551850318908,7900538,0.0,
1993-04-29 00:00:00+00:00,0.460904985666275,0.4663920104503631,0.4170100092887878,0.2493858188390731,8214919,0.0,
1993-04-30 00:00:00+00:00,0.4499309957027435,0.4663920104503631,0.438957005739212,0.264972448348999,5216906,0.0,
1993-05-03 00:00:00+00:00,0.460904985666275,0.4718790054321289,0.460904985666275,0.2680898010730743,1795163,0.0,
1993-05-04 00:00:00+00:00,0.4663920104503631,0.4718790054321289,0.4499309957027435,0.2556205093860626,1612913,0.0,
