date,DG_Open,DG_High,DG_Low,DG_Close,DG_Volume,DG_Dividends,DG_Stock Splits
2009-11-13 00:00:00+00:00,22.0,23.100000381469727,21.75,20.419124603271484,22079100,0.0,
2009-11-16 00:00:00+00:00,22.899999618530277,23.100000381469727,22.1299991607666,20.75150680541992,2080000,0.0,
2009-11-17 00:00:00+00:00,23.030000686645508,23.170000076293945,22.5,20.697607040405277,1328000,0.0,
2009-11-18 00:00:00+00:00,23.0,23.020000457763672,22.5,20.257421493530277,918300,0.0,
2009-11-19 00:00:00+00:00,22.270000457763672,23.13999938964844,22.270000457763672,20.544883728027344,1031500,0.0,
2009-11-20 00:00:00+00:00,22.5,23.32999992370605,22.5,20.850318908691406,1080900,0.0,
2009-11-23 00:00:00+00:00,23.700000762939453,23.979999542236328,23.18000030517578,21.02100372314453,741100,0.0,
2009-11-24 00:00:00+00:00,23.600000381469727,23.649999618530277,23.25,21.11083984375,633100,0.0,
2009-11-25 00:00:00+00:00,23.0,23.799999237060547,22.989999771118164,21.32643699645996,362600,0.0,
2009-11-27 00:00:00+00:00,22.739999771118164,23.299999237060547,22.739999771118164,20.79641914367676,141400,0.0,
2009-11-30 00:00:00+00:00,23.1200008392334,23.1200008392334,22.6200008392334,20.66167640686035,853000,0.0,
2009-12-01 00:00:00+00:00,23.440000534057617,23.56999969482422,23.0,20.94015884399414,803500,0.0,
2009-12-02 00:00:00+00:00,23.290000915527344,23.75,23.25,21.200672149658203,571300,0.0,
2009-12-03 00:00:00+00:00,23.81999969482422,23.81999969482422,23.0,20.94015884399414,410000,0.0,
2009-12-04 00:00:00+00:00,23.46999931335449,23.979999542236328,23.299999237060547,21.42525100708008,318100,0.0,
2009-12-07 00:00:00+00:00,23.770000457763672,23.770000457763672,23.280000686645508,21.22762680053711,271500,0.0,
2009-12-08 00:00:00+00:00,23.5,23.75,23.0,21.22762680053711,652900,0.0,
2009-12-09 00:00:00+00:00,23.6299991607666,24.1200008392334,23.5,21.56000518798828,609400,0.0,
2009-12-10 00:00:00+00:00,24.770000457763672,24.770000457763672,23.38999938964844,21.29050636291504,848400,0.0,
2009-12-11 00:00:00+00:00,23.600000381469727,23.739999771118164,23.11000061035156,20.967103958129883,600300,0.0,
2009-12-14 00:00:00+00:00,23.290000915527344,23.32999992370605,22.75,20.48200798034668,489100,0.0,
2009-12-15 00:00:00+00:00,22.799999237060547,22.88999938964844,22.520000457763672,20.383188247680664,700100,0.0,
2009-12-16 00:00:00+00:00,22.84000015258789,23.049999237060547,22.549999237060547,20.419124603271484,585400,0.0,
2009-12-17 00:00:00+00:00,22.75,22.75,22.07999992370605,20.15861320495605,634000,0.0,
2009-12-18 00:00:00+00:00,22.61000061035156,22.61000061035156,22.11000061035156,20.27538681030273,2105100,0.0,
2009-12-21 00:00:00+00:00,22.5,22.61000061035156,22.170000076293945,20.30233764648437,536400,0.0,
2009-12-22 00:00:00+00:00,22.57999992370605,22.61000061035156,22.299999237060547,20.12266540527344,766100,0.0,
2009-12-23 00:00:00+00:00,23.21999931335449,23.25,22.399999618530277,20.13165855407715,1103000,0.0,
2009-12-24 00:00:00+00:00,22.459999084472656,22.600000381469727,22.100000381469727,19.898096084594727,254300,0.0,
2009-12-28 00:00:00+00:00,22.149999618530277,22.68000030517578,22.149999618530277,20.3203067779541,804300,0.0,
2009-12-29 00:00:00+00:00,22.690000534057617,22.799999237060547,22.530000686645508,20.31132125854492,123500,0.0,
2009-12-30 00:00:00+00:00,22.520000457763672,22.799999237060547,22.520000457763672,20.31132125854492,173300,0.0,
2009-12-31 00:00:00+00:00,22.799999237060547,22.84000015258789,22.3799991607666,20.149621963500977,156700,0.0,
2010-01-04 00:00:00+00:00,22.549999237060547,23.399999618530277,22.399999618530277,20.733545303344727,437200,0.0,
2010-01-05 00:00:00+00:00,23.0,23.26000022888184,22.959999084472656,20.89524269104004,283600,0.0,
2010-01-06 00:00:00+00:00,23.600000381469727,23.899999618530277,23.40999984741211,21.182706832885746,968100,0.0,
2010-01-07 00:00:00+00:00,23.549999237060547,23.780000686645508,23.399999618530277,21.32643699645996,360700,0.0,
2010-01-08 00:00:00+00:00,23.63999938964844,24.149999618530277,23.31999969482422,21.44322395324707,967300,0.0,
2010-01-11 00:00:00+00:00,23.850000381469727,24.07999992370605,23.76000022888184,21.56000518798828,253500,0.0,
2010-01-12 00:00:00+00:00,23.850000381469727,24.0,23.559999465942383,21.515092849731445,517700,0.0,
2010-01-13 00:00:00+00:00,23.950000762939453,24.399999618530277,23.809999465942383,21.829504013061523,596300,0.0,
2010-01-14 00:00:00+00:00,24.18000030517578,24.200000762939453,23.93000030517578,21.739669799804688,201500,0.0,
2010-01-15 00:00:00+00:00,24.440000534057617,24.5,24.100000381469727,21.883405685424805,202100,0.0,
2010-01-19 00:00:00+00:00,24.399999618530277,24.899999618530277,24.229999542236328,22.054086685180664,679300,0.0,
2010-01-20 00:00:00+00:00,24.51000022888184,24.799999237060547,24.25,22.018156051635746,589800,0.0,
2010-01-21 00:00:00+00:00,24.530000686645508,24.71999931335449,23.899999618530277,21.54203987121582,203300,0.0,
2010-01-22 00:00:00+00:00,23.989999771118164,24.040000915527344,22.770000457763672,20.967103958129883,892700,0.0,
2010-01-25 00:00:00+00:00,23.63999938964844,23.63999938964844,23.059999465942383,20.976089477539062,119500,0.0,
2010-01-26 00:00:00+00:00,23.399999618530277,23.68000030517578,23.31999969482422,21.137792587280277,164800,0.0,
2010-01-27 00:00:00+00:00,23.600000381469727,23.600000381469727,23.3700008392334,21.15575408935547,175300,0.0,
2010-01-28 00:00:00+00:00,23.790000915527344,24.1200008392334,23.38999938964844,21.416278839111328,131400,0.0,
2010-01-29 00:00:00+00:00,24.0,24.0,23.229999542236328,21.10185813903809,337800,0.0,
2010-02-01 00:00:00+00:00,23.68000030517578,23.68000030517578,23.1299991607666,20.99405288696289,407500,0.0,
2010-02-02 00:00:00+00:00,23.32999992370605,23.71999931335449,23.190000534057617,21.22762680053711,208300,0.0,
2010-02-03 00:00:00+00:00,23.600000381469727,23.86000061035156,23.40999984741211,21.416278839111328,827700,0.0,
2010-02-04 00:00:00+00:00,23.63999938964844,23.75,22.350000381469727,20.1855525970459,714000,0.0,
2010-02-05 00:00:00+00:00,22.40999984741211,22.56999969482422,21.299999237060547,19.50282287597656,1137100,0.0,
2010-02-08 00:00:00+00:00,21.8799991607666,22.6299991607666,21.76000022888184,20.11369132995605,208100,0.0,
2010-02-09 00:00:00+00:00,22.489999771118164,22.76000022888184,22.270000457763672,20.26640510559082,220700,0.0,
2010-02-10 00:00:00+00:00,22.3799991607666,22.3799991607666,21.8700008392334,19.808252334594727,403900,0.0,
2010-02-11 00:00:00+00:00,21.96999931335449,22.18000030517578,21.950000762939453,19.817235946655277,107600,0.0,
2010-02-12 00:00:00+00:00,21.90999984741211,22.549999237060547,21.8799991607666,20.257421493530277,125600,0.0,
2010-02-16 00:00:00+00:00,22.649999618530277,23.06999969482422,22.270000457763672,20.68862533569336,248000,0.0,
2010-02-17 00:00:00+00:00,23.040000915527344,23.38999938964844,22.59000015258789,20.44606590270996,189800,0.0,
2010-02-18 00:00:00+00:00,22.63999938964844,23.5,22.5,20.913204193115234,121400,0.0,
2010-02-19 00:00:00+00:00,23.290000915527344,23.959999084472656,23.290000915527344,21.182706832885746,187600,0.0,
2010-02-22 00:00:00+00:00,23.5,23.520000457763672,23.09000015258789,20.87726783752441,155500,0.0,
2010-02-23 00:00:00+00:00,23.200000762939453,23.729999542236328,23.100000381469727,21.23660469055176,134300,0.0,
2010-02-24 00:00:00+00:00,23.809999465942383,24.350000381469727,23.75,21.70374298095703,208400,0.0,
2010-02-25 00:00:00+00:00,23.81999969482422,24.06999969482422,23.520000457763672,21.380334854125977,258000,0.0,
2010-02-26 00:00:00+00:00,23.90999984741211,23.959999084472656,23.51000022888184,21.46118927001953,265000,0.0,
2010-03-01 00:00:00+00:00,24.01000022888184,24.56999969482422,23.8799991607666,21.640853881835938,271500,0.0,
2010-03-02 00:00:00+00:00,24.1299991607666,24.299999237060547,23.770000457763672,21.595932006835938,279500,0.0,
2010-03-03 00:00:00+00:00,24.0,24.11000061035156,23.81999969482422,21.551025390625,114700,0.0,
2010-03-04 00:00:00+00:00,24.020000457763672,24.399999618530277,23.989999771118164,21.739669799804688,149900,0.0,
2010-03-05 00:00:00+00:00,24.25,24.739999771118164,24.18000030517578,22.02714157104492,189900,0.0,
2010-03-08 00:00:00+00:00,24.549999237060547,24.8799991607666,24.51000022888184,22.16188621520996,144800,0.0,
2010-03-09 00:00:00+00:00,24.549999237060547,25.239999771118164,24.5,22.566143035888672,185200,0.0,
2010-03-10 00:00:00+00:00,25.11000061035156,25.18000030517578,24.90999984741211,22.512229919433597,248200,0.0,
2010-03-11 00:00:00+00:00,24.989999771118164,25.190000534057617,24.809999465942383,22.55715751647949,99800,0.0,
2010-03-12 00:00:00+00:00,25.13999938964844,25.25,24.979999542236328,22.575122833251957,55300,0.0,
2010-03-15 00:00:00+00:00,25.15999984741211,25.25,24.8700008392334,22.48528861999512,195600,0.0,
2010-03-16 00:00:00+00:00,25.020000457763672,25.200000762939453,24.86000061035156,22.566143035888672,109300,0.0,
2010-03-17 00:00:00+00:00,25.11000061035156,26.51000022888184,24.940000534057617,23.194976806640625,503500,0.0,
2010-03-18 00:00:00+00:00,25.8799991607666,25.93000030517578,25.229999542236328,22.67393684387207,156700,0.0,
2010-03-19 00:00:00+00:00,25.600000381469727,25.75,25.0,22.99733543395996,741400,0.0,
2010-03-22 00:00:00+00:00,25.559999465942383,25.71999931335449,24.950000762939453,22.46732521057129,234000,0.0,
2010-03-23 00:00:00+00:00,25.0,25.25,24.899999618530277,22.620037078857425,152500,0.0,
2010-03-24 00:00:00+00:00,25.170000076293945,25.96999931335449,25.0,22.682920455932617,1307200,0.0,
2010-03-25 00:00:00+00:00,25.440000534057617,25.479999542236328,24.290000915527344,21.946287155151367,367900,0.0,
2010-03-26 00:00:00+00:00,24.59000015258789,25.18000030517578,24.350000381469727,22.449357986450195,793000,0.0,
2010-03-29 00:00:00+00:00,25.229999542236328,25.600000381469727,25.15999984741211,22.772754669189453,336700,0.0,
2010-03-30 00:00:00+00:00,25.5,25.90999984741211,25.200000762939453,23.16802406311035,553100,0.0,
2010-03-31 00:00:00+00:00,26.399999618530277,26.399999618530277,24.850000381469727,22.682920455932617,1212100,0.0,
2010-04-01 00:00:00+00:00,25.350000381469727,25.799999237060547,25.290000915527344,22.92547416687012,1232200,0.0,
2010-04-05 00:00:00+00:00,25.729999542236328,25.799999237060547,25.38999938964844,23.177005767822266,621500,0.0,
2010-04-06 00:00:00+00:00,26.11000061035156,27.01000022888184,26.07999992370605,24.26399040222168,716600,0.0,
2010-04-07 00:00:00+00:00,27.020000457763672,27.100000381469727,26.43000030517578,23.850749969482425,731700,0.0,
2010-04-08 00:00:00+00:00,26.600000381469727,26.76000022888184,26.229999542236328,23.8148193359375,210300,0.0,
2010-04-09 00:00:00+00:00,26.600000381469727,26.63999938964844,26.25,23.778886795043945,305300,0.0,
2010-04-12 00:00:00+00:00,26.450000762939453,26.57999992370605,26.18000030517578,23.572269439697266,252100,0.0,
2010-04-13 00:00:00+00:00,26.25,27.18000030517578,26.190000534057617,24.281959533691406,1792000,0.0,
2010-04-14 00:00:00+00:00,27.149999618530277,27.86000061035156,26.690000534057617,24.722143173217773,1010100,0.0,
2010-04-15 00:00:00+00:00,27.5,27.6299991607666,26.950000762939453,24.25500869750977,11184100,0.0,
2010-04-16 00:00:00+00:00,27.0,28.8799991607666,27.0,25.692344665527344,3306900,0.0,
2010-04-19 00:00:00+00:00,28.600000381469727,29.549999237060547,28.1200008392334,26.06065368652344,1889200,0.0,
2010-04-20 00:00:00+00:00,29.25,29.25,28.07999992370605,25.37792205810547,1273300,0.0,
2010-04-21 00:00:00+00:00,28.200000762939453,28.450000762939453,27.899999618530277,25.32402229309082,1229100,0.0,
