date,VTWG_Open,VTWG_High,VTWG_Low,VTWG_Close,VTWG_Volume,VTWG_Dividends,VTWG_Stock Splits
2010-09-22 00:00:00+00:00,51.59999847412109,52.709999084472656,51.59999847412109,47.41189193725586,16400,0.0,
2010-09-23 00:00:00+00:00,51.65999984741211,52.5,51.59000015258789,47.03862380981445,7700,0.0,
2010-09-24 00:00:00+00:00,52.68999862670898,53.20000076293945,52.68999862670898,48.431522369384766,500,0.0,
2010-09-27 00:00:00+00:00,53.33000183105469,53.43000030517578,53.16999816894531,48.45881652832031,8200,0.0,
2010-09-28 00:00:00+00:00,52.59999847412109,53.79999923706055,52.52000045776367,48.93220901489258,85100,0.0,
2010-09-29 00:00:00+00:00,53.66999816894531,54.130001068115234,53.66999816894531,49.27815628051758,28700,0.0,
2010-09-30 00:00:00+00:00,54.52999877929688,54.52999877929688,53.5,49.00504302978516,30700,0.0,
2010-10-01 00:00:00+00:00,54.36000061035156,54.36000061035156,54.18999862670898,49.332763671875,400,0.0,
2010-10-04 00:00:00+00:00,54.09999847412109,54.09999847412109,53.290000915527344,48.5589599609375,3200,0.0,
2010-10-05 00:00:00+00:00,53.91999816894531,55.02999877929688,53.90999984741211,50.070159912109375,8400,0.0,
2010-10-06 00:00:00+00:00,54.97999954223633,54.97999954223633,54.68999862670898,49.7879524230957,2200,0.0,
2010-10-07 00:00:00+00:00,54.68000030517578,54.68000030517578,54.20000076293945,49.341888427734375,600,0.0,
2010-10-08 00:00:00+00:00,54.470001220703125,55.43000030517578,54.41999816894531,50.461612701416016,3900,0.0,
2010-10-11 00:00:00+00:00,55.209999084472656,55.63999938964844,55.09999847412109,50.33417510986328,23900,0.0,
2010-10-12 00:00:00+00:00,55.02999877929688,55.43999862670898,54.84000015258789,50.461612701416016,4700,0.0,
2010-10-13 00:00:00+00:00,55.63999938964844,56.61000061035156,55.56999969482422,51.417510986328125,12900,0.0,
2010-10-14 00:00:00+00:00,56.209999084472656,56.34999847412109,55.84000015258789,50.84397506713867,7800,0.0,
2010-10-15 00:00:00+00:00,56.619998931884766,56.619998931884766,55.720001220703125,51.126197814941406,22400,0.0,
2010-10-18 00:00:00+00:00,56.2400016784668,56.459999084472656,56.130001068115234,51.36288833618164,16300,0.0,
