date,DRD_Open,DRD_High,DRD_Low,DRD_Close,DRD_Volume,DRD_Dividends,DRD_Stock Splits
1994-05-16 00:00:00+00:00,130.0,130.0,122.5,68.92249298095703,290,0.0,
1994-05-17 00:00:00+00:00,130.0,130.0,125.0,73.14222717285156,210,0.0,
1994-05-18 00:00:00+00:00,122.5,122.5,122.5,68.92249298095703,200,0.0,
1994-05-19 00:00:00+00:00,125.0,132.5,125.0,70.32906341552734,360,0.0,
1994-05-20 00:00:00+00:00,125.0,132.5,125.0,73.14222717285156,730,0.0,
1994-05-23 00:00:00+00:00,127.5,137.5,127.5,77.36196899414062,650,0.0,
1994-05-24 00:00:00+00:00,130.0,137.5,130.0,75.95538330078125,1380,0.0,
1994-05-25 00:00:00+00:00,137.5,137.5,127.5,77.36196899414062,1020,0.0,
1994-05-26 00:00:00+00:00,135.0,135.0,127.5,72.4389419555664,710,0.0,
1994-05-27 00:00:00+00:00,135.0,135.0,125.0,71.73564910888672,1080,0.0,
1994-05-31 00:00:00+00:00,135.0,135.0,127.5,72.4389419555664,1030,0.0,
1994-06-01 00:00:00+00:00,135.0,135.0,125.0,70.32906341552734,260,0.0,
1994-06-02 00:00:00+00:00,135.0,135.0,127.5,72.4389419555664,4790,0.0,
1994-06-03 00:00:00+00:00,137.5,137.5,127.5,77.36196899414062,1190,0.0,
1994-06-06 00:00:00+00:00,135.0,135.0,135.0,75.95538330078125,70,0.0,
1994-06-07 00:00:00+00:00,135.0,135.0,127.5,74.54882049560547,140,0.0,
1994-06-08 00:00:00+00:00,130.0,137.5,130.0,77.36196899414062,420,0.0,
1994-06-09 00:00:00+00:00,137.5,137.5,137.5,77.36196899414062,10,0.0,
1994-06-10 00:00:00+00:00,135.0,137.5,135.0,77.36196899414062,160,0.0,
1994-06-13 00:00:00+00:00,140.0,140.0,132.5,74.54882049560547,370,0.0,
1994-06-14 00:00:00+00:00,140.0,140.0,132.5,74.54882049560547,120,0.0,
1994-06-15 00:00:00+00:00,140.0,140.0,132.5,78.7685546875,70,0.0,
1994-06-16 00:00:00+00:00,0.0,145.0,135.0,80.17513275146484,310,0.0,
1994-06-17 00:00:00+00:00,0.0,145.0,145.0,81.58172607421875,30,0.0,
1994-06-20 00:00:00+00:00,0.0,145.0,137.5,80.17513275146484,390,0.0,
1994-06-21 00:00:00+00:00,0.0,150.0,142.5,82.9883041381836,990,0.0,
1994-06-22 00:00:00+00:00,0.0,147.5,140.0,80.17513275146484,1040,0.0,
1994-06-23 00:00:00+00:00,0.0,142.5,142.5,80.17513275146484,20,0.0,
1994-06-24 00:00:00+00:00,0.0,145.0,141.25,80.87841033935547,740,0.0,
1994-06-27 00:00:00+00:00,0.0,110.0,102.5,57.66982650756836,740,0.0,
1994-06-28 00:00:00+00:00,0.0,110.0,92.5,57.66982650756836,5650,0.0,
1994-06-29 00:00:00+00:00,0.0,102.5,87.5,50.63693618774414,1490,0.0,
1994-06-30 00:00:00+00:00,0.0,100.0,92.5,53.4500846862793,140,0.0,
1994-07-01 00:00:00+00:00,0.0,107.5,102.5,59.07638931274414,1040,0.0,
1994-07-05 00:00:00+00:00,0.0,107.5,102.5,57.66982650756836,300,0.0,
1994-07-06 00:00:00+00:00,0.0,102.5,95.0,53.4500846862793,770,0.0,
1994-07-07 00:00:00+00:00,95.0,95.0,95.0,53.4500846862793,0,0.0,
1994-07-08 00:00:00+00:00,0.0,107.5,97.5,56.26323318481445,150,0.0,
1994-07-11 00:00:00+00:00,0.0,107.5,100.0,56.26323318481445,400,0.0,
1994-07-12 00:00:00+00:00,0.0,110.0,102.5,57.66982650756836,80,0.0,
1994-07-13 00:00:00+00:00,0.0,105.0,102.5,57.66982650756836,240,0.0,
1994-07-14 00:00:00+00:00,0.0,112.5,112.5,63.2961540222168,80,0.0,
1994-07-15 00:00:00+00:00,0.0,115.0,107.5,63.2961540222168,90,0.0,
1994-07-18 00:00:00+00:00,0.0,115.0,115.0,64.7027359008789,310,0.0,
1994-07-19 00:00:00+00:00,0.0,112.5,107.5,63.2961540222168,440,0.0,
1994-07-20 00:00:00+00:00,0.0,112.5,112.5,63.2961540222168,60,0.0,
1994-07-21 00:00:00+00:00,0.0,115.0,108.75,63.99946212768555,500,0.0,
1994-07-22 00:00:00+00:00,0.0,112.5,112.5,63.2961540222168,120,0.0,
1994-07-25 00:00:00+00:00,0.0,112.5,112.5,63.2961540222168,20,0.0,
1994-07-26 00:00:00+00:00,0.0,117.5,110.0,63.99946212768555,1730,0.0,
1994-07-27 00:00:00+00:00,0.0,127.5,117.5,71.73564910888672,1860,0.0,
1994-07-28 00:00:00+00:00,0.0,127.5,120.0,67.51589965820312,340,0.0,
1994-07-29 00:00:00+00:00,0.0,127.5,120.0,67.51589965820312,240,0.0,
1994-08-01 00:00:00+00:00,0.0,122.5,120.0,68.92249298095703,100,0.0,
1994-08-02 00:00:00+00:00,0.0,125.0,118.75,67.51589965820312,350,0.0,
1994-08-03 00:00:00+00:00,0.0,120.0,116.25,65.4060287475586,640,0.0,
1994-08-04 00:00:00+00:00,0.0,120.0,115.0,66.10931396484375,690,0.0,
1994-08-05 00:00:00+00:00,0.0,116.875,114.375,65.7576675415039,2390,0.0,
1994-08-08 00:00:00+00:00,0.0,117.5,112.5,63.2961540222168,110,0.0,
1994-08-09 00:00:00+00:00,0.0,115.0,107.8125,61.88957977294922,3360,0.0,
1994-08-10 00:00:00+00:00,0.0,112.5,110.0,61.88957977294922,990,0.0,
1994-08-11 00:00:00+00:00,0.0,110.0,110.0,61.88957977294922,40,0.0,
1994-08-12 00:00:00+00:00,0.0,112.5,107.5,60.48298645019531,190,0.0,
1994-08-15 00:00:00+00:00,0.0,110.0,102.5,59.07638931274414,1340,0.0,
1994-08-16 00:00:00+00:00,0.0,107.5,107.5,60.48298645019531,160,0.0,
1994-08-17 00:00:00+00:00,0.0,107.5,107.5,60.48298645019531,10,0.0,
1994-08-18 00:00:00+00:00,107.5,107.5,107.5,60.48298645019531,0,0.0,
1994-08-19 00:00:00+00:00,0.0,110.0,110.0,61.88957977294922,100,0.0,
1994-08-22 00:00:00+00:00,0.0,115.0,110.0,61.88957977294922,120,0.0,
1994-08-23 00:00:00+00:00,0.0,110.0,105.0,61.88957977294922,1710,0.0,
1994-08-24 00:00:00+00:00,0.0,112.5,108.75,63.2961540222168,370,0.0,
1994-08-25 00:00:00+00:00,112.5,112.5,112.5,63.2961540222168,0,0.0,
1994-08-26 00:00:00+00:00,0.0,122.5,117.5,66.10931396484375,380,0.0,
1994-08-29 00:00:00+00:00,0.0,122.5,117.5,67.51589965820312,1140,0.0,
1994-08-30 00:00:00+00:00,0.0,122.5,122.5,68.92249298095703,2600,0.0,
1994-08-31 00:00:00+00:00,0.0,127.5,120.0,67.51589965820312,180,0.0,
1994-09-01 00:00:00+00:00,0.0,125.0,124.0625,70.32906341552734,210,0.0,
1994-09-02 00:00:00+00:00,0.0,127.5,120.0,68.92249298095703,260,0.0,
1994-09-06 00:00:00+00:00,0.0,130.0,130.0,73.14222717285156,320,0.0,
1994-09-07 00:00:00+00:00,0.0,130.0,122.5,73.14222717285156,1630,0.0,
1994-09-08 00:00:00+00:00,0.0,125.0,120.0,70.32906341552734,920,0.0,
1994-09-09 00:00:00+00:00,0.0,126.25,125.0,70.32906341552734,50,0.0,
