date,WBA_Open,WBA_High,WBA_Low,WBA_Close,WBA_Volume,WBA_Dividends,WBA_Stock Splits
1980-03-17 00:00:00+00:00,0.0,0.2109380066394806,0.2089840024709701,0.1014676094055175,448000,0.0,
1980-03-18 00:00:00+00:00,0.0,0.2099609971046447,0.2070309966802597,0.1009938046336174,422400,0.0,
1980-03-19 00:00:00+00:00,0.0,0.2138669937849044,0.2080080062150955,0.1038384437561035,396800,0.0,
1980-03-20 00:00:00+00:00,0.0,0.2128909975290298,0.2128909975290298,0.1033645570278167,25600,0.0,
1980-03-21 00:00:00+00:00,0.0,0.2138669937849044,0.2119140028953552,0.1038384437561035,294400,0.0,
1980-03-24 00:00:00+00:00,0.0,0.2148440033197403,0.2128909975290298,0.1033645570278167,806400,0.0,
1980-03-25 00:00:00+00:00,0.0,0.2148440033197403,0.2109380066394806,0.1024163514375686,4172800,0.0,
1980-03-26 00:00:00+00:00,0.0,0.2158199995756149,0.2109380066394806,0.1043128222227096,819200,0.0,
1980-03-27 00:00:00+00:00,0.0,0.2138669937849044,0.2099609971046447,0.1033645570278167,1753600,0.0,
1980-03-28 00:00:00+00:00,0.0,0.2148440033197403,0.2119140028953552,0.1038384437561035,960000,0.0,
1980-03-31 00:00:00+00:00,0.0,0.2207030057907104,0.2128909975290298,0.1071574911475181,640000,0.0,
1980-04-01 00:00:00+00:00,0.0,0.2207030057907104,0.2197269946336746,0.1071574911475181,1830400,0.0,
1980-04-02 00:00:00+00:00,0.0,0.21875,0.2148440033197403,0.1047867834568023,1856000,0.0,
1980-04-03 00:00:00+00:00,0.0,0.2158199995756149,0.2138669937849044,0.1043128222227096,396800,0.0,
1980-04-07 00:00:00+00:00,0.0,0.2138669937849044,0.2109380066394806,0.1024163514375686,1190400,0.0,
1980-04-08 00:00:00+00:00,0.0,0.2109380066394806,0.2099609971046447,0.1024163514375686,51200,0.0,
1980-04-09 00:00:00+00:00,0.0,0.2109380066394806,0.2089840024709701,0.1019419878721237,716800,0.0,
1980-04-10 00:00:00+00:00,0.0,0.2128909975290298,0.2099609971046447,0.1033645570278167,2112000,0.0,
1980-04-11 00:00:00+00:00,0.0,0.2128909975290298,0.2109380066394806,0.1024163514375686,742400,0.0,
1980-04-14 00:00:00+00:00,0.0,0.2128909975290298,0.2099609971046447,0.1033645570278167,934400,0.0,
1980-04-15 00:00:00+00:00,0.0,0.2138669937849044,0.2109380066394806,0.1024163514375686,3558400,0.0,
1980-04-16 00:00:00+00:00,0.0,0.2158199995756149,0.2119140028953552,0.1028901562094688,1651200,0.0,
1980-04-17 00:00:00+00:00,0.0,0.2119140028953552,0.2109380066394806,0.1028901562094688,89600,0.0,
1980-04-18 00:00:00+00:00,0.0,0.2128909975290298,0.2119140028953552,0.1033645570278167,755200,0.0,
1980-04-21 00:00:00+00:00,0.0,0.2109380066394806,0.2099609971046447,0.1019419878721237,3494400,0.0,
1980-04-22 00:00:00+00:00,0.0,0.2119140028953552,0.2099609971046447,0.1028901562094688,204800,0.0,
1980-04-23 00:00:00+00:00,0.0,0.2148440033197403,0.2128909975290298,0.1043128222227096,4454400,0.0,
1980-04-24 00:00:00+00:00,0.0,0.2158199995756149,0.2128909975290298,0.1047867834568023,332800,0.0,
1980-04-25 00:00:00+00:00,0.0,0.21875,0.2148440033197403,0.1062093004584312,345600,0.0,
1980-04-28 00:00:00+00:00,0.0,0.2177730053663253,0.2148440033197403,0.1047867834568023,793600,0.0,
1980-04-29 00:00:00+00:00,0.0,0.2158199995756149,0.2158199995756149,0.1047867834568023,115200,0.0,
1980-04-30 00:00:00+00:00,0.0,0.2197269946336746,0.2167969942092895,0.106683649122715,332800,0.0,
