date,SKT_Open,SKT_High,SKT_Low,SKT_Close,SKT_Volume,SKT_Dividends,SKT_Stock Splits
1993-05-28 00:00:00+00:00,5.90625,6.28125,5.875,1.0188610553741455,8848000,0.0,
1993-06-01 00:00:00+00:00,6.25,6.375,6.15625,1.008672118186951,1505200,0.0,
1993-06-02 00:00:00+00:00,6.1875,6.46875,6.1875,1.039238691329956,483600,0.0,
1993-06-03 00:00:00+00:00,6.375,6.5625,6.375,1.039238691329956,266400,0.0,
1993-06-04 00:00:00+00:00,6.34375,6.40625,6.1875,1.0341439247131348,420800,0.0,
1993-06-07 00:00:00+00:00,6.3125,6.34375,6.1875,1.008672118186951,321600,0.0,
1993-06-08 00:00:00+00:00,6.1875,6.1875,6.0625,0.9933898448944092,322000,0.0,
1993-06-09 00:00:00+00:00,6.0625,6.125,5.96875,0.9730128645896912,176400,0.0,
1993-06-10 00:00:00+00:00,6.0,6.09375,6.0,0.9832018613815308,101200,0.0,
1993-06-11 00:00:00+00:00,6.09375,6.15625,6.03125,0.9984840750694276,97200,0.0,
1993-06-14 00:00:00+00:00,6.125,6.21875,6.125,1.008672118186951,92400,0.0,
1993-06-15 00:00:00+00:00,6.15625,6.1875,6.09375,0.9984840750694276,99600,0.0,
1993-06-16 00:00:00+00:00,6.1875,6.21875,6.15625,1.008672118186951,152800,0.0,
1993-06-17 00:00:00+00:00,6.15625,6.25,6.15625,1.008672118186951,208400,0.0,
1993-06-18 00:00:00+00:00,6.1875,6.28125,6.1875,1.008672118186951,102800,0.0,
1993-06-21 00:00:00+00:00,6.1875,6.28125,6.15625,1.0188610553741455,101600,0.0,
1993-06-22 00:00:00+00:00,6.25,6.40625,6.25,1.0290499925613403,75600,0.0,
1993-06-23 00:00:00+00:00,6.3125,6.3125,6.28125,1.0239555835723877,75600,0.0,
1993-06-24 00:00:00+00:00,6.3125,6.34375,6.21875,1.0137670040130615,84000,0.0,
1993-06-25 00:00:00+00:00,6.28125,6.28125,6.21875,1.0137670040130615,80400,0.0,
1993-06-28 00:00:00+00:00,6.28125,6.28125,6.25,1.0239555835723877,39200,0.0,
1993-06-29 00:00:00+00:00,6.25,6.28125,6.1875,1.0137670040130615,134000,0.0,
1993-06-30 00:00:00+00:00,6.25,6.375,6.21875,1.039238691329956,64800,0.0,
1993-07-01 00:00:00+00:00,6.4375,6.59375,6.4375,1.0748987197875977,366400,0.0,
1993-07-02 00:00:00+00:00,6.5625,6.59375,6.53125,1.0698046684265137,130800,0.0,
1993-07-06 00:00:00+00:00,6.53125,6.65625,6.53125,1.0850871801376345,63200,0.0,
1993-07-07 00:00:00+00:00,6.65625,6.75,6.625,1.100370168685913,79600,0.0,
1993-07-08 00:00:00+00:00,6.6875,7.0,6.6875,1.1360305547714231,226000,0.0,
1993-07-09 00:00:00+00:00,7.03125,7.1875,7.0,1.1411248445510864,100000,0.0,
1993-07-12 00:00:00+00:00,6.96875,7.0,6.90625,1.1360305547714231,71600,0.0,
1993-07-13 00:00:00+00:00,7.0,7.125,7.0,1.151313066482544,68400,0.0,
1993-07-14 00:00:00+00:00,7.09375,7.1875,7.03125,1.156407594680786,53600,0.0,
1993-07-15 00:00:00+00:00,7.0625,7.09375,7.03125,1.1462188959121704,82000,0.0,
1993-07-16 00:00:00+00:00,7.0625,7.0625,6.59375,1.0850871801376345,320000,0.0,
1993-07-19 00:00:00+00:00,6.65625,6.65625,6.65625,1.0850871801376345,113200,0.0,
1993-07-20 00:00:00+00:00,6.59375,6.625,6.59375,1.0748987197875977,206800,0.0,
1993-07-21 00:00:00+00:00,6.625,6.6875,6.625,1.0850871801376345,52800,0.0,
1993-07-22 00:00:00+00:00,6.71875,6.71875,6.65625,1.0850871801376345,111600,0.0,
1993-07-23 00:00:00+00:00,6.71875,6.78125,6.71875,1.100370168685913,52400,0.0,
1993-07-26 00:00:00+00:00,6.78125,6.78125,6.6875,1.0901819467544556,14000,0.0,
1993-07-27 00:00:00+00:00,6.6875,6.71875,6.59375,1.0748987197875977,77200,0.0,
1993-07-28 00:00:00+00:00,6.625,6.75,6.59375,1.1051894426345823,99200,0.02875,
1993-07-29 00:00:00+00:00,6.75,6.90625,6.75,1.1307724714279177,58800,0.0,
1993-07-30 00:00:00+00:00,7.0,7.0,6.9375,1.1410053968429563,24800,0.0,
1993-08-02 00:00:00+00:00,6.96875,6.96875,6.875,1.1307724714279177,66000,0.0,
1993-08-03 00:00:00+00:00,6.90625,6.96875,6.90625,1.1410053968429563,34000,0.0,
1993-08-04 00:00:00+00:00,6.9375,6.9375,6.90625,1.1307724714279177,8800,0.0,
1993-08-05 00:00:00+00:00,6.875,6.90625,6.875,1.1256557703018188,29600,0.0,
1993-08-06 00:00:00+00:00,6.875,6.9375,6.875,1.1307724714279177,8400,0.0,
1993-08-09 00:00:00+00:00,6.875,6.90625,6.875,1.1256557703018188,16800,0.0,
1993-08-10 00:00:00+00:00,6.875,6.875,6.875,1.1256557703018188,13200,0.0,
1993-08-11 00:00:00+00:00,6.875,6.9375,6.78125,1.110305905342102,347200,0.0,
1993-08-12 00:00:00+00:00,6.75,6.75,6.6875,1.1051894426345823,24400,0.0,
1993-08-13 00:00:00+00:00,6.6875,6.8125,6.6875,1.110305905342102,116000,0.0,
1993-08-16 00:00:00+00:00,6.78125,6.78125,6.71875,1.1000726222991943,30400,0.0,
1993-08-17 00:00:00+00:00,6.6875,6.78125,6.6875,1.1051894426345823,96000,0.0,
1993-08-18 00:00:00+00:00,6.75,6.75,6.71875,1.1051894426345823,51600,0.0,
1993-08-19 00:00:00+00:00,6.75,6.75,6.6875,1.0949562788009644,17600,0.0,
1993-08-20 00:00:00+00:00,6.71875,6.71875,6.65625,1.0898391008377075,171600,0.0,
1993-08-23 00:00:00+00:00,6.65625,6.6875,6.65625,1.0898391008377075,9600,0.0,
1993-08-24 00:00:00+00:00,6.65625,6.65625,6.625,1.0847229957580566,14000,0.0,
1993-08-25 00:00:00+00:00,6.5625,6.5625,6.5,1.0642555952072144,298400,0.0,
1993-08-26 00:00:00+00:00,6.5,6.59375,6.5,1.0744892358779907,154000,0.0,
