date,OIH_Open,OIH_High,OIH_Low,OIH_Close,OIH_Volume,OIH_Dividends,OIH_Stock Splits
2001-02-26 00:00:00+00:00,570.625,600.3125,570.625,409.9233703613281,13755,0.0,
2001-02-27 00:00:00+00:00,596.6666870117188,603.3333129882812,591.6666870117188,410.7079162597656,5730,0.206667,
2001-02-28 00:00:00+00:00,591.6666870117188,595.0,579.6875,400.439453125,4380,0.033333,
2001-03-01 00:00:00+00:00,588.9583129882812,594.6875,583.0208129882812,400.0104064941406,1995,0.0,
2001-03-02 00:00:00+00:00,591.6666870117188,608.0208129882812,591.6666870117188,417.1629638671875,6705,0.0,
2001-03-05 00:00:00+00:00,606.9791870117188,623.3333129882812,606.9791870117188,424.73870849609375,10560,0.0,
2001-03-06 00:00:00+00:00,615.2083129882812,630.0,614.2708129882812,431.52825927734375,1950,0.0,
2001-03-07 00:00:00+00:00,635.3125,650.0,631.5625,445.3216247558594,25410,0.0,
2001-03-08 00:00:00+00:00,652.5,656.3541870117188,639.5833129882812,446.3936767578125,22590,0.0,
2001-03-09 00:00:00+00:00,658.9583129882812,658.9583129882812,638.0208129882812,439.6759033203125,41505,0.0,
2001-03-12 00:00:00+00:00,633.3333129882812,638.4375,622.0833129882812,427.6689147949219,14490,0.0,
2001-03-13 00:00:00+00:00,614.6875,618.6458129882812,598.6458129882812,415.3049621582031,95775,0.0,
2001-03-14 00:00:00+00:00,598.9583129882812,615.8333129882812,588.2291870117188,408.5867309570313,21165,0.0,
2001-03-15 00:00:00+00:00,596.6666870117188,596.6666870117188,573.3333129882812,394.07855224609375,25545,0.0,
2001-03-16 00:00:00+00:00,576.6666870117188,586.6666870117188,566.0416870117188,388.3610229492188,96855,0.0,
2001-03-19 00:00:00+00:00,571.3541870117188,590.8333129882812,571.3541870117188,401.1541748046875,46560,0.0,
2001-03-20 00:00:00+00:00,593.3333129882812,606.4583129882812,590.5208129882812,405.1565246582031,35370,0.0,
2001-03-21 00:00:00+00:00,590.0,590.0,574.375,395.651123046875,5730,0.0,
2001-03-22 00:00:00+00:00,563.3333129882812,563.3333129882812,541.9791870117188,385.7882690429688,25320,0.0,
2001-03-23 00:00:00+00:00,558.3333129882812,583.3333129882812,555.3125,392.22076416015625,24525,0.0,
2001-03-26 00:00:00+00:00,590.0,590.0,575.3125,401.01123046875,16575,0.0,
2001-03-27 00:00:00+00:00,580.625,581.3541870117188,566.6666870117188,392.6492309570313,22065,0.0,
2001-03-28 00:00:00+00:00,563.8541870117188,567.2916870117188,550.625,378.8689880371094,17100,0.02,
2001-03-29 00:00:00+00:00,541.3541870117188,541.3541870117188,525.4166870117188,362.7163696289063,36195,0.0,
2001-03-30 00:00:00+00:00,540.3125,544.6875,536.0416870117188,369.0060729980469,16545,0.0,
2001-04-02 00:00:00+00:00,531.9791870117188,531.9791870117188,507.8125,350.9239807128906,40830,0.0,
2001-04-03 00:00:00+00:00,514.6875,518.3333129882812,488.6458435058594,336.20086669921875,31905,0.0,
2001-04-04 00:00:00+00:00,499.375,517.2916870117188,499.375,349.9231872558594,30885,0.0,
2001-04-05 00:00:00+00:00,510.625,536.6666870117188,509.1666564941406,364.86077880859375,32220,0.0,
2001-04-06 00:00:00+00:00,522.5,538.5416870117188,513.6458129882812,364.5751037597656,3660,0.0,
2001-04-09 00:00:00+00:00,543.6666870117188,551.6666870117188,538.6666870117188,374.44091796875,15390,0.0,
2001-04-10 00:00:00+00:00,550.2666625976562,561.7999877929688,541.933349609375,383.3145446777344,27390,0.0,
2001-04-11 00:00:00+00:00,561.6666870117188,565.3333129882812,549.0,376.6818542480469,36630,0.0,
2001-04-12 00:00:00+00:00,555.0,562.7999877929688,553.1333618164062,381.6678466796875,8400,0.0,
2001-04-16 00:00:00+00:00,558.0,567.3333129882812,558.0,386.9739685058594,12885,0.0,
2001-04-17 00:00:00+00:00,564.6666870117188,573.3333129882812,558.933349609375,392.9200744628906,11085,0.0,
2001-04-18 00:00:00+00:00,568.3333129882812,577.4000244140625,555.3333129882812,382.399658203125,31965,0.0,
2001-04-19 00:00:00+00:00,557.8666381835938,557.8666381835938,538.6666870117188,370.6444091796875,26115,0.0,
2001-04-20 00:00:00+00:00,545.0,557.0,545.0,379.65521240234375,19440,0.0,
2001-04-23 00:00:00+00:00,566.6666870117188,575.2000122070312,564.0,391.8684692382813,17250,0.0,
2001-04-24 00:00:00+00:00,580.0,581.8666381835938,565.066650390625,391.5025024414063,23325,0.0,
2001-04-25 00:00:00+00:00,569.0,582.4000244140625,562.6666870117188,399.5982666015625,9060,0.0,
2001-04-26 00:00:00+00:00,604.1333618164062,616.7333374023438,603.6666870117188,420.1364440917969,36585,0.0,
2001-04-27 00:00:00+00:00,612.0,613.0,606.066650390625,416.17486572265625,22125,0.093333,
2001-04-30 00:00:00+00:00,603.3333129882812,625.3333129882812,603.3333129882812,424.4095764160156,16770,0.0,
2001-05-01 00:00:00+00:00,614.6666870117188,614.6666870117188,602.8666381835938,416.3123168945313,46770,0.0,
2001-05-02 00:00:00+00:00,577.0,581.3333129882812,565.8666381835938,390.0066833496094,39300,0.0,
