date,EXC_Open,EXC_High,EXC_Low,EXC_Close,EXC_Volume,EXC_Dividends,EXC_Stock Splits
1973-05-02 00:00:00+00:00,0.0,7.979671955108643,7.979671955108643,0.2639798820018768,52715,0.0,
1973-05-03 00:00:00+00:00,0.0,8.024250984191895,7.979671955108643,0.2639798820018768,33087,0.0,
1973-05-04 00:00:00+00:00,0.0,8.024250984191895,7.979671955108643,0.2654546499252319,50472,0.0,
1973-05-07 00:00:00+00:00,0.0,8.068829536437988,7.979671955108643,0.2654546499252319,42340,0.0,
1973-05-08 00:00:00+00:00,0.0,8.068829536437988,7.979671955108643,0.2654546499252319,32246,0.0,
1973-05-09 00:00:00+00:00,0.0,8.068829536437988,8.024250984191895,0.2654546499252319,46827,0.0,
1973-05-10 00:00:00+00:00,0.0,8.068829536437988,8.024250984191895,0.2654546499252319,24956,0.0,
1973-05-11 00:00:00+00:00,0.0,8.068829536437988,8.024250984191895,0.2654546499252319,34489,0.0,
1973-05-14 00:00:00+00:00,0.0,8.068829536437988,7.979671955108643,0.2639798820018768,69820,0.0,
1973-05-15 00:00:00+00:00,0.0,8.024250984191895,7.935092926025391,0.2639798820018768,30283,0.0,
1973-05-16 00:00:00+00:00,0.0,7.979671955108643,7.935092926025391,0.2625050246715545,49631,0.0,
1973-05-17 00:00:00+00:00,0.0,7.979671955108643,7.935092926025391,0.2625050246715545,19628,0.0,
1973-05-18 00:00:00+00:00,0.0,7.979671955108643,7.84593391418457,0.2625050246715545,56921,0.0,
1973-05-21 00:00:00+00:00,0.0,7.935092926025391,7.801354885101318,0.2625050246715545,46266,0.0,
1973-05-22 00:00:00+00:00,0.0,8.068829536437988,7.84593391418457,0.2639798820018768,22152,0.0,
1973-05-23 00:00:00+00:00,0.0,7.979671955108643,7.84593391418457,0.2625050246715545,44864,0.0,
1973-05-24 00:00:00+00:00,0.0,8.024250984191895,7.84593391418457,0.2654546499252319,20189,0.0,
1973-05-25 00:00:00+00:00,0.0,7.890513896942139,7.756775856018066,0.2628707587718963,49350,0.14622,
1973-05-29 00:00:00+00:00,0.0,7.890513896942139,7.801354885101318,0.2643730044364929,27199,0.0,
1973-05-30 00:00:00+00:00,0.0,7.84593391418457,7.6230387687683105,0.2583645284175873,56641,0.0,
1973-05-31 00:00:00+00:00,0.0,7.756775856018066,7.6230387687683105,0.2583645284175873,31685,0.0,
1973-06-01 00:00:00+00:00,0.0,7.756775856018066,7.667617797851562,0.2613687515258789,17665,0.0,
1973-06-04 00:00:00+00:00,0.0,7.756775856018066,7.7121968269348145,0.2598667740821838,20750,0.0,
