date,GOLD_Open,GOLD_High,GOLD_Low,GOLD_Close,GOLD_Volume,GOLD_Dividends,GOLD_Stock Splits
1985-02-13 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,19680,0.0,
1985-02-14 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,65920,0.0,
1985-02-15 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,31360,0.0,
1985-02-19 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,9120,0.0,
1985-02-20 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,40000,0.0,
1985-02-21 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,28960,0.0,
1985-02-22 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,65600,0.0,
1985-02-25 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,53600,0.0,
1985-02-26 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,28800,0.0,
1985-02-27 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,15200,0.0,
1985-02-28 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,34560,0.0,
1985-03-01 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,64000,0.0,
1985-03-04 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,8000,0.0,
1985-03-05 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,19200,0.0,
1985-03-06 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,71200,0.0,
1985-03-07 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,50560,0.0,
1985-03-08 00:00:00+00:00,0.0,0.546875,0.546875,0.3561277389526367,252320,0.0,
1985-03-11 00:00:00+00:00,0.0,0.546875,0.546875,0.3561277389526367,55200,0.0,
1985-03-12 00:00:00+00:00,0.0,0.546875,0.546875,0.3561277389526367,87040,0.0,
1985-03-13 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,16480,0.0,
1985-03-14 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,8320,0.0,
1985-03-15 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,8800,0.0,
1985-03-18 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,58880,0.0,
1985-03-19 00:00:00+00:00,0.0,0.703125,0.703125,0.4578783214092254,150240,0.0,
1985-03-20 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,58880,0.0,
1985-03-21 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,46880,0.0,
1985-03-22 00:00:00+00:00,0.0,0.703125,0.703125,0.4578783214092254,25600,0.0,
1985-03-25 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,47840,0.0,
1985-03-26 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,25600,0.0,
1985-03-27 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,7840,0.0,
1985-03-28 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,46080,0.0,
1985-03-29 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,19360,0.0,
1985-04-01 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,54720,0.0,
1985-04-02 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,76000,0.0,
1985-04-03 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,13280,0.0,
1985-04-04 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,76000,0.0,
1985-04-08 00:00:00+00:00,0.625,0.625,0.625,0.4070031642913818,0,0.0,
1985-04-09 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,19040,0.0,
1985-04-10 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,13440,0.0,
1985-04-11 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,30880,0.0,
1985-04-12 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,28160,0.0,
1985-04-15 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,41760,0.0,
1985-04-16 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,16640,0.0,
1985-04-17 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,41600,0.0,
1985-04-18 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,3200,0.0,
1985-04-19 00:00:00+00:00,0.0,0.703125,0.625,0.4578783214092254,7680,0.0,
1985-04-22 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,51360,0.0,
1985-04-23 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,37440,0.0,
1985-04-24 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,24160,0.0,
1985-04-25 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,73920,0.0,
1985-04-26 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,9600,0.0,
1985-04-29 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,420160,0.0,
1985-04-30 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,28320,0.0,
1985-05-01 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,12640,0.0,
1985-05-02 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,12160,0.0,
1985-05-03 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,39040,0.0,
1985-05-06 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,79360,0.0,
1985-05-07 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,13120,0.0,
1985-05-08 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,18080,0.0,
1985-05-09 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,102400,0.0,
1985-05-10 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,69920,0.0,
1985-05-13 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,19680,0.0,
1985-05-14 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,294240,0.0,
1985-05-15 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,22240,0.0,
1985-05-16 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,36960,0.0,
1985-05-17 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,51840,0.0,
1985-05-20 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,58240,0.0,
1985-05-21 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,136320,0.0,
1985-05-22 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,20320,0.0,
1985-05-23 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,20800,0.0,
1985-05-24 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,81600,0.0,
1985-05-28 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,16480,0.0,
1985-05-29 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,5920,0.0,
1985-05-30 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,2080,0.0,
1985-05-31 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,192800,0.0,
1985-06-03 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,34400,0.0,
1985-06-04 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,54720,0.0,
1985-06-05 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,11200,0.0,
1985-06-06 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,16480,0.0,
1985-06-07 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,44960,0.0,
1985-06-10 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,33600,0.0,
1985-06-11 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,137120,0.0,
1985-06-12 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,73280,0.0,
1985-06-13 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,45760,0.0,
1985-06-14 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,66080,0.0,
1985-06-17 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,95360,0.0,
1985-06-18 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,38880,0.0,
1985-06-19 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,30720,0.0,
1985-06-20 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,50560,0.0,
1985-06-21 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,52960,0.0,
1985-06-24 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,9760,0.0,
1985-06-25 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,5440,0.0,
1985-06-26 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,18560,0.0,
1985-06-27 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,37120,0.0,
1985-06-28 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,76160,0.0,
1985-07-01 00:00:00+00:00,0.0,0.625,0.546875,0.3561277389526367,24160,0.0,
1985-07-02 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,19360,0.0,
1985-07-03 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,21120,0.0,
1985-07-05 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,11040,0.0,
1985-07-08 00:00:00+00:00,0.0,0.625,0.546875,0.4070031642913818,21600,0.0,
1985-07-09 00:00:00+00:00,0.0,0.625,0.625,0.4070031642913818,87040,0.0,
1985-07-10 00:00:00+00:00,0.0,0.703125,0.625,0.4578783214092254,41760,0.0,
1985-07-11 00:00:00+00:00,0.0,0.703125,0.625,0.4070031642913818,81280,0.0,
1985-07-12 00:00:00+00:00,0.0,0.703125,0.625,0.4578783214092254,39520,0.0,
1985-07-15 00:00:00+00:00,0.0,0.703125,0.625,0.4578783214092254,66560,0.0,
1985-07-16 00:00:00+00:00,0.0,0.703125,0.703125,0.4578783214092254,51200,0.0,
1985-07-17 00:00:00+00:00,0.0,0.78125,0.703125,0.4578783214092254,204160,0.0,
1985-07-18 00:00:00+00:00,0.0,0.78125,0.703125,0.4578783214092254,32960,0.0,
1985-07-19 00:00:00+00:00,0.0,0.78125,0.703125,0.5087539553642273,78880,0.0,
1985-07-22 00:00:00+00:00,0.0,0.78125,0.703125,0.5087539553642273,63360,0.0,
1985-07-23 00:00:00+00:00,0.0,0.78125,0.703125,0.4578783214092254,34560,0.0,
1985-07-24 00:00:00+00:00,0.0,0.78125,0.703125,0.4578783214092254,11840,0.0,
1985-07-25 00:00:00+00:00,0.0,0.703125,0.703125,0.4578783214092254,25760,0.0,
1985-07-26 00:00:00+00:00,0.0,0.703125,0.703125,0.4578783214092254,36800,0.0,
1985-07-29 00:00:00+00:00,0.0,0.703125,0.703125,0.4578783214092254,69440,0.0,
1985-07-30 00:00:00+00:00,0.0,0.703125,0.703125,0.4578783214092254,31360,0.0,
1985-07-31 00:00:00+00:00,0.0,0.78125,0.703125,0.5087539553642273,32480,0.0,
1985-08-01 00:00:00+00:00,0.0,0.859375,0.78125,0.5596292614936829,275040,0.0,
1985-08-02 00:00:00+00:00,0.0,0.78125,0.78125,0.5087539553642273,76800,0.0,
1985-08-05 00:00:00+00:00,0.0,0.78125,0.78125,0.5087539553642273,29440,0.0,
1985-08-06 00:00:00+00:00,0.0,0.78125,0.78125,0.5087539553642273,49600,0.0,
1985-08-07 00:00:00+00:00,0.0,0.78125,0.703125,0.5087539553642273,127680,0.0,
1985-08-08 00:00:00+00:00,0.0,0.78125,0.703125,0.5087539553642273,43840,0.0,
1985-08-09 00:00:00+00:00,0.0,0.78125,0.703125,0.5087539553642273,21760,0.0,
1985-08-12 00:00:00+00:00,0.0,0.78125,0.78125,0.5087539553642273,100160,0.0,
1985-08-13 00:00:00+00:00,0.0,0.78125,0.78125,0.5087539553642273,37920,0.0,
1985-08-14 00:00:00+00:00,0.0,0.78125,0.78125,0.5087539553642273,30400,0.0,
1985-08-15 00:00:00+00:00,0.0,0.859375,0.78125,0.5596292614936829,364640,0.0,
1985-08-16 00:00:00+00:00,0.0,1.015625,0.859375,0.610504686832428,358560,0.0,
1985-08-19 00:00:00+00:00,0.0,0.9375,0.859375,0.610504686832428,271360,0.0,
1985-08-20 00:00:00+00:00,0.0,0.9375,0.859375,0.5596292614936829,240000,0.0,
