date,QUAD_Open,QUAD_High,QUAD_Low,QUAD_Close,QUAD_Volume,QUAD_Dividends,QUAD_Stock Splits
2010-07-06 00:00:00+00:00,49.0,49.84999847412109,48.0,25.77266311645508,20500,0.0,
2010-07-07 00:00:00+00:00,48.09999847412109,49.0,47.79999923706055,26.04112434387207,86900,0.0,
2010-07-08 00:00:00+00:00,49.25,49.25,46.79999923706055,25.6115837097168,56900,0.0,
2010-07-09 00:00:00+00:00,47.5,47.5,46.75,25.36996078491211,23000,0.0,
2010-07-12 00:00:00+00:00,46.95000076293945,47.25,46.900001525878906,25.235736846923828,15400,0.0,
2010-07-13 00:00:00+00:00,46.75,47.0,46.75,25.235736846923828,15000,0.0,
2010-07-14 00:00:00+00:00,46.84999847412109,46.84999847412109,43.9900016784668,23.941728591918945,30000,0.0,
2010-07-15 00:00:00+00:00,44.38999938964844,44.38999938964844,40.29999923706055,22.87324333190918,213000,0.0,
2010-07-16 00:00:00+00:00,42.7400016784668,44.9900016784668,41.09999847412109,24.15651130676269,941300,0.0,
2010-07-19 00:00:00+00:00,44.709999084472656,45.790000915527344,42.93000030517578,23.61957359313965,96300,0.0,
2010-07-20 00:00:00+00:00,43.900001525878906,43.900001525878906,42.77999877929688,23.10411834716797,39300,0.0,
2010-07-21 00:00:00+00:00,42.79999923706055,43.25,42.04999923706055,22.57793235778809,18000,0.0,
2010-07-22 00:00:00+00:00,42.25,42.97999954223633,42.25,22.95914459228516,45000,0.0,
2010-07-23 00:00:00+00:00,42.75,42.869998931884766,42.7400016784668,22.95914459228516,51700,0.0,
2010-07-26 00:00:00+00:00,42.75,43.619998931884766,42.75,23.06116104125977,16100,0.0,
2010-07-27 00:00:00+00:00,43.04999923706055,43.65999984741211,42.59999847412109,22.932302474975582,20600,0.0,
2010-07-28 00:00:00+00:00,42.75,43.380001068115234,42.75,23.088010787963867,24000,0.0,
2010-07-29 00:00:00+00:00,43.13999938964844,43.2400016784668,42.880001068115234,23.082637786865234,5000,0.0,
2010-07-30 00:00:00+00:00,42.79999923706055,42.84999847412109,42.27999877929688,22.84102249145508,57200,0.0,
2010-08-02 00:00:00+00:00,42.75,42.75,41.91999816894531,22.61551284790039,14300,0.0,
2010-08-03 00:00:00+00:00,42.0,42.22999954223633,41.75,22.65846443176269,24000,0.0,
2010-08-04 00:00:00+00:00,42.09999847412109,43.25,38.58000183105469,21.622190475463867,121600,0.0,
2010-08-05 00:00:00+00:00,40.150001525878906,42.5,40.0,22.755111694335938,95600,0.0,
2010-08-06 00:00:00+00:00,42.20000076293945,42.20000076293945,41.54999923706055,22.497386932373047,6100,0.0,
2010-08-09 00:00:00+00:00,41.709999084472656,41.72999954223633,40.4900016784668,22.32556533813477,18700,0.0,
2010-08-10 00:00:00+00:00,41.5,42.209999084472656,41.45000076293945,22.6638298034668,24200,0.0,
2010-08-11 00:00:00+00:00,42.2400016784668,43.0,42.150001525878906,22.980619430541992,217000,0.0,
2010-08-12 00:00:00+00:00,42.90999984741211,43.34999847412109,42.70000076293945,23.22224235534668,34400,0.0,
2010-08-13 00:00:00+00:00,43.0,44.34999847412109,43.0,23.705480575561523,115100,0.0,
2010-08-16 00:00:00+00:00,44.09999847412109,44.4900016784668,43.75,23.673259735107425,4300,0.0,
2010-08-17 00:00:00+00:00,43.75,44.13999938964844,43.40999984741211,23.49071311950684,19000,0.0,
2010-08-18 00:00:00+00:00,43.900001525878906,44.27000045776367,43.88999938964844,23.56587791442871,38000,0.0,
2010-08-19 00:00:00+00:00,43.970001220703125,43.970001220703125,43.5,23.47460556030273,7100,0.0,
2010-08-20 00:00:00+00:00,43.5,43.7400016784668,43.45000076293945,23.35647773742676,28000,0.0,
2010-08-23 00:00:00+00:00,43.86000061035156,43.86000061035156,42.84999847412109,23.0557918548584,23500,0.0,
2010-08-24 00:00:00+00:00,42.84999847412109,42.84999847412109,42.650001525878906,22.92692756652832,40900,0.0,
2010-08-25 00:00:00+00:00,42.5,42.72999954223633,42.45000076293945,22.87324333190918,28600,0.0,
2010-08-26 00:00:00+00:00,42.5,42.70000076293945,42.5,22.90008544921875,2100,0.0,
2010-08-27 00:00:00+00:00,42.77999877929688,42.77999877929688,42.70000076293945,22.95914459228516,16700,0.0,
2010-08-30 00:00:00+00:00,42.709999084472656,42.79999923706055,41.90999984741211,22.980619430541992,31500,0.0,
2010-08-31 00:00:00+00:00,42.79999923706055,42.79999923706055,42.02000045776367,22.846391677856445,34500,0.0,
2010-09-01 00:00:00+00:00,42.400001525878906,43.29999923706055,42.290000915527344,23.16854476928711,60200,0.0,
2010-09-02 00:00:00+00:00,42.95000076293945,43.209999084472656,42.95000076293945,23.190031051635746,2200,0.0,
2010-09-03 00:00:00+00:00,43.400001525878906,43.5,43.0,23.25445938110352,10900,0.0,
2010-09-07 00:00:00+00:00,43.310001373291016,43.900001525878906,43.310001373291016,23.4047908782959,3100,0.0,
2010-09-08 00:00:00+00:00,43.47999954223633,43.47999954223633,42.619998931884766,23.082637786865234,7400,0.0,
2010-09-09 00:00:00+00:00,43.20000076293945,43.29999923706055,43.18999862670898,23.24372100830078,44200,0.0,
2010-09-10 00:00:00+00:00,43.400001525878906,43.59999847412109,43.380001068115234,23.35647773742676,31300,0.0,
2010-09-13 00:00:00+00:00,43.5,43.59000015258789,43.25,23.3940544128418,11300,0.0,
2010-09-14 00:00:00+00:00,43.59999847412109,43.59999847412109,43.0,23.41016387939453,6500,0.0,
2010-09-15 00:00:00+00:00,43.84999847412109,44.75,43.84999847412109,23.76991271972656,49800,0.0,
2010-09-16 00:00:00+00:00,44.27000045776367,45.0,44.27000045776367,24.10817146301269,28100,0.0,
2010-09-17 00:00:00+00:00,44.95000076293945,49.34000015258789,44.880001068115234,26.04112434387207,214500,0.0,
2010-09-20 00:00:00+00:00,48.15999984741211,48.38999938964844,47.7599983215332,25.88003921508789,36100,0.0,
2010-09-21 00:00:00+00:00,48.02999877929688,48.75,47.95000076293945,25.98743438720703,32100,0.0,
2010-09-22 00:00:00+00:00,48.33000183105469,48.33000183105469,47.72999954223633,25.66527557373047,22100,0.0,
2010-09-23 00:00:00+00:00,47.70000076293945,47.70000076293945,47.2599983215332,25.504194259643555,9200,0.0,
2010-09-24 00:00:00+00:00,47.77999877929688,49.11000061035156,47.77999877929688,26.202207565307617,55900,0.0,
2010-09-27 00:00:00+00:00,48.0,48.2400016784668,47.72999954223633,25.82635307312012,11500,0.0,
2010-09-28 00:00:00+00:00,48.04999923706055,48.09999847412109,47.59999847412109,25.55789375305176,2600,0.0,
2010-09-29 00:00:00+00:00,47.59999847412109,47.59999847412109,46.77000045776367,25.128347396850582,6400,0.0,
2010-09-30 00:00:00+00:00,46.79999923706055,47.0,46.5,25.08538818359375,31000,0.0,
2010-10-01 00:00:00+00:00,46.68999862670898,46.68999862670898,45.880001068115234,24.875995635986328,47900,0.0,
2010-10-04 00:00:00+00:00,46.09999847412109,46.400001525878906,46.04999923706055,24.75249671936035,14300,0.0,
2010-10-05 00:00:00+00:00,46.25,46.34999847412109,45.90999984741211,24.67195701599121,16900,0.0,
2010-10-06 00:00:00+00:00,46.0,46.09999847412109,45.84999847412109,24.62363052368164,97600,0.0,
2010-10-07 00:00:00+00:00,46.02999877929688,46.04999923706055,45.75,24.64510726928711,6000,0.0,
