date,IFF_Open,IFF_High,IFF_Low,IFF_Close,IFF_Volume,IFF_Dividends,IFF_Stock Splits
1974-12-17 00:00:00+00:00,0.0,7.375,6.625,1.85601007938385,310800,0.025,
1974-12-18 00:00:00+00:00,0.0,7.75,7.5,1.930677890777588,95400,0.0,
1974-12-19 00:00:00+00:00,0.0,8.083333015441895,7.4166669845581055,2.026678562164306,143100,0.0,
1974-12-20 00:00:00+00:00,0.0,7.9583330154418945,7.7083330154418945,1.973345160484314,75300,0.0,
1974-12-23 00:00:00+00:00,0.0,8.0,7.5833330154418945,2.048012018203736,112800,0.0,
1974-12-24 00:00:00+00:00,0.0,8.333333015441895,8.041666984558105,2.0906803607940674,65700,0.0,
1974-12-26 00:00:00+00:00,0.0,8.458333015441895,8.083333015441895,2.0906803607940674,40800,0.0,
1974-12-27 00:00:00+00:00,0.0,8.083333015441895,7.75,1.9946779012680051,82500,0.0,
1974-12-30 00:00:00+00:00,0.0,8.083333015441895,7.7083330154418945,2.0693464279174805,37800,0.0,
1974-12-31 00:00:00+00:00,0.0,8.458333015441895,8.208333015441895,2.112013816833496,74100,0.0,
1975-01-02 00:00:00+00:00,0.0,8.916666984558105,8.25,2.197345972061157,119100,0.0,
1975-01-03 00:00:00+00:00,0.0,8.583333015441895,8.333333015441895,2.144014358520508,43800,0.0,
1975-01-06 00:00:00+00:00,0.0,8.708333015441895,8.333333015441895,2.13334584236145,137100,0.0,
1975-01-07 00:00:00+00:00,0.0,8.291666984558105,8.166666984558105,2.112013816833496,25500,0.0,
1975-01-08 00:00:00+00:00,0.0,8.458333015441895,8.041666984558105,2.0693464279174805,95100,0.0,
1975-01-09 00:00:00+00:00,0.0,8.25,7.875,2.0906803607940674,128700,0.0,
1975-01-10 00:00:00+00:00,0.0,8.75,8.375,2.144014358520508,101100,0.0,
1975-01-13 00:00:00+00:00,0.0,8.541666984558105,8.25,2.112013816833496,95700,0.0,
1975-01-14 00:00:00+00:00,0.0,8.541666984558105,8.25,2.1866791248321533,145800,0.0,
1975-01-15 00:00:00+00:00,0.0,8.75,8.416666984558105,2.2400131225585938,161700,0.0,
1975-01-16 00:00:00+00:00,0.0,8.958333015441895,8.666666984558105,2.218679189682007,80100,0.0,
1975-01-17 00:00:00+00:00,0.0,8.666666984558105,8.25,2.13334584236145,61500,0.0,
1975-01-20 00:00:00+00:00,0.0,8.5,8.25,2.165344715118408,51900,0.0,
1975-01-21 00:00:00+00:00,0.0,8.75,8.583333015441895,2.197345972061157,62400,0.0,
1975-01-22 00:00:00+00:00,0.0,8.458333015441895,8.25,2.144014358520508,57600,0.0,
1975-01-23 00:00:00+00:00,0.0,8.666666984558105,8.416666984558105,2.20801305770874,41700,0.0,
1975-01-24 00:00:00+00:00,0.0,8.666666984558105,8.333333015441895,2.197345972061157,89700,0.0,
1975-01-27 00:00:00+00:00,0.0,9.208333015441896,8.916666984558105,2.325347900390625,99000,0.0,
1975-01-28 00:00:00+00:00,0.0,9.333333015441896,8.916666984558105,2.3466804027557373,134100,0.0,
1975-01-29 00:00:00+00:00,0.0,9.208333015441896,9.0,2.325347900390625,111900,0.0,
1975-01-30 00:00:00+00:00,0.0,9.166666984558104,8.666666984558105,2.2400131225585938,71700,0.0,
1975-01-31 00:00:00+00:00,0.0,9.166666984558104,8.708333015441895,2.325347900390625,113100,0.0,
1975-02-03 00:00:00+00:00,0.0,9.75,9.125,2.453348159790039,78300,0.0,
1975-02-04 00:00:00+00:00,0.0,9.75,9.166666984558104,2.3573477268218994,74100,0.0,
1975-02-05 00:00:00+00:00,0.0,9.583333015441896,9.25,2.432013988494873,126600,0.0,
1975-02-06 00:00:00+00:00,0.0,10.125,9.541666984558104,2.4426815509796143,205800,0.0,
1975-02-07 00:00:00+00:00,0.0,9.333333015441896,9.166666984558104,2.368014335632324,85800,0.0,
1975-02-10 00:00:00+00:00,0.0,9.375,9.25,2.4000144004821777,141000,0.0,
1975-02-11 00:00:00+00:00,0.0,9.333333015441896,9.166666984558104,2.3466804027557373,66900,0.0,
1975-02-12 00:00:00+00:00,0.0,9.333333015441896,9.083333015441896,2.378681182861328,316800,0.0,
1975-02-13 00:00:00+00:00,0.0,9.583333015441896,9.291666984558104,2.378681182861328,231900,0.0,
1975-02-14 00:00:00+00:00,0.0,9.458333015441896,9.25,2.378681182861328,122400,0.0,
1975-02-18 00:00:00+00:00,0.0,9.25,8.916666984558105,2.314680814743042,67200,0.0,
1975-02-19 00:00:00+00:00,0.0,9.125,8.708333015441895,2.3360133171081543,99000,0.0,
1975-02-20 00:00:00+00:00,0.0,9.291666984558104,8.75,2.378681182861328,120900,0.0,
1975-02-21 00:00:00+00:00,0.0,9.25,8.916666984558105,2.314680814743042,151500,0.0,
1975-02-24 00:00:00+00:00,0.0,9.291666984558104,9.041666984558104,2.325347900390625,138900,0.0,
1975-02-25 00:00:00+00:00,0.0,9.166666984558104,8.791666984558105,2.282680988311768,100500,0.0,
1975-02-26 00:00:00+00:00,0.0,9.083333015441896,8.875,2.314680814743042,99900,0.0,
1975-02-27 00:00:00+00:00,0.0,9.25,9.0,2.325347900390625,87900,0.0,
1975-02-28 00:00:00+00:00,0.0,9.333333015441896,9.083333015441896,2.3893463611602783,37200,0.0,
1975-03-03 00:00:00+00:00,0.0,9.666666984558104,9.416666984558104,2.4746804237365723,78900,0.0,
1975-03-04 00:00:00+00:00,0.0,10.333333015441896,9.875,2.560014009475708,224400,0.0,
1975-03-05 00:00:00+00:00,0.0,10.5,9.875,2.6240158081054688,159300,0.0,
