date,MTH_Open,MTH_High,MTH_Low,MTH_Close,MTH_Volume,MTH_Dividends,MTH_Stock Splits
1988-07-26 00:00:00+00:00,0.0,7.59375,7.5,3.8244338035583496,8800,0.0,
1988-07-27 00:00:00+00:00,0.0,7.59375,7.5,3.8244338035583496,34667,0.0,
1988-07-28 00:00:00+00:00,0.0,7.59375,7.5,3.8244338035583496,86133,0.0,
1988-07-29 00:00:00+00:00,0.0,7.5,7.5,3.8244338035583496,82933,0.0,
1988-08-01 00:00:00+00:00,0.0,7.59375,7.5,3.8244338035583496,88267,0.0,
1988-08-02 00:00:00+00:00,0.0,7.59375,7.5,3.8244338035583496,15600,0.0,
1988-08-03 00:00:00+00:00,0.0,7.59375,7.5,3.872239589691162,19867,0.0,
1988-08-04 00:00:00+00:00,0.0,7.59375,7.5,3.8244338035583496,20800,0.0,
1988-08-05 00:00:00+00:00,0.0,7.5,7.5,3.8244338035583496,25333,0.0,
1988-08-08 00:00:00+00:00,0.0,7.5,7.5,3.8244338035583496,7467,0.0,
1988-08-09 00:00:00+00:00,0.0,7.5,7.5,3.8244338035583496,29467,0.0,
1988-08-10 00:00:00+00:00,0.0,7.59375,7.5,3.8244338035583496,32133,0.0,
1988-08-11 00:00:00+00:00,0.0,7.59375,7.5,3.8244338035583496,41867,0.0,
1988-08-12 00:00:00+00:00,0.0,7.59375,7.5,3.872239589691162,16400,0.0,
1988-08-15 00:00:00+00:00,0.0,7.59375,7.5,3.872239589691162,10400,0.0,
1988-08-16 00:00:00+00:00,0.0,7.59375,7.5,3.8244338035583496,38133,0.0,
1988-08-17 00:00:00+00:00,0.0,7.59375,7.5,3.8244338035583496,25067,0.0,
1988-08-18 00:00:00+00:00,0.0,7.5,7.5,3.8244338035583496,14933,0.0,
1988-08-19 00:00:00+00:00,0.0,7.5,7.5,3.8244338035583496,28000,0.0,
1988-08-22 00:00:00+00:00,0.0,7.59375,7.5,3.8244338035583496,24667,0.0,
1988-08-23 00:00:00+00:00,0.0,7.59375,7.5,3.8244338035583496,105200,0.0,
1988-08-24 00:00:00+00:00,0.0,7.5,7.125,3.681017398834229,36800,0.0,
1988-08-25 00:00:00+00:00,0.0,7.3125,7.125,3.72882342338562,11467,0.0,
1988-08-26 00:00:00+00:00,0.0,7.3125,7.21875,3.681017398834229,8800,0.0,
1988-08-29 00:00:00+00:00,0.0,7.3125,7.21875,3.681017398834229,3600,0.0,
1988-08-30 00:00:00+00:00,0.0,7.21875,7.125,3.633212566375733,8400,0.0,
1988-08-31 00:00:00+00:00,0.0,7.125,7.125,3.633212566375733,18800,0.0,
1988-09-01 00:00:00+00:00,0.0,7.21875,7.125,3.633212566375733,12000,0.0,
1988-09-02 00:00:00+00:00,0.0,7.21875,7.125,3.681017398834229,2667,0.0,
1988-09-06 00:00:00+00:00,0.0,7.21875,7.21875,3.681017398834229,3067,0.0,
1988-09-07 00:00:00+00:00,0.0,7.21875,7.125,3.681017398834229,12267,0.0,
1988-09-08 00:00:00+00:00,0.0,7.21875,7.125,3.681017398834229,81600,0.0,
1988-09-09 00:00:00+00:00,0.0,7.21875,7.125,3.681017398834229,98533,0.0,
1988-09-12 00:00:00+00:00,0.0,7.21875,7.125,3.633212566375733,29733,0.0,
1988-09-13 00:00:00+00:00,0.0,7.125,7.03125,3.633212566375733,12800,0.0,
1988-09-14 00:00:00+00:00,0.0,7.125,7.03125,3.633212566375733,46800,0.0,
1988-09-15 00:00:00+00:00,0.0,7.21875,7.125,3.681017398834229,17733,0.0,
1988-09-16 00:00:00+00:00,0.0,7.21875,7.125,3.681017398834229,9333,0.0,
1988-09-19 00:00:00+00:00,0.0,7.125,7.125,3.633212566375733,130000,0.0,
1988-09-20 00:00:00+00:00,0.0,7.21875,7.125,3.681017398834229,15200,0.0,
1988-09-21 00:00:00+00:00,0.0,7.21875,7.125,3.633212566375733,4400,0.0,
1988-09-22 00:00:00+00:00,0.0,7.21875,7.03125,3.585407018661499,36800,0.0,
1988-09-23 00:00:00+00:00,0.0,7.125,6.9375,3.633212566375733,18000,0.0,
1988-09-26 00:00:00+00:00,0.0,6.84375,6.75,3.489795923233032,9200,0.0,
1988-09-27 00:00:00+00:00,0.0,6.84375,6.75,3.489795923233032,13467,0.0,
1988-09-28 00:00:00+00:00,0.0,6.84375,6.65625,3.489795923233032,7867,0.0,
1988-09-29 00:00:00+00:00,0.0,6.84375,6.65625,3.441991090774536,7733,0.0,
1988-09-30 00:00:00+00:00,0.0,6.84375,6.65625,3.489795923233032,10667,0.0,
1988-10-03 00:00:00+00:00,0.0,6.84375,6.5625,3.441991090774536,32000,0.0,
1988-10-04 00:00:00+00:00,0.0,6.75,6.5625,3.441991090774536,18400,0.0,
1988-10-05 00:00:00+00:00,0.0,6.75,6.65625,3.441991090774536,12000,0.0,
1988-10-06 00:00:00+00:00,0.0,6.84375,6.75,3.489795923233032,5067,0.0,
1988-10-07 00:00:00+00:00,0.0,6.9375,6.75,3.5376012325286865,25467,0.0,
1988-10-10 00:00:00+00:00,0.0,6.9375,6.84375,3.5376012325286865,6000,0.0,
1988-10-11 00:00:00+00:00,0.0,7.03125,6.84375,3.5376012325286865,22667,0.0,
1988-10-12 00:00:00+00:00,0.0,6.9375,6.84375,3.489795923233032,11067,0.0,
1988-10-13 00:00:00+00:00,0.0,7.03125,6.75,3.585407018661499,73733,0.0,
1988-10-14 00:00:00+00:00,0.0,7.03125,6.9375,3.5376012325286865,14667,0.0,
1988-10-17 00:00:00+00:00,0.0,7.03125,7.03125,3.585407018661499,17600,0.0,
1988-10-18 00:00:00+00:00,0.0,7.03125,6.9375,3.5376012325286865,12133,0.0,
1988-10-19 00:00:00+00:00,0.0,6.84375,6.75,3.489795923233032,18133,0.0,
1988-10-20 00:00:00+00:00,0.0,6.9375,6.75,3.441991090774536,36133,0.0,
1988-10-21 00:00:00+00:00,0.0,6.75,6.65625,3.441991090774536,14267,0.0,
1988-10-24 00:00:00+00:00,0.0,6.84375,6.65625,3.441991090774536,21467,0.0,
1988-10-25 00:00:00+00:00,0.0,6.75,6.65625,3.441991090774536,13067,0.0,
1988-10-26 00:00:00+00:00,0.0,6.65625,6.5625,3.3941850662231445,15067,0.0,
1988-10-27 00:00:00+00:00,0.0,6.75,6.5625,3.441991090774536,17200,0.0,
1988-10-28 00:00:00+00:00,0.0,6.75,6.65625,3.3941850662231445,8133,0.0,
1988-10-31 00:00:00+00:00,0.0,6.75,6.5625,3.441991090774536,15333,0.0,
1988-11-01 00:00:00+00:00,0.0,6.75,6.65625,3.441991090774536,14133,0.0,
1988-11-02 00:00:00+00:00,0.0,6.75,6.65625,3.441991090774536,8667,0.0,
1988-11-03 00:00:00+00:00,0.0,6.75,6.65625,3.441991090774536,12133,0.0,
1988-11-04 00:00:00+00:00,0.0,6.75,6.65625,3.441991090774536,3200,0.0,
1988-11-07 00:00:00+00:00,0.0,6.75,6.5625,3.3463797569274902,20533,0.0,
1988-11-08 00:00:00+00:00,0.0,6.65625,6.5625,3.3463797569274902,18800,0.0,
1988-11-09 00:00:00+00:00,0.0,6.65625,6.5625,3.3463797569274902,10667,0.0,
1988-11-10 00:00:00+00:00,0.0,6.5625,6.46875,3.3463797569274902,21200,0.0,
1988-11-11 00:00:00+00:00,0.0,6.5625,6.46875,3.3463797569274902,11467,0.0,
1988-11-14 00:00:00+00:00,0.0,6.65625,6.46875,3.3941850662231445,13333,0.0,
1988-11-15 00:00:00+00:00,0.0,6.75,6.5625,3.3463797569274902,18267,0.0,
1988-11-16 00:00:00+00:00,0.0,6.65625,6.5625,3.3941850662231445,24133,0.0,
1988-11-17 00:00:00+00:00,0.0,6.75,6.65625,3.3941850662231445,9200,0.0,
1988-11-18 00:00:00+00:00,0.0,6.65625,6.5625,3.3941850662231445,4933,0.0,
1988-11-21 00:00:00+00:00,0.0,6.75,6.5625,3.3941850662231445,48267,0.0,
1988-11-22 00:00:00+00:00,0.0,6.5625,6.46875,3.298574447631836,25867,0.0,
1988-11-23 00:00:00+00:00,0.0,6.5625,6.46875,3.3463797569274902,9867,0.0,
1988-11-25 00:00:00+00:00,0.0,6.65625,6.5625,3.3463797569274902,6000,0.0,
1988-11-28 00:00:00+00:00,0.0,6.75,6.46875,3.3941850662231445,16800,0.0,
1988-11-29 00:00:00+00:00,0.0,6.65625,6.5625,3.3463797569274902,3467,0.0,
1988-11-30 00:00:00+00:00,0.0,6.5625,6.46875,3.3463797569274902,14533,0.0,
1988-12-01 00:00:00+00:00,0.0,6.5625,6.375,3.2507693767547607,23333,0.0,
1988-12-02 00:00:00+00:00,0.0,6.28125,6.1875,3.155158042907715,25200,0.0,
1988-12-05 00:00:00+00:00,0.0,6.28125,6.09375,3.107352495193481,16667,0.0,
1988-12-06 00:00:00+00:00,0.0,6.28125,6.09375,3.202963590621948,37467,0.0,
1988-12-07 00:00:00+00:00,0.0,6.1875,5.90625,3.0595476627349854,33600,0.0,
1988-12-08 00:00:00+00:00,0.0,6.0,5.90625,3.0117416381835938,41200,0.0,
1988-12-09 00:00:00+00:00,0.0,6.1875,5.8125,3.0117416381835938,59067,0.0,
1988-12-12 00:00:00+00:00,0.0,5.90625,5.71875,2.963935852050781,38000,0.0,
1988-12-13 00:00:00+00:00,0.0,5.90625,5.71875,3.0117416381835938,37867,0.0,
1988-12-14 00:00:00+00:00,0.0,6.1875,5.90625,3.155158042907715,35867,0.0,
1988-12-15 00:00:00+00:00,0.0,6.1875,6.09375,3.155158042907715,28933,0.0,
1988-12-16 00:00:00+00:00,6.09375,6.1875,6.0,3.107352495193481,51200,0.0,
1988-12-19 00:00:00+00:00,6.09375,6.28125,6.0,3.202963590621948,22267,0.0,
1988-12-20 00:00:00+00:00,6.28125,6.28125,6.0,3.155158042907715,64133,0.0,
1988-12-21 00:00:00+00:00,6.09375,6.09375,6.0,3.0595476627349854,35333,0.0,
1988-12-22 00:00:00+00:00,6.0,6.09375,5.90625,3.0595476627349854,52533,0.0,
1988-12-23 00:00:00+00:00,5.8125,5.90625,5.71875,3.1454226970672607,19467,0.255,
1988-12-27 00:00:00+00:00,5.90625,5.90625,5.625,2.995640516281128,26933,0.0,
1988-12-28 00:00:00+00:00,5.625,5.8125,5.625,2.995640516281128,24533,0.0,
1988-12-29 00:00:00+00:00,5.625,5.90625,5.625,3.1454226970672607,51333,0.0,
1988-12-30 00:00:00+00:00,5.90625,6.0,5.71875,3.1454226970672607,46400,0.0,
1989-01-03 00:00:00+00:00,6.0,6.0,5.90625,3.1953494548797607,13733,0.0,
1989-01-04 00:00:00+00:00,6.0,6.0,5.8125,3.1953494548797607,20800,0.0,
1989-01-05 00:00:00+00:00,6.0,6.0,5.90625,3.1454226970672607,9867,0.0,
1989-01-06 00:00:00+00:00,6.0,6.0,5.8125,3.1454226970672607,29067,0.0,
1989-01-09 00:00:00+00:00,5.90625,5.90625,5.625,3.0954954624176025,23867,0.0,
1989-01-10 00:00:00+00:00,5.8125,5.8125,4.875,2.845858573913574,298000,0.0,
1989-01-11 00:00:00+00:00,5.34375,5.625,5.34375,2.845858573913574,119467,0.0,
1989-01-12 00:00:00+00:00,5.4375,5.4375,5.0625,2.746004104614258,55467,0.0,
1989-01-13 00:00:00+00:00,5.25,5.25,5.0625,2.746004104614258,39333,0.0,
1989-01-16 00:00:00+00:00,5.15625,5.15625,5.0625,2.746004104614258,40933,0.0,
1989-01-17 00:00:00+00:00,5.0625,5.25,5.0625,2.746004104614258,31867,0.0,
1989-01-18 00:00:00+00:00,5.25,5.25,5.0625,2.6960761547088623,50400,0.0,
1989-01-19 00:00:00+00:00,4.96875,5.0625,4.78125,2.596221685409546,59333,0.0,
1989-01-20 00:00:00+00:00,4.875,4.875,4.59375,2.4963669776916504,56133,0.0,
1989-01-23 00:00:00+00:00,4.78125,4.78125,4.3125,2.2966578006744385,81733,0.0,
1989-01-24 00:00:00+00:00,4.21875,4.3125,3.65625,2.196803092956543,223600,0.0,
1989-01-25 00:00:00+00:00,4.125,4.78125,3.9375,2.546294450759888,143600,0.0,
1989-01-26 00:00:00+00:00,4.78125,4.96875,4.59375,2.646148443222046,62800,0.0,
1989-01-27 00:00:00+00:00,4.96875,4.96875,4.875,2.596221685409546,30400,0.0,
1989-01-30 00:00:00+00:00,4.96875,4.96875,4.875,2.596221685409546,20267,0.0,
1989-01-31 00:00:00+00:00,4.875,4.96875,4.78125,2.596221685409546,15067,0.0,
1989-02-01 00:00:00+00:00,4.875,4.875,4.78125,2.596221685409546,21733,0.0,
1989-02-02 00:00:00+00:00,4.875,4.96875,4.875,2.596221685409546,34000,0.0,
1989-02-03 00:00:00+00:00,4.96875,5.15625,4.96875,2.746004104614258,33067,0.0,
1989-02-06 00:00:00+00:00,5.15625,5.15625,5.0625,2.6960761547088623,12800,0.0,
1989-02-07 00:00:00+00:00,5.15625,5.25,5.0625,2.746004104614258,11200,0.0,
1989-02-08 00:00:00+00:00,5.0625,5.0625,4.6875,2.546294450759888,49467,0.0,
1989-02-09 00:00:00+00:00,4.875,4.875,4.6875,2.4963669776916504,31467,0.0,
1989-02-10 00:00:00+00:00,4.6875,4.6875,4.5,2.396512508392334,22000,0.0,
1989-02-13 00:00:00+00:00,4.3125,4.40625,4.21875,2.3465850353240967,18400,0.0,
1989-02-14 00:00:00+00:00,4.40625,4.40625,4.125,2.2966578006744385,68133,0.0,
1989-02-15 00:00:00+00:00,4.21875,4.3125,4.21875,2.2966578006744385,44133,0.0,
1989-02-16 00:00:00+00:00,4.40625,4.40625,4.3125,2.2966578006744385,15467,0.0,
1989-02-17 00:00:00+00:00,4.3125,4.40625,4.21875,2.3465850353240967,10400,0.0,
1989-02-21 00:00:00+00:00,4.3125,4.40625,4.125,2.3465850353240967,26133,0.0,
1989-02-22 00:00:00+00:00,4.3125,4.3125,4.21875,2.2966578006744385,5333,0.0,
1989-02-23 00:00:00+00:00,4.21875,4.21875,4.125,2.196803092956543,13200,0.0,
1989-02-24 00:00:00+00:00,4.125,4.21875,4.125,2.246730327606201,16000,0.0,
1989-02-27 00:00:00+00:00,4.21875,4.21875,3.9375,2.0969481468200684,22533,0.0,
1989-02-28 00:00:00+00:00,3.75,3.84375,3.46875,2.04702091217041,63733,0.0,
