date,ROL_Open,ROL_High,ROL_Low,ROL_Close,ROL_Volume,ROL_Dividends,ROL_Stock Splits
1980-03-17 00:00:00+00:00,0.0,0.2052550017833709,0.1941599994897842,0.1015179306268692,2478623,0.0,
1980-03-18 00:00:00+00:00,0.0,0.1985979974269867,0.1797370016574859,0.1020982861518859,5261440,0.0,
1980-03-19 00:00:00+00:00,0.0,0.1974889934062957,0.1919409930706024,0.1003576964139938,2084296,0.0,
1980-03-20 00:00:00+00:00,0.0,0.1974889934062957,0.1919409930706024,0.1009380966424942,1622371,0.0,
1980-03-21 00:00:00+00:00,0.0,0.1952700018882751,0.1919409930706024,0.1009380966424942,4134793,0.0,
1980-03-24 00:00:00+00:00,0.0,0.1974889934062957,0.1775179952383041,0.0928165465593338,3019413,0.0,
1980-03-25 00:00:00+00:00,0.0,0.1808460056781768,0.1642040014266967,0.0904961004853248,4743183,0.0,
1980-03-26 00:00:00+00:00,0.0,0.1830649971961975,0.1741890013217926,0.0910759568214416,5520569,0.0,
1980-03-27 00:00:00+00:00,0.0,0.170861005783081,0.1397950053215026,0.0835347920656204,9362434,0.0,
1980-03-28 00:00:00+00:00,0.0,0.1775179952383041,0.1642040014266967,0.0928165465593338,7311937,0.0,
1980-03-31 00:00:00+00:00,0.0,0.1886129975318908,0.1775179952383041,0.0957168415188789,3717934,0.0,
1980-04-01 00:00:00+00:00,0.0,0.1875029951333999,0.1830649971961975,0.0962972268462181,968916,0.0,
1980-04-02 00:00:00+00:00,0.0,0.1897220015525818,0.1830649971961975,0.0974574387073516,2253293,0.0,
1980-04-03 00:00:00+00:00,0.0,0.1886129975318908,0.1819559931755066,0.0951370075345039,2467356,0.0,
1980-04-07 00:00:00+00:00,0.0,0.1775179952383041,0.1653140038251876,0.0864356160163879,1791368,0.0,
1980-04-08 00:00:00+00:00,0.0,0.170861005783081,0.1642040014266967,0.0893358811736106,5013578,0.0,
1980-04-09 00:00:00+00:00,0.0,0.1764079928398132,0.1697520017623901,0.0922361612319946,3920731,0.0,
1980-04-10 00:00:00+00:00,0.0,0.1752990037202835,0.1675329953432083,0.0916563272476196,6421886,0.0,
1980-04-11 00:00:00+00:00,0.0,0.1875029951333999,0.1775179952383041,0.0968770310282707,4123527,0.0,
1980-04-14 00:00:00+00:00,0.0,0.1841749995946884,0.1808460056781768,0.0945566147565841,2106829,0.0,
1980-04-15 00:00:00+00:00,0.0,0.1841749995946884,0.1797370016574859,0.0951370075345039,1025249,0.0,
1980-04-16 00:00:00+00:00,0.0,0.1852840036153793,0.1730799973011016,0.0922361612319946,4619252,0.0,
1980-04-17 00:00:00+00:00,0.0,0.1886129975318908,0.1752990037202835,0.0951370075345039,1498440,0.0,
1980-04-18 00:00:00+00:00,0.0,0.1974889934062957,0.1830649971961975,0.1020982861518859,6309222,0.0,
1980-04-21 00:00:00+00:00,0.0,0.2252259999513626,0.2019270062446594,0.1136999577283859,22352671,0.0,
1980-04-22 00:00:00+00:00,0.0,0.221897006034851,0.2096929997205734,0.1102198660373687,8652647,0.0,
