date,URI_Open,URI_High,URI_Low,URI_Close,URI_Volume,URI_Dividends,URI_Stock Splits
1997-12-18 00:00:00+00:00,14.5,16.125,14.375,14.719292640686035,1905200,0.0,
1997-12-19 00:00:00+00:00,15.0,15.625,14.6875,15.209935188293455,275200,0.0,
1997-12-22 00:00:00+00:00,15.5,15.875,15.0,14.719292640686035,88300,0.0,
1997-12-23 00:00:00+00:00,15.0,15.8125,15.0,15.209935188293455,74500,0.0,
1997-12-24 00:00:00+00:00,16.0,16.25,16.0,15.94589900970459,45400,0.0,
1997-12-26 00:00:00+00:00,16.3125,17.0,16.25,16.68186378479004,45400,0.0,
1997-12-29 00:00:00+00:00,16.75,17.875,16.75,17.479156494140625,107100,0.0,
1997-12-30 00:00:00+00:00,17.8125,18.0625,17.5625,17.60181999206543,49600,0.0,
1997-12-31 00:00:00+00:00,18.0,19.3125,17.8125,18.95108795166016,50800,0.0,
1998-01-02 00:00:00+00:00,20.25,20.25,19.0625,19.68705368041992,209500,0.0,
1998-01-05 00:00:00+00:00,20.5,20.75,18.25,18.46044540405273,384300,0.0,
1998-01-06 00:00:00+00:00,19.375,19.875,18.625,19.01241874694824,195600,0.0,
1998-01-07 00:00:00+00:00,19.4375,19.4375,18.375,18.521774291992188,97700,0.0,
1998-01-08 00:00:00+00:00,19.0,19.1875,18.4375,18.09246253967285,61300,0.0,
1998-01-09 00:00:00+00:00,18.6875,18.6875,17.5,17.90847396850586,101700,0.0,
1998-01-12 00:00:00+00:00,18.25,18.25,17.25,17.479156494140625,138500,0.0,
1998-01-13 00:00:00+00:00,19.375,20.0,19.0,19.503061294555664,297400,0.0,
1998-01-14 00:00:00+00:00,20.3125,20.75,20.0,20.2390251159668,135600,0.0,
1998-01-15 00:00:00+00:00,20.75,22.5,20.75,20.72966766357422,219900,0.0,
1998-01-16 00:00:00+00:00,21.375,21.5625,21.125,20.97499084472656,47300,0.0,
1998-01-20 00:00:00+00:00,21.8125,22.5,21.8125,21.52696418762207,60600,0.0,
1998-01-21 00:00:00+00:00,21.9375,23.375,21.9375,21.833614349365234,89700,0.0,
1998-01-22 00:00:00+00:00,22.375,22.75,22.0,21.64962387084961,29500,0.0,
1998-01-23 00:00:00+00:00,22.25,22.25,21.125,21.34297180175781,48100,0.0,
1998-01-26 00:00:00+00:00,22.25,22.4375,21.5,21.465633392333984,40000,0.0,
1998-01-27 00:00:00+00:00,22.0,22.375,21.8125,21.77228355407715,106600,0.0,
1998-01-28 00:00:00+00:00,22.375,23.25,22.375,22.569583892822266,44300,0.0,
1998-01-29 00:00:00+00:00,23.125,23.875,23.0,23.182884216308597,22200,0.0,
1998-01-30 00:00:00+00:00,23.5,24.0,23.25,23.428205490112305,24000,0.0,
1998-02-02 00:00:00+00:00,25.0,25.0,23.6875,24.041513442993164,63000,0.0,
1998-02-03 00:00:00+00:00,24.625,24.625,24.1875,23.857519149780277,34900,0.0,
1998-02-04 00:00:00+00:00,24.5,25.625,24.375,25.022794723510746,71900,0.0,
1998-02-05 00:00:00+00:00,24.75,25.25,24.375,24.470823287963867,130700,0.0,
1998-02-06 00:00:00+00:00,25.25,25.75,25.25,25.145458221435547,32000,0.0,
1998-02-09 00:00:00+00:00,26.25,26.5625,25.9375,25.513437271118164,62100,0.0,
1998-02-10 00:00:00+00:00,26.0,26.625,25.75,26.00408172607422,80100,0.0,
1998-02-11 00:00:00+00:00,26.625,27.375,26.5,26.61738586425781,41700,0.0,
1998-02-12 00:00:00+00:00,27.125,27.125,26.5,26.00408172607422,28400,0.0,
1998-02-13 00:00:00+00:00,26.5,26.875,26.0,25.574769973754883,58500,0.0,
1998-02-17 00:00:00+00:00,26.1875,26.875,26.1875,26.37206268310547,18000,0.0,
1998-02-18 00:00:00+00:00,26.75,26.875,25.8125,25.32944679260254,26100,0.0,
1998-02-19 00:00:00+00:00,25.75,25.75,23.75,24.102840423583984,76300,0.0,
1998-02-20 00:00:00+00:00,24.5,25.4375,24.5,24.16417121887207,30600,0.0,
1998-02-23 00:00:00+00:00,24.875,25.5,24.875,24.83880615234375,29200,0.0,
1998-02-24 00:00:00+00:00,25.4375,25.5,25.1875,24.716144561767575,6400,0.0,
1998-02-25 00:00:00+00:00,25.4375,25.4375,25.0625,24.961463928222656,9800,0.0,
1998-02-26 00:00:00+00:00,25.1875,25.25,25.125,24.65481376647949,2900,0.0,
1998-02-27 00:00:00+00:00,25.25,25.4375,24.6875,24.225500106811523,31400,0.0,
1998-03-02 00:00:00+00:00,24.8125,25.25,24.5,24.470823287963867,45100,0.0,
1998-03-03 00:00:00+00:00,25.0625,25.625,25.0625,25.022794723510746,23700,0.0,
1998-03-04 00:00:00+00:00,25.5625,26.375,25.5625,25.88142204284668,62700,0.0,
1998-03-05 00:00:00+00:00,26.25,26.375,25.5625,25.084123611450195,74700,0.0,
1998-03-06 00:00:00+00:00,26.25,26.6875,25.5625,25.084123611450195,2289400,0.0,
1998-03-09 00:00:00+00:00,25.5625,26.125,25.375,25.084123611450195,463200,0.0,
1998-03-10 00:00:00+00:00,25.625,25.75,25.125,24.65481376647949,284100,0.0,
1998-03-11 00:00:00+00:00,25.1875,25.3125,24.0,24.65481376647949,253100,0.0,
1998-03-12 00:00:00+00:00,25.3125,25.625,25.25,24.90013313293457,242400,0.0,
1998-03-13 00:00:00+00:00,25.5,25.625,25.0,25.022794723510746,107500,0.0,
1998-03-16 00:00:00+00:00,25.375,25.375,25.0,24.593482971191406,64800,0.0,
1998-03-17 00:00:00+00:00,25.1875,25.625,25.0625,25.145458221435547,266100,0.0,
1998-03-18 00:00:00+00:00,25.375,25.375,24.25,23.796186447143555,402500,0.0,
1998-03-19 00:00:00+00:00,24.375,25.0,24.375,24.041513442993164,318000,0.0,
1998-03-20 00:00:00+00:00,24.25,24.25,23.5,23.06022453308105,273500,0.0,
1998-03-23 00:00:00+00:00,23.5,23.75,21.5,21.52696418762207,486500,0.0,
1998-03-24 00:00:00+00:00,22.75,24.375,22.625,23.918848037719727,391600,0.0,
1998-03-25 00:00:00+00:00,24.5,25.25,24.0625,24.40949249267578,256600,0.0,
1998-03-26 00:00:00+00:00,24.5,24.625,24.1875,23.796186447143555,57200,0.0,
1998-03-27 00:00:00+00:00,24.25,25.375,24.25,24.77747344970703,80500,0.0,
1998-03-30 00:00:00+00:00,25.0,25.0,24.25,24.102840423583984,201700,0.0,
1998-03-31 00:00:00+00:00,24.5,26.0,24.5,25.513437271118164,146300,0.0,
1998-04-01 00:00:00+00:00,26.0,26.0,25.0,24.83880615234375,60500,0.0,
1998-04-02 00:00:00+00:00,25.25,25.375,25.0,24.83880615234375,79900,0.0,
1998-04-03 00:00:00+00:00,25.3125,26.375,25.3125,25.26811981201172,173400,0.0,
1998-04-06 00:00:00+00:00,25.9375,25.9375,25.25,24.83880615234375,51600,0.0,
