date,MMS_Open,MMS_High,MMS_Low,MMS_Close,MMS_Volume,MMS_Dividends,MMS_Stock Splits
1997-06-13 00:00:00+00:00,4.8125,4.9375,4.5,3.731164932250977,16082400,0.0,
1997-06-16 00:00:00+00:00,4.5625,4.59375,4.5,3.731164932250977,1424000,0.0,
1997-06-17 00:00:00+00:00,4.5,4.53125,4.40625,3.757075309753418,1881600,0.0,
1997-06-18 00:00:00+00:00,4.5,4.53125,4.40625,3.731164932250977,636800,0.0,
1997-06-19 00:00:00+00:00,4.4375,4.4375,4.3125,3.6016104221343994,927600,0.0,
1997-06-20 00:00:00+00:00,4.40625,4.53125,4.375,3.757075309753418,598000,0.0,
1997-06-23 00:00:00+00:00,4.5,4.5,4.40625,3.65343189239502,293600,0.0,
1997-06-24 00:00:00+00:00,4.4375,4.4375,4.34375,3.6016104221343994,184000,0.0,
1997-06-25 00:00:00+00:00,4.375,4.46875,4.34375,3.679341554641724,531200,0.0,
1997-06-26 00:00:00+00:00,4.4375,4.46875,4.375,3.65343189239502,118400,0.0,
1997-06-27 00:00:00+00:00,4.40625,4.46875,4.375,3.705253839492798,388400,0.0,
1997-06-30 00:00:00+00:00,4.40625,4.5,4.25,3.705253839492798,455600,0.0,
1997-07-01 00:00:00+00:00,4.46875,4.640625,4.46875,3.808897495269776,117600,0.0,
1997-07-02 00:00:00+00:00,4.65625,4.8125,4.65625,3.990273952484131,576800,0.0,
1997-07-03 00:00:00+00:00,4.78125,4.78125,4.75,3.964365243911743,500000,0.0,
1997-07-07 00:00:00+00:00,4.78125,4.8125,4.765625,3.964365243911743,174400,0.0,
1997-07-08 00:00:00+00:00,4.875,4.9375,4.875,4.068007469177246,392000,0.0,
1997-07-09 00:00:00+00:00,4.96875,5.15625,4.96875,4.275293827056885,470000,0.0,
1997-07-10 00:00:00+00:00,5.1875,5.8125,5.1875,4.5603108406066895,925600,0.0,
1997-07-11 00:00:00+00:00,5.5,5.5,5.375,4.456668853759766,140800,0.0,
1997-07-14 00:00:00+00:00,5.4375,5.5,5.40625,4.5603108406066895,589600,0.0,
1997-07-15 00:00:00+00:00,5.5,5.625,5.5,4.638044834136963,124400,0.0,
1997-07-16 00:00:00+00:00,5.640625,5.65625,5.5625,4.663956642150879,773600,0.0,
1997-07-17 00:00:00+00:00,5.65625,5.9375,5.625,4.87124490737915,556800,0.0,
1997-07-18 00:00:00+00:00,5.8125,5.8125,5.71875,4.793510437011719,180400,0.0,
1997-07-21 00:00:00+00:00,5.78125,5.8125,5.75,4.793510437011719,132800,0.0,
1997-07-22 00:00:00+00:00,5.765625,5.765625,5.703125,4.754644870758057,262400,0.0,
1997-07-23 00:00:00+00:00,5.71875,6.125,5.703125,4.9748854637146,252000,0.0,
1997-07-24 00:00:00+00:00,6.0625,6.09375,6.015625,4.987841606140137,96000,0.0,
1997-07-25 00:00:00+00:00,6.015625,6.046875,5.9375,5.013752460479736,49600,0.0,
1997-07-28 00:00:00+00:00,6.0625,6.0625,5.9375,4.923066139221191,14400,0.0,
1997-07-29 00:00:00+00:00,5.90625,5.90625,5.84375,4.845332622528076,8400,0.0,
1997-07-30 00:00:00+00:00,5.8125,5.828125,5.734375,4.754644870758057,27200,0.0,
1997-07-31 00:00:00+00:00,5.71875,5.78125,5.65625,4.793510437011719,432400,0.0,
1997-08-01 00:00:00+00:00,5.8125,5.8125,5.6875,4.793510437011719,160000,0.0,
1997-08-04 00:00:00+00:00,5.75,5.84375,5.75,4.845332622528076,78800,0.0,
1997-08-05 00:00:00+00:00,5.859375,5.90625,5.84375,4.897153854370117,22000,0.0,
1997-08-06 00:00:00+00:00,5.9375,6.0625,5.9375,5.026710033416748,277600,0.0,
1997-08-07 00:00:00+00:00,6.0,6.0,5.859375,4.923066139221191,281600,0.0,
1997-08-08 00:00:00+00:00,5.90625,5.90625,5.6875,4.819419860839844,116800,0.0,
1997-08-11 00:00:00+00:00,5.796875,5.8125,5.78125,4.793510437011719,12400,0.0,
1997-08-12 00:00:00+00:00,5.8125,5.8125,5.75,4.767599582672119,29200,0.0,
1997-08-13 00:00:00+00:00,5.75,5.75,5.65625,4.6898698806762695,15600,0.0,
1997-08-14 00:00:00+00:00,5.640625,5.640625,5.59375,4.638044834136963,87200,0.0,
1997-08-15 00:00:00+00:00,5.578125,5.578125,5.375,4.456668853759766,59600,0.0,
1997-08-18 00:00:00+00:00,5.4375,5.5,5.0625,4.353025913238525,210000,0.0,
1997-08-19 00:00:00+00:00,5.21875,5.21875,5.15625,4.30120325088501,136400,0.0,
1997-08-20 00:00:00+00:00,5.1875,5.21875,5.1875,4.30120325088501,32800,0.0,
1997-08-21 00:00:00+00:00,5.1875,5.375,5.171875,4.456668853759766,152000,0.0,
1997-08-22 00:00:00+00:00,5.375,5.53125,5.375,4.534400463104248,339600,0.0,
1997-08-25 00:00:00+00:00,5.5,5.59375,5.5,4.638044834136963,46000,0.0,
1997-08-26 00:00:00+00:00,5.5625,5.75,5.5625,4.754644870758057,70800,0.0,
1997-08-27 00:00:00+00:00,5.75,5.78125,5.71875,4.793510437011719,47200,0.0,
1997-08-28 00:00:00+00:00,5.75,5.75,5.6875,4.754644870758057,20000,0.0,
1997-08-29 00:00:00+00:00,5.75,5.75,5.71875,4.741688251495361,17600,0.0,
1997-09-02 00:00:00+00:00,5.75,5.75,5.75,4.767599582672119,2800,0.0,
1997-09-03 00:00:00+00:00,5.71875,5.875,5.71875,4.87124490737915,32800,0.0,
1997-09-04 00:00:00+00:00,5.84375,5.890625,5.84375,4.884201049804688,11200,0.0,
1997-09-05 00:00:00+00:00,5.921875,5.9375,5.890625,4.91010856628418,16800,0.0,
1997-09-08 00:00:00+00:00,6.0,6.375,6.0,5.233994483947754,133600,0.0,
1997-09-09 00:00:00+00:00,6.28125,6.5625,6.25,5.441283226013184,265200,0.0,
1997-09-10 00:00:00+00:00,6.5625,6.671875,6.5,5.531973838806152,73200,0.0,
1997-09-11 00:00:00+00:00,6.703125,6.703125,6.53125,5.441283226013184,62000,0.0,
1997-09-12 00:00:00+00:00,6.5625,7.0,6.5625,5.791078567504883,200000,0.0,
1997-09-15 00:00:00+00:00,7.015625,7.015625,6.78125,5.6485700607299805,425200,0.0,
1997-09-16 00:00:00+00:00,6.8125,6.8125,6.65625,5.519016265869141,39600,0.0,
1997-09-17 00:00:00+00:00,6.75,6.78125,6.71875,5.596746921539307,120000,0.0,
1997-09-18 00:00:00+00:00,6.78125,6.828125,6.75,5.6485700607299805,306800,0.0,
1997-09-19 00:00:00+00:00,6.78125,6.96875,6.78125,5.778123378753662,109600,0.0,
1997-09-22 00:00:00+00:00,7.0625,7.28125,7.0625,6.0372314453125,80800,0.0,
1997-09-23 00:00:00+00:00,7.34375,7.625,7.34375,6.322251319885254,111600,0.0,
1997-09-24 00:00:00+00:00,7.625,8.21875,7.625,6.723870277404785,306000,0.0,
1997-09-25 00:00:00+00:00,7.75,7.8125,7.609375,6.412942886352539,427600,0.0,
1997-09-26 00:00:00+00:00,7.734375,7.734375,7.3125,6.063143253326416,263600,0.0,
1997-09-29 00:00:00+00:00,7.28125,7.3125,7.15625,5.9983673095703125,110800,0.0,
1997-09-30 00:00:00+00:00,7.234375,7.25,7.21875,5.9983673095703125,451600,0.0,
1997-10-01 00:00:00+00:00,7.25,7.25,6.875,5.700389862060547,298400,0.0,
1997-10-02 00:00:00+00:00,6.859375,7.0625,6.859375,5.855856895446777,70000,0.0,
1997-10-03 00:00:00+00:00,7.09375,7.25,7.09375,6.011321544647217,173600,0.0,
1997-10-06 00:00:00+00:00,7.28125,7.421875,7.28125,6.153829574584961,278000,0.0,
1997-10-07 00:00:00+00:00,7.40625,7.59375,7.40625,6.296339511871338,410400,0.0,
1997-10-08 00:00:00+00:00,7.578125,7.59375,7.5625,6.283384323120117,50800,0.0,
1997-10-09 00:00:00+00:00,7.546875,7.546875,7.46875,6.192696571350098,144800,0.0,
1997-10-10 00:00:00+00:00,7.4375,7.546875,7.4375,6.257474422454834,9600,0.0,
1997-10-13 00:00:00+00:00,7.609375,7.625,7.609375,6.309296131134033,3600,0.0,
1997-10-14 00:00:00+00:00,7.625,7.640625,7.625,6.335206985473633,4800,0.0,
1997-10-15 00:00:00+00:00,7.640625,7.890625,7.640625,6.54249382019043,39200,0.0,
1997-10-16 00:00:00+00:00,7.90625,7.96875,7.75,6.425896167755127,46400,0.0,
1997-10-17 00:00:00+00:00,7.71875,7.71875,7.4375,6.166787624359131,54400,0.0,
1997-10-20 00:00:00+00:00,7.5,7.5,7.453125,6.205650806427002,49200,0.0,
1997-10-21 00:00:00+00:00,7.4375,7.5,7.4375,6.218608856201172,66000,0.0,
1997-10-22 00:00:00+00:00,7.46875,7.484375,7.46875,6.205650806427002,17600,0.0,
1997-10-23 00:00:00+00:00,7.4375,7.4375,7.375,6.127919673919678,16800,0.0,
1997-10-24 00:00:00+00:00,7.40625,7.40625,7.34375,6.08905553817749,6400,0.0,
1997-10-27 00:00:00+00:00,7.3125,7.3125,6.71875,5.570835590362549,124400,0.0,
1997-10-28 00:00:00+00:00,6.59375,6.625,6.53125,5.493104934692383,86000,0.0,
1997-10-29 00:00:00+00:00,6.625,7.125,6.625,5.90767765045166,86000,0.0,
1997-10-30 00:00:00+00:00,7.0,7.03125,6.984375,5.791078567504883,82400,0.0,
1997-10-31 00:00:00+00:00,6.984375,7.0,6.984375,5.804034233093262,4400,0.0,
1997-11-03 00:00:00+00:00,7.0,7.0625,6.96875,5.778123378753662,183200,0.0,
