date,UAVS_Open,UAVS_High,UAVS_Low,UAVS_Close,UAVS_Volume,UAVS_Dividends,UAVS_Stock Splits
2007-05-21 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-05-22 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-05-23 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-05-24 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-05-25 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-05-29 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-05-30 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-05-31 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-06-01 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-06-04 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-06-05 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-06-06 00:00:00+00:00,48750.0,48750.0,39375.0,39375.0,0,,
2007-06-07 00:00:00+00:00,37500.0,46875.0,37500.0,46875.0,0,,
2007-06-08 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-06-11 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-06-12 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-06-13 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-06-14 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-06-15 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-06-18 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-06-19 00:00:00+00:00,41250.0,41250.0,41250.0,41250.0,0,,
2007-06-20 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-06-21 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-06-22 00:00:00+00:00,42750.0,46875.0,42750.0,46875.0,0,,
2007-06-25 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-06-26 00:00:00+00:00,42750.0,42750.0,42750.0,42750.0,0,,
2007-06-27 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-06-28 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-06-29 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-02 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-03 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-05 00:00:00+00:00,41250.0,41250.0,41250.0,41250.0,0,,
2007-07-06 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-09 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-10 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-11 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-12 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-13 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-16 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-17 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-18 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-19 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-20 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-23 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-24 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-25 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-26 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-27 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-30 00:00:00+00:00,46875.0,46875.0,46875.0,46875.0,0,,
2007-07-31 00:00:00+00:00,50625.0,56250.0,48750.0,50625.0,0,,
2007-08-01 00:00:00+00:00,50625.0,56250.0,50625.0,56250.0,0,,
2007-08-02 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-03 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-06 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-07 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-08 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-09 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-10 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-13 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-14 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-15 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-16 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-17 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-20 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-21 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-22 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-23 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-24 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-27 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-28 00:00:00+00:00,56250.0,56250.0,56250.0,56250.0,0,,
2007-08-29 00:00:00+00:00,42750.0,49875.0,42750.0,49875.0,0,,
2007-08-30 00:00:00+00:00,49875.0,49875.0,49875.0,49875.0,0,,
2007-08-31 00:00:00+00:00,49875.0,49875.0,49875.0,49875.0,0,,
2007-09-04 00:00:00+00:00,49875.0,49875.0,49875.0,49875.0,0,,
2007-09-05 00:00:00+00:00,49875.0,49875.0,49875.0,49875.0,0,,
2007-09-06 00:00:00+00:00,49875.0,49875.0,49875.0,49875.0,0,,
2007-09-07 00:00:00+00:00,49875.0,49875.0,49875.0,49875.0,0,,
2007-09-10 00:00:00+00:00,42750.0,49875.0,42750.0,49875.0,0,,
2007-09-11 00:00:00+00:00,42750.0,48750.0,42750.0,48750.0,0,,
2007-09-12 00:00:00+00:00,48000.0,48750.0,48000.0,48750.0,0,,
2007-09-13 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-09-14 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-09-17 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-09-18 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-09-19 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-09-20 00:00:00+00:00,48750.0,48750.0,48750.0,48750.0,0,,
2007-09-21 00:00:00+00:00,42750.0,42750.0,28125.0,37875.0,13,,
2007-09-24 00:00:00+00:00,37875.0,37875.0,30375.0,30375.0,2,,
2007-09-25 00:00:00+00:00,30375.0,30375.0,30375.0,30375.0,0,,
2007-09-26 00:00:00+00:00,35625.0,35625.0,35625.0,35625.0,0,,
2007-09-27 00:00:00+00:00,35625.0,35625.0,30750.0,30750.0,0,,
2007-09-28 00:00:00+00:00,30750.0,30750.0,30750.0,30750.0,0,,
2007-10-01 00:00:00+00:00,33750.0,35625.0,31500.0,33750.0,1,,
2007-10-02 00:00:00+00:00,33750.0,33750.0,28125.0,28125.0,7,,
2007-10-03 00:00:00+00:00,30000.0,31125.0,28125.0,30000.0,1,,
2007-10-04 00:00:00+00:00,30000.0,30000.0,30000.0,30000.0,0,,
2007-10-05 00:00:00+00:00,31875.0,31875.0,30000.0,30000.0,2,,
2007-10-08 00:00:00+00:00,30000.0,30375.0,29250.0,29250.0,0,,
2007-10-09 00:00:00+00:00,28875.0,28875.0,28875.0,28875.0,0,,
2007-10-10 00:00:00+00:00,28500.0,30000.0,28500.0,30000.0,1,,
2007-10-11 00:00:00+00:00,29625.0,29625.0,28125.0,28125.0,5,,
2007-10-12 00:00:00+00:00,29250.0,29250.0,28125.0,28125.0,1,,
2007-10-15 00:00:00+00:00,28125.0,29625.0,28125.0,28125.0,1,,
2007-10-16 00:00:00+00:00,28125.0,29250.0,26250.0,29250.0,1,,
2007-10-17 00:00:00+00:00,28125.0,31875.0,28125.0,31125.0,0,,
2007-10-18 00:00:00+00:00,26625.0,31875.0,26625.0,31875.0,1,,
2007-10-19 00:00:00+00:00,31875.0,31875.0,31875.0,31875.0,0,,
2007-10-22 00:00:00+00:00,28125.0,30750.0,28125.0,30750.0,0,,
2007-10-23 00:00:00+00:00,30000.0,33750.0,29250.0,31875.0,2,,
2007-10-24 00:00:00+00:00,31875.0,33750.0,30750.0,33750.0,1,,
2007-10-25 00:00:00+00:00,33750.0,33750.0,31875.0,33750.0,1,,
2007-10-26 00:00:00+00:00,33750.0,33750.0,28125.0,31875.0,3,,
2007-10-29 00:00:00+00:00,31875.0,31875.0,31875.0,31875.0,1,,
2007-10-30 00:00:00+00:00,31875.0,31875.0,31875.0,31875.0,0,,
2007-10-31 00:00:00+00:00,31875.0,31875.0,29250.0,29250.0,2,,
2007-11-01 00:00:00+00:00,30375.0,30375.0,30375.0,30375.0,0,,
2007-11-02 00:00:00+00:00,31125.0,31125.0,31125.0,31125.0,0,,
2007-11-05 00:00:00+00:00,31125.0,31125.0,31125.0,31125.0,0,,
