date,RS_Open,RS_High,RS_Low,RS_Close,RS_Volume,RS_Dividends,RS_Stock Splits
1994-09-16 00:00:00+00:00,3.444443941116333,3.6388890743255615,3.388889074325561,2.4251132011413574,3978450,0.0,
1994-09-19 00:00:00+00:00,3.6111109256744394,3.6111109256744394,3.472222089767456,2.331840753555298,1538550,0.0,
1994-09-20 00:00:00+00:00,3.472222089767456,3.5,3.444443941116333,2.3504951000213623,594900,0.0,
1994-09-21 00:00:00+00:00,3.472222089767456,3.472222089767456,3.3333330154418945,2.257220268249512,650250,0.0,
1994-09-22 00:00:00+00:00,3.3611109256744385,3.416666984558105,3.3611109256744385,2.275875329971313,107100,0.0,
1994-09-23 00:00:00+00:00,3.3611109256744385,3.388889074325561,3.3333330154418945,2.257220268249512,114300,0.0,
1994-09-26 00:00:00+00:00,3.3611109256744385,3.3611109256744385,3.194443941116333,2.1452927589416504,415800,0.0,
1994-09-27 00:00:00+00:00,3.222222089767456,3.3611109256744385,3.222222089767456,2.257220268249512,220050,0.0,
1994-09-28 00:00:00+00:00,3.388889074325561,3.388889074325561,3.3333330154418945,2.257220268249512,354150,0.0,
1994-09-29 00:00:00+00:00,3.388889074325561,3.444443941116333,3.3611109256744385,2.294530868530273,84150,0.0,
1994-09-30 00:00:00+00:00,3.472222089767456,3.527777910232544,3.388889074325561,2.3504951000213623,164250,0.0,
1994-10-03 00:00:00+00:00,3.527777910232544,3.527777910232544,3.416666984558105,2.294530868530273,53550,0.0,
1994-10-04 00:00:00+00:00,3.444443941116333,3.444443941116333,3.3611109256744385,2.257220268249512,116550,0.0,
1994-10-05 00:00:00+00:00,3.3333330154418945,3.3611109256744385,3.305556058883667,2.2385659217834477,245700,0.0,
1994-10-06 00:00:00+00:00,3.305556058883667,3.305556058883667,3.277777910232544,2.201256513595581,126900,0.0,
1994-10-07 00:00:00+00:00,3.305556058883667,3.305556058883667,3.305556058883667,2.2199132442474365,22950,0.0,
1994-10-10 00:00:00+00:00,3.277777910232544,3.277777910232544,3.222222089767456,2.182603120803833,279450,0.0,
1994-10-11 00:00:00+00:00,3.277777910232544,3.277777910232544,3.222222089767456,2.163946866989136,138600,0.0,
