date,FORTY_Open,FORTY_High,FORTY_Low,FORTY_Close,FORTY_Volume,FORTY_Dividends,FORTY_Stock Splits
1997-12-18 00:00:00+00:00,28.0,28.0,28.0,9.27048683166504,0,0.0,
1997-12-19 00:00:00+00:00,27.25,28.0,27.0,9.27048683166504,900,0.0,
1997-12-22 00:00:00+00:00,26.75,28.25,26.25,9.353259086608888,5100,0.0,
1997-12-23 00:00:00+00:00,28.25,28.25,27.75,9.187714576721191,3200,0.0,
1997-12-24 00:00:00+00:00,27.75,27.75,27.75,9.187714576721191,0,0.0,
1997-12-26 00:00:00+00:00,27.0,28.0,27.0,8.9393949508667,1200,0.0,
1997-12-29 00:00:00+00:00,28.5,29.0,28.5,9.601573944091797,700,0.0,
1997-12-30 00:00:00+00:00,29.0,29.5,29.0,9.767117500305176,1200,0.0,
1997-12-31 00:00:00+00:00,30.5,30.5,30.5,10.0982084274292,1000,0.0,
1998-01-02 00:00:00+00:00,32.0,33.0,32.0,10.925928115844728,1700,0.0,
1998-01-05 00:00:00+00:00,33.0,33.0,32.5,10.760382652282717,2000,0.0,
1998-01-06 00:00:00+00:00,32.0,33.0,32.0,10.925928115844728,1800,0.0,
1998-01-07 00:00:00+00:00,31.5,31.5,31.5,10.429295539855955,2500,0.0,
1998-01-08 00:00:00+00:00,30.625,30.625,30.0,9.932662963867188,1900,0.0,
1998-01-09 00:00:00+00:00,30.0,30.0,30.0,9.932662963867188,200,0.0,
1998-01-12 00:00:00+00:00,29.625,29.75,27.25,9.415335655212402,14400,0.0,
1998-01-13 00:00:00+00:00,29.875,30.25,29.0,9.767117500305176,6300,0.0,
1998-01-14 00:00:00+00:00,30.0,30.0,27.5,9.27048683166504,14600,0.0,
1998-01-15 00:00:00+00:00,27.5,27.5,25.5,9.104939460754396,9400,0.0,
1998-01-16 00:00:00+00:00,28.25,28.75,28.0,9.436030387878418,9800,0.0,
1998-01-20 00:00:00+00:00,29.625,29.625,29.0,9.80850315093994,2000,0.0,
1998-01-21 00:00:00+00:00,29.125,29.125,28.0,9.353259086608888,4600,0.0,
1998-01-22 00:00:00+00:00,28.625,28.625,27.5,9.436030387878418,2000,0.0,
1998-01-23 00:00:00+00:00,28.5,28.5,26.75,9.104939460754396,2400,0.0,
1998-01-26 00:00:00+00:00,26.0,27.25,25.5,8.442763328552246,3900,0.0,
1998-01-27 00:00:00+00:00,25.5,25.5,25.5,8.442763328552246,0,0.0,
1998-01-28 00:00:00+00:00,26.0,26.75,26.0,8.856624603271484,500,0.0,
1998-01-29 00:00:00+00:00,26.5,27.25,26.25,9.022168159484863,1400,0.0,
1998-01-30 00:00:00+00:00,26.75,26.75,26.25,8.69107723236084,3400,0.0,
1998-02-02 00:00:00+00:00,28.0,28.0,27.875,9.22909927368164,3500,0.0,
1998-02-03 00:00:00+00:00,28.0,28.125,27.5,9.311871528625488,9200,0.0,
1998-02-04 00:00:00+00:00,27.0,27.5,27.0,8.980782508850098,13200,0.0,
1998-02-05 00:00:00+00:00,26.75,27.0,26.5,8.773852348327637,3900,0.0,
1998-02-06 00:00:00+00:00,26.5,26.625,26.5,8.815238952636719,2100,0.0,
1998-02-09 00:00:00+00:00,26.0,27.125,26.0,8.628999710083008,9100,0.0,
1998-02-10 00:00:00+00:00,26.75,26.75,25.4375,8.422069549560547,1300,0.0,
1998-02-11 00:00:00+00:00,26.25,27.0,26.25,8.9393949508667,2500,0.0,
1998-02-12 00:00:00+00:00,28.0,28.0,27.75,9.27048683166504,2600,0.0,
1998-02-13 00:00:00+00:00,28.0,28.25,28.0,9.353259086608888,5000,0.0,
1998-02-17 00:00:00+00:00,27.75,27.875,27.75,9.22909927368164,2800,0.0,
1998-02-18 00:00:00+00:00,28.125,28.125,27.5,9.22909927368164,2000,0.0,
1998-02-19 00:00:00+00:00,27.875,27.875,27.875,9.22909927368164,0,0.0,
1998-02-20 00:00:00+00:00,27.875,27.875,26.5,9.104939460754396,1800,0.0,
1998-02-23 00:00:00+00:00,31.25,31.5,29.5,10.38790798187256,11600,0.0,
1998-02-24 00:00:00+00:00,31.0,31.5,30.0,10.0982084274292,10100,0.0,
1998-02-25 00:00:00+00:00,30.5,30.5,30.0,10.0982084274292,8900,0.0,
1998-02-26 00:00:00+00:00,30.0,32.0,30.0,10.553452491760254,4700,0.0,
1998-02-27 00:00:00+00:00,32.0,32.0,31.5,10.429295539855955,3500,0.0,
1998-03-02 00:00:00+00:00,32.0,32.5,32.0,10.615530967712402,1500,0.0,
1998-03-03 00:00:00+00:00,33.0,33.0,31.75,10.51206874847412,600,0.0,
1998-03-04 00:00:00+00:00,32.75,32.875,32.75,10.863850593566896,3600,0.0,
1998-03-05 00:00:00+00:00,32.0,32.0,31.625,10.47068214416504,2200,0.0,
1998-03-06 00:00:00+00:00,31.0,32.25,31.0,10.67761516571045,1500,0.0,
1998-03-09 00:00:00+00:00,32.375,34.125,32.0,10.925928115844728,9200,0.0,
1998-03-10 00:00:00+00:00,34.5,35.0,33.75,11.38117790222168,7300,0.0,
1998-03-11 00:00:00+00:00,34.25,34.5,33.875,11.38117790222168,4700,0.0,
1998-03-12 00:00:00+00:00,33.875,33.875,33.4375,11.07077980041504,700,0.0,
1998-03-13 00:00:00+00:00,34.125,34.125,34.125,11.298401832580566,500,0.0,
1998-03-16 00:00:00+00:00,33.75,34.625,33.25,11.17424774169922,21000,0.0,
1998-03-17 00:00:00+00:00,34.5,34.5,33.5,11.091475486755373,1700,0.0,
1998-03-18 00:00:00+00:00,34.25,34.25,32.0,11.008702278137209,7900,0.0,
1998-03-19 00:00:00+00:00,34.0,34.0,33.0,11.257017135620115,500,0.0,
1998-03-20 00:00:00+00:00,34.0,34.375,33.6875,11.298401832580566,9500,0.0,
1998-03-23 00:00:00+00:00,37.5,37.5,35.875,11.919198036193848,24600,0.0,
1998-03-24 00:00:00+00:00,36.375,37.0625,36.375,12.126124382019045,6900,0.0,
1998-03-25 00:00:00+00:00,39.0,39.5,38.375,12.746915817260742,59000,0.0,
1998-03-26 00:00:00+00:00,40.0,40.75,39.625,13.243550300598145,14600,0.0,
1998-03-27 00:00:00+00:00,40.3125,40.3125,39.375,13.243550300598145,12900,0.0,
1998-03-30 00:00:00+00:00,40.5,40.75,39.625,13.388402938842772,9600,0.0,
1998-03-31 00:00:00+00:00,41.1875,41.1875,40.5,13.40909194946289,6500,0.0,
1998-04-01 00:00:00+00:00,44.0,45.375,44.0,14.816216468811035,4000,0.0,
1998-04-02 00:00:00+00:00,46.0,46.75,44.0,15.478399276733398,25300,0.0,
1998-04-03 00:00:00+00:00,47.25,47.25,44.9375,14.981761932373049,26900,0.0,
1998-04-06 00:00:00+00:00,44.0625,44.125,42.0,14.319589614868164,19300,0.0,
1998-04-07 00:00:00+00:00,41.0,41.125,39.875,13.243550300598145,21900,0.0,
1998-04-08 00:00:00+00:00,37.375,39.0,37.375,12.891765594482422,60800,0.0,
1998-04-09 00:00:00+00:00,38.75,40.625,38.75,13.119394302368164,12800,0.0,
1998-04-13 00:00:00+00:00,39.75,40.375,39.375,13.243550300598145,32200,0.0,
1998-04-14 00:00:00+00:00,39.5,40.0,39.5,13.20216178894043,19200,0.0,
1998-04-15 00:00:00+00:00,39.875,40.9375,39.875,13.367708206176758,7900,0.0,
1998-04-16 00:00:00+00:00,40.5,40.875,40.0,13.367708206176758,3600,0.0,
1998-04-17 00:00:00+00:00,40.875,40.875,39.75,13.40909194946289,3500,0.0,
1998-04-20 00:00:00+00:00,41.1875,41.1875,39.5,13.243550300598145,7200,0.0,
1998-04-21 00:00:00+00:00,39.25,39.625,39.25,13.078004837036133,11400,0.0,
1998-04-22 00:00:00+00:00,39.125,39.5,37.5,12.953848838806152,25200,0.0,
1998-04-23 00:00:00+00:00,39.0,39.0,38.0,12.622756958007812,3900,0.0,
1998-04-24 00:00:00+00:00,37.75,38.125,37.5,12.415828704833984,14300,0.0,
1998-04-27 00:00:00+00:00,36.75,37.0,36.0,12.16751480102539,6900,0.0,
1998-04-28 00:00:00+00:00,37.75,39.0,37.75,12.622756958007812,12200,0.0,
1998-04-29 00:00:00+00:00,39.25,40.5625,39.0,13.42978572845459,11400,0.0,
1998-04-30 00:00:00+00:00,41.0,41.0,40.75,13.491866111755373,600,0.0,
1998-05-01 00:00:00+00:00,40.6875,40.6875,40.5,13.47117519378662,3500,0.0,
1998-05-04 00:00:00+00:00,41.125,43.0,41.125,13.822956085205078,13100,0.0,
1998-05-05 00:00:00+00:00,41.75,42.75,41.5,13.94711685180664,57300,0.0,
1998-05-06 00:00:00+00:00,41.75,42.125,41.375,13.698797225952148,37300,0.0,
1998-05-07 00:00:00+00:00,40.75,40.75,40.75,13.491866111755373,900,0.0,
1998-05-08 00:00:00+00:00,41.5,41.5,40.75,13.491866111755373,1100,0.0,
1998-05-11 00:00:00+00:00,42.25,42.25,41.0,13.698797225952148,17000,0.0,
1998-05-12 00:00:00+00:00,41.5,42.25,41.0,13.86434268951416,16800,0.0,
1998-05-13 00:00:00+00:00,42.0,42.0,42.0,13.905726432800291,1900,0.0,
1998-05-14 00:00:00+00:00,41.75,42.0,41.75,13.86434268951416,10600,0.0,
1998-05-15 00:00:00+00:00,41.0,41.125,41.0,13.616022109985352,1500,0.0,
1998-05-18 00:00:00+00:00,41.0,41.0,39.375,13.036620140075684,5500,0.0,
1998-05-19 00:00:00+00:00,39.25,40.0,38.75,12.82968807220459,2600,0.0,
1998-05-20 00:00:00+00:00,40.625,40.625,40.25,13.450482368469238,29200,0.0,
1998-05-21 00:00:00+00:00,42.625,43.0625,41.75,14.236815452575684,9700,0.0,
1998-05-22 00:00:00+00:00,42.75,43.0,42.0,14.07126808166504,7600,0.0,
1998-05-26 00:00:00+00:00,45.0,45.25,43.75,14.547211647033691,14500,0.0,
1998-05-27 00:00:00+00:00,42.375,43.0,41.625,13.781570434570312,20500,0.0,
1998-05-28 00:00:00+00:00,42.6875,42.6875,42.1875,13.96780776977539,2100,0.0,
1998-05-29 00:00:00+00:00,42.5,42.625,42.1875,13.96780776977539,6700,0.0,
1998-06-01 00:00:00+00:00,42.5,42.875,41.75,13.822956085205078,10900,0.0,
1998-06-02 00:00:00+00:00,42.5,43.6875,41.75,13.94711685180664,5800,0.0,
1998-06-03 00:00:00+00:00,43.25,44.0,43.25,14.360973358154297,11900,0.0,
1998-06-04 00:00:00+00:00,43.375,43.375,43.375,14.360973358154297,0,0.0,
1998-06-05 00:00:00+00:00,43.5,45.0,43.5,14.567903518676758,7300,0.0,
1998-06-08 00:00:00+00:00,43.4375,43.4375,42.625,14.112656593322754,10200,0.0,
1998-06-09 00:00:00+00:00,42.125,42.625,42.0,13.94711685180664,26400,0.0,
1998-06-10 00:00:00+00:00,41.875,41.875,40.0,13.326319694519045,14000,0.0,
1998-06-11 00:00:00+00:00,40.375,40.375,39.25,12.995234489440918,800,0.0,
1998-06-12 00:00:00+00:00,39.25,39.25,38.0,12.788302421569824,11500,0.0,
1998-06-15 00:00:00+00:00,36.25,36.5,35.125,11.691569328308104,13400,0.0,
1998-06-16 00:00:00+00:00,36.75,39.0,36.75,12.912458419799805,32000,0.0,
1998-06-17 00:00:00+00:00,41.0,41.25,40.25,13.326319694519045,5600,0.0,
1998-06-18 00:00:00+00:00,38.25,39.25,38.25,12.995234489440918,3100,0.0,
1998-06-19 00:00:00+00:00,39.0,39.0,38.25,12.664145469665527,13600,0.0,
1998-06-22 00:00:00+00:00,37.875,38.0,37.875,12.581372261047363,1300,0.0,
1998-06-23 00:00:00+00:00,37.0625,38.125,37.0625,12.581372261047363,2200,0.0,
1998-06-24 00:00:00+00:00,36.75,37.625,36.5,12.208897590637209,12000,0.0,
1998-06-25 00:00:00+00:00,35.25,35.25,34.5625,11.463948249816896,1135300,0.0,
1998-06-26 00:00:00+00:00,34.5,34.8125,34.0,11.38117790222168,257300,0.0,
1998-06-29 00:00:00+00:00,34.875,35.5625,34.625,11.753650665283203,223000,0.0,
1998-06-30 00:00:00+00:00,35.25,35.25,34.625,11.546720504760742,40900,0.0,
1998-07-01 00:00:00+00:00,35.625,36.0,35.3125,11.919198036193848,143900,0.0,
1998-07-02 00:00:00+00:00,36.0,36.375,35.6875,12.001965522766112,119900,0.0,
1998-07-06 00:00:00+00:00,36.125,36.75,35.875,12.16751480102539,111900,0.0,
1998-07-07 00:00:00+00:00,36.5,36.5,35.25,11.795038223266602,49600,0.0,
1998-07-08 00:00:00+00:00,35.0625,35.3125,35.0,11.670873641967772,35700,0.0,
1998-07-09 00:00:00+00:00,35.25,35.25,34.75,11.505334854125977,15000,0.0,
1998-07-10 00:00:00+00:00,34.75,35.0,34.0,11.360483169555664,22400,0.0,
1998-07-13 00:00:00+00:00,34.25,34.25,33.6875,11.15355110168457,16500,0.0,
1998-07-14 00:00:00+00:00,34.0,34.25,33.8125,11.2777099609375,46500,0.0,
1998-07-15 00:00:00+00:00,34.0,34.125,33.5,11.215631484985352,34200,0.0,
1998-07-16 00:00:00+00:00,33.5,33.625,33.0625,11.050085067749023,32800,0.0,
1998-07-17 00:00:00+00:00,33.0,33.625,33.0,10.967312812805176,80600,0.0,
1998-07-20 00:00:00+00:00,32.75,33.0,32.0,10.636225700378418,35200,0.0,
1998-07-21 00:00:00+00:00,32.75,33.5,32.75,10.967312812805176,43900,0.0,
1998-07-22 00:00:00+00:00,33.625,33.875,32.875,11.050085067749023,52500,0.0,
1998-07-23 00:00:00+00:00,33.625,35.0,33.625,11.339791297912598,20200,0.0,
1998-07-24 00:00:00+00:00,34.25,35.0,33.75,11.339791297912598,15500,0.0,
1998-07-27 00:00:00+00:00,34.625,35.0,34.25,11.505334854125977,84400,0.0,
1998-07-28 00:00:00+00:00,35.0,35.125,34.75,11.505334854125977,47500,0.0,
1998-07-29 00:00:00+00:00,34.875,35.0,34.5,11.463948249816896,25100,0.0,
1998-07-30 00:00:00+00:00,34.75,35.0,34.125,11.38117790222168,39100,0.0,
1998-07-31 00:00:00+00:00,34.75,34.75,34.375,11.401866912841797,1800,0.0,
1998-08-03 00:00:00+00:00,33.5,33.5,33.0,10.925928115844728,9500,0.0,
1998-08-04 00:00:00+00:00,33.375,33.375,31.25,10.34652328491211,27400,0.0,
1998-08-05 00:00:00+00:00,31.25,31.75,30.75,10.51206874847412,26100,0.0,
1998-08-06 00:00:00+00:00,30.875,31.75,30.875,10.51206874847412,14700,0.0,
1998-08-07 00:00:00+00:00,31.875,32.5,31.375,10.739691734313965,28700,0.0,
1998-08-10 00:00:00+00:00,32.625,32.625,32.375,10.801769256591797,8500,0.0,
1998-08-11 00:00:00+00:00,31.375,32.0,30.75,10.34652328491211,33500,0.0,
1998-08-12 00:00:00+00:00,31.4375,31.875,31.25,10.553452491760254,19200,0.0,
1998-08-13 00:00:00+00:00,30.75,30.75,30.0,9.974044799804688,9800,0.0,
1998-08-14 00:00:00+00:00,30.875,30.875,30.25,10.180977821350098,6000,0.0,
1998-08-17 00:00:00+00:00,28.4375,29.5,28.125,9.684345245361328,49100,0.0,
1998-08-18 00:00:00+00:00,30.125,31.125,29.5,10.180977821350098,115600,0.0,
1998-08-19 00:00:00+00:00,31.0,31.125,30.25,10.015436172485352,41200,0.0,
1998-08-20 00:00:00+00:00,29.75,30.1875,29.5,9.994743347167969,49900,0.0,
1998-08-21 00:00:00+00:00,29.25,29.25,28.0,9.436030387878418,28100,0.0,
1998-08-24 00:00:00+00:00,28.75,28.75,28.125,9.394644737243652,8700,0.0,
1998-08-25 00:00:00+00:00,28.5,29.0,27.875,9.22909927368164,15700,0.0,
1998-08-26 00:00:00+00:00,28.375,28.375,27.9375,9.311871528625488,20800,0.0,
1998-08-27 00:00:00+00:00,27.375,27.4375,24.25,8.649689674377441,97000,0.0,
1998-08-28 00:00:00+00:00,26.5,26.5,25.5,8.442763328552246,17400,0.0,
1998-08-31 00:00:00+00:00,26.5,26.5,24.5,8.111672401428223,61600,0.0,
1998-09-01 00:00:00+00:00,24.5,26.0,24.125,8.608305931091309,67900,0.0,
1998-09-02 00:00:00+00:00,25.0625,26.3125,25.0625,8.463455200195312,2000,0.0,
1998-09-03 00:00:00+00:00,26.625,26.625,24.6875,8.628999710083008,43300,0.0,
1998-09-04 00:00:00+00:00,26.3125,26.3125,25.5,8.69107723236084,34900,0.0,
1998-09-08 00:00:00+00:00,25.5,26.3125,25.5,8.608305931091309,32000,0.0,
1998-09-09 00:00:00+00:00,25.375,25.375,23.5,8.070286750793457,81600,0.0,
1998-09-10 00:00:00+00:00,23.75,23.75,22.75,7.615041255950928,28500,0.0,
1998-09-11 00:00:00+00:00,22.9375,23.1875,22.9375,7.635732650756836,19200,0.0,
1998-09-14 00:00:00+00:00,24.125,24.125,23.5,7.987516403198242,300,0.0,
1998-09-15 00:00:00+00:00,24.125,24.125,24.125,7.987516403198242,1000,0.0,
1998-09-16 00:00:00+00:00,24.25,24.25,23.25,7.946131229400635,6900,0.0,
1998-09-17 00:00:00+00:00,23.25,23.5,22.5,7.449495792388916,3800,0.0,
1998-09-18 00:00:00+00:00,22.5,22.5,22.5,7.449495792388916,0,0.0,
1998-09-21 00:00:00+00:00,22.6875,22.75,22.5,7.532268524169922,13500,0.0,
1998-09-22 00:00:00+00:00,23.125,23.125,22.5,7.490880966186523,60700,0.0,
1998-09-23 00:00:00+00:00,22.5,22.875,22.5,7.532268524169922,46100,0.0,
1998-09-24 00:00:00+00:00,22.375,23.0,22.375,7.532268524169922,71000,0.0,
1998-09-25 00:00:00+00:00,22.5625,22.625,22.5,7.449495792388916,10900,0.0,
1998-09-28 00:00:00+00:00,21.75,21.75,20.5,6.9528632164001465,7900,0.0,
1998-09-29 00:00:00+00:00,21.0,21.0,20.0625,6.828705310821533,12900,0.0,
1998-09-30 00:00:00+00:00,20.625,20.625,19.625,6.621775150299072,7300,0.0,
1998-10-01 00:00:00+00:00,18.0,18.375,18.0,6.083757400512695,2600,0.0,
1998-10-02 00:00:00+00:00,18.5,18.5,18.25,6.125141620635986,11500,0.0,
1998-10-05 00:00:00+00:00,18.5,18.5,17.875,6.042369365692139,24900,0.0,
1998-10-06 00:00:00+00:00,17.0,17.5,15.75,5.421579360961914,29600,0.0,
1998-10-07 00:00:00+00:00,15.875,15.875,15.0,5.028410911560059,12900,0.0,
1998-10-08 00:00:00+00:00,14.0,14.125,12.0,4.138608455657959,32100,0.0,
1998-10-09 00:00:00+00:00,13.0,13.625,12.375,4.511084079742432,32600,0.0,
1998-10-12 00:00:00+00:00,14.3125,15.125,14.25,4.821478843688965,19000,0.0,
1998-10-13 00:00:00+00:00,15.0,15.1875,14.5,4.945638179779053,39100,0.0,
1998-10-14 00:00:00+00:00,15.3125,15.75,15.125,5.111181259155273,57700,0.0,
1998-10-15 00:00:00+00:00,16.0,17.5,15.75,5.794053077697754,117400,0.0,
1998-10-16 00:00:00+00:00,17.75,17.75,17.0,5.69058895111084,172700,0.0,
1998-10-19 00:00:00+00:00,17.0,17.375,16.625,5.628508567810059,45500,0.0,
1998-10-20 00:00:00+00:00,18.25,19.75,17.875,5.959599018096924,114400,0.0,
1998-10-21 00:00:00+00:00,18.75,18.75,17.625,6.125141620635986,17700,0.0,
1998-10-22 00:00:00+00:00,19.25,19.625,18.875,6.476924419403076,26500,0.0,
1998-10-23 00:00:00+00:00,20.4375,20.875,19.75,6.787319183349609,35900,0.0,
1998-10-26 00:00:00+00:00,20.6875,21.125,20.375,6.9528632164001465,31200,0.0,
1998-10-27 00:00:00+00:00,20.5,21.1875,20.3125,6.890785217285156,34900,0.0,
1998-10-28 00:00:00+00:00,21.625,22.0,21.625,7.159794807434082,28800,0.0,
1998-10-29 00:00:00+00:00,21.5,21.9375,21.5,7.242566108703613,9300,0.0,
1998-10-30 00:00:00+00:00,22.125,22.5,21.75,7.449495792388916,65000,0.0,
1998-11-02 00:00:00+00:00,23.25,23.875,23.125,7.780586242675781,27200,0.0,
1998-11-03 00:00:00+00:00,24.25,24.625,24.25,8.153059959411621,9200,0.0,
1998-11-04 00:00:00+00:00,25.0,26.125,24.75,8.277216911315918,39100,0.0,
1998-11-05 00:00:00+00:00,26.0,26.0,25.0,8.277216911315918,57600,0.0,
1998-11-06 00:00:00+00:00,25.0,25.0,24.75,8.277216911315918,14100,0.0,
1998-11-09 00:00:00+00:00,23.5,24.3125,23.0,7.69781494140625,60400,0.0,
1998-11-10 00:00:00+00:00,22.625,23.09375,21.8125,7.221873760223389,34100,0.0,
1998-11-11 00:00:00+00:00,22.625,22.625,20.25,6.704545974731445,28400,0.0,
1998-11-12 00:00:00+00:00,20.0,21.125,19.875,6.870091438293457,44300,0.0,
1998-11-13 00:00:00+00:00,20.3125,21.25,20.0,6.621775150299072,21900,0.0,
1998-11-16 00:00:00+00:00,23.0,23.75,22.6875,7.780586242675781,33400,0.0,
1998-11-17 00:00:00+00:00,25.25,26.0,24.25,8.442763328552246,25700,0.0,
1998-11-18 00:00:00+00:00,24.75,25.125,24.0,7.946131229400635,6900,0.0,
1998-11-19 00:00:00+00:00,23.75,24.25,23.4375,7.759892463684082,10600,0.0,
1998-11-20 00:00:00+00:00,23.5,24.4375,23.5,7.946131229400635,9900,0.0,
1998-11-23 00:00:00+00:00,23.75,23.8125,23.25,7.821971416473389,23000,0.0,
1998-11-24 00:00:00+00:00,23.0,25.125,23.0,8.173752784729004,101600,0.0,
1998-11-25 00:00:00+00:00,24.5,26.375,24.125,8.525535583496094,181000,0.0,
1998-11-27 00:00:00+00:00,25.625,26.0,25.125,8.566922187805176,84900,0.0,
1998-11-30 00:00:00+00:00,25.0,25.375,24.75,8.277216911315918,111700,0.0,
1998-12-01 00:00:00+00:00,24.125,25.6875,24.125,8.504842758178711,127200,0.0,
1998-12-02 00:00:00+00:00,25.25,25.375,25.25,8.40137767791748,3200,0.0,
1998-12-03 00:00:00+00:00,25.25,25.8125,24.875,8.40137767791748,53300,0.0,
1998-12-04 00:00:00+00:00,25.375,25.375,25.375,8.40137767791748,500,0.0,
1998-12-07 00:00:00+00:00,25.5,25.5,24.875,8.318604469299316,5400,0.0,
1998-12-08 00:00:00+00:00,24.875,25.625,24.75,8.194445610046387,25200,0.0,
1998-12-09 00:00:00+00:00,25.75,26.0,25.0,8.608305931091309,12500,0.0,
1998-12-10 00:00:00+00:00,26.0,26.0,25.375,8.40137767791748,7100,0.0,
1998-12-11 00:00:00+00:00,25.8125,25.8125,25.5,8.442763328552246,3100,0.0,
1998-12-14 00:00:00+00:00,24.875,25.0,24.0,7.946131229400635,47800,0.0,
1998-12-15 00:00:00+00:00,24.0,25.125,23.875,8.318604469299316,60700,0.0,
1998-12-16 00:00:00+00:00,24.75,25.125,24.6875,8.194445610046387,75800,0.0,
1998-12-17 00:00:00+00:00,24.25,25.0,24.25,8.235832214355469,10400,0.0,
1998-12-18 00:00:00+00:00,24.5,24.9375,24.5,8.194445610046387,11800,0.0,
1998-12-21 00:00:00+00:00,25.0,28.25,25.0,8.773852348327637,41700,0.0,
1998-12-22 00:00:00+00:00,25.9375,26.25,25.625,8.69107723236084,48800,0.0,
1998-12-23 00:00:00+00:00,25.0625,25.625,24.125,8.40137767791748,15100,0.0,
1998-12-24 00:00:00+00:00,26.25,26.25,25.25,8.359992027282715,1100,0.0,
1998-12-28 00:00:00+00:00,26.25,26.25,25.125,8.318604469299316,8500,0.0,
1998-12-29 00:00:00+00:00,25.25,25.75,25.25,8.359992027282715,9900,0.0,
1998-12-30 00:00:00+00:00,24.875,25.375,24.875,8.40137767791748,7700,0.0,
1998-12-31 00:00:00+00:00,24.875,26.0,24.875,8.277216911315918,20300,0.0,
1999-01-04 00:00:00+00:00,25.5,25.5,25.0,8.277216911315918,11700,0.0,
1999-01-05 00:00:00+00:00,25.0,26.0,25.0,8.608305931091309,14800,0.0,
1999-01-06 00:00:00+00:00,25.625,27.5,25.625,8.9393949508667,24700,0.0,
1999-01-07 00:00:00+00:00,26.125,26.625,25.625,8.69107723236084,11200,0.0,
