date,TTP_Open,TTP_High,TTP_Low,TTP_Close,TTP_Volume,TTP_Dividends,TTP_Stock Splits
2011-10-27 00:00:00+00:00,99.87999725341795,99.87999725341795,98.0,38.582786560058594,350775,0.0,
2011-10-28 00:00:00+00:00,99.5999984741211,99.5999984741211,99.27999877929688,38.582786560058594,23525,0.0,
2011-10-31 00:00:00+00:00,99.5999984741211,99.5999984741211,99.27999877929688,38.582786560058594,18950,0.0,
2011-11-01 00:00:00+00:00,99.5199966430664,99.5999984741211,99.4000015258789,38.582786560058594,13600,0.0,
2011-11-02 00:00:00+00:00,99.5999984741211,99.5999984741211,99.5199966430664,38.582786560058594,5925,0.0,
2011-11-03 00:00:00+00:00,99.5999984741211,99.91999816894533,99.31999969482422,38.66026306152344,28425,0.0,
2011-11-04 00:00:00+00:00,99.72000122070312,99.95999908447266,99.55999755859376,38.72224426269531,13000,0.0,
2011-11-07 00:00:00+00:00,99.87999725341795,99.95999908447266,99.8000030517578,38.66026306152344,4775,0.0,
2011-11-08 00:00:00+00:00,100.0,100.08000183105467,99.87999725341795,38.73774719238281,14350,0.0,
2011-11-09 00:00:00+00:00,100.4000015258789,100.4000015258789,99.83999633789062,38.73774719238281,7550,0.0,
2011-11-10 00:00:00+00:00,99.87999725341795,100.0,99.76000213623048,38.73774719238281,8125,0.0,
2011-11-11 00:00:00+00:00,99.87999725341795,100.0,99.72000122070312,38.73774719238281,4025,0.0,
2011-11-14 00:00:00+00:00,100.0,100.08000183105467,99.95999908447266,38.73774719238281,4050,0.0,
2011-11-15 00:00:00+00:00,100.1999969482422,100.1999969482422,99.95999908447266,38.73774719238281,5975,0.0,
2011-11-16 00:00:00+00:00,100.12000274658205,100.1999969482422,99.95999908447266,38.76872634887695,4050,0.0,
2011-11-17 00:00:00+00:00,100.0,100.08000183105467,99.95999908447266,38.76872634887695,2525,0.0,
2011-11-18 00:00:00+00:00,100.04000091552734,100.23999786376952,100.0,38.83070755004883,1525,0.0,
2011-11-21 00:00:00+00:00,100.4800033569336,100.4800033569336,100.0,38.75322723388672,11775,0.0,
2011-11-22 00:00:00+00:00,100.0,100.04000091552734,99.95999908447266,38.75322723388672,9750,0.0,
2011-11-23 00:00:00+00:00,100.0,100.04000091552734,100.0,38.75322723388672,27600,0.0,
2011-11-25 00:00:00+00:00,100.0,100.08000183105467,100.0,38.73774719238281,3875,0.0,
2011-11-28 00:00:00+00:00,100.0,100.0,99.72000122070312,38.66026306152344,18800,0.0,
2011-11-29 00:00:00+00:00,99.5999984741211,100.5999984741211,99.5199966430664,38.62926864624024,12825,0.0,
2011-11-30 00:00:00+00:00,99.8000030517578,100.5999984741211,99.8000030517578,38.75322723388672,9700,0.0,
2011-12-01 00:00:00+00:00,100.1999969482422,100.1999969482422,99.8000030517578,38.67575454711914,11375,0.0,
2011-12-02 00:00:00+00:00,98.76000213623048,98.76000213623048,89.4000015258789,36.274017333984375,112800,0.0,
2011-12-05 00:00:00+00:00,93.83999633789062,95.44000244140624,93.04000091552734,36.61490631103516,20600,0.0,
2011-12-06 00:00:00+00:00,94.83999633789062,95.72000122070312,94.83999633789062,36.76985931396485,7025,0.0,
2011-12-07 00:00:00+00:00,95.4000015258789,95.55999755859376,94.5999984741211,36.94031524658203,23675,0.0,
2011-12-08 00:00:00+00:00,95.4000015258789,95.55999755859376,94.4000015258789,36.81634140014648,9150,0.0,
2011-12-09 00:00:00+00:00,94.8000030517578,95.1999969482422,94.0,36.49094772338867,9525,0.0,
2011-12-12 00:00:00+00:00,94.1999969482422,94.8000030517578,93.4000015258789,36.39796829223633,11725,0.0,
2011-12-13 00:00:00+00:00,93.95999908447266,94.8000030517578,93.08000183105467,36.4134635925293,12550,0.0,
2011-12-14 00:00:00+00:00,94.5999984741211,94.95999908447266,93.4000015258789,36.32051086425781,13125,0.0,
2011-12-15 00:00:00+00:00,94.5999984741211,94.5999984741211,91.55999755859376,35.49925994873047,31300,0.0,
2011-12-16 00:00:00+00:00,92.0,92.63999938964844,90.4000015258789,35.18935775756836,19500,0.0,
2011-12-19 00:00:00+00:00,91.91999816894533,91.95999908447266,89.68000030517578,35.080902099609375,25725,0.0,
2011-12-20 00:00:00+00:00,91.36000061035156,91.68000030517578,90.31999969482422,35.26683044433594,19925,0.0,
2011-12-21 00:00:00+00:00,91.1999969482422,92.44000244140624,90.83999633789062,35.623226165771484,13825,0.0,
2011-12-22 00:00:00+00:00,92.16000366210938,92.8000030517578,91.95999908447266,35.623226165771484,11825,0.0,
2011-12-23 00:00:00+00:00,92.04000091552734,92.91999816894533,91.5199966430664,35.685203552246094,16025,0.0,
2011-12-27 00:00:00+00:00,92.0,92.55999755859376,91.5999984741211,35.59222412109375,14425,0.0,
2011-12-28 00:00:00+00:00,92.08000183105467,92.63999938964844,92.0,35.87114715576172,10250,0.0,
2011-12-29 00:00:00+00:00,92.4000015258789,94.68000030517578,92.4000015258789,36.33599853515625,20925,0.0,
2011-12-30 00:00:00+00:00,94.0,94.5999984741211,93.55999755859376,36.56843948364258,13350,0.0,
2012-01-03 00:00:00+00:00,95.8000030517578,96.63999938964844,95.04000091552734,37.03327178955078,14475,0.0,
2012-01-04 00:00:00+00:00,95.8000030517578,96.5999984741211,95.1999969482422,37.3741569519043,13950,0.0,
2012-01-05 00:00:00+00:00,96.68000030517578,97.72000122070312,96.16000366210938,37.65307235717773,27200,0.0,
2012-01-06 00:00:00+00:00,97.8000030517578,97.87999725341795,96.27999877929688,37.51362228393555,44175,0.0,
2012-01-09 00:00:00+00:00,97.16000366210938,97.44000244140624,96.87999725341795,37.66856002807617,6775,0.0,
2012-01-10 00:00:00+00:00,97.8000030517578,97.8000030517578,96.63999938964844,37.73055648803711,14550,0.0,
2012-01-11 00:00:00+00:00,97.5199966430664,98.08000183105467,96.8000030517578,37.88551712036133,16525,0.0,
2012-01-12 00:00:00+00:00,98.0,98.1999969482422,97.23999786376952,37.947486877441406,8525,0.0,
2012-01-13 00:00:00+00:00,97.8000030517578,98.0,97.5999984741211,37.91649627685547,5575,0.0,
2012-01-17 00:00:00+00:00,98.0,98.8000030517578,97.91999816894533,38.00947189331055,18200,0.0,
2012-01-18 00:00:00+00:00,97.68000030517578,98.72000122070312,97.36000061035156,37.96297454833984,15525,0.0,
