date,AMTX_Open,AMTX_High,AMTX_Low,AMTX_Close,AMTX_Volume,AMTX_Dividends,AMTX_Stock Splits
2006-08-21 00:00:00+00:00,50.0,50.0,45.0,47.5,640,,
2006-08-22 00:00:00+00:00,45.0,46.25,45.0,46.25,240,,
2006-08-23 00:00:00+00:00,46.25,46.25,45.0,45.0,1400,,
2006-08-24 00:00:00+00:00,44.375,44.375,32.5,42.5,4200,,
2006-08-25 00:00:00+00:00,43.125,43.125,43.125,43.125,1000,,
2006-08-28 00:00:00+00:00,42.5,42.5,40.0,41.25,1280,,
2006-08-29 00:00:00+00:00,41.25,42.5,40.0,42.5,2800,,
2006-08-30 00:00:00+00:00,42.5,42.5,42.5,42.5,680,,
2006-08-31 00:00:00+00:00,45.0,50.0,45.0,50.0,2000,,
2006-09-01 00:00:00+00:00,48.75,48.75,48.75,48.75,280,,
2006-09-05 00:00:00+00:00,47.5,47.5,46.25,46.25,480,,
2006-09-06 00:00:00+00:00,50.0,50.0,47.5,47.5,120,,
2006-09-07 00:00:00+00:00,45.0,45.0,45.0,45.0,40,,
2006-09-08 00:00:00+00:00,45.0,45.0,45.0,45.0,0,,
2006-09-11 00:00:00+00:00,43.125,43.125,43.125,43.125,1280,,
2006-09-12 00:00:00+00:00,43.75,46.25,43.125,43.75,1920,,
2006-09-13 00:00:00+00:00,43.75,43.75,43.125,43.125,200,,
2006-09-14 00:00:00+00:00,40.0,42.5,38.75,41.875,1760,,
2006-09-15 00:00:00+00:00,40.0,43.125,40.0,43.125,680,,
2006-09-18 00:00:00+00:00,41.25,41.25,41.25,41.25,80,,
2006-09-19 00:00:00+00:00,40.625,41.875,40.625,41.875,1000,,
2006-09-20 00:00:00+00:00,38.75,39.0,37.5,37.5,2360,,
2006-09-21 00:00:00+00:00,37.5,37.5,35.0,36.25,3040,,
2006-09-22 00:00:00+00:00,36.875,40.0,36.875,38.75,2040,,
2006-09-25 00:00:00+00:00,38.75,38.75,37.5,38.125,1040,,
2006-09-26 00:00:00+00:00,37.5,37.5,36.875,36.875,280,,
2006-09-27 00:00:00+00:00,36.875,42.5,28.75,42.5,4360,,
2006-09-28 00:00:00+00:00,40.0,40.0,40.0,40.0,120,,
2006-09-29 00:00:00+00:00,40.0,40.625,40.0,40.625,1440,,
2006-10-02 00:00:00+00:00,40.0,40.0,38.75,38.75,160,,
2006-10-03 00:00:00+00:00,38.75,38.75,37.5,38.75,480,,
2006-10-04 00:00:00+00:00,38.75,38.75,38.75,38.75,0,,
2006-10-05 00:00:00+00:00,38.75,38.75,38.75,38.75,0,,
2006-10-06 00:00:00+00:00,37.5,37.5,33.75,37.5,400,,
2006-10-09 00:00:00+00:00,37.5,40.75,37.5,40.375,1400,,
2006-10-10 00:00:00+00:00,40.375,40.375,37.5,37.5,1360,,
2006-10-11 00:00:00+00:00,40.375,40.375,38.125,38.125,1080,,
2006-10-12 00:00:00+00:00,37.5,37.5,37.5,37.5,600,,
2006-10-13 00:00:00+00:00,37.5,38.75,37.5,38.75,960,,
2006-10-16 00:00:00+00:00,38.125,38.75,38.125,38.75,280,,
2006-10-17 00:00:00+00:00,37.5,37.5,37.5,37.5,40,,
2006-10-18 00:00:00+00:00,37.5,37.5,37.5,37.5,440,,
2006-10-19 00:00:00+00:00,38.75,38.75,37.875,38.75,640,,
2006-10-20 00:00:00+00:00,38.125,38.75,35.625,38.75,680,,
2006-10-23 00:00:00+00:00,40.0,40.0,36.25,36.275001525878906,2040,,
2006-10-24 00:00:00+00:00,36.29999923706055,40.0,35.0,40.0,1280,,
2006-10-25 00:00:00+00:00,40.0,40.0,38.75,39.375,1040,,
2006-10-26 00:00:00+00:00,38.125,40.0,38.125,40.0,280,,
2006-10-27 00:00:00+00:00,40.0,40.0,40.0,40.0,0,,
2006-10-30 00:00:00+00:00,40.0,40.0,40.0,40.0,0,,
2006-10-31 00:00:00+00:00,36.900001525878906,38.75,36.84999847412109,38.75,2080,,
2006-11-01 00:00:00+00:00,38.5,38.75,36.25,38.75,560,,
2006-11-02 00:00:00+00:00,38.125,38.150001525878906,36.25,36.25,1960,,
2006-11-03 00:00:00+00:00,37.0,37.5,37.0,37.5,1240,,
2006-11-06 00:00:00+00:00,38.75,38.75,37.5,37.5,360,,
2006-11-07 00:00:00+00:00,37.0,37.25,36.75,36.75,2120,,
2006-11-08 00:00:00+00:00,37.25,38.75,37.0,38.75,1040,,
2006-11-09 00:00:00+00:00,36.29999923706055,39.625,36.29999923706055,37.5,5640,,
2006-11-10 00:00:00+00:00,38.125,38.125,36.32500076293945,36.32500076293945,200,,
2006-11-13 00:00:00+00:00,40.0,40.0,36.375,37.75,1200,,
2006-11-14 00:00:00+00:00,37.75,38.75,37.75,38.75,200,,
2006-11-15 00:00:00+00:00,37.5,37.5,25.25,33.125,5280,,
2006-11-16 00:00:00+00:00,33.75,34.349998474121094,27.5,30.625,4520,,
2006-11-17 00:00:00+00:00,30.25,35.0,30.0,35.0,3960,,
2006-11-20 00:00:00+00:00,32.5,35.0,30.625,31.25,2080,,
2006-11-21 00:00:00+00:00,31.225000381469727,34.974998474121094,31.225000381469727,34.974998474121094,1200,,
2006-11-22 00:00:00+00:00,32.0,34.974998474121094,31.25,34.974998474121094,960,,
2006-11-24 00:00:00+00:00,34.974998474121094,34.974998474121094,34.974998474121094,34.974998474121094,0,,
2006-11-27 00:00:00+00:00,32.0,32.0,32.0,32.0,520,,
2006-11-28 00:00:00+00:00,31.25,33.125,31.25,32.0,1640,,
2006-11-29 00:00:00+00:00,30.024999618530277,31.25,30.024999618530277,31.25,240,,
2006-11-30 00:00:00+00:00,30.625,31.25,30.0,31.25,1040,,
2006-12-01 00:00:00+00:00,30.0,31.25,30.0,31.25,160,,
2006-12-04 00:00:00+00:00,31.25,31.25,31.25,31.25,40,,
2006-12-05 00:00:00+00:00,30.0,32.599998474121094,29.375,32.599998474121094,1120,,
2006-12-06 00:00:00+00:00,32.5,32.5,28.149999618530277,32.5,1160,,
2006-12-07 00:00:00+00:00,32.5,33.125,32.5,33.125,600,,
2006-12-08 00:00:00+00:00,30.0,38.75,30.0,38.75,1960,,
2006-12-11 00:00:00+00:00,36.875,42.5,36.875,42.5,1720,,
2006-12-12 00:00:00+00:00,42.5,42.5,37.525001525878906,37.75,1680,,
2006-12-13 00:00:00+00:00,37.5,43.75,36.25,43.75,9440,,
2006-12-14 00:00:00+00:00,35.0,43.75,35.0,43.75,1720,,
2006-12-15 00:00:00+00:00,39.92499923706055,41.25,39.0,40.5,1400,,
2006-12-18 00:00:00+00:00,40.0,40.625,37.5,39.0,800,,
2006-12-19 00:00:00+00:00,39.375,39.375,37.5,39.0,800,,
2006-12-20 00:00:00+00:00,39.0,39.375,38.650001525878906,38.650001525878906,480,,
2006-12-21 00:00:00+00:00,40.625,40.625,37.5,39.97499847412109,680,,
2006-12-22 00:00:00+00:00,38.775001525878906,40.59999847412109,38.75,40.59999847412109,440,,
2006-12-26 00:00:00+00:00,37.5,40.625,31.875,40.625,1000,,
2006-12-27 00:00:00+00:00,37.5,37.5,37.5,37.5,200,,
2006-12-28 00:00:00+00:00,37.5,38.125,37.5,38.125,360,,
2006-12-29 00:00:00+00:00,31.875,35.0,31.875,34.974998474121094,880,,
2007-01-03 00:00:00+00:00,34.974998474121094,34.974998474121094,34.95000076293945,34.95000076293945,120,,
2007-01-04 00:00:00+00:00,34.599998474121094,35.0,34.599998474121094,35.0,400,,
2007-01-05 00:00:00+00:00,35.0,35.0,35.0,35.0,0,,
2007-01-08 00:00:00+00:00,35.0,35.0,35.0,35.0,0,,
2007-01-09 00:00:00+00:00,35.625,35.625,31.875,35.625,600,,
2007-01-10 00:00:00+00:00,35.625,35.625,31.899999618530277,31.899999618530277,520,,
2007-01-11 00:00:00+00:00,32.525001525878906,34.349998474121094,30.0,32.5,2680,,
2007-01-12 00:00:00+00:00,32.474998474121094,34.375,30.0,34.375,600,,
2007-01-16 00:00:00+00:00,34.375,34.375,34.375,34.375,360,,
2007-01-17 00:00:00+00:00,35.625,35.625,35.625,35.625,200,,
2007-01-18 00:00:00+00:00,35.0,35.0,34.375,35.0,360,,
2007-01-19 00:00:00+00:00,32.375,32.375,30.0,31.25,1280,,
2007-01-22 00:00:00+00:00,32.5,32.5,32.5,32.5,560,,
2007-01-23 00:00:00+00:00,34.75,37.5,34.75,35.025001525878906,720,,
2007-01-24 00:00:00+00:00,36.25,36.25,32.5,32.5,400,,
2007-01-25 00:00:00+00:00,33.75,33.75,33.125,33.125,440,,
2007-01-26 00:00:00+00:00,32.5,32.5,30.625,32.474998474121094,600,,
2007-01-29 00:00:00+00:00,32.474998474121094,32.474998474121094,32.474998474121094,32.474998474121094,0,,
2007-01-30 00:00:00+00:00,35.57500076293945,35.625,32.5,35.625,720,,
2007-01-31 00:00:00+00:00,35.625,35.625,35.625,35.625,0,,
2007-02-01 00:00:00+00:00,35.625,35.625,35.625,35.625,0,,
2007-02-02 00:00:00+00:00,35.625,35.625,35.625,35.625,0,,
2007-02-05 00:00:00+00:00,35.625,35.625,35.625,35.625,0,,
2007-02-06 00:00:00+00:00,35.625,35.625,35.625,35.625,0,,
2007-02-07 00:00:00+00:00,35.625,35.625,35.625,35.625,0,,
2007-02-08 00:00:00+00:00,31.899999618530277,33.75,31.875,33.75,480,,
2007-02-09 00:00:00+00:00,34.95000076293945,35.0,34.95000076293945,34.95000076293945,600,,
2007-02-12 00:00:00+00:00,34.625,35.0,30.625,35.0,840,,
2007-02-13 00:00:00+00:00,35.625,35.625,35.525001525878906,35.525001525878906,280,,
2007-02-14 00:00:00+00:00,35.625,35.650001525878906,35.625,35.650001525878906,560,,
2007-02-15 00:00:00+00:00,35.650001525878906,37.5,35.650001525878906,36.875,440,,
2007-02-16 00:00:00+00:00,36.875,36.875,36.875,36.875,0,,
2007-02-20 00:00:00+00:00,35.875,38.125,35.875,38.125,400,,
2007-02-21 00:00:00+00:00,38.125,38.125,38.125,38.125,0,,
2007-02-22 00:00:00+00:00,36.525001525878906,37.47499847412109,36.5,36.875,1080,,
2007-02-23 00:00:00+00:00,36.92499923706055,37.25,36.0,37.25,1720,,
2007-02-26 00:00:00+00:00,36.25,38.75,36.25,38.75,440,,
2007-02-27 00:00:00+00:00,38.75,38.75,37.0,38.75,200,,
2007-02-28 00:00:00+00:00,35.875,40.0,35.0,39.375,720,,
2007-03-01 00:00:00+00:00,39.375,39.375,39.375,39.375,0,,
2007-03-02 00:00:00+00:00,35.625,35.625,35.625,35.625,40,,
2007-03-05 00:00:00+00:00,35.625,35.625,35.625,35.625,0,,
2007-03-06 00:00:00+00:00,35.650001525878906,35.650001525878906,35.0,35.0,200,,
2007-03-07 00:00:00+00:00,34.375,34.875,30.625,32.5,800,,
2007-03-08 00:00:00+00:00,38.125,38.125,38.125,38.125,80,,
2007-03-09 00:00:00+00:00,38.72499847412109,38.72499847412109,38.125,38.125,80,,
2007-03-12 00:00:00+00:00,38.125,38.125,38.125,38.125,0,,
2007-03-13 00:00:00+00:00,30.024999618530277,30.25,30.024999618530277,30.25,1160,,
2007-03-14 00:00:00+00:00,30.25,30.25,30.25,30.25,0,,
2007-03-15 00:00:00+00:00,37.5,37.5,36.25,36.25,440,,
2007-03-16 00:00:00+00:00,30.125,30.125,30.125,30.125,80,,
2007-03-19 00:00:00+00:00,30.0,30.0,30.0,30.0,80,,
2007-03-20 00:00:00+00:00,30.0,30.0,30.0,30.0,120,,
2007-03-21 00:00:00+00:00,30.25,30.25,30.0,30.25,440,,
2007-03-22 00:00:00+00:00,30.0,30.0,30.0,30.0,280,,
2007-03-23 00:00:00+00:00,35.0,35.0,35.0,35.0,120,,
2007-03-26 00:00:00+00:00,31.25,31.25,31.25,31.25,80,,
2007-03-27 00:00:00+00:00,33.75,33.75,33.75,33.75,120,,
2007-03-28 00:00:00+00:00,33.75,33.75,33.75,33.75,0,,
2007-03-29 00:00:00+00:00,29.375,31.875,29.375,31.875,600,,
2007-03-30 00:00:00+00:00,31.25,36.22499847412109,31.25,36.22499847412109,840,,
2007-04-02 00:00:00+00:00,35.625,35.625,35.625,35.625,600,,
2007-04-03 00:00:00+00:00,35.625,35.625,35.625,35.625,0,,
2007-04-04 00:00:00+00:00,35.625,35.625,35.625,35.625,0,,
2007-04-05 00:00:00+00:00,35.625,35.625,35.625,35.625,0,,
2007-04-09 00:00:00+00:00,35.625,35.625,35.625,35.625,0,,
2007-04-10 00:00:00+00:00,32.525001525878906,36.22499847412109,32.5,36.22499847412109,880,,
2007-04-11 00:00:00+00:00,35.625,35.625,35.0,35.0,320,,
2007-04-12 00:00:00+00:00,35.0,35.625,30.024999618530277,32.5,1520,,
2007-04-13 00:00:00+00:00,33.125,33.125,33.125,33.125,680,,
2007-04-16 00:00:00+00:00,32.5,32.5,26.375,32.5,1000,,
2007-04-17 00:00:00+00:00,28.75,30.0,26.375,30.0,760,,
2007-04-18 00:00:00+00:00,30.0,30.0,30.0,30.0,0,,
2007-04-19 00:00:00+00:00,30.024999618530277,30.024999618530277,25.0,25.0,1160,,
2007-04-20 00:00:00+00:00,25.0,37.47499847412109,18.75,27.5,2840,,
2007-04-23 00:00:00+00:00,28.75,35.0,28.75,32.5,880,,
2007-04-24 00:00:00+00:00,32.5,32.5,32.5,32.5,0,,
2007-04-25 00:00:00+00:00,32.5,32.5,32.5,32.5,0,,
2007-04-26 00:00:00+00:00,32.5,32.5,32.5,32.5,0,,
2007-04-27 00:00:00+00:00,32.5,32.5,32.5,32.5,0,,
2007-04-30 00:00:00+00:00,26.5,33.125,26.5,32.5,1400,,
2007-05-01 00:00:00+00:00,32.5,32.5,32.5,32.5,0,,
2007-05-02 00:00:00+00:00,32.5,32.5,32.5,32.5,0,,
2007-05-03 00:00:00+00:00,32.5,32.5,32.5,32.5,0,,
2007-05-04 00:00:00+00:00,31.25,31.25,31.25,31.25,160,,
2007-05-07 00:00:00+00:00,31.25,31.25,27.524999618530277,29.375,1040,,
2007-05-08 00:00:00+00:00,31.5,31.5,30.0,30.0,720,,
2007-05-09 00:00:00+00:00,30.0,30.0,30.0,30.0,320,,
2007-05-10 00:00:00+00:00,28.149999618530277,30.725000381469727,28.149999618530277,30.725000381469727,520,,
2007-05-11 00:00:00+00:00,27.5,30.0,26.25,28.75,2600,,
2007-05-14 00:00:00+00:00,28.75,28.75,28.75,28.75,120,,
2007-05-15 00:00:00+00:00,31.5,31.5,26.274999618530277,29.375,240,,
2007-05-16 00:00:00+00:00,27.5,31.375,25.125,31.375,840,,
2007-05-17 00:00:00+00:00,31.375,31.375,31.375,31.375,0,,
2007-05-18 00:00:00+00:00,31.375,31.375,31.375,31.375,0,,
2007-05-21 00:00:00+00:00,31.375,31.375,31.375,31.375,0,,
2007-05-22 00:00:00+00:00,31.375,31.375,31.375,31.375,0,,
2007-05-23 00:00:00+00:00,26.375,29.5,26.375,29.375,1000,,
2007-05-24 00:00:00+00:00,27.625,27.625,25.024999618530277,27.475000381469727,1160,,
2007-05-25 00:00:00+00:00,27.5,34.75,27.5,34.75,560,,
2007-05-29 00:00:00+00:00,31.25,32.5,31.25,31.75,2240,,
2007-05-30 00:00:00+00:00,25.149999618530277,32.474998474121094,25.149999618530277,32.25,960,,
2007-05-31 00:00:00+00:00,31.25,32.5,31.25,32.5,1160,,
2007-06-01 00:00:00+00:00,31.25,31.25,30.0,30.600000381469727,440,,
2007-06-04 00:00:00+00:00,30.600000381469727,30.625,27.649999618530277,28.75,800,,
2007-06-05 00:00:00+00:00,31.225000381469727,32.125,30.024999618530277,32.125,680,,
2007-06-06 00:00:00+00:00,32.5,34.375,32.375,33.75,1880,,
2007-06-07 00:00:00+00:00,33.75,34.0,27.649999618530277,30.0,720,,
2007-06-08 00:00:00+00:00,27.649999618530277,33.974998474121094,27.5,33.974998474121094,560,,
2007-06-11 00:00:00+00:00,33.099998474121094,33.099998474121094,33.099998474121094,33.099998474121094,120,,
2007-06-12 00:00:00+00:00,32.5,33.75,28.774999618530277,30.0,1200,,
2007-06-13 00:00:00+00:00,28.899999618530277,30.0,28.75,30.0,440,,
2007-06-14 00:00:00+00:00,30.125,32.5,30.125,32.5,440,,
2007-06-15 00:00:00+00:00,32.5,32.5,32.5,32.5,0,,
2007-06-18 00:00:00+00:00,32.5,32.5,32.5,32.5,0,,
2007-06-19 00:00:00+00:00,32.5,32.5,32.5,32.5,0,,
2007-06-20 00:00:00+00:00,28.024999618530277,33.25,28.024999618530277,32.5,960,,
2007-06-21 00:00:00+00:00,32.5,32.5,32.5,32.5,520,,
2007-06-22 00:00:00+00:00,32.5,32.5,32.5,32.5,240,,
2007-06-25 00:00:00+00:00,32.5,32.5,32.5,32.5,0,,
2007-06-26 00:00:00+00:00,32.5,32.5,32.5,32.5,0,,
2007-06-27 00:00:00+00:00,32.5,32.5,32.5,32.5,0,,
2007-06-28 00:00:00+00:00,28.774999618530277,32.625,28.774999618530277,32.625,440,,
2007-06-29 00:00:00+00:00,32.625,32.625,32.625,32.625,0,,
2007-07-02 00:00:00+00:00,30.0,32.875,30.0,32.875,1200,,
2007-07-03 00:00:00+00:00,32.875,32.875,32.875,32.875,0,,
2007-07-05 00:00:00+00:00,30.024999618530277,30.024999618530277,30.0,30.0,160,,
2007-07-06 00:00:00+00:00,30.0,30.0,30.0,30.0,0,,
2007-07-09 00:00:00+00:00,28.875,28.875,28.875,28.875,40,,
2007-07-10 00:00:00+00:00,28.875,28.875,28.875,28.875,0,,
2007-07-11 00:00:00+00:00,28.875,28.875,28.875,28.875,0,,
2007-07-12 00:00:00+00:00,28.875,28.875,28.875,28.875,40,,
2007-07-13 00:00:00+00:00,28.875,28.875,28.875,28.875,0,,
2007-07-16 00:00:00+00:00,28.875,32.5,28.875,32.5,360,,
2007-07-17 00:00:00+00:00,30.0,31.25,30.0,31.25,440,,
2007-07-18 00:00:00+00:00,28.825000762939453,28.825000762939453,28.799999237060547,28.799999237060547,320,,
2007-07-19 00:00:00+00:00,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,0,,
2007-07-20 00:00:00+00:00,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,0,,
2007-07-23 00:00:00+00:00,30.725000381469727,30.725000381469727,30.725000381469727,30.725000381469727,280,,
2007-07-24 00:00:00+00:00,28.75,28.75,28.75,28.75,160,,
2007-07-25 00:00:00+00:00,27.5,27.5,27.5,27.5,80,,
2007-07-26 00:00:00+00:00,27.5,27.5,27.5,27.5,80,,
2007-07-27 00:00:00+00:00,25.25,26.5,25.25,26.5,320,,
2007-07-30 00:00:00+00:00,25.0,25.0,25.0,25.0,40,,
2007-07-31 00:00:00+00:00,29.350000381469727,30.0,29.350000381469727,30.0,640,,
2007-08-01 00:00:00+00:00,30.0,30.0,30.0,30.0,0,,
2007-08-02 00:00:00+00:00,25.0,25.0,25.0,25.0,40,,
2007-08-03 00:00:00+00:00,25.0,25.0,25.0,25.0,0,,
2007-08-06 00:00:00+00:00,25.0,30.5,25.0,30.5,360,,
2007-08-07 00:00:00+00:00,30.5,30.5,30.5,30.5,0,,
2007-08-08 00:00:00+00:00,30.5,30.5,30.5,30.5,0,,
2007-08-09 00:00:00+00:00,29.975000381469727,29.975000381469727,29.975000381469727,29.975000381469727,160,,
2007-08-10 00:00:00+00:00,29.975000381469727,29.975000381469727,29.975000381469727,29.975000381469727,0,,
2007-08-13 00:00:00+00:00,29.975000381469727,29.975000381469727,29.975000381469727,29.975000381469727,0,,
2007-08-14 00:00:00+00:00,29.975000381469727,29.975000381469727,29.975000381469727,29.975000381469727,0,,
2007-08-15 00:00:00+00:00,25.0,28.75,25.0,28.75,400,,
2007-08-16 00:00:00+00:00,28.75,29.975000381469727,28.75,28.75,400,,
2007-08-17 00:00:00+00:00,28.75,28.75,28.75,28.75,0,,
2007-08-20 00:00:00+00:00,29.975000381469727,29.975000381469727,29.975000381469727,29.975000381469727,320,,
2007-08-21 00:00:00+00:00,25.024999618530277,30.75,25.024999618530277,30.625,160,,
2007-08-22 00:00:00+00:00,25.024999618530277,31.875,25.0,31.875,1000,,
2007-08-23 00:00:00+00:00,31.25,32.474998474121094,28.274999618530277,30.75,640,,
2007-08-24 00:00:00+00:00,28.75,32.5,28.75,32.5,240,,
2007-08-27 00:00:00+00:00,28.25,30.0,28.25,30.0,200,,
2007-08-28 00:00:00+00:00,28.75,29.375,28.5,29.375,240,,
2007-08-29 00:00:00+00:00,29.25,32.5,28.5,31.25,360,,
2007-08-30 00:00:00+00:00,31.25,31.25,31.25,31.25,240,,
2007-08-31 00:00:00+00:00,33.5,33.75,32.5,33.75,1400,,
2007-09-04 00:00:00+00:00,33.75,33.75,33.75,33.75,0,,
2007-09-05 00:00:00+00:00,33.75,33.75,33.75,33.75,0,,
2007-09-06 00:00:00+00:00,33.125,33.75,33.125,33.25,760,,
2007-09-07 00:00:00+00:00,33.724998474121094,33.75,33.724998474121094,33.75,200,,
2007-09-10 00:00:00+00:00,33.150001525878906,33.150001525878906,33.150001525878906,33.150001525878906,120,,
2007-09-11 00:00:00+00:00,33.125,33.125,28.75,32.474998474121094,440,,
2007-09-12 00:00:00+00:00,30.625,30.625,30.625,30.625,80,,
2007-09-13 00:00:00+00:00,30.625,30.625,30.625,30.625,0,,
2007-09-14 00:00:00+00:00,30.625,30.625,30.625,30.625,0,,
2007-09-17 00:00:00+00:00,30.625,30.625,30.625,30.625,0,,
2007-09-18 00:00:00+00:00,30.625,30.625,30.625,30.625,0,,
2007-09-19 00:00:00+00:00,31.875,31.875,31.875,31.875,80,,
2007-09-20 00:00:00+00:00,31.875,31.875,31.875,31.875,0,,
2007-09-21 00:00:00+00:00,31.875,31.875,31.875,31.875,0,,
2007-09-24 00:00:00+00:00,31.875,31.875,31.875,31.875,0,,
2007-09-25 00:00:00+00:00,31.875,31.875,31.875,31.875,0,,
2007-09-26 00:00:00+00:00,28.5,28.75,28.5,28.5,400,,
2007-09-27 00:00:00+00:00,28.5,28.5,28.5,28.5,0,,
2007-09-28 00:00:00+00:00,25.125,28.5,25.125,28.5,360,,
2007-10-01 00:00:00+00:00,25.649999618530277,29.5,25.125,29.5,400,,
2007-10-02 00:00:00+00:00,29.5,29.5,29.5,29.5,0,,
2007-10-03 00:00:00+00:00,28.125,28.125,28.125,28.125,280,,
2007-10-04 00:00:00+00:00,27.25,27.5,27.25,27.5,200,,
2007-10-05 00:00:00+00:00,27.5,27.5,27.5,27.5,680,,
2007-10-08 00:00:00+00:00,30.0,30.0,30.0,30.0,120,,
2007-10-09 00:00:00+00:00,25.625,25.625,25.625,25.625,40,,
2007-10-10 00:00:00+00:00,25.625,25.625,25.625,25.625,0,,
2007-10-11 00:00:00+00:00,27.5,27.5,27.5,27.5,160,,
2007-10-12 00:00:00+00:00,28.75,30.0,28.75,30.0,520,,
2007-10-15 00:00:00+00:00,32.5,32.5,32.5,32.5,40,,
2007-10-16 00:00:00+00:00,30.0,30.0,30.0,30.0,80,,
2007-10-17 00:00:00+00:00,25.625,25.649999618530277,25.625,25.649999618530277,80,,
2007-10-18 00:00:00+00:00,29.75,29.75,27.5,27.5,1000,,
2007-10-19 00:00:00+00:00,27.5,28.5,27.5,28.5,200,,
2007-10-22 00:00:00+00:00,28.5,28.5,28.5,28.5,0,,
2007-10-23 00:00:00+00:00,28.5,28.5,28.5,28.5,0,,
2007-10-24 00:00:00+00:00,28.5,28.5,28.5,28.5,0,,
2007-10-25 00:00:00+00:00,28.75,28.75,28.75,28.75,240,,
2007-10-26 00:00:00+00:00,28.75,28.75,28.75,28.75,0,,
2007-10-29 00:00:00+00:00,27.5,27.5,27.5,27.5,160,,
2007-10-30 00:00:00+00:00,26.5,26.5,25.625,25.625,520,,
2007-10-31 00:00:00+00:00,26.25,26.25,26.25,26.25,440,,
2007-11-01 00:00:00+00:00,26.25,26.25,26.25,26.25,0,,
2007-11-02 00:00:00+00:00,26.25,26.25,26.25,26.25,0,,
2007-11-05 00:00:00+00:00,25.649999618530277,25.649999618530277,25.625,25.625,120,,
2007-11-06 00:00:00+00:00,25.625,25.625,25.024999618530277,25.024999618530277,280,,
2007-11-07 00:00:00+00:00,25.5,25.625,17.5,25.625,560,,
2007-11-08 00:00:00+00:00,25.024999618530277,27.5,25.024999618530277,25.625,240,,
2007-11-09 00:00:00+00:00,25.625,25.625,25.625,25.625,0,,
2007-11-12 00:00:00+00:00,25.25,27.5,25.25,25.25,440,,
2007-11-13 00:00:00+00:00,18.75,27.5,18.75,27.125,280,,
2007-11-14 00:00:00+00:00,27.5,27.5,21.25,22.5,520,,
2007-11-15 00:00:00+00:00,21.875,21.875,17.5,17.5,240,,
2007-11-16 00:00:00+00:00,21.875,27.475000381469727,21.875,27.475000381469727,1400,,
