date,ESGR_Open,ESGR_High,ESGR_Low,ESGR_Close,ESGR_Volume,ESGR_Dividends,ESGR_Stock Splits
1997-04-01 00:00:00+00:00,10.5,10.75,9.875,10.19615077972412,48100,0.0,
1997-04-02 00:00:00+00:00,10.5,10.5,9.375,9.64992904663086,67700,0.0,
1997-04-03 00:00:00+00:00,9.625,9.75,8.5,9.10370635986328,50100,0.0,
1997-04-04 00:00:00+00:00,8.5,9.625,8.5,9.10370635986328,36300,0.0,
1997-04-07 00:00:00+00:00,9.0,10.0,9.0,9.043014526367188,34900,0.0,
1997-04-08 00:00:00+00:00,9.75,9.875,9.125,8.860940933227539,22500,0.0,
1997-04-09 00:00:00+00:00,9.125,9.875,9.125,8.98232364654541,35800,0.0,
1997-04-10 00:00:00+00:00,9.25,9.6875,8.875,8.618175506591797,19700,0.0,
1997-04-11 00:00:00+00:00,8.875,9.375,8.5625,8.98232364654541,22900,0.0,
1997-04-14 00:00:00+00:00,8.625,9.0,8.125,8.618175506591797,31300,0.0,
1997-04-15 00:00:00+00:00,8.5,9.125,8.375,8.375410079956055,52100,0.0,
1997-04-16 00:00:00+00:00,8.875,9.0,8.375,8.496792793273926,17300,0.0,
1997-04-17 00:00:00+00:00,8.375,8.625,8.375,8.254027366638184,12200,0.0,
1997-04-18 00:00:00+00:00,8.5,8.75,8.5,8.436100959777832,3800,0.0,
1997-04-21 00:00:00+00:00,8.6875,8.875,8.5,8.254027366638184,38300,0.0,
1997-04-22 00:00:00+00:00,8.5,8.875,8.5,8.254027366638184,8500,0.0,
1997-04-23 00:00:00+00:00,9.0,9.0,8.625,8.375410079956055,7500,0.0,
1997-04-24 00:00:00+00:00,8.625,9.0,8.625,8.496792793273926,12700,0.0,
1997-04-25 00:00:00+00:00,8.75,9.0,8.75,8.496792793273926,7200,0.0,
1997-04-28 00:00:00+00:00,8.75,9.0,8.75,8.496792793273926,67500,0.0,
1997-04-29 00:00:00+00:00,9.0,9.375,8.75,8.739558219909668,54200,0.0,
1997-04-30 00:00:00+00:00,8.875,9.25,8.875,8.739558219909668,32800,0.0,
1997-05-01 00:00:00+00:00,9.0,9.375,9.0,8.860940933227539,33600,0.0,
1997-05-02 00:00:00+00:00,9.375,10.0,9.1875,9.346471786499023,31400,0.0,
1997-05-05 00:00:00+00:00,9.625,10.0,9.625,9.467854499816896,32700,0.0,
1997-05-06 00:00:00+00:00,9.6875,10.25,9.625,9.95338535308838,37200,0.0,
1997-05-07 00:00:00+00:00,10.125,10.25,10.125,9.832002639770508,21100,0.0,
1997-05-08 00:00:00+00:00,10.0,10.125,9.75,9.740965843200684,40700,0.0,
1997-05-09 00:00:00+00:00,10.0,10.375,10.0,9.892694473266602,33000,0.0,
1997-05-12 00:00:00+00:00,10.375,11.0,10.375,10.681681632995604,29500,0.0,
1997-05-13 00:00:00+00:00,10.75,11.0,10.75,10.681681632995604,39500,0.0,
1997-05-14 00:00:00+00:00,10.75,11.125,10.5,10.7423734664917,71400,0.0,
1997-05-15 00:00:00+00:00,11.0,11.1875,11.0,10.86375617980957,37700,0.0,
1997-05-16 00:00:00+00:00,11.125,11.3125,11.0,10.681681632995604,14500,0.0,
1997-05-19 00:00:00+00:00,11.125,11.125,10.625,10.317533493041992,15900,0.0,
1997-05-20 00:00:00+00:00,10.75,11.0,10.625,10.681681632995604,9400,0.0,
1997-05-21 00:00:00+00:00,10.875,11.25,10.625,10.317533493041992,52300,0.0,
1997-05-22 00:00:00+00:00,10.625,10.875,10.625,10.378225326538086,21400,0.0,
1997-05-23 00:00:00+00:00,10.625,10.875,10.625,10.560298919677734,12400,0.0,
1997-05-27 00:00:00+00:00,10.625,10.875,10.625,10.378225326538086,22300,0.0,
1997-05-28 00:00:00+00:00,10.6875,10.6875,10.6875,10.378225326538086,2000,0.0,
1997-05-29 00:00:00+00:00,10.6875,10.875,10.375,10.07476806640625,31800,0.0,
1997-05-30 00:00:00+00:00,10.25,11.0,10.0,10.681681632995604,38200,0.0,
1997-06-02 00:00:00+00:00,10.75,11.125,10.75,10.438916206359863,3900,0.0,
1997-06-03 00:00:00+00:00,11.0,11.625,10.75,11.167213439941406,43200,0.0,
1997-06-04 00:00:00+00:00,11.5,11.625,11.25,11.045830726623535,5300,0.0,
1997-06-05 00:00:00+00:00,11.625,11.625,11.375,11.045830726623535,25500,0.0,
1997-06-06 00:00:00+00:00,11.375,11.75,11.375,11.167213439941406,24300,0.0,
1997-06-09 00:00:00+00:00,11.5,11.75,11.375,11.288596153259276,19100,0.0,
1997-06-10 00:00:00+00:00,11.5,11.625,11.375,11.106521606445312,30700,0.0,
1997-06-11 00:00:00+00:00,11.4375,11.5625,11.25,10.98513889312744,24700,0.0,
1997-06-12 00:00:00+00:00,11.3125,11.875,11.3125,11.349287033081056,70200,0.0,
1997-06-13 00:00:00+00:00,11.6875,12.0,11.6875,11.470669746398926,83100,0.0,
1997-06-16 00:00:00+00:00,12.0,12.0,11.625,11.288596153259276,28500,0.0,
1997-06-17 00:00:00+00:00,11.625,11.625,11.375,11.045830726623535,8400,0.0,
1997-06-18 00:00:00+00:00,11.375,11.625,11.125,10.924448013305664,12900,0.0,
1997-06-19 00:00:00+00:00,11.25,11.4375,11.0,10.924448013305664,53300,0.0,
1997-06-20 00:00:00+00:00,11.125,11.375,11.125,11.045830726623535,34100,0.0,
1997-06-23 00:00:00+00:00,11.4375,11.5,11.25,10.924448013305664,6300,0.0,
1997-06-24 00:00:00+00:00,11.5,11.5,11.25,11.106521606445312,30800,0.0,
1997-06-25 00:00:00+00:00,11.4375,11.5625,11.0625,11.045830726623535,59300,0.0,
1997-06-26 00:00:00+00:00,11.5,11.5,11.3125,11.045830726623535,27900,0.0,
1997-06-27 00:00:00+00:00,11.46875,11.5625,11.4375,11.106521606445312,24400,0.0,
1997-06-30 00:00:00+00:00,11.625,11.75,11.4375,11.167213439941406,9500,0.0,
1997-07-01 00:00:00+00:00,11.5,11.75,11.5,11.409978866577148,6300,0.0,
1997-07-02 00:00:00+00:00,11.5,11.75,11.5,11.288596153259276,9100,0.0,
1997-07-03 00:00:00+00:00,11.625,11.8125,11.625,11.470669746398926,8700,0.0,
1997-07-07 00:00:00+00:00,11.625,11.625,11.5,11.167213439941406,7000,0.0,
1997-07-08 00:00:00+00:00,11.5625,11.6875,11.375,11.045830726623535,18200,0.0,
1997-07-09 00:00:00+00:00,11.5625,11.875,11.375,11.53136157989502,25800,0.0,
1997-07-10 00:00:00+00:00,11.875,13.625,11.75,12.866571426391602,100600,0.0,
1997-07-11 00:00:00+00:00,13.625,14.75,13.375,13.594867706298828,75300,0.0,
1997-07-14 00:00:00+00:00,13.875,14.0,13.625,13.352102279663086,22300,0.0,
1997-07-15 00:00:00+00:00,13.75,13.875,13.5,13.109336853027344,15800,0.0,
1997-07-16 00:00:00+00:00,13.375,13.625,13.375,12.987954139709473,8300,0.0,
1997-07-17 00:00:00+00:00,13.5,13.75,12.25,11.895509719848633,75000,0.0,
1997-07-18 00:00:00+00:00,12.5,12.75,12.25,12.381040573120115,10300,0.0,
1997-07-21 00:00:00+00:00,12.75,12.875,12.1875,12.259657859802246,45300,0.0,
1997-07-22 00:00:00+00:00,12.625,12.625,12.375,12.259657859802246,12600,0.0,
1997-07-23 00:00:00+00:00,12.625,12.875,12.5,12.502423286437988,5000,0.0,
1997-07-24 00:00:00+00:00,12.5,12.875,12.5,12.138275146484377,1300,0.0,
1997-07-25 00:00:00+00:00,12.625,12.875,12.625,12.259657859802246,5800,0.0,
1997-07-28 00:00:00+00:00,12.875,12.9375,12.625,12.563115119934082,4300,0.0,
1997-07-29 00:00:00+00:00,12.75,12.9375,12.625,12.381040573120115,18600,0.0,
1997-07-30 00:00:00+00:00,13.0,13.0,12.75,12.381040573120115,17100,0.0,
1997-07-31 00:00:00+00:00,12.9375,13.125,12.875,12.62380599975586,20600,0.0,
1997-08-01 00:00:00+00:00,13.0,13.0,12.75,12.441732406616213,25100,0.0,
1997-08-04 00:00:00+00:00,12.5,13.0,12.5,12.62380599975586,3700,0.0,
1997-08-05 00:00:00+00:00,12.625,12.75,12.5,12.381040573120115,16100,0.0,
1997-08-06 00:00:00+00:00,12.5,12.875,12.5,12.138275146484377,6000,0.0,
1997-08-07 00:00:00+00:00,12.5,12.625,12.5,12.138275146484377,23000,0.0,
1997-08-08 00:00:00+00:00,12.375,12.625,12.375,12.016892433166504,15800,0.0,
1997-08-11 00:00:00+00:00,12.25,12.5,12.125,11.774127006530762,6500,0.0,
1997-08-12 00:00:00+00:00,12.0,12.4375,12.0,11.95620059967041,16500,0.0,
1997-08-13 00:00:00+00:00,12.625,12.625,12.375,12.138275146484377,9300,0.0,
1997-08-14 00:00:00+00:00,12.5,12.5,12.375,12.016892433166504,1600,0.0,
1997-08-15 00:00:00+00:00,12.625,12.625,12.3125,12.259657859802246,7500,0.0,
1997-08-18 00:00:00+00:00,12.375,12.625,12.3125,11.95620059967041,7800,0.0,
1997-08-19 00:00:00+00:00,12.3125,12.3125,12.3125,11.95620059967041,2000,0.0,
1997-08-20 00:00:00+00:00,12.3125,12.75,12.25,11.95620059967041,10600,0.0,
1997-08-21 00:00:00+00:00,12.25,12.375,12.25,11.895509719848633,12500,0.0,
1997-08-22 00:00:00+00:00,12.25,12.25,12.25,11.895509719848633,2500,0.0,
1997-08-25 00:00:00+00:00,12.25,12.375,12.25,11.895509719848633,10100,0.0,
1997-08-26 00:00:00+00:00,12.25,12.375,12.0,12.016892433166504,7100,0.0,
1997-08-27 00:00:00+00:00,12.0,12.375,12.0,11.774127006530762,9800,0.0,
1997-08-28 00:00:00+00:00,12.125,12.125,12.125,11.774127006530762,800,0.0,
1997-08-29 00:00:00+00:00,12.125,12.125,12.0,11.65274429321289,5400,0.0,
1997-09-02 00:00:00+00:00,12.0625,12.25,12.0625,11.713435173034668,4100,0.0,
1997-09-03 00:00:00+00:00,12.0625,12.125,12.0625,11.774127006530762,8800,0.0,
1997-09-04 00:00:00+00:00,12.125,12.25,11.875,11.713435173034668,55700,0.0,
1997-09-05 00:00:00+00:00,12.0625,12.1875,12.0625,11.713435173034668,5200,0.0,
1997-09-08 00:00:00+00:00,12.0625,12.125,12.0,11.774127006530762,2300,0.0,
1997-09-09 00:00:00+00:00,12.125,12.125,11.75,11.53136157989502,13200,0.0,
1997-09-10 00:00:00+00:00,11.75,12.125,11.75,11.592052459716797,23400,0.0,
1997-09-11 00:00:00+00:00,11.9375,12.0,11.75,11.409978866577148,4500,0.0,
1997-09-12 00:00:00+00:00,11.75,11.9375,11.6875,11.349287033081056,20200,0.0,
1997-09-15 00:00:00+00:00,11.6875,11.6875,11.5,11.167213439941406,5300,0.0,
1997-09-16 00:00:00+00:00,11.5,11.6875,11.5,11.167213439941406,4000,0.0,
1997-09-17 00:00:00+00:00,11.5,11.75,11.5,11.167213439941406,12700,0.0,
1997-09-18 00:00:00+00:00,11.5,11.8125,11.5,11.288596153259276,22200,0.0,
1997-09-19 00:00:00+00:00,11.75,12.25,11.75,11.83481788635254,18400,0.0,
1997-09-22 00:00:00+00:00,12.375,12.4375,12.1875,11.83481788635254,4500,0.0,
1997-09-23 00:00:00+00:00,12.1875,12.4375,12.1875,11.83481788635254,1600,0.0,
1997-09-24 00:00:00+00:00,12.1875,12.25,12.1875,11.895509719848633,1400,0.0,
1997-09-25 00:00:00+00:00,12.25,12.375,12.25,11.895509719848633,6800,0.0,
1997-09-26 00:00:00+00:00,12.25,12.25,12.25,11.895509719848633,1300,0.0,
1997-09-29 00:00:00+00:00,12.375,12.375,12.25,11.895509719848633,15300,0.0,
1997-09-30 00:00:00+00:00,12.25,12.25,12.0,11.774127006530762,24100,0.0,
1997-10-01 00:00:00+00:00,12.125,12.5,12.125,12.016892433166504,16000,0.0,
1997-10-02 00:00:00+00:00,12.5,13.0,12.5,12.502423286437988,21500,0.0,
1997-10-03 00:00:00+00:00,12.875,13.375,12.875,12.74518871307373,152800,0.0,
1997-10-06 00:00:00+00:00,13.375,13.75,13.25,13.109336853027344,35400,0.0,
1997-10-07 00:00:00+00:00,13.625,14.0625,13.5,13.655559539794922,49700,0.0,
1997-10-08 00:00:00+00:00,13.75,14.0,13.3125,12.927263259887695,15700,0.0,
1997-10-09 00:00:00+00:00,13.5625,13.5625,13.125,12.805880546569824,21200,0.0,
1997-10-10 00:00:00+00:00,13.625,13.625,13.1875,13.109336853027344,5600,0.0,
1997-10-13 00:00:00+00:00,13.25,13.4375,13.25,13.048645973205566,2300,0.0,
1997-10-14 00:00:00+00:00,13.25,13.625,13.25,12.866571426391602,5800,0.0,
1997-10-15 00:00:00+00:00,13.25,13.625,13.25,12.866571426391602,3600,0.0,
1997-10-16 00:00:00+00:00,13.5,13.625,13.375,12.987954139709473,6700,0.0,
1997-10-17 00:00:00+00:00,13.375,13.5,13.1875,12.866571426391602,5500,0.0,
1997-10-20 00:00:00+00:00,13.0,13.0,12.75,12.381040573120115,2100,0.0,
1997-10-21 00:00:00+00:00,12.875,13.25,12.875,12.74518871307373,8600,0.0,
1997-10-22 00:00:00+00:00,13.125,13.625,13.125,12.866571426391602,7700,0.0,
1997-10-23 00:00:00+00:00,12.75,13.25,12.0,11.95620059967041,21700,0.0,
1997-10-24 00:00:00+00:00,12.375,12.375,12.0,11.895509719848633,18600,0.0,
1997-10-27 00:00:00+00:00,12.0,12.0,11.625,11.288596153259276,8400,0.0,
1997-10-28 00:00:00+00:00,11.5,12.375,11.375,12.016892433166504,6100,0.0,
1997-10-29 00:00:00+00:00,12.5,12.5,12.1875,11.895509719848633,8400,0.0,
1997-10-30 00:00:00+00:00,12.0,12.0,11.625,11.65274429321289,800,0.0,
1997-10-31 00:00:00+00:00,12.0,12.125,12.0,11.65274429321289,14700,0.0,
1997-11-03 00:00:00+00:00,12.0,12.5,12.0,12.138275146484377,3200,0.0,
1997-11-04 00:00:00+00:00,12.25,12.75,12.25,11.895509719848633,3300,0.0,
1997-11-05 00:00:00+00:00,12.25,13.0,12.25,12.259657859802246,10300,0.0,
1997-11-06 00:00:00+00:00,12.9375,13.125,12.625,12.74518871307373,5900,0.0,
1997-11-07 00:00:00+00:00,12.75,12.75,12.25,11.895509719848633,2900,0.0,
1997-11-10 00:00:00+00:00,12.25,12.9375,12.25,12.381040573120115,45900,0.0,
1997-11-11 00:00:00+00:00,12.75,13.0625,12.75,12.502423286437988,22100,0.0,
1997-11-12 00:00:00+00:00,12.875,12.875,12.3125,11.95620059967041,3300,0.0,
1997-11-13 00:00:00+00:00,12.5,12.5,12.5,12.138275146484377,1100,0.0,
1997-11-14 00:00:00+00:00,12.625,12.8125,12.625,12.259657859802246,4300,0.0,
