date,IEI_Open,IEI_High,IEI_Low,IEI_Close,IEI_Volume,IEI_Dividends,IEI_Stock Splits
2007-01-11 00:00:00+00:00,100.0,100.0,99.91999816894533,72.4083251953125,1100,0.0,
2007-01-12 00:00:00+00:00,99.87999725341795,99.93000030517578,99.8499984741211,72.41558837890625,1500,0.0,
2007-01-16 00:00:00+00:00,99.83000183105467,99.83000183105467,99.83000183105467,72.34312438964844,600,0.0,
2007-01-17 00:00:00+00:00,99.94000244140624,99.94000244140624,99.80999755859376,72.33585357666016,700,0.0,
2007-01-18 00:00:00+00:00,99.83999633789062,99.91000366210938,99.83999633789062,72.40107727050781,6200,0.0,
2007-01-19 00:00:00+00:00,99.86000061035156,99.86000061035156,99.77999877929688,72.32138061523438,2000,0.0,
2007-01-22 00:00:00+00:00,99.9000015258789,99.9000015258789,99.8499984741211,72.35758972167969,1200,0.0,
2007-01-23 00:00:00+00:00,99.75,99.75,99.70999908447266,72.2562026977539,1200,0.0,
2007-01-24 00:00:00+00:00,99.75,99.75,99.75,72.28516387939453,1300,0.0,
2007-01-25 00:00:00+00:00,99.66000366210938,99.66000366210938,99.5500030517578,72.14024353027344,2100,0.0,
2007-01-26 00:00:00+00:00,99.52999877929688,99.55999755859376,99.4800033569336,72.14746856689453,1200,0.0,
2007-01-29 00:00:00+00:00,99.5999984741211,99.61000061035156,99.5,72.12571716308594,3100,0.0,
2007-01-30 00:00:00+00:00,99.61000061035156,99.61000061035156,99.58000183105467,72.16191864013672,400,0.0,
2007-01-31 00:00:00+00:00,99.66999816894533,99.83999633789062,99.66999816894533,72.35035705566406,3600,0.0,
2007-02-01 00:00:00+00:00,99.73999786376952,99.73999786376952,99.5199966430664,72.30461120605469,1600,0.247,
2007-02-02 00:00:00+00:00,99.5500030517578,99.66000366210938,99.5500030517578,72.34089660644531,6800,0.0,
2007-02-05 00:00:00+00:00,99.70999908447266,99.70999908447266,99.70999908447266,72.43538665771484,7100,0.0,
2007-02-06 00:00:00+00:00,99.66999816894533,99.87999725341795,99.66999816894533,72.55888366699219,6600,0.0,
2007-02-07 00:00:00+00:00,99.9499969482422,99.98999786376952,99.94000244140624,72.63874816894531,2200,0.0,
2007-02-08 00:00:00+00:00,99.97000122070312,100.02999877929688,99.9499969482422,72.66777801513672,7500,0.0,
2007-02-09 00:00:00+00:00,99.80999755859376,99.80999755859376,99.80999755859376,72.50799560546875,2000,0.0,
2007-02-12 00:00:00+00:00,99.8000030517578,99.86000061035156,99.70999908447266,72.44983673095703,5000,0.0,
2007-02-13 00:00:00+00:00,99.8000030517578,99.8000030517578,99.69000244140624,72.42083740234375,1900,0.0,
2007-02-14 00:00:00+00:00,99.88999938964844,100.12999725341795,99.88999938964844,72.73320007324219,16600,0.0,
2007-02-15 00:00:00+00:00,100.23999786376952,100.3000030517578,100.22000122070312,72.8421630859375,9900,0.0,
2007-02-16 00:00:00+00:00,100.29000091552734,100.29000091552734,100.26000213623048,72.84945678710938,16300,0.0,
2007-02-20 00:00:00+00:00,100.23999786376952,100.31999969482422,100.23999786376952,72.8421630859375,5400,0.0,
2007-02-21 00:00:00+00:00,100.3000030517578,100.36000061035156,100.3000030517578,72.90753936767578,1900,0.0,
2007-02-22 00:00:00+00:00,100.20999908447266,100.20999908447266,100.20999908447266,72.79855346679688,200,0.0,
2007-02-23 00:00:00+00:00,100.2300033569336,100.47000122070312,100.2300033569336,72.95111846923828,13300,0.0,
2007-02-26 00:00:00+00:00,100.5500030517578,100.62000274658205,100.54000091552734,73.07460021972656,1400,0.0,
2007-02-27 00:00:00+00:00,100.83000183105467,101.2699966430664,100.83000183105467,73.51774597167969,12300,0.0,
2007-02-28 00:00:00+00:00,101.1999969482422,101.1999969482422,100.97000122070312,73.38697814941406,126000,0.0,
2007-03-01 00:00:00+00:00,100.81999969482422,100.9499969482422,100.68000030517578,73.4008560180664,48700,0.359,
2007-03-02 00:00:00+00:00,100.91999816894533,100.95999908447266,100.83999633789062,73.60494995117188,13600,0.0,
2007-03-05 00:00:00+00:00,101.0999984741211,101.11000061035156,100.95999908447266,73.6268310546875,8500,0.0,
2007-03-06 00:00:00+00:00,100.8499984741211,101.01000213623048,100.8000030517578,73.55397033691406,10200,0.0,
2007-03-07 00:00:00+00:00,100.9000015258789,101.02999877929688,100.9000015258789,73.65599822998047,4600,0.0,
2007-03-08 00:00:00+00:00,100.9800033569336,101.0500030517578,100.97000122070312,73.67060852050781,3500,0.0,
2007-03-09 00:00:00+00:00,100.62000274658205,100.7300033569336,100.62000274658205,73.40811157226562,8400,0.0,
2007-03-12 00:00:00+00:00,100.7699966430664,100.9000015258789,100.7699966430664,73.5394287109375,8300,0.0,
2007-03-13 00:00:00+00:00,101.08999633789062,101.2699966430664,101.0500030517578,73.76544952392578,25200,0.0,
2007-03-14 00:00:00+00:00,101.1999969482422,101.3000030517578,101.13999938964844,73.7508316040039,5000,0.0,
