date,TY-P_Open,TY-P_High,TY-P_Low,TY-P_Close,TY-P_Volume,TY-P_Dividends,TY-P_Stock Splits
1973-02-21 00:00:00+00:00,35.5,35.5,35.5,4.369197845458984,400.0,0.0,
1973-02-23 00:00:00+00:00,35.5,35.5,35.5,4.369197845458984,100.0,0.0,
1973-02-28 00:00:00+00:00,35.75,35.75,35.75,4.399967193603516,500.0,0.0,
1973-03-01 00:00:00+00:00,35.875,35.875,35.875,4.41534948348999,200.0,0.0,
1973-03-02 00:00:00+00:00,36.0,36.0,36.0,4.430736064910889,200.0,0.0,
1973-03-05 00:00:00+00:00,36.375,36.375,36.375,4.476891040802002,600.0,0.0,
1973-03-06 00:00:00+00:00,35.625,35.625,35.625,4.384581565856934,600.0,0.0,
1973-03-08 00:00:00+00:00,35.625,35.625,35.625,4.384581565856934,100.0,0.0,
1973-03-12 00:00:00+00:00,35.625,35.625,35.625,4.384581565856934,300.0,0.0,
1973-03-14 00:00:00+00:00,35.5,35.5,35.5,4.369197845458984,500.0,0.0,
1973-03-15 00:00:00+00:00,35.75,35.75,35.75,4.399967193603516,200.0,0.0,
1973-03-16 00:00:00+00:00,35.75,35.75,35.75,4.399967193603516,600.0,0.0,
1973-03-20 00:00:00+00:00,35.0,35.0,35.0,4.307662010192871,100.0,0.0,
1973-03-21 00:00:00+00:00,35.0,35.0,35.0,4.307662010192871,200.0,0.0,
1973-03-22 00:00:00+00:00,34.75,34.75,34.75,4.276889801025391,500.0,0.0,
1973-03-23 00:00:00+00:00,34.75,34.75,34.75,4.276889801025391,1200.0,0.0,
1973-03-26 00:00:00+00:00,34.75,34.75,34.75,4.276889801025391,100.0,0.0,
1973-03-27 00:00:00+00:00,34.75,34.75,34.75,4.276889801025391,500.0,0.0,
1973-03-30 00:00:00+00:00,35.0,35.0,35.0,4.307662010192871,100.0,0.0,
1973-04-02 00:00:00+00:00,35.375,35.375,35.375,4.353811264038086,300.0,0.0,
1973-04-03 00:00:00+00:00,35.5,35.5,35.5,4.369197845458984,300.0,0.0,
1973-04-04 00:00:00+00:00,35.625,35.625,35.625,4.384581565856934,600.0,0.0,
1973-04-05 00:00:00+00:00,35.5,35.5,35.5,4.369197845458984,300.0,0.0,
1973-04-06 00:00:00+00:00,35.875,35.875,35.875,4.41534948348999,300.0,0.0,
1973-04-09 00:00:00+00:00,35.625,35.625,35.625,4.384581565856934,500.0,0.0,
1973-04-10 00:00:00+00:00,35.625,35.625,35.625,4.384581565856934,200.0,0.0,
1973-04-11 00:00:00+00:00,35.0,35.0,35.0,4.307662010192871,2600.0,0.0,
1973-04-17 00:00:00+00:00,34.875,34.875,34.875,4.292273044586182,100.0,0.0,
1973-04-18 00:00:00+00:00,34.625,34.625,34.625,4.261505603790283,100.0,0.0,
1973-04-23 00:00:00+00:00,34.875,34.875,34.875,4.292273044586182,100.0,0.0,
1973-04-25 00:00:00+00:00,35.125,35.125,35.125,4.323044300079346,600.0,0.0,
1973-04-26 00:00:00+00:00,34.875,34.875,34.875,4.292273044586182,200.0,0.0,
1973-04-27 00:00:00+00:00,35.0,35.0,35.0,4.307662010192871,500.0,0.0,
1973-05-01 00:00:00+00:00,35.0,35.0,35.0,4.307662010192871,100.0,0.0,
1973-05-02 00:00:00+00:00,35.0,35.0,35.0,4.307662010192871,200.0,0.0,
1973-05-04 00:00:00+00:00,35.0,35.0,35.0,4.307662010192871,100.0,0.0,
1973-05-07 00:00:00+00:00,35.5,35.5,35.25,4.369197845458984,700.0,0.0,
1973-05-10 00:00:00+00:00,35.125,35.125,35.125,4.323044300079346,700.0,0.0,
1973-05-11 00:00:00+00:00,35.0,35.0,35.0,4.307662010192871,300.0,0.0,
1973-05-14 00:00:00+00:00,35.25,35.25,35.25,4.338428497314453,100.0,0.0,
1973-05-15 00:00:00+00:00,35.0,35.0,35.0,4.307662010192871,200.0,0.0,
1973-05-16 00:00:00+00:00,35.25,35.25,35.25,4.338428497314453,100.0,0.0,
1973-05-17 00:00:00+00:00,35.0,35.25,35.0,4.307662010192871,500.0,0.0,
1973-05-18 00:00:00+00:00,35.0,35.25,35.0,4.307662010192871,400.0,0.0,
1973-05-21 00:00:00+00:00,35.0,35.0,35.0,4.307662010192871,500.0,0.0,
1973-05-22 00:00:00+00:00,35.125,35.125,35.125,4.323044300079346,100.0,0.0,
1973-05-24 00:00:00+00:00,35.0,35.0,35.0,4.307662010192871,100.0,0.0,
1973-05-25 00:00:00+00:00,35.75,35.75,35.25,4.399967193603516,500.0,0.0,
1973-05-29 00:00:00+00:00,35.75,36.0,35.75,4.399967193603516,300.0,0.0,
1973-05-30 00:00:00+00:00,35.75,36.0,35.75,4.399967193603516,300.0,0.0,
1973-05-31 00:00:00+00:00,35.5,35.5,35.5,4.369197845458984,200.0,0.0,
1973-06-04 00:00:00+00:00,35.75,35.75,35.5,4.399967193603516,200.0,0.0,
1973-06-05 00:00:00+00:00,35.75,35.75,35.75,4.399967193603516,200.0,0.0,
1973-06-06 00:00:00+00:00,35.5,35.5,35.5,4.369197845458984,100.0,0.0,
1973-06-07 00:00:00+00:00,35.5,35.5,35.25,4.369197845458984,200.0,0.0,
1973-06-08 00:00:00+00:00,36.0,36.0,35.75,4.430736064910889,300.0,0.0,
1973-06-11 00:00:00+00:00,36.25,36.25,36.25,4.4615020751953125,200.0,0.0,
1973-06-12 00:00:00+00:00,35.75,35.75,35.75,4.399967193603516,500.0,0.0,
1973-06-13 00:00:00+00:00,35.5,35.5,35.5,4.369197845458984,100.0,0.0,
1973-06-18 00:00:00+00:00,35.0,35.0,35.0,4.307662010192871,200.0,0.0,
1973-06-19 00:00:00+00:00,34.75,35.0,34.75,4.276889801025391,200.0,0.0,
1973-06-20 00:00:00+00:00,34.5,35.0,34.5,4.246121406555176,300.0,0.0,
1973-06-22 00:00:00+00:00,34.5,34.5,34.5,4.246121406555176,100.0,0.0,
1973-06-25 00:00:00+00:00,34.25,34.25,34.0,4.215351104736328,700.0,0.0,
1973-06-27 00:00:00+00:00,34.0,34.25,34.0,4.184584617614746,300.0,0.0,
1973-06-28 00:00:00+00:00,34.0,34.25,34.0,4.184584617614746,300.0,0.0,
1973-07-03 00:00:00+00:00,33.25,33.75,33.25,4.092274188995361,900.0,0.0,
1973-07-05 00:00:00+00:00,33.25,33.25,33.25,4.092274188995361,100.0,0.0,
1973-07-09 00:00:00+00:00,32.75,33.0,32.75,4.030738830566406,600.0,0.0,
1973-07-10 00:00:00+00:00,33.25,33.25,33.0,4.092274188995361,200.0,0.0,
1973-07-11 00:00:00+00:00,33.5,33.5,33.375,4.123046875,300.0,0.0,
1973-07-12 00:00:00+00:00,33.0,33.25,33.0,4.061507225036621,500.0,0.0,
