date,SDP_Open,SDP_High,SDP_Low,SDP_Close,SDP_Volume,SDP_Dividends,SDP_Stock Splits
2007-03-14 00:00:00+00:00,1563.8399658203125,1563.8399658203125,1563.8399658203125,623.9146728515625,0,0.0,
2007-03-15 00:00:00+00:00,1520.4000244140625,1522.0799560546875,1520.4000244140625,607.2538452148438,25,0.0,
2007-03-16 00:00:00+00:00,1536.0,1536.0,1536.0,612.8074951171875,21,0.0,
2007-03-19 00:00:00+00:00,1518.0,1518.0,1518.0,605.626220703125,21,0.0,
2007-03-20 00:00:00+00:00,1515.3599853515625,1515.3599853515625,1473.5999755859375,587.9120483398438,88,0.0,
2007-03-21 00:00:00+00:00,1476.47998046875,1478.4000244140625,1434.719970703125,572.400390625,229,0.0,
2007-03-22 00:00:00+00:00,1435.9200439453125,1435.9200439453125,1435.9200439453125,572.879150390625,8,0.0,
2007-03-23 00:00:00+00:00,1419.3599853515625,1419.3599853515625,1419.3599853515625,566.2723388671875,8,0.0,
2007-03-26 00:00:00+00:00,1429.199951171875,1430.6400146484375,1412.1600341796875,563.4956665039062,17,0.0,
2007-03-27 00:00:00+00:00,1426.56005859375,1426.56005859375,1415.52001953125,564.740478515625,25,0.0,
2007-03-28 00:00:00+00:00,1415.0400390625,1415.0400390625,1407.5999755859375,564.357421875,42,0.0,
2007-03-29 00:00:00+00:00,1408.800048828125,1426.56005859375,1404.9599609375,560.52734375,25,0.0,
2007-03-30 00:00:00+00:00,1418.8800048828125,1444.56005859375,1418.8800048828125,568.4747314453125,188,0.0,
2007-04-02 00:00:00+00:00,1405.199951171875,1410.9599609375,1372.56005859375,547.6008911132812,304,0.0,
2007-04-03 00:00:00+00:00,1373.52001953125,1373.52001953125,1367.760009765625,546.2603759765625,204,0.0,
2007-04-04 00:00:00+00:00,1372.0799560546875,1384.56005859375,1372.0799560546875,551.5266723632812,75,0.0,
2007-04-05 00:00:00+00:00,1383.1199951171875,1383.1199951171875,1370.8800048828125,547.1221313476562,54,0.0,
2007-04-09 00:00:00+00:00,1357.6800537109375,1357.6800537109375,1352.1600341796875,539.5578002929688,179,0.0,
2007-04-10 00:00:00+00:00,1356.0,1356.0,1341.8399658203125,535.3448486328125,63,0.0,
2007-04-11 00:00:00+00:00,1338.9599609375,1354.0799560546875,1338.9599609375,540.22802734375,233,0.0,
2007-04-12 00:00:00+00:00,1366.800048828125,1371.1199951171875,1366.800048828125,546.6434936523438,183,0.0,
2007-04-13 00:00:00+00:00,1370.1600341796875,1370.1600341796875,1370.1600341796875,546.6434936523438,0,0.0,
2007-04-16 00:00:00+00:00,1357.6800537109375,1361.280029296875,1347.5999755859375,537.6427612304688,354,0.0,
2007-04-17 00:00:00+00:00,1342.800048828125,1342.800048828125,1332.719970703125,531.7062377929688,50,0.0,
2007-04-18 00:00:00+00:00,1333.6800537109375,1339.9200439453125,1323.5999755859375,528.0675659179688,58,0.0,
2007-04-19 00:00:00+00:00,1344.47998046875,1346.4000244140625,1338.47998046875,534.19580078125,1421,0.0,
2007-04-20 00:00:00+00:00,1314.0,1329.8399658203125,1314.0,526.6314697265625,283,0.0,
2007-04-23 00:00:00+00:00,1305.5999755859375,1305.5999755859375,1296.0,520.5033569335938,171,0.0,
2007-04-24 00:00:00+00:00,1288.0799560546875,1290.47998046875,1287.3599853515625,514.1838989257812,67,0.0,
2007-04-25 00:00:00+00:00,1278.0,1278.0,1270.800048828125,507.00244140625,83,0.0,
2007-04-26 00:00:00+00:00,1271.280029296875,1284.0,1270.3199462890625,512.2686767578125,238,0.0,
2007-04-27 00:00:00+00:00,1300.800048828125,1304.8800048828125,1293.5999755859375,518.2052001953125,88,0.0,
2007-04-30 00:00:00+00:00,1294.0799560546875,1321.43994140625,1293.3599853515625,527.2059326171875,142,0.0,
2007-05-01 00:00:00+00:00,1317.5999755859375,1329.5999755859375,1297.199951171875,517.5349731445312,400,0.0,
2007-05-02 00:00:00+00:00,1294.56005859375,1294.56005859375,1282.800048828125,512.6516723632812,121,0.0,
