date,HL-PB_Open,HL-PB_High,HL-PB_Low,HL-PB_Close,HL-PB_Volume,HL-PB_Dividends,HL-PB_Stock Splits
1993-06-23 00:00:00+00:00,51.75,51.875,50.125,8.158642768859863,783700,0.0,
1993-06-24 00:00:00+00:00,51.625,52.0,51.625,8.138934135437012,167900,0.0,
1993-06-25 00:00:00+00:00,51.75,51.875,51.625,8.158642768859863,68200,0.0,
1993-06-28 00:00:00+00:00,51.75,52.125,51.75,8.158642768859863,25500,0.0,
1993-06-29 00:00:00+00:00,53.75,54.0,51.75,8.47395133972168,63200,0.0,
1993-06-30 00:00:00+00:00,54.625,55.0,53.75,8.611897468566895,82800,0.0,
1993-07-01 00:00:00+00:00,57.0,57.375,54.75,8.98632526397705,218900,0.0,
1993-07-02 00:00:00+00:00,56.375,58.0,56.0,8.887797355651855,41500,0.0,
1993-07-06 00:00:00+00:00,58.5,58.75,56.625,9.22280979156494,60600,0.0,
1993-07-07 00:00:00+00:00,58.625,59.125,58.25,9.242514610290527,214700,0.0,
1993-07-08 00:00:00+00:00,57.5,58.625,57.5,9.065153121948242,25300,0.0,
1993-07-09 00:00:00+00:00,57.25,57.5,56.75,9.02574634552002,20600,0.0,
1993-07-12 00:00:00+00:00,57.125,57.75,57.0,9.006031036376953,11100,0.0,
1993-07-13 00:00:00+00:00,57.0,57.5,56.875,8.98632526397705,26000,0.0,
1993-07-14 00:00:00+00:00,56.75,57.25,56.75,8.946911811828613,49600,0.0,
1993-07-15 00:00:00+00:00,57.0,57.0,56.75,8.98632526397705,9000,0.0,
1993-07-16 00:00:00+00:00,56.625,57.0,56.5,8.927206039428711,85300,0.0,
1993-07-19 00:00:00+00:00,57.0,57.375,56.75,8.98632526397705,24600,0.0,
1993-07-20 00:00:00+00:00,57.25,57.5,56.875,9.02574634552002,49200,0.0,
1993-07-21 00:00:00+00:00,56.375,57.0,56.375,8.887797355651855,13400,0.0,
1993-07-22 00:00:00+00:00,56.5,56.5,55.25,8.907501220703125,9400,0.0,
1993-07-23 00:00:00+00:00,56.125,56.625,56.125,8.848383903503418,3000,0.0,
1993-07-26 00:00:00+00:00,56.75,56.75,56.25,8.946911811828613,5900,0.0,
1993-07-27 00:00:00+00:00,57.0,57.0,56.875,8.98632526397705,5900,0.0,
1993-07-28 00:00:00+00:00,57.25,57.75,56.75,9.02574634552002,6500,0.0,
1993-07-29 00:00:00+00:00,57.875,58.25,57.0,9.124272346496582,10100,0.0,
1993-07-30 00:00:00+00:00,58.75,59.0,58.25,9.262227058410645,39200,0.0,
1993-08-02 00:00:00+00:00,58.5,59.0,58.0,9.22280979156494,8000,0.0,
1993-08-03 00:00:00+00:00,58.25,58.5,58.0,9.183396339416504,9200,0.0,
1993-08-04 00:00:00+00:00,57.75,58.25,57.75,9.104567527770996,6400,0.0,
1993-08-05 00:00:00+00:00,55.375,56.5,55.125,8.730141639709473,18400,0.0,
1993-08-06 00:00:00+00:00,54.0,55.125,53.0,8.5133638381958,21000,0.0,
1993-08-09 00:00:00+00:00,54.625,55.0,54.25,8.611897468566895,19300,0.0,
1993-08-10 00:00:00+00:00,54.5,54.625,54.0,8.59218978881836,18700,0.0,
1993-08-11 00:00:00+00:00,53.75,54.25,53.75,8.47395133972168,7800,0.0,
1993-08-12 00:00:00+00:00,52.875,54.5,51.75,8.3360013961792,9300,0.0,
1993-08-13 00:00:00+00:00,53.125,53.25,53.0,8.375411987304688,8000,0.0,
1993-08-16 00:00:00+00:00,54.375,54.375,53.375,8.57248306274414,31300,0.0,
1993-08-17 00:00:00+00:00,54.375,54.5,54.25,8.57248306274414,22800,0.0,
1993-08-18 00:00:00+00:00,54.625,54.625,54.375,8.611897468566895,6100,0.0,
1993-08-19 00:00:00+00:00,54.375,54.375,54.125,8.57248306274414,1700,0.0,
1993-08-20 00:00:00+00:00,54.75,54.75,54.75,8.631607055664062,5300,0.0,
1993-08-23 00:00:00+00:00,54.625,54.75,54.5,8.611897468566895,5400,0.0,
1993-08-24 00:00:00+00:00,54.75,55.0,54.625,8.631607055664062,12200,0.0,
1993-08-25 00:00:00+00:00,54.75,54.75,54.25,8.631607055664062,5800,0.0,
1993-08-26 00:00:00+00:00,54.625,54.75,54.5,8.611897468566895,5600,0.0,
1993-08-27 00:00:00+00:00,54.625,54.625,54.625,8.611897468566895,1400,0.0,
1993-08-30 00:00:00+00:00,54.875,55.0,54.75,8.651314735412598,12700,0.0,
1993-08-31 00:00:00+00:00,55.0,55.0,54.875,8.671022415161133,6500,0.0,
1993-09-01 00:00:00+00:00,54.0,56.0,54.0,8.5133638381958,7900,0.0,
1993-09-02 00:00:00+00:00,53.25,54.25,52.625,8.395125389099121,31200,0.0,
1993-09-03 00:00:00+00:00,52.75,52.75,52.375,8.458297729492188,6700,0.894,
1993-09-07 00:00:00+00:00,49.5,52.25,49.0,7.937167167663574,123300,0.0,
1993-09-08 00:00:00+00:00,47.25,49.625,47.0,7.576390266418457,206300,0.0,
1993-09-09 00:00:00+00:00,47.75,48.25,47.625,7.656564712524414,31500,0.0,
1993-09-10 00:00:00+00:00,47.0,47.75,46.75,7.5363030433654785,47500,0.0,
1993-09-13 00:00:00+00:00,46.125,47.25,45.75,7.395999431610107,82600,0.0,
1993-09-14 00:00:00+00:00,46.625,47.0,46.125,7.476175785064697,63100,0.0,
1993-09-15 00:00:00+00:00,47.25,47.5,46.875,7.576390266418457,48500,0.0,
1993-09-16 00:00:00+00:00,47.625,47.75,47.0,7.636518478393555,43100,0.0,
1993-09-17 00:00:00+00:00,47.875,48.0,47.875,7.676608085632324,9600,0.0,
1993-09-20 00:00:00+00:00,47.75,48.5,47.75,7.656564712524414,19600,0.0,
1993-09-21 00:00:00+00:00,49.0,49.0,47.75,7.85699987411499,13400,0.0,
1993-09-22 00:00:00+00:00,48.125,48.5,47.375,7.716689109802246,12600,0.0,
1993-09-23 00:00:00+00:00,48.75,48.75,48.375,7.816911697387695,6700,0.0,
1993-09-24 00:00:00+00:00,48.75,48.75,48.0,7.816911697387695,3400,0.0,
1993-09-27 00:00:00+00:00,48.75,49.0,48.5,7.816911697387695,3500,0.0,
1993-09-28 00:00:00+00:00,48.875,49.25,48.5,7.836955547332764,3200,0.0,
1993-09-29 00:00:00+00:00,47.875,48.625,47.875,7.676608085632324,31100,0.0,
1993-09-30 00:00:00+00:00,48.25,48.375,48.125,7.736738681793213,28700,0.0,
1993-10-01 00:00:00+00:00,48.25,48.375,48.0,7.736738681793213,7100,0.0,
1993-10-04 00:00:00+00:00,47.875,48.25,47.25,7.676608085632324,14500,0.0,
1993-10-05 00:00:00+00:00,48.125,48.125,48.0,7.716689109802246,11100,0.0,
1993-10-06 00:00:00+00:00,50.0,50.25,48.25,8.017343521118164,38100,0.0,
1993-10-07 00:00:00+00:00,51.25,51.25,50.125,8.217777252197266,33300,0.0,
1993-10-08 00:00:00+00:00,51.5,52.0,51.25,8.25786304473877,5600,0.0,
1993-10-11 00:00:00+00:00,51.125,51.5,50.75,8.197738647460938,5000,0.0,
1993-10-12 00:00:00+00:00,51.875,52.0,51.375,8.317994117736816,9800,0.0,
1993-10-13 00:00:00+00:00,51.0,51.625,50.5,8.177689552307129,6200,0.0,
1993-10-14 00:00:00+00:00,50.75,50.875,50.375,8.137605667114258,8600,0.0,
1993-10-15 00:00:00+00:00,50.125,50.75,50.125,8.037384033203125,14400,0.0,
1993-10-18 00:00:00+00:00,50.5,50.75,50.0,8.097517013549805,18000,0.0,
1993-10-19 00:00:00+00:00,50.125,50.75,50.0,8.037384033203125,18500,0.0,
1993-10-20 00:00:00+00:00,50.875,51.0,50.375,8.157649040222168,3900,0.0,
1993-10-21 00:00:00+00:00,50.25,51.125,50.125,8.057429313659668,5200,0.0,
1993-10-22 00:00:00+00:00,50.0,50.125,49.5,8.017343521118164,3800,0.0,
1993-10-25 00:00:00+00:00,50.0,50.125,49.75,8.017343521118164,3000,0.0,
1993-10-26 00:00:00+00:00,49.875,50.0,49.75,7.997300624847412,3000,0.0,
1993-10-27 00:00:00+00:00,50.375,51.125,49.875,8.077473640441895,27000,0.0,
1993-10-28 00:00:00+00:00,50.25,50.625,50.125,8.057429313659668,8400,0.0,
1993-10-29 00:00:00+00:00,50.25,50.625,50.0,8.057429313659668,6000,0.0,
1993-11-01 00:00:00+00:00,49.75,50.25,49.5,7.97725772857666,4900,0.0,
1993-11-02 00:00:00+00:00,49.0,49.5,49.0,7.85699987411499,7200,0.0,
1993-11-03 00:00:00+00:00,50.0,50.125,49.125,8.017343521118164,2800,0.0,
1993-11-04 00:00:00+00:00,51.0,51.5,50.5,8.177689552307129,14800,0.0,
1993-11-05 00:00:00+00:00,51.5,52.375,51.25,8.25786304473877,16300,0.0,
1993-11-08 00:00:00+00:00,50.875,51.625,50.875,8.157649040222168,3700,0.0,
1993-11-09 00:00:00+00:00,51.625,51.75,50.875,8.277911186218262,7300,0.0,
1993-11-10 00:00:00+00:00,51.625,51.75,51.375,8.277911186218262,8900,0.0,
1993-11-11 00:00:00+00:00,51.125,52.125,51.125,8.197738647460938,2800,0.0,
1993-11-12 00:00:00+00:00,50.5,51.625,50.25,8.097517013549805,11900,0.0,
1993-11-15 00:00:00+00:00,51.0,51.0,50.75,8.177689552307129,8100,0.0,
1993-11-16 00:00:00+00:00,51.0,51.125,50.875,8.177689552307129,8900,0.0,
1993-11-17 00:00:00+00:00,50.125,50.5,49.875,8.037384033203125,28600,0.0,
1993-11-18 00:00:00+00:00,50.625,50.75,50.375,8.117559432983398,9500,0.0,
1993-11-19 00:00:00+00:00,51.375,51.375,50.5,8.237822532653809,4400,0.0,
1993-11-22 00:00:00+00:00,51.25,51.5,51.125,8.217777252197266,2300,0.0,
1993-11-23 00:00:00+00:00,51.125,51.25,50.375,8.197738647460938,2700,0.0,
1993-11-24 00:00:00+00:00,51.0,51.0,50.875,8.177689552307129,700,0.0,
1993-11-26 00:00:00+00:00,50.375,51.0,50.375,8.077473640441895,700,0.0,
1993-11-29 00:00:00+00:00,49.75,50.0,49.25,7.97725772857666,27900,0.0,
1993-11-30 00:00:00+00:00,50.0,50.25,49.75,8.017343521118164,13100,0.0,
1993-12-01 00:00:00+00:00,51.0,51.0,50.0,8.177689552307129,3900,0.0,
1993-12-02 00:00:00+00:00,50.5,50.75,50.5,8.097517013549805,400,0.0,
1993-12-03 00:00:00+00:00,51.5,51.75,50.75,8.25786304473877,9500,0.0,
1993-12-06 00:00:00+00:00,51.875,51.875,51.625,8.317994117736816,5600,0.0,
1993-12-07 00:00:00+00:00,51.125,51.75,51.0,8.338383674621582,37000,0.875,
1993-12-08 00:00:00+00:00,51.875,52.0,51.625,8.46070384979248,11500,0.0,
1993-12-09 00:00:00+00:00,51.875,51.875,51.25,8.46070384979248,4200,0.0,
1993-12-10 00:00:00+00:00,51.75,51.75,51.5,8.440319061279297,5700,0.0,
1993-12-13 00:00:00+00:00,51.625,52.25,51.5,8.419934272766113,7400,0.0,
1993-12-14 00:00:00+00:00,51.5,51.625,51.5,8.399545669555664,4000,0.0,
1993-12-15 00:00:00+00:00,51.25,51.5,51.0,8.358768463134766,7000,0.0,
