date,UNH_Open,UNH_High,UNH_Low,UNH_Close,UNH_Volume,UNH_Dividends,UNH_Stock Splits
1984-10-17 00:00:00+00:00,0.0,0.1484380066394806,0.1445309966802597,0.1152504906058311,9868800,0.0,
1984-10-18 00:00:00+00:00,0.0,0.15625,0.1484380066394806,0.1183659061789512,5324800,0.0,
1984-10-19 00:00:00+00:00,0.0,0.1484380066394806,0.1445309966802597,0.1152504906058311,3043200,0.0,
1984-10-22 00:00:00+00:00,0.0,0.1484380066394806,0.1445309966802597,0.1152504906058311,2326400,0.0,
1984-10-23 00:00:00+00:00,0.0,0.1445309966802597,0.140625,0.1121357455849647,787200,0.0,
1984-10-24 00:00:00+00:00,0.0,0.1484380066394806,0.1445309966802597,0.1152504906058311,230400,0.0,
1984-10-25 00:00:00+00:00,0.0,0.1484380066394806,0.140625,0.1121357455849647,1587200,0.0,
1984-10-26 00:00:00+00:00,0.0,0.1445309966802597,0.140625,0.1121357455849647,758400,0.0,
1984-10-29 00:00:00+00:00,0.0,0.1445309966802597,0.140625,0.1121357455849647,614400,0.0,
1984-10-30 00:00:00+00:00,0.0,0.1484380066394806,0.140625,0.1121357455849647,192000,0.0,
1984-10-31 00:00:00+00:00,0.0,0.1484380066394806,0.1445309966802597,0.1152504906058311,297600,0.0,
1984-11-01 00:00:00+00:00,0.0,0.1445309966802597,0.140625,0.1121357455849647,352000,0.0,
1984-11-02 00:00:00+00:00,0.0,0.1445309966802597,0.140625,0.1121357455849647,1638400,0.0,
1984-11-05 00:00:00+00:00,0.0,0.140625,0.1367190033197403,0.1090210601687431,534400,0.0,
1984-11-06 00:00:00+00:00,0.0,0.140625,0.1367190033197403,0.1090210601687431,544000,0.0,
1984-11-07 00:00:00+00:00,0.0,0.140625,0.1367190033197403,0.1090210601687431,76800,0.0,
1984-11-08 00:00:00+00:00,0.0,0.140625,0.1367190033197403,0.1090210601687431,44800,0.0,
1984-11-09 00:00:00+00:00,0.0,0.140625,0.1367190033197403,0.1090210601687431,896000,0.0,
1984-11-12 00:00:00+00:00,0.0,0.140625,0.1367190033197403,0.1090210601687431,300800,0.0,
1984-11-13 00:00:00+00:00,0.0,0.140625,0.1367190033197403,0.1090210601687431,464000,0.0,
1984-11-14 00:00:00+00:00,0.0,0.140625,0.1328130066394806,0.1059064045548439,1523200,0.0,
1984-11-15 00:00:00+00:00,0.0,0.1367190033197403,0.1328130066394806,0.1059064045548439,156800,0.0,
1984-11-16 00:00:00+00:00,0.0,0.1367190033197403,0.125,0.0996762514114379,579200,0.0,
1984-11-19 00:00:00+00:00,0.0,0.1367190033197403,0.125,0.0996762514114379,358400,0.0,
1984-11-20 00:00:00+00:00,0.0,0.1289059966802597,0.1210940033197403,0.0965615138411521,179200,0.0,
1984-11-21 00:00:00+00:00,0.0,0.1289059966802597,0.1210940033197403,0.0965615138411521,905600,0.0,
1984-11-23 00:00:00+00:00,0.0,0.1289059966802597,0.1210940033197403,0.0965615138411521,25600,0.0,
1984-11-26 00:00:00+00:00,0.0,0.1289059966802597,0.125,0.0996762514114379,166400,0.0,
1984-11-27 00:00:00+00:00,0.0,0.1328130066394806,0.1289059966802597,0.1027909144759178,147200,0.0,
1984-11-28 00:00:00+00:00,0.0,0.1328130066394806,0.1289059966802597,0.1027909144759178,492800,0.0,
1984-11-29 00:00:00+00:00,0.0,0.1328130066394806,0.1289059966802597,0.1027909144759178,262400,0.0,
1984-11-30 00:00:00+00:00,0.0,0.1328130066394806,0.1289059966802597,0.1027909144759178,556800,0.0,
1984-12-03 00:00:00+00:00,0.0,0.1328130066394806,0.125,0.0996762514114379,380800,0.0,
1984-12-04 00:00:00+00:00,0.0,0.1289059966802597,0.1210940033197403,0.0965615138411521,217600,0.0,
1984-12-05 00:00:00+00:00,0.0,0.1289059966802597,0.1210940033197403,0.0965615138411521,102400,0.0,
1984-12-06 00:00:00+00:00,0.0,0.125,0.1171879991889,0.0934468582272529,630400,0.0,
1984-12-07 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,86400,0.0,
1984-12-10 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,2099200,0.0,
1984-12-11 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,188800,0.0,
1984-12-12 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,393600,0.0,
1984-12-13 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,102400,0.0,
1984-12-14 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,89600,0.0,
1984-12-17 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,102400,0.0,
1984-12-18 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,214400,0.0,
1984-12-19 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,102400,0.0,
1984-12-20 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,121600,0.0,
1984-12-21 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,704000,0.0,
1984-12-24 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,921600,0.0,
1984-12-26 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,521600,0.0,
1984-12-27 00:00:00+00:00,0.0,0.125,0.1171879991889,0.0934468582272529,947200,0.0,
1984-12-28 00:00:00+00:00,0.0,0.1210940033197403,0.1171879991889,0.0934468582272529,76800,0.0,
1984-12-31 00:00:00+00:00,0.0,0.125,0.1171879991889,0.0934468582272529,457600,0.0,
1985-01-02 00:00:00+00:00,0.0,0.125,0.1210940033197403,0.0965615138411521,179200,0.0,
1985-01-03 00:00:00+00:00,0.0,0.1328130066394806,0.1210940033197403,0.0965615138411521,227200,0.0,
1985-01-04 00:00:00+00:00,0.0,0.1328130066394806,0.1210940033197403,0.0965615138411521,390400,0.0,
1985-01-07 00:00:00+00:00,0.0,0.1367190033197403,0.1289059966802597,0.1027909144759178,2652800,0.0,
1985-01-08 00:00:00+00:00,0.0,0.1523440033197403,0.1445309966802597,0.1152504906058311,1190400,0.0,
1985-01-09 00:00:00+00:00,0.0,0.1523440033197403,0.1445309966802597,0.1152504906058311,403200,0.0,
