date,RHP_Open,RHP_High,RHP_Low,RHP_Close,RHP_Volume,RHP_Dividends,RHP_Stock Splits
1991-10-24 00:00:00+00:00,11.5,11.6875,11.3125,5.084687232971191,4735600,0.0,
1991-10-25 00:00:00+00:00,11.625,11.9375,11.5,5.1396565437316895,759800,0.0,
1991-10-28 00:00:00+00:00,11.75,12.0625,11.75,5.304564952850342,299800,0.0,
1991-10-29 00:00:00+00:00,12.0,13.0,12.0,5.496957778930664,606000,0.0,
1991-10-30 00:00:00+00:00,12.375,12.5,12.125,5.469473838806152,426600,0.0,
1991-10-31 00:00:00+00:00,12.375,12.4375,12.1875,5.414503574371338,198200,0.0,
1991-11-01 00:00:00+00:00,12.1875,12.375,12.125,5.44198751449585,101800,0.0,
1991-11-04 00:00:00+00:00,12.25,12.25,11.5625,5.277082443237305,333200,0.0,
1991-11-05 00:00:00+00:00,12.0,12.0,11.75,5.222110271453857,727800,0.0,
1991-11-06 00:00:00+00:00,11.875,12.0,11.875,5.222110271453857,62800,0.0,
1991-11-07 00:00:00+00:00,11.875,12.1875,11.875,5.35953426361084,508800,0.0,
1991-11-08 00:00:00+00:00,12.375,12.4375,12.3125,5.414503574371338,325200,0.0,
1991-11-11 00:00:00+00:00,12.25,12.25,12.125,5.332050800323486,16000,0.0,
1991-11-12 00:00:00+00:00,12.125,12.3125,12.125,5.387019634246826,74400,0.0,
1991-11-13 00:00:00+00:00,12.0625,12.125,12.0,5.304564952850342,115200,0.0,
1991-11-14 00:00:00+00:00,11.875,12.125,11.75,5.332050800323486,218200,0.0,
1991-11-15 00:00:00+00:00,12.1875,12.5,12.0,5.277082443237305,237800,0.0,
1991-11-18 00:00:00+00:00,12.0625,12.125,11.8125,5.277082443237305,239200,0.0,
1991-11-19 00:00:00+00:00,11.875,11.875,11.375,5.057201862335205,259800,0.0,
1991-11-20 00:00:00+00:00,11.625,11.625,11.3125,5.112173080444336,152600,0.0,
1991-11-21 00:00:00+00:00,11.625,11.625,11.375,5.029715538024902,10600,0.0,
1991-11-22 00:00:00+00:00,11.3125,11.3125,11.125,4.9197773933410645,123200,0.0,
1991-11-25 00:00:00+00:00,11.0,11.0,10.875,4.803823947906494,130800,0.05,
1991-11-26 00:00:00+00:00,10.875,11.125,10.875,4.914256095886231,113600,0.0,
1991-11-27 00:00:00+00:00,11.0625,11.25,11.0,4.859041213989258,37800,0.0,
1991-11-29 00:00:00+00:00,11.125,11.1875,11.0625,4.914256095886231,49800,0.0,
1991-12-02 00:00:00+00:00,11.1875,11.375,11.0625,5.024688720703125,38600,0.0,
1991-12-03 00:00:00+00:00,11.3125,11.375,11.0,4.859041213989258,82400,0.0,
1991-12-04 00:00:00+00:00,11.0625,11.125,10.875,4.803823947906494,88600,0.0,
1991-12-05 00:00:00+00:00,10.9375,10.9375,10.875,4.831433773040772,12200,0.0,
1991-12-06 00:00:00+00:00,10.875,11.0625,10.875,4.886649131774902,55800,0.0,
1991-12-09 00:00:00+00:00,11.0,11.1875,11.0,4.859041213989258,60600,0.0,
1991-12-10 00:00:00+00:00,11.0625,11.125,10.9375,4.886649131774902,12600,0.0,
1991-12-11 00:00:00+00:00,11.125,11.375,11.0625,5.024688720703125,21600,0.0,
1991-12-12 00:00:00+00:00,11.375,11.375,11.0,4.969473361968994,92200,0.0,
1991-12-13 00:00:00+00:00,11.4375,11.75,11.4375,5.162729740142822,60000,0.0,
1991-12-16 00:00:00+00:00,11.625,11.8125,11.625,5.2179484367370605,29200,0.0,
1991-12-17 00:00:00+00:00,11.8125,11.875,11.625,5.135124683380127,86200,0.0,
1991-12-18 00:00:00+00:00,11.625,11.625,11.5,5.135124683380127,53600,0.0,
1991-12-19 00:00:00+00:00,11.5625,11.5625,11.5,5.107513904571533,22400,0.0,
1991-12-20 00:00:00+00:00,11.625,11.6875,11.5,5.107513904571533,55600,0.0,
1991-12-23 00:00:00+00:00,11.5625,11.9375,11.5625,5.273165702819824,54000,0.0,
1991-12-24 00:00:00+00:00,12.0,12.125,11.875,5.328379154205322,51000,0.0,
1991-12-26 00:00:00+00:00,12.1875,12.25,11.875,5.355988502502441,32600,0.0,
1991-12-27 00:00:00+00:00,12.25,12.375,12.25,5.411203861236572,63000,0.0,
1991-12-30 00:00:00+00:00,12.5,13.4375,12.4375,5.908151626586914,126600,0.0,
1991-12-31 00:00:00+00:00,13.5,14.75,13.5,6.51553201675415,192200,0.0,
1992-01-02 00:00:00+00:00,14.5,14.5,13.625,6.018584728240967,81400,0.0,
1992-01-03 00:00:00+00:00,13.625,13.75,13.5,5.963366985321045,61200,0.0,
1992-01-06 00:00:00+00:00,13.375,13.375,13.1875,5.852932929992676,20600,0.0,
1992-01-07 00:00:00+00:00,13.3125,13.75,13.3125,5.963366985321045,92800,0.0,
1992-01-08 00:00:00+00:00,13.25,14.125,13.25,6.211841583251953,88600,0.0,
1992-01-09 00:00:00+00:00,14.0625,14.25,14.0625,6.294666767120361,70400,0.0,
1992-01-10 00:00:00+00:00,14.25,14.3125,14.1875,6.294666767120361,45800,0.0,
1992-01-13 00:00:00+00:00,14.1875,14.3125,14.125,6.322275638580322,22200,0.0,
1992-01-14 00:00:00+00:00,14.25,14.3125,14.0,6.184232234954834,44600,0.0,
1992-01-15 00:00:00+00:00,14.0,14.375,14.0,6.322275638580322,52000,0.0,
1992-01-16 00:00:00+00:00,14.3125,14.5,14.25,6.405098915100098,36600,0.0,
1992-01-17 00:00:00+00:00,14.375,14.4375,14.25,6.294666767120361,4600,0.0,
1992-01-20 00:00:00+00:00,14.125,14.25,14.0625,6.294666767120361,28400,0.0,
1992-01-21 00:00:00+00:00,14.125,14.125,13.625,6.018584728240967,28000,0.0,
1992-01-22 00:00:00+00:00,13.625,14.0,13.5625,6.184232234954834,17800,0.0,
1992-01-23 00:00:00+00:00,13.875,14.125,13.875,6.184232234954834,10800,0.0,
1992-01-24 00:00:00+00:00,13.875,14.125,13.875,6.211841583251953,84000,0.0,
1992-01-27 00:00:00+00:00,14.0,14.375,13.875,6.349879264831543,6800,0.0,
1992-01-28 00:00:00+00:00,14.4375,14.75,14.375,6.460316181182861,28400,0.0,
1992-01-29 00:00:00+00:00,14.625,14.625,14.4375,6.377492427825928,3800,0.0,
1992-01-30 00:00:00+00:00,14.4375,14.4375,14.125,6.239450931549072,18800,0.0,
1992-01-31 00:00:00+00:00,14.125,14.125,14.0,6.211841583251953,75200,0.0,
1992-02-03 00:00:00+00:00,14.0,14.0,13.875,6.184232234954834,130200,0.0,
1992-02-04 00:00:00+00:00,14.0,14.375,14.0,6.294666767120361,148600,0.0,
1992-02-05 00:00:00+00:00,14.25,14.5,14.25,6.405098915100098,59800,0.0,
1992-02-06 00:00:00+00:00,14.625,15.125,14.625,6.598355293273926,55800,0.0,
1992-02-07 00:00:00+00:00,15.0,15.0,14.75,6.570748329162598,94400,0.0,
1992-02-10 00:00:00+00:00,15.0,15.125,15.0,6.62596321105957,5400,0.0,
1992-02-11 00:00:00+00:00,15.125,15.5,15.125,6.84683084487915,135000,0.0,
1992-02-12 00:00:00+00:00,15.625,16.125,15.625,7.06769609451294,34800,0.0,
1992-02-13 00:00:00+00:00,16.0,16.0,15.5625,6.874437808990479,32200,0.0,
1992-02-14 00:00:00+00:00,15.625,15.625,15.3125,6.764005661010742,6000,0.0,
1992-02-18 00:00:00+00:00,15.25,15.3125,15.25,6.736398220062256,63800,0.0,
1992-02-19 00:00:00+00:00,15.3125,15.4375,15.3125,6.791614532470703,30400,0.0,
1992-02-20 00:00:00+00:00,15.4375,15.875,15.375,6.929654121398926,25600,0.0,
1992-02-21 00:00:00+00:00,15.6875,16.125,15.625,7.122910022735596,42000,0.0,
1992-02-24 00:00:00+00:00,16.0,16.125,15.9375,7.0400872230529785,68000,0.0,
