date,WILC_Open,WILC_High,WILC_Low,WILC_Close,WILC_Volume,WILC_Dividends,WILC_Stock Splits
1997-05-20 00:00:00+00:00,2.0,2.0,2.0,1.4742151498794556,0,0.0,
1997-05-21 00:00:00+00:00,2.0625,2.25,2.0,1.5202841758728027,26000,0.0,
1997-05-22 00:00:00+00:00,2.25,2.25,2.25,1.6584919691085815,600,0.0,
1997-05-23 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,3800,0.0,
1997-05-27 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,2000,0.0,
1997-05-28 00:00:00+00:00,2.125,2.125,2.125,1.566353440284729,46000,0.0,
1997-05-29 00:00:00+00:00,2.125,2.125,2.0625,1.5202841758728027,66400,0.0,
1997-05-30 00:00:00+00:00,2.0625,2.5,2.0625,1.842769145965576,21600,0.0,
1997-06-02 00:00:00+00:00,2.5,2.5,2.3125,1.7506303787231443,15800,0.0,
1997-06-03 00:00:00+00:00,2.125,2.5,2.125,1.7966997623443604,78600,0.0,
1997-06-04 00:00:00+00:00,2.4375,2.4375,2.25,1.7966997623443604,50400,0.0,
1997-06-05 00:00:00+00:00,2.5,2.5,2.4375,1.7966997623443604,12800,0.0,
1997-06-06 00:00:00+00:00,2.25,2.75,2.25,1.7966997623443604,66600,0.0,
1997-06-09 00:00:00+00:00,2.4375,2.5,2.4375,1.842769145965576,56600,0.0,
1997-06-10 00:00:00+00:00,2.5,2.5,2.25,1.842769145965576,38200,0.0,
1997-06-11 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,0,0.0,
1997-06-12 00:00:00+00:00,2.125,2.125,2.125,1.566353440284729,1000,0.0,
1997-06-13 00:00:00+00:00,2.125,2.125,2.125,1.566353440284729,30000,0.0,
1997-06-16 00:00:00+00:00,2.125,2.1875,2.125,1.6124225854873655,10000,0.0,
1997-06-17 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,400,0.0,
1997-06-18 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,0,0.0,
1997-06-19 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,0,0.0,
1997-06-20 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,0,0.0,
1997-06-23 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,0,0.0,
1997-06-24 00:00:00+00:00,2.5,2.5,2.1875,1.842769145965576,25400,0.0,
1997-06-25 00:00:00+00:00,2.5,2.5,2.1875,1.6124225854873655,47800,0.0,
1997-06-26 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,36400,0.0,
1997-06-27 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,13200,0.0,
1997-06-30 00:00:00+00:00,2.1875,2.5625,2.1875,1.842769145965576,18400,0.0,
1997-07-01 00:00:00+00:00,2.1875,2.5,2.1875,1.842769145965576,14400,0.0,
1997-07-02 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,18800,0.0,
1997-07-03 00:00:00+00:00,2.1875,2.25,2.1875,1.6584919691085815,33200,0.0,
1997-07-07 00:00:00+00:00,2.5625,2.5625,2.1875,1.6124225854873655,6200,0.0,
1997-07-08 00:00:00+00:00,2.1875,2.5,2.1875,1.842769145965576,92600,0.0,
1997-07-09 00:00:00+00:00,2.5,2.5,2.25,1.842769145965576,151600,0.0,
1997-07-10 00:00:00+00:00,2.5,2.5,2.1875,1.842769145965576,209600,0.0,
1997-07-11 00:00:00+00:00,2.5,2.5625,2.4375,1.8888376951217647,170800,0.0,
1997-07-14 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,1400,0.0,
1997-07-15 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,14200,0.0,
1997-07-16 00:00:00+00:00,2.5625,2.5625,2.1875,1.8888376951217647,7000,0.0,
1997-07-17 00:00:00+00:00,2.5625,2.5625,2.5,1.842769145965576,4400,0.0,
1997-07-18 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,3600,0.0,
1997-07-21 00:00:00+00:00,2.1875,2.1875,2.1875,1.6124225854873655,7400,0.0,
1997-07-22 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,9800,0.0,
1997-07-23 00:00:00+00:00,2.1875,2.21875,2.1875,1.6354573965072632,44600,0.0,
1997-07-24 00:00:00+00:00,2.5625,2.5625,2.46875,1.8888376951217647,71200,0.0,
1997-07-25 00:00:00+00:00,2.5625,2.5625,2.25,1.8888376951217647,44000,0.0,
1997-07-28 00:00:00+00:00,2.5625,2.5625,2.3125,1.7045612335205078,6400,0.0,
1997-07-29 00:00:00+00:00,2.25,2.5625,2.25,1.8888376951217647,12600,0.0,
1997-07-30 00:00:00+00:00,2.5625,2.5625,2.25,1.8888376951217647,21200,0.0,
1997-07-31 00:00:00+00:00,2.5625,2.5625,2.25,1.8888376951217647,61200,0.0,
1997-08-01 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,8800,0.0,
1997-08-04 00:00:00+00:00,2.25,2.25,2.25,1.6584919691085815,30000,0.0,
1997-08-05 00:00:00+00:00,2.5625,2.5625,2.3125,1.7506303787231443,32400,0.0,
1997-08-06 00:00:00+00:00,2.5625,2.5625,2.25,1.6584919691085815,31800,0.0,
1997-08-07 00:00:00+00:00,2.5625,2.5625,2.5,1.842769145965576,37000,0.0,
1997-08-08 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,24600,0.0,
1997-08-11 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,3200,0.0,
1997-08-12 00:00:00+00:00,2.25,2.5625,2.25,1.8888376951217647,119800,0.0,
1997-08-13 00:00:00+00:00,2.5625,2.5625,2.25,1.8888376951217647,42200,0.0,
1997-08-14 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,30400,0.0,
1997-08-15 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,234400,0.0,
1997-08-18 00:00:00+00:00,2.3125,2.3125,2.3125,1.7045612335205078,40000,0.0,
1997-08-19 00:00:00+00:00,2.3125,2.3125,2.3125,1.7045612335205078,2400,0.0,
1997-08-20 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,47800,0.0,
1997-08-21 00:00:00+00:00,2.5625,2.5625,2.3125,1.8888376951217647,142600,0.0,
1997-08-22 00:00:00+00:00,2.5625,2.5625,2.3125,1.7045612335205078,42200,0.0,
1997-08-25 00:00:00+00:00,2.5625,2.5625,2.375,1.8888376951217647,21200,0.0,
1997-08-26 00:00:00+00:00,2.375,2.5625,2.375,1.8888376951217647,14000,0.0,
1997-08-27 00:00:00+00:00,2.375,2.5625,2.375,1.8888376951217647,165800,0.0,
1997-08-28 00:00:00+00:00,2.5625,2.5625,2.375,1.7506303787231443,72600,0.0,
1997-08-29 00:00:00+00:00,2.5625,2.5625,2.375,1.8888376951217647,118000,0.0,
1997-09-02 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,19400,0.0,
1997-09-03 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,42800,0.0,
1997-09-04 00:00:00+00:00,2.375,2.5625,2.375,1.8888376951217647,34800,0.0,
1997-09-05 00:00:00+00:00,2.375,2.5625,2.375,1.8888376951217647,12400,0.0,
1997-09-08 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,36400,0.0,
1997-09-09 00:00:00+00:00,2.5625,2.5625,2.375,1.8888376951217647,91600,0.0,
1997-09-10 00:00:00+00:00,2.5625,2.5625,2.375,1.8888376951217647,45000,0.0,
1997-09-11 00:00:00+00:00,2.5,2.5,2.375,1.842769145965576,3000,0.0,
1997-09-12 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,46000,0.0,
1997-09-15 00:00:00+00:00,2.5,2.5625,2.375,1.8888376951217647,9400,0.0,
1997-09-16 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,0,0.0,
1997-09-17 00:00:00+00:00,2.5625,2.625,2.375,1.9349071979522705,323600,0.0,
1997-09-18 00:00:00+00:00,2.375,2.625,2.375,1.7506303787231443,51000,0.0,
1997-09-19 00:00:00+00:00,2.375,2.4375,2.375,1.7966997623443604,6400,0.0,
1997-09-22 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,19600,0.0,
1997-09-23 00:00:00+00:00,2.625,2.75,2.59375,2.027045726776123,21200,0.0,
1997-09-24 00:00:00+00:00,2.75,2.75,2.5,1.842769145965576,9600,0.0,
1997-09-25 00:00:00+00:00,2.75,2.75,2.5,1.842769145965576,3400,0.0,
1997-09-26 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,4000,0.0,
1997-09-29 00:00:00+00:00,2.625,2.625,2.625,1.9349071979522705,21600,0.0,
1997-09-30 00:00:00+00:00,2.3125,2.625,2.3125,1.9349071979522705,27600,0.0,
1997-10-01 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,2000,0.0,
1997-10-02 00:00:00+00:00,2.375,2.625,2.25,1.6584919691085815,19800,0.0,
1997-10-03 00:00:00+00:00,2.25,2.625,2.25,1.7506303787231443,4400,0.0,
1997-10-06 00:00:00+00:00,2.3125,2.75,2.3125,1.842769145965576,31200,0.0,
1997-10-07 00:00:00+00:00,2.75,2.75,2.4375,2.027045726776123,38800,0.0,
1997-10-08 00:00:00+00:00,2.75,2.75,2.375,1.7966997623443604,24600,0.0,
1997-10-09 00:00:00+00:00,2.4375,2.5,2.375,1.7966997623443604,41200,0.0,
1997-10-10 00:00:00+00:00,2.4375,2.625,2.4375,1.7966997623443604,16000,0.0,
1997-10-13 00:00:00+00:00,2.4375,2.5,2.4375,1.842769145965576,8800,0.0,
1997-10-14 00:00:00+00:00,2.625,2.625,2.5,1.842769145965576,26000,0.0,
1997-10-15 00:00:00+00:00,2.5,2.625,2.5,1.9349071979522705,5800,0.0,
1997-10-16 00:00:00+00:00,2.375,2.5,2.375,1.7506303787231443,5600,0.0,
1997-10-17 00:00:00+00:00,2.625,2.625,2.375,1.7506303787231443,21600,0.0,
1997-10-20 00:00:00+00:00,2.625,2.625,2.40625,1.7736648321151731,1800,0.0,
1997-10-21 00:00:00+00:00,2.4375,2.4375,2.4375,1.7966997623443604,200,0.0,
1997-10-22 00:00:00+00:00,2.625,2.625,2.4375,1.842769145965576,18600,0.0,
1997-10-23 00:00:00+00:00,2.5,2.625,2.5,1.842769145965576,33000,0.0,
1997-10-24 00:00:00+00:00,2.5,2.625,2.5,1.9349071979522705,29200,0.0,
1997-10-27 00:00:00+00:00,2.625,2.625,2.5,1.9349071979522705,28400,0.0,
1997-10-28 00:00:00+00:00,2.75,2.75,2.625,1.9349071979522705,51600,0.0,
1997-10-29 00:00:00+00:00,2.625,2.75,2.625,1.9349071979522705,16200,0.0,
1997-10-30 00:00:00+00:00,2.625,2.625,2.625,1.9349071979522705,3000,0.0,
1997-10-31 00:00:00+00:00,2.625,2.625,2.625,1.9349071979522705,4600,0.0,
1997-11-03 00:00:00+00:00,2.625,2.625,2.5,1.842769145965576,8000,0.0,
1997-11-04 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,2000,0.0,
1997-11-05 00:00:00+00:00,2.75,2.75,2.375,2.027045726776123,8800,0.0,
1997-11-06 00:00:00+00:00,2.75,2.75,2.75,2.027045726776123,0,0.0,
1997-11-07 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,400,0.0,
1997-11-10 00:00:00+00:00,2.375,2.5,2.25,1.6584919691085815,30000,0.0,
1997-11-11 00:00:00+00:00,2.25,2.25,2.25,1.6584919691085815,16000,0.0,
1997-11-12 00:00:00+00:00,2.25,2.25,2.25,1.6584919691085815,0,0.0,
1997-11-13 00:00:00+00:00,2.28125,2.28125,2.28125,1.6815264225006104,1600,0.0,
1997-11-14 00:00:00+00:00,2.28125,2.75,2.28125,2.027045726776123,56000,0.0,
1997-11-17 00:00:00+00:00,2.75,2.75,2.3125,1.7045612335205078,77800,0.0,
1997-11-18 00:00:00+00:00,2.3125,2.3125,2.3125,1.7045612335205078,6000,0.0,
1997-11-19 00:00:00+00:00,2.5625,2.5625,2.4375,1.8197342157363887,29800,0.0,
1997-11-20 00:00:00+00:00,2.625,2.625,2.375,1.7506303787231443,101800,0.0,
1997-11-21 00:00:00+00:00,2.375,2.625,2.375,1.7506303787231443,33800,0.0,
1997-11-24 00:00:00+00:00,2.375,2.75,2.375,1.7506303787231443,11600,0.0,
1997-11-25 00:00:00+00:00,2.625,2.625,2.40625,1.7736648321151731,18800,0.0,
1997-11-26 00:00:00+00:00,2.4375,2.4375,2.40625,1.7736648321151731,5000,0.0,
1997-11-28 00:00:00+00:00,2.40625,2.40625,2.40625,1.7736648321151731,0,0.0,
1997-12-01 00:00:00+00:00,2.75,2.75,2.4375,2.027045726776123,17000,0.0,
1997-12-02 00:00:00+00:00,2.4375,2.75,2.4375,2.027045726776123,34000,0.0,
1997-12-03 00:00:00+00:00,2.75,2.75,2.4375,2.0040111541748047,11200,0.0,
1997-12-04 00:00:00+00:00,2.75,2.75,2.5,1.842769145965576,20400,0.0,
1997-12-05 00:00:00+00:00,2.75,2.75,2.5,1.842769145965576,11800,0.0,
1997-12-08 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,0,0.0,
1997-12-09 00:00:00+00:00,2.3125,2.5625,2.3125,1.8888376951217647,25800,0.0,
1997-12-10 00:00:00+00:00,2.5625,2.5625,2.375,1.842769145965576,15000,0.0,
1997-12-11 00:00:00+00:00,2.6875,2.6875,2.4375,1.7966997623443604,16000,0.0,
1997-12-12 00:00:00+00:00,2.3125,2.3125,2.3125,1.7045612335205078,4000,0.0,
1997-12-15 00:00:00+00:00,2.4375,2.625,2.4375,1.7966997623443604,38400,0.0,
1997-12-16 00:00:00+00:00,2.4375,2.4375,2.4375,1.7966997623443604,5200,0.0,
1997-12-17 00:00:00+00:00,2.4375,2.4375,2.4375,1.7966997623443604,0,0.0,
1997-12-18 00:00:00+00:00,2.625,2.625,2.625,1.9349071979522705,42000,0.0,
1997-12-19 00:00:00+00:00,2.625,2.625,2.625,1.9349071979522705,0,0.0,
1997-12-22 00:00:00+00:00,2.625,2.625,2.625,1.9349071979522705,0,0.0,
1997-12-23 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,6000,0.0,
1997-12-24 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,2000,0.0,
1997-12-26 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,0,0.0,
1997-12-29 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,1400,0.0,
1997-12-30 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,0,0.0,
1997-12-31 00:00:00+00:00,2.4375,2.5625,2.375,1.8888376951217647,21600,0.0,
1998-01-02 00:00:00+00:00,2.5625,2.5625,2.5625,1.8888376951217647,1000,0.0,
1998-01-05 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,2000,0.0,
1998-01-06 00:00:00+00:00,2.5625,2.5625,2.375,1.7506303787231443,13200,0.0,
1998-01-07 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,22000,0.0,
1998-01-08 00:00:00+00:00,2.375,2.5625,2.375,1.8888376951217647,35000,0.0,
1998-01-09 00:00:00+00:00,2.375,2.5625,2.375,1.8888376951217647,8800,0.0,
1998-01-12 00:00:00+00:00,2.375,2.375,2.25,1.6815264225006104,8800,0.0,
1998-01-13 00:00:00+00:00,2.28125,2.28125,2.28125,1.6815264225006104,0,0.0,
1998-01-14 00:00:00+00:00,2.28125,2.5625,2.28125,1.8888376951217647,13000,0.0,
1998-01-15 00:00:00+00:00,2.34375,2.5,2.34375,1.842769145965576,12800,0.0,
1998-01-16 00:00:00+00:00,2.34375,2.34375,2.34375,1.7275958061218262,200,0.0,
1998-01-20 00:00:00+00:00,2.5,2.625,2.25,1.9349071979522705,30800,0.0,
1998-01-21 00:00:00+00:00,2.625,2.625,2.375,1.7506303787231443,4600,0.0,
1998-01-22 00:00:00+00:00,2.53125,2.53125,2.53125,1.8658033609390257,2000,0.0,
1998-01-23 00:00:00+00:00,2.53125,2.53125,2.375,1.7506303787231443,7800,0.0,
1998-01-26 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,3000,0.0,
1998-01-27 00:00:00+00:00,2.5,2.5,2.375,1.7506303787231443,3400,0.0,
1998-01-28 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,2000,0.0,
1998-01-29 00:00:00+00:00,2.4375,2.5,2.375,1.842769145965576,48000,0.0,
1998-01-30 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,2000,0.0,
1998-02-02 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,3000,0.0,
1998-02-03 00:00:00+00:00,2.5,2.5,2.375,1.7506303787231443,5000,0.0,
1998-02-04 00:00:00+00:00,2.375,2.375,2.1875,1.6124225854873655,12000,0.0,
1998-02-05 00:00:00+00:00,2.1875,2.21875,2.1875,1.6354573965072632,6000,0.0,
1998-02-06 00:00:00+00:00,2.21875,2.21875,2.21875,1.6354573965072632,16000,0.0,
1998-02-09 00:00:00+00:00,2.21875,2.5,2.21875,1.6354573965072632,21200,0.0,
1998-02-10 00:00:00+00:00,2.5,2.5,2.21875,1.842769145965576,20200,0.0,
1998-02-11 00:00:00+00:00,2.21875,2.5,2.21875,1.7563893795013428,21000,0.0,
1998-02-12 00:00:00+00:00,2.5,2.5,2.25,1.842769145965576,8600,0.0,
1998-02-13 00:00:00+00:00,2.5,2.5,2.28125,1.6815264225006104,7800,0.0,
1998-02-17 00:00:00+00:00,2.28125,2.5,2.28125,1.6815264225006104,14800,0.0,
1998-02-18 00:00:00+00:00,2.3125,2.5,2.3125,1.7966997623443604,9200,0.0,
1998-02-19 00:00:00+00:00,2.4375,2.4375,2.4375,1.7966997623443604,15200,0.0,
1998-02-20 00:00:00+00:00,2.4375,2.5,2.375,1.842769145965576,11400,0.0,
1998-02-23 00:00:00+00:00,2.375,2.5,2.375,1.842769145965576,8000,0.0,
1998-02-24 00:00:00+00:00,2.5,2.5,2.375,1.7506303787231443,5800,0.0,
1998-02-25 00:00:00+00:00,2.5,2.5,2.375,1.7506303787231443,12800,0.0,
1998-02-26 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,5600,0.0,
1998-02-27 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,3800,0.0,
1998-03-02 00:00:00+00:00,2.375,2.5,2.375,1.842769145965576,48200,0.0,
1998-03-03 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,37000,0.0,
1998-03-04 00:00:00+00:00,2.5,2.5,2.375,1.842769145965576,21400,0.0,
1998-03-05 00:00:00+00:00,2.5,2.5,2.3125,1.7045612335205078,16600,0.0,
1998-03-06 00:00:00+00:00,2.5,2.5,2.34375,1.842769145965576,10800,0.0,
1998-03-09 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,4800,0.0,
1998-03-10 00:00:00+00:00,2.5,2.5,2.34375,1.842769145965576,14400,0.0,
1998-03-11 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,20000,0.0,
1998-03-12 00:00:00+00:00,2.34375,2.4375,2.34375,1.7966997623443604,5200,0.0,
1998-03-13 00:00:00+00:00,2.34375,2.34375,2.34375,1.7275958061218262,200,0.0,
1998-03-16 00:00:00+00:00,2.34375,2.5,2.34375,1.8197342157363887,13400,0.0,
1998-03-17 00:00:00+00:00,2.34375,2.34375,2.34375,1.7275958061218262,15600,0.0,
1998-03-18 00:00:00+00:00,2.34375,2.34375,2.34375,1.7275958061218262,0,0.0,
1998-03-19 00:00:00+00:00,2.375,2.5,2.375,1.7966997623443604,4000,0.0,
1998-03-20 00:00:00+00:00,2.34375,2.5,2.34375,1.7275958061218262,17200,0.0,
1998-03-23 00:00:00+00:00,2.34375,2.34375,2.34375,1.7275958061218262,10000,0.0,
1998-03-24 00:00:00+00:00,2.34375,2.5,2.34375,1.842769145965576,10400,0.0,
1998-03-25 00:00:00+00:00,2.34375,2.34375,2.34375,1.7275958061218262,6800,0.0,
1998-03-26 00:00:00+00:00,2.34375,2.375,2.3125,1.7045612335205078,13800,0.0,
1998-03-27 00:00:00+00:00,2.34375,2.34375,2.34375,1.7275958061218262,3000,0.0,
1998-03-30 00:00:00+00:00,2.34375,2.5,2.34375,1.842769145965576,49400,0.0,
1998-03-31 00:00:00+00:00,2.34375,2.34375,2.34375,1.7275958061218262,168600,0.0,
